ATE_10,ATE_20,ATE_30,ATE_21,ATE_31,ATE_32,ATE_SE_10,ATE_SE_20,ATE_SE_30,ATE_SE_21,ATE_SE_31,ATE_SE_32,ATE_t_10,ATE_t_20,ATE_t_30,ATE_t_21,ATE_t_31,ATE_t_32,ATE_p_10,ATE_p_20,ATE_p_30,ATE_p_21,ATE_p_31,ATE_p_32
-0.1158937769547401,0.06278989656361905,0.45635305151555094,0.17868367351835915,0.5722468284702911,0.3935631549519319,0.05288918502418314,0.051691403616561035,0.05626698331707031,0.03925514363916798,0.045110292682324284,0.04369981488762739,2.19125662272445,1.2147067436857577,8.110494371876204,4.551853768790498,12.685504669636437,9.006060001946606,0.028433457016892035,0.22447824639510242,5.047043492388868e-16,5.3181539859962e-06,7.162189726100626e-37,2.1395251771480354e-19
