ATE_10,ATE_20,ATE_30,ATE_21,ATE_31,ATE_32,ATE_SE_10,ATE_SE_20,ATE_SE_30,ATE_SE_21,ATE_SE_31,ATE_SE_32,ATE_t_10,ATE_t_20,ATE_t_30,ATE_t_21,ATE_t_31,ATE_t_32,ATE_p_10,ATE_p_20,ATE_p_30,ATE_p_21,ATE_p_31,ATE_p_32
-0.11589377695474029,0.06278989656361905,0.4563530515155508,0.17868367351835934,0.5722468284702911,0.3935631549519317,0.05288918502418315,0.051691403616561035,0.0562669833170703,0.03925514363916799,0.04511029268232428,0.04369981488762738,2.1912566227244534,1.2147067436857577,8.110494371876202,4.551853768790503,12.685504669636439,9.006060001946606,0.02843345701689179,0.22447824639510242,5.047043492388976e-16,5.318153985996112e-06,7.1621897261003195e-37,2.1395251771480354e-19
