ATE_10,ATE_20,ATE_30,ATE_21,ATE_31,ATE_32,ATE_SE_10,ATE_SE_20,ATE_SE_30,ATE_SE_21,ATE_SE_31,ATE_SE_32,ATE_t_10,ATE_t_20,ATE_t_30,ATE_t_21,ATE_t_31,ATE_t_32,ATE_p_10,ATE_p_20,ATE_p_30,ATE_p_21,ATE_p_31,ATE_p_32
-0.11589377695474043,0.06278989656361894,0.4563530515155506,0.17868367351835937,0.5722468284702911,0.39356315495193167,0.052889185024183154,0.051691403616561035,0.05626698331707031,0.039255143639167996,0.04511029268232429,0.04369981488762739,2.1912566227244556,1.2147067436857555,8.110494371876197,4.551853768790503,12.685504669636435,9.0060600019466,0.02843345701689163,0.22447824639510328,5.047043492389159e-16,5.318153985996112e-06,7.1621897261008315e-37,2.1395251771481587e-19
