Treat 0,Treat 1,Treat 2,Treat 3
0.11086178266178269,0.033809920634920665,0.21889642857142858,0.0025333333333333336
0.019310714285714257,0.029723015873015863,0.10334733044733041,0.06849682539682546
0.04030714285714282,0.07527738095238096,0.8125601370851371,0.0
0.011940476190476196,0.016789682539682552,0.27099206349206356,0.06833878066378073
0.01009924242424242,0.14233023088023083,0.7463084054834055,0.0
0.033795634920634914,0.004000000000000002,0.5362988095238092,0.015406601731601733
0.19435158730158741,0.01738134920634921,0.4467344017094018,0.02646006493506492
0.027746428571428575,0.052632142857142954,0.36698809523809517,0.010569047619047619
0.07581349206349215,0.03994801587301584,0.4619682539682538,0.0013333333333333329
0.06635919913419912,0.4163655122655125,0.9375567460317464,0.005083333333333333
0.15702546897546926,0.08303492063492077,0.8666277777777776,0.0030166666666666675
0.016611507936507938,0.08171428571428563,0.8446891774891778,0.05336666666666671
0.07627341269841274,0.22734365079365074,0.49331865079365067,0.01730793650793652
0.15822997835497823,0.36304848484848457,0.5102552669552669,0.005072619047619048
0.22292038239538225,0.0824904761904762,0.5509376984126985,0.012013636363636363
0.043726190476190425,0.16987831890331898,0.7555460317460314,0.03388730158730159
0.054880769230769184,0.07508452380952384,0.7007281746031748,0.4301400793650792
0.0,0.019935714285714296,0.4173130952380953,0.00595
0.010864285714285724,0.31688804528804515,0.896960714285714,0.007704761904761906
0.048266522366522374,0.09996230158730171,0.7166412337662335,0.006283333333333331
0.009428571428571432,0.055323015873015996,0.868956385281385,0.07554603174603182
0.07067777777777784,0.13554404761904762,0.3422321428571429,0.00014285714285714284
0.006676190476190477,0.04904126984126981,0.6411827922077917,0.017643939393939403
0.1406269841269841,0.05175007215007218,0.709193759018759,0.003
0.4408297619047618,0.0917503968253968,0.454337914862915,0.00040000000000000013
0.20263730158730145,0.0990904761904762,0.5534739538239537,0.0023095238095238095
0.060790873015872986,0.4232384282384285,0.635770238095238,0.04655674603174603
0.13104314574314566,0.19689873737373736,0.6018358058608058,0.5491260461760462
0.041381746031746026,0.02301666666666666,0.7243075396825394,0.0047666666666666664
0.0010000000000000005,0.14837896825396818,0.4347556277056275,0.2753158730158729
0.16190714285714264,0.2588281746031745,0.5257123015873018,0.008283333333333334
0.10132698412698408,0.04239722222222222,0.8046206709956709,0.0
0.1650634421134421,0.2114965007215007,0.6677959595959596,0.011883333333333333
0.13019632034632042,0.028839285714285703,0.3636444805194805,0.27230064935064935
0.40271507936507944,0.012522077922077914,0.7808445165945166,0.026044047619047606
0.007726190476190473,0.22618106060606055,0.6228884920634921,0.0
0.06049801587301587,0.010598412698412711,0.33913690476190483,0.001
0.008152380952380956,0.15277738095238086,0.11279613997114003,0.0
0.17075119047619056,0.03301587301587304,0.8546483766233767,0.04027867965367964
0.06532651515151523,0.11227658730158731,0.6055599206349206,0.0005
0.01898571428571428,0.06666904761904763,0.5832142857142858,0.00375
0.08839404761904768,0.013608333333333335,0.40486031746031736,0.01861111111111111
0.1739996031746032,0.09978968253968247,0.6599018370518369,0.01871428571428571
0.020140151515151524,0.020871428571428582,0.7946476190476193,0.0
0.04162420634920629,0.17869670329670345,0.8977014346764347,0.012840476190476199
0.15628963258963263,0.058264285714285734,0.8380599206349204,0.0
0.4769110389610389,0.19444598179598196,0.6254547619047622,0.36784592352092366
0.22652857142857144,0.009139285714285714,0.6845424963924966,0.19553809523809526
0.018448015873015877,0.19829971139971134,0.5856634920634922,0.013222222222222225
0.00604761904761905,0.06571449938949944,0.11122420634920635,0.0887130952380953
0.10108333333333336,0.07798690476190472,0.5153015873015873,0.05418344155844154
0.02884458874458873,0.11501309523809522,0.8304155844155845,0.02117261904761905
0.02051388888888887,0.04146277056277054,0.7969257575757577,0.04824682539682543
0.36787070707070696,0.33201085858585844,0.6821185425685425,0.029842857142857154
0.029474206349206295,0.07748492063492063,0.5443432539682541,0.0
0.1994147907647908,0.04856706349206344,0.7935603174603175,0.0
0.017096031746031738,0.13328989898989907,0.38196428571428587,0.4127190836940836
0.11313134920634932,0.020315079365079383,0.6911305555555557,0.0022333333333333333
0.12901428571428566,0.22441984126984132,0.4920075396825396,0.0016666666666666666
0.05344246031746033,0.14122324619824608,0.41709213564213593,0.09110530303030308
0.18119047619047615,0.05156719669219671,0.8370666666666666,0.0006666666666666669
0.22758789266289267,0.02505000000000003,0.7117051226551224,0.00672777777777778
0.07291038961038952,0.0060500000000000016,0.10800476190476199,0.025370634920634915
0.14439682539682536,0.37547312409812394,0.6402115440115443,0.15770515873015872
0.01993492063492064,0.0979551587301587,0.4359425768675768,0.564674603174603
0.6005111471861473,0.02687063492063493,0.5501650793650794,0.0014095238095238097
0.0840833333333333,0.05408333333333343,0.3109640331890333,0.49192294372294365
0.018095634920634922,0.23279563492063501,0.7451765873015872,0.3060070318570319
0.05563333333333333,0.018421428571428575,0.890186904761905,0.04839707792207788
0.07475476190476207,0.36518679653679664,0.8645015873015874,0.023869841269841277
0.0029000000000000007,0.12342301587301582,0.7996091269841271,0.15507319624819632
0.002845238095238093,0.07143888888888887,0.4261777777777781,0.008050000000000003
0.002,0.0044166666666666686,0.5882156926406924,0.18400230880230867
0.12127658730158726,0.2001234126984128,0.5920730158730158,0.07248769841269845
0.13721767676767677,0.037438095238095236,0.3078405122655124,0.03176587301587301
0.009265873015873023,0.06967207792207794,0.8936333333333335,0.0063230158730158735
0.009729365079365079,0.1578547619047619,0.6780806277056277,0.03351190476190476
0.0514480158730158,0.1547127705627706,0.687020238095238,0.02009444444444445
0.14210952380952382,0.2156690476190477,0.5290924242424242,0.033631349206349206
0.04196219336219341,0.07192792207792202,0.8321071428571426,0.02261031746031747
0.028484271284271286,0.011903968253968248,0.8546680014430018,0.10570000000000002
0.35147193362193346,0.02576396103896104,0.1453825396825397,0.10887265512265512
0.17619920634920644,0.06441349206349213,0.7447238095238096,0.0
0.04034523809523811,0.23701825396825385,0.4505702380952382,0.015149999999999993
0.043393253968253956,0.49920634920634965,0.757572510822511,0.0009999999999999996
0.06464801587301586,0.028672619047619037,0.749160642135642,0.0037
0.05956547619047616,0.15744130591630612,0.7694984126984128,0.037798412698412706
0.6850940476190478,0.16229047619047618,0.6019874098124101,0.3454006132756132
0.1031809523809524,0.11448888888888889,0.28206309523809514,0.004566666666666668
0.08050634920634925,0.054934920634920684,0.745122619047619,0.0
0.24756587301587296,0.17329065934065932,0.6048241341991342,0.0
0.025812337662337665,0.010799603174603165,0.5712734848484844,0.15900241702741688
0.028966305916305907,0.20122074314574315,0.6061880952380952,0.00175
0.12484166666666671,0.02445,0.847061111111111,0.10612828282828284
0.03560992063492057,0.1359196248196249,0.6394243783993785,0.029976984126984126
0.02261785714285718,0.16266269841269854,0.6550626984126986,0.10783611111111113
0.0008428571428571428,0.10970862193362203,0.4410992063492066,0.020739285714285714
0.01520238095238096,0.19051118326118308,0.5820750000000003,0.001
0.5474388167388174,0.04095367965367962,0.8074012626262622,0.0017666666666666666
0.043823412698412716,0.16213452380952378,0.6321373015873015,0.0634436507936508
0.01769444444444443,0.04789285714285716,0.7526134920634917,0.0
0.03797484737484738,0.14960198412698414,0.5255474386724389,0.007138095238095239
0.05854007936507944,0.6129876984126985,0.6875349206349207,0.1427424603174603
0.006827380952380952,0.23634246031746023,0.717848015873016,0.05287500000000003
0.035680555555555535,0.13026024531024535,0.6836950937950936,0.004111111111111113
0.0023583333333333342,0.09664007936507939,0.9136607142857145,0.10876746031746026
0.003619047619047619,0.0658047619047619,0.8680362193362195,0.0
0.07339606782106782,0.11947817460317461,0.6967062049062047,0.4916575396825397
0.17785396825396818,0.025773015873015857,0.4840779470529471,0.014071428571428575
0.0017742424242424251,0.08265674603174615,0.6180890692640688,0.003583333333333333
0.006628571428571431,0.07518333333333338,0.8455477633477636,0.04045753968253971
0.09398571428571431,0.0727051587301588,0.8695535353535353,0.3258571428571428
0.040415079365079355,0.057190476190476194,0.8296809523809527,0.0052428571428571455
0.02594801587301586,0.1394634920634923,0.8870301587301588,0.00145
0.027923809523809493,0.13907121212121223,0.6541305555555557,0.006619047619047621
0.14977777777777782,0.14117777777777782,0.5826786435786435,0.17598033910533908
0.35128712121212136,0.18804682539682555,0.8612238095238093,0.2179035714285713
0.09009166666666665,0.04403968253968257,0.712559126984127,0.08782269119769127
0.11831608946608946,0.10050198412698405,0.24475948773448786,0.005080952380952381
0.05642976190476195,0.18259047619047625,0.5148087301587304,0.018026190476190487
0.04440000000000001,0.18304285714285717,0.4336094932844935,0.006097619047619047
0.23445537518037515,0.05688015873015881,0.3275168109668112,0.0
0.1934579365079364,0.1143679292929293,0.2161412698412699,0.007720634920634922
0.29010952380952354,0.2547000000000002,0.7815123015873018,0.0
0.12357857142857144,0.03500357142857144,0.6269472222222222,0.07938293650793653
0.06103611111111108,0.017544444444444442,0.7624768759018761,0.0014999999999999992
0.020753571428571437,0.05150198412698414,0.9245742063492061,0.1623825396825397
0.047831349206349225,0.06941831501831504,0.7481858585858587,0.0031619047619047633
0.09966071428571426,0.007614285714285716,0.3291269841269844,0.000375
0.18958690476190485,0.008058333333333334,0.7508075757575755,0.04664444444444446
0.027564682539682552,0.24808571428571438,0.7393530663780663,0.004478571428571429
0.08419169441669444,0.043248809523809544,0.7185247113997116,0.0
0.00934047619047619,0.02569563492063494,0.49244888167388173,0.14240992063492078
0.07309761904761908,0.026403571428571446,0.08142380952380954,0.007483333333333334
0.09240000000000002,0.09831529581529586,0.7929916666666668,0.006
0.45056673881673903,0.15737142857142863,0.7459642857142857,0.08881626984126986
0.28687896825396836,0.22324278499278494,0.3242671356421354,0.0
0.029167532467532457,0.10073059163059166,0.23641356421356402,0.01258492063492064
0.3735472222222221,0.2256634310134311,0.8315737734487735,0.012675
0.05237182539682544,0.10212936507936514,0.5837242063492066,0.004605555555555554
0.1427353174603175,0.04309523809523812,0.8063929653679653,0.0
0.044665476190476186,0.37335007215007193,0.2702693722943724,0.0
0.09396865079365084,0.01384444444444445,0.5493126623376624,0.15161746031746037
0.5065242063492064,0.00956904761904762,0.8399158369408373,0.0
0.10087103174603172,0.06072698412698414,0.5437917027417029,0.024120165945165948
