line_Treat 0,line_Treat 1,bin_Treat 0,bin_Treat 1
1.405227748749159,0.005338950656614129,0.0016,0.07939761904761908
1.6671561310910383,0.013027402804679972,0.0347485119047619,0.13693526785714288
1.9071847319202389,0.029533554610726133,0.06789702380952381,0.1944729166666667
2.103759931931719,0.06220560887781214,0.10104553571428572,0.2520105654761905
2.2376209933322353,0.1217304743987201,0.1341940476190476,0.30954821428571433
2.294900217733979,0.22132222545322747,0.1673425595238095,0.36708586309523816
2.269488659822509,0.37385800776233297,0.20049107142857142,0.4246235119047619
2.1641091310444907,0.5867381011829294,0.23363958333333332,0.4821611607142857
1.9898357466057242,0.8555351148860866,0.2667880952380952,0.5396988095238096
1.7641773023508918,1.1590103999714476,0.29993660714285714,0.5972364583333334
1.5081834213123686,1.4587899786536378,0.333085119047619,0.6547741071428572
1.243234419923883,1.7059022982678151,0.36623363095238093,0.7123117559523809
0.9881862779196525,1.8534099160590154,0.39938214285714285,0.7698494047619048
0.7573760072083313,1.8708749283369681,0.4325306547619047,0.8273870535714286
0.5597204798755935,1.7545832241038102,0.46567916666666664,0.8849247023809523
0.3988575186878176,1.5288297850438792,0.4988276785714285,0.9424623511904762
0.2740635627456668,1.2376568290755345,0.5319761904761905,1.0
0.18158156118281335,NaN,0.5651247023809524,NaN
0.11600564493976055,NaN,0.5982732142857143,NaN
0.07146171436567633,NaN,0.6314217261904762,NaN
0.042447749443130615,NaN,0.6645702380952381,NaN
0.024312120419303047,NaN,0.69771875,NaN
0.013426967503068828,NaN,0.7308672619047619,NaN
0.007150229278474249,NaN,0.7640157738095238,NaN
0.003671545621045767,NaN,0.7971642857142858,NaN
0.001817878362416965,NaN,0.8303127976190476,NaN
0.000867895911541526,NaN,0.8634613095238095,NaN
0.00039953735962760595,NaN,0.8966098214285714,NaN
0.00017735117843073472,NaN,0.9297583333333334,NaN
