ATE_10,ATE_20,ATE_30,ATE_21,ATE_31,ATE_32,ATE_SE_10,ATE_SE_20,ATE_SE_30,ATE_SE_21,ATE_SE_31,ATE_SE_32,ATE_t_10,ATE_t_20,ATE_t_30,ATE_t_21,ATE_t_31,ATE_t_32,ATE_p_10,ATE_p_20,ATE_p_30,ATE_p_21,ATE_p_31,ATE_p_32
-0.11589377695474035,0.062789896563619,0.45635305151555083,0.17868367351835934,0.5722468284702912,0.39356315495193184,0.05288918502418316,0.05169140361656104,0.05626698331707032,0.039255143639167996,0.04511029268232429,0.04369981488762739,2.191256622724454,1.2147067436857564,8.110494371876198,4.551853768790502,12.685504669636437,9.006060001946604,0.02843345701689177,0.2244782463951029,5.047043492389086e-16,5.318153985996112e-06,7.162189726100626e-37,2.139525177148082e-19
