country,Unnamed: 0,country,year,General government final consumption expenditure (% of GDP),gdp_pc_lag1,rtfpna,"Mortality rate, infant (per 1,000 live births)",fe_etfra,gdppc,pop,v2x_regime,v2x_polyarchy,v2x_liberal,hc,Tax revenue (% of GDP),Population growth rate - Sex: all - Age: all - Variant: estimates,v2x_corr,v2x_execorr,v2x_pubcorr
LAO,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.06756756756756757,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LBN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LBR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.24324324324324326,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LBY,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.04054054054054054,0.28378378378378377,0.28378378378378377,0.013513513513513514,0.013513513513513514,0.013513513513513514,1.0,0.14864864864864866,0.013513513513513514,0.02702702702702703,0.02702702702702703,0.02702702702702703
LKA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LSO,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.24324324324324326,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LTU,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,0.6486486486486487,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
LUX,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
LVA,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,0.6486486486486487,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
MAR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.0945945945945946,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MDA,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,0.6486486486486487,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
MDG,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.14864864864864866,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MDV,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,1.0,1.0,1.0,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MEX,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MKD,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.5945945945945946,0.28378378378378377,0.28378378378378377,0.5540540540540541,0.5540540540540541,0.5540540540540541,1.0,0.14864864864864866,0.013513513513513514,0.5675675675675675,0.5675675675675675,0.5675675675675675
MLI,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MLT,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.16216216216216217,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MMR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.21621621621621623,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MNE,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.6486486486486487,0.6486486486486487,0.6486486486486487,1.0,0.14864864864864866,0.013513513513513514,0.6621621621621622,0.6621621621621622,0.6621621621621622
MNG,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MOZ,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.35135135135135137,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MRT,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4189189189189189,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MUS,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.25675675675675674,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MWI,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.21621621621621623,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
MYS,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.17567567567567569,0.14864864864864866,0.1891891891891892,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.12162162162162163,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NAM,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.5540540540540541,0.28378378378378377,0.28378378378378377,0.0,0.0,0.013513513513513514,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NER,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NGA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.1891891891891892,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.013513513513513514,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NIC,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NLD,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NOR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NPL,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
NZL,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
OMN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PAK,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PAN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.3108108108108108,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PER,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PHL,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PNG,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,0.36486486486486486,1.0,1.0,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
POL,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.3783783783783784,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PRK,0.0,0.0,0.0,0.14864864864864866,0.5675675675675675,1.0,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PRT,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PRY,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.12162162162162163,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.06756756756756757,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
PSE,0.0,0.0,0.0,0.0975609756097561,0.17886178861788618,1.0,0.0975609756097561,1.0,0.17886178861788618,0.17886178861788618,0.0,0.0,0.0,1.0,0.0975609756097561,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018
QAT,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.3783783783783784,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
ROU,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
RUS,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.6486486486486487,0.14864864864864866,0.581081081081081,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
RWA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.1891891891891892,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SAU,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.3783783783783784,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SDN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.3783783783783784,0.14864864864864866,0.24324324324324326,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SEN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SGP,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.22972972972972974,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SLB,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SLE,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.20270270270270271,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SLV,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SOM,0.0,0.0,0.0,0.208955223880597,1.0,1.0,0.208955223880597,0.21393034825870647,1.0,1.0,0.0,0.0,0.0,1.0,0.208955223880597,0.009950248756218905,0.009950248756218905,0.009950248756218905,0.009950248756218905
SRB,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.6486486486486487,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
STP,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SUR,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SVK,0.0,0.0,0.0,0.14864864864864866,0.5,0.6486486486486487,0.14864864864864866,0.5945945945945946,0.4864864864864865,0.28378378378378377,0.581081081081081,0.581081081081081,0.581081081081081,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5945945945945946,0.5945945945945946,0.5945945945945946
SVN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.6486486486486487,0.14864864864864866,0.5675675675675675,0.28378378378378377,0.28378378378378377,0.527027027027027,0.527027027027027,0.527027027027027,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5405405405405406,0.5405405405405406,0.5405405405405406
SWE,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SWZ,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.2702702702702703,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SYC,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,1.0,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
SYR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TCD,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.16216216216216217,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TGO,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.4594594594594595,0.14864864864864866,0.14864864864864866,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
THA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TJK,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,0.6486486486486487,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
TKM,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,1.0,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5540540540540541,0.5540540540540541,0.5405405405405406,1.0,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
TLS,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,1.0,1.0,1.0,0.0,0.0,0.6621621621621622,1.0,0.14864864864864866,0.013513513513513514,0.7027027027027027,0.7027027027027027,0.7027027027027027
TTO,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.1891891891891892,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TUN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.0945945945945946,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TUR,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TWN,0.0,0.0,0.0,1.0,0.28378378378378377,0.12162162162162163,1.0,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.06756756756756757,1.0,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
TZA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.24324324324324326,0.14864864864864866,0.20270270270270271,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.1891891891891892,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
UGA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.1891891891891892,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
UKR,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,0.6486486486486487,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,0.5945945945945946,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
URY,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
USA,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
UZB,0.0,0.0,0.0,0.14864864864864866,0.4189189189189189,1.0,0.14864864864864866,0.581081081081081,0.40540540540540543,0.28378378378378377,0.5405405405405406,0.5405405405405406,0.5405405405405406,1.0,0.14864864864864866,0.013513513513513514,0.5540540540540541,0.5540540540540541,0.5540540540540541
VEN,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
VNM,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,1.0,0.14864864864864866,0.3783783783783784,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
VUT,0.0,0.0,0.0,0.14864864864864866,1.0,1.0,0.14864864864864866,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
YEM,0.0,0.0,0.0,0.20812182741116753,0.41116751269035534,1.0,0.20812182741116753,0.005076142131979695,0.41116751269035534,0.41116751269035534,0.0,0.0,0.0,0.8121827411167513,0.20812182741116753,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.005076142131979695
ZAF,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.05405405405405406,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
ZMB,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.17567567567567569,0.14864864864864866,0.21621621621621623,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.12162162162162163,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
ZWE,0.0,0.0,0.0,0.14864864864864866,0.28378378378378377,0.16216216216216217,0.14864864864864866,0.22972972972972974,0.28378378378378377,0.28378378378378377,0.0,0.0,0.0,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
