line_Treat 0,line_Treat 1,line_Treat 2,line_Treat 3,bin_Treat 0,bin_Treat 1,bin_Treat 2,bin_Treat 3
1.9515671750714574,1.7582186041345473,0.04398864986525795,2.8614023519397342,0.0,0.0014634920634920637,0.03099285714285714,0.0
2.3578154986581037,2.1405909315545815,0.11195164527585168,3.0814567256604777,0.036713596491228066,0.03317172871572872,0.10704077380952379,0.01655302327695945
2.6630134320507235,2.4758984196683973,0.24950987830953456,3.252534274193697,0.07342719298245613,0.06487996536796538,0.18308869047619042,0.0331060465539189
2.8117332805705577,2.7206350906442656,0.48698145639698687,3.3649324910437626,0.11014078947368419,0.09658820202020203,0.2591366071428571,0.049659069830878345
2.7753139028002907,2.840181532266644,0.8323471941199432,3.4120822758116454,0.14685438596491227,0.12829643867243867,0.33518452380952374,0.0662120931078378
2.5608687861729575,2.816827385582684,1.2458450511600068,3.3911835686461216,0.18356798245614034,0.16000467532467533,0.4112324404761904,0.08276511638479725
2.2090206086196957,2.6540720030765237,1.6330179512956524,3.303480663248187,0.22028157894736838,0.19171291197691198,0.487280357142857,0.09931813966175669
1.7813507212947541,2.3757651012492587,1.874499384512708,3.1541395498370783,0.25699517543859646,0.22342114862914864,0.5633282738095237,0.11587116293871613
1.3428772793130346,2.0203779843247296,1.8842870412027553,2.9517441039310657,0.29370877192982453,0.2551293852813853,0.6393761904761903,0.1324241862156756
0.9463688639064687,1.6323004022981111,1.6587320510670491,2.707479456614906,0.3304223684210526,0.28683762193362194,0.715424107142857,0.14897720949263504
0.6234789369444154,1.2528696220114726,1.2787122550269505,2.4341105626407518,0.3671359649122807,0.3185458585858586,0.7914720238095236,0.1655302327695945
0.3839903892298744,0.9135871909904238,0.8632504914768404,2.1448854203191012,0.40384956140350875,0.35025409523809525,0.8675199404761903,0.18208325604655393
0.22108340699756815,0.6328961530480928,0.5103501620642625,1.8524929276839794,0.44056315789473677,0.3819623318903319,0.9435678571428568,0.19863627932351338
0.11899512460197932,0.41653667040628817,NaN,1.5681864081825587,0.47727675438596484,0.41367056854256856,NaN,0.21518930260047284
0.0598741571743007,0.2604428011590484,NaN,1.3011503337945873,0.5139903508771929,0.4453788051948052,NaN,0.23174232587743226
0.028163516735252875,0.15470694332571294,NaN,1.0581468290389724,0.550703947368421,0.47708704184704187,NaN,0.24829534915439172
0.012384303296923535,0.08730630022813816,NaN,0.8434377936908165,0.5874175438596491,0.5087952784992785,NaN,0.2648483724313512
0.005090887512312704,0.04680795794064196,NaN,0.6589445120901725,0.6241311403508771,0.5405035151515152,NaN,0.28140139570831063
0.001956377448637208,0.023841420984746436,NaN,0.5045837947824539,0.6608447368421052,0.5722117518037518,NaN,0.2979544189852701
0.0007028279441396421,0.011536734796382914,NaN,0.3787096896485426,0.6975583333333333,0.6039199884559885,NaN,0.31450744226222954
NaN,0.0053036152828046836,NaN,0.27859171758728013,NaN,0.6356282251082251,NaN,0.331060465539189
NaN,0.0023163247559424447,NaN,0.20087165138844432,NaN,0.6673364617604618,NaN,0.3476134888161484
NaN,0.0009610925601865379,NaN,0.14195731103956652,NaN,0.6990446984126985,NaN,0.36416651209310785
NaN,0.00037885176360124423,NaN,0.09832988788528096,NaN,0.7307529350649351,NaN,0.3807195353700673
NaN,0.00014187691693444467,NaN,0.06675779582426834,NaN,0.7624611717171718,NaN,0.39727255864702676
NaN,5.0476879969476385e-05,NaN,0.04442291969610316,NaN,0.7941694083694084,NaN,0.4138255819239862
NaN,NaN,NaN,0.028973494229513265,NaN,NaN,NaN,0.4303786052009457
NaN,NaN,NaN,0.01852180533655106,NaN,NaN,NaN,0.44693162847790513
NaN,NaN,NaN,0.011605247891886043,NaN,NaN,NaN,0.46348465175486453
NaN,NaN,NaN,0.007127121999261076,NaN,NaN,NaN,0.480037675031824
NaN,NaN,NaN,0.004290052723881082,NaN,NaN,NaN,0.49659069830878344
NaN,NaN,NaN,0.0025310442127643457,NaN,NaN,NaN,0.513143721585743
NaN,NaN,NaN,0.0014636104404651892,NaN,NaN,NaN,0.5296967448627024
NaN,NaN,NaN,0.0008295449643490634,NaN,NaN,NaN,0.5462497681396618
NaN,NaN,NaN,0.00046083242491661106,NaN,NaN,NaN,0.5628027914166213
NaN,NaN,NaN,0.0002509197188567692,NaN,NaN,NaN,0.5793558146935807
NaN,NaN,NaN,0.00013391068161997107,NaN,NaN,NaN,0.5959088379705402
NaN,NaN,NaN,7.004615717986865e-05,NaN,NaN,NaN,0.6124618612474996
NaN,NaN,NaN,3.591220514813632e-05,NaN,NaN,NaN,0.6290148845244591
NaN,NaN,NaN,1.804631349639503e-05,NaN,NaN,NaN,0.6455679078014185
NaN,NaN,NaN,8.88839992644734e-06,NaN,NaN,NaN,0.662120931078378
NaN,NaN,NaN,4.290889611795945e-06,NaN,NaN,NaN,0.6786739543553374
NaN,NaN,NaN,2.030297884293574e-06,NaN,NaN,NaN,0.6952269776322968
NaN,NaN,NaN,9.415878535021981e-07,NaN,NaN,NaN,0.7117800009092563
NaN,NaN,NaN,4.2800673022271686e-07,NaN,NaN,NaN,0.7283330241862157
NaN,NaN,NaN,1.9069048096775805e-07,NaN,NaN,NaN,0.7448860474631752
NaN,NaN,NaN,8.327144393196925e-08,NaN,NaN,NaN,0.7614390707401346
NaN,NaN,NaN,3.564116094826587e-08,NaN,NaN,NaN,0.777992094017094
