,year,"Mortality rate, infant (per 1,000 live births)",country
0,1960,251.2,AFG
1,1960,..,ALB
2,1960,161.8,DZA
3,1960,..,ASM
4,1960,..,AND
5,1960,..,AGO
6,1960,62,ATG
7,1960,..,ARG
8,1960,..,ARM
9,1960,..,ABW
10,1960,20.4,AUS
11,1960,37.2,AUT
12,1960,..,AZE
13,1960,..,BHS
14,1960,160,BHR
15,1960,178.6,BGD
16,1960,70.3,BRB
17,1960,36.9,BLR
18,1960,29.6,BEL
19,1960,..,BLZ
20,1960,161.4,BEN
21,1960,..,BMU
22,1960,..,BTN
23,1960,187.4,BOL
24,1960,..,BIH
25,1960,117.6,BWA
26,1960,126.4,BRA
27,1960,70.6,VGB
28,1960,59.4,BRN
29,1960,45,BGR
30,1960,171.4,BFA
31,1960,..,BDI
32,1960,112.3,CPV
33,1960,..,KHM
34,1960,175.8,CMR
35,1960,27.8,CAN
36,1960,..,CYM
37,1960,158.2,CAF
38,1960,142,TCD
39,1960,..,Channel Islands
40,1960,124,CHL
41,1960,..,CHN
42,1960,95.4,COL
43,1960,..,COM
44,1960,..,COD
45,1960,95.2,COG
46,1960,70.9,CRI
47,1960,208.3,CIV
48,1960,..,HRV
49,1960,36.5,CUB
50,1960,..,CUW
51,1960,..,CYP
52,1960,21.2,CZE
53,1960,21.3,DNK
54,1960,..,DJI
55,1960,81.9,DMA
56,1960,102.9,DOM
57,1960,128.8,ECU
58,1960,168.7,EGY
59,1960,125.5,SLV
60,1960,..,GNQ
61,1960,..,ERI
62,1960,..,EST
63,1960,135.4,SWZ
64,1960,..,ETH
65,1960,..,FRO
66,1960,61,FJI
67,1960,21.9,FIN
68,1960,23.7,FRA
69,1960,..,PYF
70,1960,111.6,GAB
71,1960,156.4,GMB
72,1960,..,GEO
73,1960,..,DEU
74,1960,121.8,GHA
75,1960,..,GIB
76,1960,38.6,GRC
77,1960,..,GRL
78,1960,60.9,GRD
79,1960,..,GUM
80,1960,155.5,GTM
81,1960,191.2,GIN
82,1960,..,GNB
83,1960,70.5,GUY
84,1960,193.2,HTI
85,1960,141.2,HND
86,1960,..,HKG
87,1960,48,HUN
88,1960,17.3,ISL
89,1960,150.6,IND
90,1960,144.9,IDN
91,1960,..,IRN
92,1960,137.7,IRQ
93,1960,30.4,IRL
94,1960,..,IMN
95,1960,38.4,ISR
96,1960,44.2,ITA
97,1960,63.7,JAM
98,1960,30.4,JPN
99,1960,109.6,JOR
100,1960,..,KAZ
101,1960,112.7,KEN
102,1960,144.6,KIR
103,1960,81.8,PRK
104,1960,73.5,KOR
105,1960,..,XKX
106,1960,117.2,KWT
107,1960,..,KGZ
108,1960,..,LAO
109,1960,..,LVA
110,1960,65,LBN
111,1960,137.7,LSO
112,1960,200.6,LBR
113,1960,193.8,LBY
114,1960,..,LIE
115,1960,..,LTU
116,1960,31.7,LUX
117,1960,..,MAC
118,1960,..,MDG
119,1960,..,MWI
120,1960,68.3,MYS
121,1960,..,MDV
122,1960,..,MLI
123,1960,35.8,MLT
124,1960,88.7,MHL
125,1960,130.1,MRT
126,1960,67.8,MUS
127,1960,105.3,MEX
128,1960,96.5,FSM
129,1960,..,MDA
130,1960,..,MCO
131,1960,..,MNG
132,1960,..,MNE
133,1960,149.2,MAR
134,1960,..,MOZ
135,1960,..,MMR
136,1960,..,NAM
137,1960,..,NRU
138,1960,217.3,NPL
139,1960,16.4,NLD
140,1960,..,NCL
141,1960,22.6,NZL
142,1960,134,NIC
143,1960,..,NER
144,1960,..,NGA
145,1960,..,MKD
146,1960,..,MNP
147,1960,18.4,NOR
148,1960,240,OMN
149,1960,167,PAK
150,1960,..,PLW
151,1960,65.7,PAN
152,1960,145.6,PNG
153,1960,62.4,PRY
154,1960,152,PER
155,1960,60.9,PHL
156,1960,58,POL
157,1960,84.2,PRT
158,1960,..,PRI
159,1960,..,QAT
160,1960,74.6,ROU
161,1960,36.3,RUS
162,1960,124.4,RWA
163,1960,78.4,WSM
164,1960,..,SMR
165,1960,..,STP
166,1960,..,SAU
167,1960,126.1,SEN
168,1960,..,SRB
169,1960,71.7,SYC
170,1960,165.3,SLE
171,1960,35.4,SGP
172,1960,..,SXM
173,1960,30.6,SVK
174,1960,..,SVN
175,1960,117.2,SLB
176,1960,..,SOM
177,1960,..,ZAF
178,1960,196.7,SSD
179,1960,46.8,ESP
180,1960,57.2,LKA
181,1960,..,KNA
182,1960,89.1,LCA
183,1960,..,MAF
184,1960,..,VCT
185,1960,91.6,SDN
186,1960,..,SUR
187,1960,16.3,SWE
188,1960,21.7,CHE
189,1960,105.2,SYR
190,1960,..,TJK
191,1960,121.5,TZA
192,1960,112.8,THA
193,1960,..,TLS
194,1960,133.9,TGO
195,1960,..,TON
196,1960,62.1,TTO
197,1960,..,TUN
198,1960,179.1,TUR
199,1960,..,TKM
200,1960,..,TCA
201,1960,135.3,TUV
202,1960,124.8,UGA
203,1960,..,UKR
204,1960,145.4,ARE
205,1960,22.9,GBR
206,1960,25.9,USA
207,1960,56.6,URY
208,1960,..,UZB
209,1960,111.4,VUT
210,1960,58.8,VEN
211,1960,..,VNM
212,1960,..,VIR
213,1960,..,PSE
214,1960,272.8,YEM
215,1960,99.1,ZMB
216,1960,79.4,ZWE
217,1960,..,Africa Eastern and Southern
218,1960,..,Africa Western and Central
219,1960,..,Arab World
220,1960,..,Caribbean small states
221,1960,..,Central Europe and the Baltics
222,1960,..,Early-demographic dividend
223,1960,..,East Asia & Pacific
224,1960,..,East Asia & Pacific (
225,1960,..,East Asia & Pacific (IDA & IBRD countries)
226,1960,..,Euro area
227,1960,..,Europe & Central Asia
228,1960,..,Europe & Central Asia (
229,1960,..,Europe & Central Asia (IDA & IBRD countries)
230,1960,..,European Union
231,1960,..,Fragile and conflict affected situations
232,1960,..,Heavily indebted poor countries (HIPC)
233,1960,..,High income
234,1960,..,IBRD only
235,1960,..,IDA & IBRD total
236,1960,..,IDA blend
242,1961,248.4,AFG
243,1961,..,ALB
244,1961,161.4,DZA
245,1961,..,ASM
246,1961,..,AND
247,1961,..,AGO
248,1961,58.5,ATG
249,1961,..,ARG
250,1961,..,ARM
251,1961,..,ABW
252,1961,20,AUS
253,1961,35,AUT
254,1961,..,AZE
255,1961,..,BHS
256,1961,147.7,BHR
257,1961,173.3,BGD
258,1961,65.4,BRB
259,1961,33.3,BLR
260,1961,28.3,BEL
261,1961,..,BLZ
262,1961,159.4,BEN
263,1961,..,BMU
264,1961,..,BTN
265,1961,184.5,BOL
266,1961,..,BIH
267,1961,115.1,BWA
268,1961,123.3,BRA
269,1961,66.4,VGB
270,1961,55.2,BRN
271,1961,40.5,BGR
272,1961,170,BFA
273,1961,..,BDI
274,1961,110.6,CPV
275,1961,..,KHM
276,1961,170.7,CMR
277,1961,26.9,CAN
278,1961,..,CYM
279,1961,155.9,CAF
280,1961,141.7,TCD
281,1961,..,Channel Islands
282,1961,121,CHL
283,1961,..,CHN
284,1961,92.8,COL
285,1961,..,COM
286,1961,..,COD
287,1961,92.7,COG
288,1961,69.3,CRI
289,1961,203.2,CIV
290,1961,..,HRV
291,1961,36.8,CUB
292,1961,..,CUW
293,1961,..,CYP
294,1961,20.9,CZE
295,1961,20.9,DNK
296,1961,..,DJI
297,1961,75.6,DMA
298,1961,102.5,DOM
299,1961,125.2,ECU
300,1961,164.8,EGY
301,1961,123.6,SLV
302,1961,..,GNQ
303,1961,..,ERI
304,1961,..,EST
305,1961,134,SWZ
306,1961,..,ETH
307,1961,..,FRO
308,1961,58.2,FJI
309,1961,20.6,FIN
310,1961,22.4,FRA
311,1961,..,PYF
312,1961,109.5,GAB
313,1961,155.3,GMB
314,1961,..,GEO
315,1961,..,DEU
316,1961,120.7,GHA
317,1961,..,GIB
318,1961,38,GRC
319,1961,..,GRL
320,1961,57.2,GRD
321,1961,..,GUM
322,1961,152.1,GTM
323,1961,190.5,GIN
324,1961,..,GNB
325,1961,68.1,GUY
326,1961,190.8,HTI
327,1961,137.4,HND
328,1961,..,HKG
329,1961,45.9,HUN
330,1961,17,ISL
331,1961,148.8,IND
332,1961,141.2,IDN
333,1961,..,IRN
334,1961,130.4,IRQ
335,1961,29.2,IRL
336,1961,..,IMN
337,1961,36.7,ISR
338,1961,42.6,ITA
339,1961,61.1,JAM
340,1961,27.9,JPN
341,1961,104.6,JOR
342,1961,..,KAZ
343,1961,108.1,KEN
344,1961,141.4,KIR
345,1961,79.3,PRK
346,1961,71.1,KOR
347,1961,..,XKX
348,1961,109.3,KWT
349,1961,..,KGZ
350,1961,..,LAO
351,1961,..,LVA
352,1961,62.9,LBN
353,1961,138.1,LSO
354,1961,201.3,LBR
355,1961,182.2,LBY
356,1961,..,LIE
357,1961,..,LTU
358,1961,30.2,LUX
359,1961,..,MAC
360,1961,..,MDG
361,1961,162.7,MWI
362,1961,63.9,MYS
363,1961,..,MDV
364,1961,..,MLI
365,1961,34.5,MLT
366,1961,84.7,MHL
367,1961,127.6,MRT
368,1961,66.1,MUS
369,1961,102.4,MEX
370,1961,92.8,FSM
371,1961,..,MDA
372,1961,..,MCO
373,1961,..,MNG
374,1961,..,MNE
375,1961,147.3,MAR
376,1961,..,MOZ
377,1961,..,MMR
378,1961,..,NAM
379,1961,..,NRU
380,1961,214.9,NPL
381,1961,16,NLD
382,1961,..,NCL
383,1961,21.8,NZL
384,1961,133.6,NIC
385,1961,..,NER
386,1961,..,NGA
387,1961,..,MKD
388,1961,..,MNP
389,1961,18,NOR
390,1961,231.4,OMN
391,1961,162,PAK
392,1961,..,PLW
393,1961,64.2,PAN
394,1961,141.4,PNG
395,1961,62.1,PRY
396,1961,148.2,PER
397,1961,59.4,PHL
398,1961,53.7,POL
399,1961,82.1,PRT
400,1961,..,PRI
401,1961,..,QAT
402,1961,67.7,ROU
403,1961,33.9,RUS
404,1961,120.7,RWA
405,1961,75.5,WSM
406,1961,..,SMR
407,1961,..,STP
408,1961,..,SAU
409,1961,125,SEN
410,1961,..,SRB
411,1961,70.4,SYC
412,1961,164.2,SLE
413,1961,32.9,SGP
414,1961,..,SXM
415,1961,29,SVK
416,1961,..,SVN
417,1961,112.8,SLB
418,1961,..,SOM
419,1961,..,ZAF
420,1961,194.8,SSD
421,1961,44.9,ESP
422,1961,55.3,LKA
423,1961,..,KNA
424,1961,86.4,LCA
425,1961,..,MAF
426,1961,..,VCT
427,1961,91.3,SDN
428,1961,..,SUR
429,1961,16,SWE
430,1961,21.3,CHE
431,1961,101.9,SYR
432,1961,..,TJK
433,1961,121.3,TZA
434,1961,109.2,THA
435,1961,..,TLS
436,1961,133.1,TGO
437,1961,..,TON
438,1961,60.1,TTO
439,1961,..,TUN
440,1961,174.9,TUR
441,1961,..,TKM
442,1961,..,TCA
443,1961,130.4,TUV
444,1961,122.6,UGA
445,1961,..,UKR
446,1961,138.5,ARE
447,1961,22.6,GBR
448,1961,25.5,USA
449,1961,55.6,URY
450,1961,..,UZB
451,1961,108.7,VUT
452,1961,57.3,VEN
453,1961,..,VNM
454,1961,..,VIR
455,1961,..,PSE
456,1961,270.4,YEM
457,1961,97.9,ZMB
458,1961,78,ZWE
459,1961,..,Africa Eastern and Southern
460,1961,..,Africa Western and Central
461,1961,..,Arab World
462,1961,..,Caribbean small states
463,1961,..,Central Europe and the Baltics
464,1961,..,Early-demographic dividend
465,1961,..,East Asia & Pacific
466,1961,..,East Asia & Pacific (
467,1961,..,East Asia & Pacific (IDA & IBRD countries)
468,1961,..,Euro area
469,1961,..,Europe & Central Asia
470,1961,..,Europe & Central Asia (
471,1961,..,Europe & Central Asia (IDA & IBRD countries)
472,1961,..,European Union
473,1961,..,Fragile and conflict affected situations
474,1961,..,Heavily indebted poor countries (HIPC)
475,1961,..,High income
476,1961,..,IBRD only
477,1961,..,IDA & IBRD total
478,1961,..,IDA blend
484,1962,245.4,AFG
485,1962,..,ALB
486,1962,161.6,DZA
487,1962,..,ASM
488,1962,..,AND
489,1962,..,AGO
490,1962,54.6,ATG
491,1962,..,ARG
492,1962,..,ARM
493,1962,..,ABW
494,1962,19.5,AUS
495,1962,32.9,AUT
496,1962,..,AZE
497,1962,..,BHS
498,1962,135.8,BHR
499,1962,168.4,BGD
500,1962,61.1,BRB
501,1962,30.2,BLR
502,1962,27.1,BEL
503,1962,..,BLZ
504,1962,157.1,BEN
505,1962,..,BMU
506,1962,..,BTN
507,1962,181.5,BOL
508,1962,..,BIH
509,1962,112.8,BWA
510,1962,120.4,BRA
511,1962,62.5,VGB
512,1962,51.5,BRN
513,1962,36.8,BGR
514,1962,168.6,BFA
515,1962,..,BDI
516,1962,108.7,CPV
517,1962,..,KHM
518,1962,166.3,CMR
519,1962,26,CAN
520,1962,..,CYM
521,1962,153.5,CAF
522,1962,141.4,TCD
523,1962,..,Channel Islands
524,1962,117,CHL
525,1962,..,CHN
526,1962,90.3,COL
527,1962,..,COM
528,1962,..,COD
529,1962,90.3,COG
530,1962,69.1,CRI
531,1962,198.1,CIV
532,1962,..,HRV
533,1962,36.9,CUB
534,1962,..,CUW
535,1962,..,CYP
536,1962,20.8,CZE
537,1962,20.3,DNK
538,1962,..,DJI
539,1962,69.7,DMA
540,1962,101.8,DOM
541,1962,121.6,ECU
542,1962,161,EGY
543,1962,121.9,SLV
544,1962,..,GNQ
545,1962,..,ERI
546,1962,..,EST
547,1962,132.6,SWZ
548,1962,..,ETH
549,1962,..,FRO
550,1962,55.7,FJI
551,1962,19.5,FIN
552,1962,21.3,FRA
553,1962,..,PYF
554,1962,107.6,GAB
555,1962,154.1,GMB
556,1962,..,GEO
557,1962,..,DEU
558,1962,119.8,GHA
559,1962,..,GIB
560,1962,37.3,GRC
561,1962,..,GRL
562,1962,53.3,GRD
563,1962,..,GUM
564,1962,148.9,GTM
565,1962,189.5,GIN
566,1962,..,GNB
567,1962,65.9,GUY
568,1962,188.5,HTI
569,1962,133.7,HND
570,1962,..,HKG
571,1962,44,HUN
572,1962,16.7,ISL
573,1962,147,IND
574,1962,137.8,IDN
575,1962,..,IRN
576,1962,123.8,IRQ
577,1962,28.1,IRL
578,1962,..,IMN
579,1962,35.1,ISR
580,1962,40.9,ITA
581,1962,58.9,JAM
582,1962,25.4,JPN
583,1962,99.8,JOR
584,1962,..,KAZ
585,1962,104.1,KEN
586,1962,137.8,KIR
587,1962,76.9,PRK
588,1962,68.9,KOR
589,1962,..,XKX
590,1962,101.9,KWT
591,1962,..,KGZ
592,1962,..,LAO
593,1962,..,LVA
594,1962,61,LBN
595,1962,139.1,LSO
596,1962,201.6,LBR
597,1962,171.1,LBY
598,1962,..,LIE
599,1962,..,LTU
600,1962,28.7,LUX
601,1962,..,MAC
602,1962,..,MDG
603,1962,163.3,MWI
604,1962,59.9,MYS
605,1962,239.5,MDV
606,1962,..,MLI
607,1962,33.4,MLT
608,1962,80.9,MHL
609,1962,125.1,MRT
610,1962,63.4,MUS
611,1962,99.7,MEX
612,1962,89.5,FSM
613,1962,..,MDA
614,1962,..,MCO
615,1962,..,MNG
616,1962,..,MNE
617,1962,145.4,MAR
618,1962,..,MOZ
619,1962,..,MMR
620,1962,..,NAM
621,1962,..,NRU
622,1962,211.9,NPL
623,1962,15.6,NLD
624,1962,..,NCL
625,1962,20.9,NZL
626,1962,133.3,NIC
627,1962,..,NER
628,1962,..,NGA
629,1962,..,MKD
630,1962,..,MNP
631,1962,17.5,NOR
632,1962,223.7,OMN
633,1962,157.4,PAK
634,1962,..,PLW
635,1962,62.8,PAN
636,1962,137.3,PNG
637,1962,61.8,PRY
638,1962,144.3,PER
639,1962,58.2,PHL
640,1962,49.9,POL
641,1962,78.8,PRT
642,1962,..,PRI
643,1962,..,QAT
644,1962,59.3,ROU
645,1962,31.8,RUS
646,1962,117.9,RWA
647,1962,72.8,WSM
648,1962,..,SMR
649,1962,..,STP
650,1962,..,SAU
651,1962,124.3,SEN
652,1962,..,SRB
653,1962,69,SYC
654,1962,163,SLE
655,1962,30.8,SGP
656,1962,..,SXM
657,1962,27.8,SVK
658,1962,..,SVN
659,1962,108.5,SLB
660,1962,..,SOM
661,1962,..,ZAF
662,1962,192.3,SSD
663,1962,42.8,ESP
664,1962,54.3,LKA
665,1962,..,KNA
666,1962,83.3,LCA
667,1962,..,MAF
668,1962,..,VCT
669,1962,90.9,SDN
670,1962,..,SUR
671,1962,15.6,SWE
672,1962,20.7,CHE
673,1962,99,SYR
674,1962,..,TJK
675,1962,121,TZA
676,1962,105.7,THA
677,1962,..,TLS
678,1962,132.2,TGO
679,1962,..,TON
680,1962,58.2,TTO
681,1962,159.2,TUN
682,1962,170.6,TUR
683,1962,..,TKM
684,1962,..,TCA
685,1962,125.4,TUV
686,1962,120.6,UGA
687,1962,..,UKR
688,1962,131.2,ARE
689,1962,22.1,GBR
690,1962,25,USA
691,1962,54.4,URY
692,1962,..,UZB
693,1962,105.8,VUT
694,1962,56.1,VEN
695,1962,..,VNM
696,1962,..,VIR
697,1962,..,PSE
698,1962,267.9,YEM
699,1962,96.8,ZMB
700,1962,76.5,ZWE
701,1962,..,Africa Eastern and Southern
702,1962,..,Africa Western and Central
703,1962,..,Arab World
704,1962,..,Caribbean small states
705,1962,..,Central Europe and the Baltics
706,1962,..,Early-demographic dividend
707,1962,..,East Asia & Pacific
708,1962,..,East Asia & Pacific (
709,1962,..,East Asia & Pacific (IDA & IBRD countries)
710,1962,..,Euro area
711,1962,..,Europe & Central Asia
712,1962,..,Europe & Central Asia (
713,1962,..,Europe & Central Asia (IDA & IBRD countries)
714,1962,..,European Union
715,1962,..,Fragile and conflict affected situations
716,1962,..,Heavily indebted poor countries (HIPC)
717,1962,..,High income
718,1962,..,IBRD only
719,1962,..,IDA & IBRD total
720,1962,..,IDA blend
726,1963,242.5,AFG
727,1963,..,ALB
728,1963,161.9,DZA
729,1963,..,ASM
730,1963,..,AND
731,1963,..,AGO
732,1963,50.4,ATG
733,1963,..,ARG
734,1963,..,ARM
735,1963,..,ABW
736,1963,19.1,AUS
737,1963,31.2,AUT
738,1963,..,AZE
739,1963,..,BHS
740,1963,124.9,BHR
741,1963,163.7,BGD
742,1963,57.4,BRB
743,1963,27.5,BLR
744,1963,26,BEL
745,1963,..,BLZ
746,1963,154.6,BEN
747,1963,..,BMU
748,1963,..,BTN
749,1963,178.6,BOL
750,1963,..,BIH
751,1963,110.6,BWA
752,1963,117.6,BRA
753,1963,58.7,VGB
754,1963,48.2,BRN
755,1963,34.1,BGR
756,1963,167.5,BFA
757,1963,..,BDI
758,1963,106.8,CPV
759,1963,..,KHM
760,1963,162.5,CMR
761,1963,25.1,CAN
762,1963,..,CYM
763,1963,151,CAF
764,1963,141,TCD
765,1963,..,Channel Islands
766,1963,112.1,CHL
767,1963,..,CHN
768,1963,88,COL
769,1963,..,COM
770,1963,..,COD
771,1963,88,COG
772,1963,69.5,CRI
773,1963,193,CIV
774,1963,..,HRV
775,1963,36.9,CUB
776,1963,..,CUW
777,1963,..,CYP
778,1963,20.8,CZE
779,1963,19.6,DNK
780,1963,..,DJI
781,1963,64.4,DMA
782,1963,100.7,DOM
783,1963,118.3,ECU
784,1963,157.3,EGY
785,1963,120.2,SLV
786,1963,..,GNQ
787,1963,..,ERI
788,1963,..,EST
789,1963,131,SWZ
790,1963,..,ETH
791,1963,..,FRO
792,1963,53.4,FJI
793,1963,18.4,FIN
794,1963,20.3,FRA
795,1963,..,PYF
796,1963,105.5,GAB
797,1963,153.2,GMB
798,1963,..,GEO
799,1963,..,DEU
800,1963,119,GHA
801,1963,..,GIB
802,1963,36.3,GRC
803,1963,..,GRL
804,1963,49.5,GRD
805,1963,..,GUM
806,1963,145.7,GTM
807,1963,188.6,GIN
808,1963,..,GNB
809,1963,64.1,GUY
810,1963,186,HTI
811,1963,130.2,HND
812,1963,..,HKG
813,1963,42.4,HUN
814,1963,16.4,ISL
815,1963,145.5,IND
816,1963,134.3,IDN
817,1963,..,IRN
818,1963,117.5,IRQ
819,1963,27.1,IRL
820,1963,..,IMN
821,1963,33.5,ISR
822,1963,39.1,ITA
823,1963,57,JAM
824,1963,23.1,JPN
825,1963,95.3,JOR
826,1963,..,KAZ
827,1963,100.6,KEN
828,1963,133.8,KIR
829,1963,74.4,PRK
830,1963,66.7,KOR
831,1963,..,XKX
832,1963,95,KWT
833,1963,..,KGZ
834,1963,..,LAO
835,1963,..,LVA
836,1963,59.2,LBN
837,1963,140.6,LSO
838,1963,201.5,LBR
839,1963,160.3,LBY
840,1963,..,LIE
841,1963,..,LTU
842,1963,27.2,LUX
843,1963,..,MAC
844,1963,..,MDG
845,1963,163.7,MWI
846,1963,56.3,MYS
847,1963,235,MDV
848,1963,..,MLI
849,1963,32.5,MLT
850,1963,77.3,MHL
851,1963,122.7,MRT
852,1963,60,MUS
853,1963,97.1,MEX
854,1963,86.3,FSM
855,1963,..,MDA
856,1963,..,MCO
857,1963,..,MNG
858,1963,..,MNE
859,1963,143.4,MAR
860,1963,141.8,MOZ
861,1963,..,MMR
862,1963,..,NAM
863,1963,..,NRU
864,1963,208.6,NPL
865,1963,15.2,NLD
866,1963,..,NCL
867,1963,20.1,NZL
868,1963,132.8,NIC
869,1963,..,NER
870,1963,..,NGA
871,1963,..,MKD
872,1963,..,MNP
873,1963,17.1,NOR
874,1963,216.1,OMN
875,1963,153.1,PAK
876,1963,..,PLW
877,1963,61.3,PAN
878,1963,133.2,PNG
879,1963,61.8,PRY
880,1963,140,PER
881,1963,57.2,PHL
882,1963,46.5,POL
883,1963,74.5,PRT
884,1963,..,PRI
885,1963,..,QAT
886,1963,51.3,ROU
887,1963,29.9,RUS
888,1963,115.9,RWA
889,1963,70.3,WSM
890,1963,..,SMR
891,1963,..,STP
892,1963,..,SAU
893,1963,123.8,SEN
894,1963,..,SRB
895,1963,67.6,SYC
896,1963,161.9,SLE
897,1963,29.3,SGP
898,1963,..,SXM
899,1963,27,SVK
900,1963,..,SVN
901,1963,104.2,SLB
902,1963,..,SOM
903,1963,..,ZAF
904,1963,189.9,SSD
905,1963,40.8,ESP
906,1963,54,LKA
907,1963,..,KNA
908,1963,79.8,LCA
909,1963,..,MAF
910,1963,..,VCT
911,1963,90.6,SDN
912,1963,..,SUR
913,1963,15,SWE
914,1963,20.1,CHE
915,1963,96.4,SYR
916,1963,..,TJK
917,1963,120.7,TZA
918,1963,102.3,THA
919,1963,..,TLS
920,1963,131.3,TGO
921,1963,62.2,TON
922,1963,56.4,TTO
923,1963,152.8,TUN
924,1963,166.1,TUR
925,1963,..,TKM
926,1963,..,TCA
927,1963,120.6,TUV
928,1963,118.8,UGA
929,1963,..,UKR
930,1963,123.9,ARE
931,1963,21.5,GBR
932,1963,24.4,USA
933,1963,53.2,URY
934,1963,..,UZB
935,1963,102.7,VUT
936,1963,55,VEN
937,1963,..,VNM
938,1963,..,VIR
939,1963,..,PSE
940,1963,264.8,YEM
941,1963,95.7,ZMB
942,1963,74.9,ZWE
943,1963,..,Africa Eastern and Southern
944,1963,..,Africa Western and Central
945,1963,..,Arab World
946,1963,..,Caribbean small states
947,1963,..,Central Europe and the Baltics
948,1963,..,Early-demographic dividend
949,1963,..,East Asia & Pacific
950,1963,..,East Asia & Pacific (
951,1963,..,East Asia & Pacific (IDA & IBRD countries)
952,1963,..,Euro area
953,1963,..,Europe & Central Asia
954,1963,..,Europe & Central Asia (
955,1963,..,Europe & Central Asia (IDA & IBRD countries)
956,1963,..,European Union
957,1963,..,Fragile and conflict affected situations
958,1963,..,Heavily indebted poor countries (HIPC)
959,1963,..,High income
960,1963,..,IBRD only
961,1963,..,IDA & IBRD total
962,1963,..,IDA blend
968,1964,239.7,AFG
969,1964,..,ALB
970,1964,162.2,DZA
971,1964,..,ASM
972,1964,..,AND
973,1964,..,AGO
974,1964,46.1,ATG
975,1964,..,ARG
976,1964,..,ARM
977,1964,..,ABW
978,1964,18.8,AUS
979,1964,29.7,AUT
980,1964,..,AZE
981,1964,..,BHS
982,1964,114.7,BHR
983,1964,159.4,BGD
984,1964,54.2,BRB
985,1964,25.3,BLR
986,1964,25,BEL
987,1964,..,BLZ
988,1964,152,BEN
989,1964,..,BMU
990,1964,..,BTN
991,1964,175.7,BOL
992,1964,..,BIH
993,1964,108.3,BWA
994,1964,115.1,BRA
995,1964,55.1,VGB
996,1964,45.4,BRN
997,1964,32.3,BGR
998,1964,166.3,BFA
999,1964,..,BDI
1000,1964,104.6,CPV
1001,1964,..,KHM
1002,1964,158.6,CMR
1003,1964,24.1,CAN
1004,1964,..,CYM
1005,1964,148.4,CAF
1006,1964,140.4,TCD
1007,1964,..,Channel Islands
1008,1964,105.3,CHL
1009,1964,..,CHN
1010,1964,85.8,COL
1011,1964,..,COM
1012,1964,..,COD
1013,1964,85.7,COG
1014,1964,69.4,CRI
1015,1964,188.1,CIV
1016,1964,..,HRV
1017,1964,36.7,CUB
1018,1964,..,CUW
1019,1964,..,CYP
1020,1964,21,CZE
1021,1964,18.8,DNK
1022,1964,..,DJI
1023,1964,59.4,DMA
1024,1964,99.4,DOM
1025,1964,115.3,ECU
1026,1964,153.9,EGY
1027,1964,118.6,SLV
1028,1964,..,GNQ
1029,1964,..,ERI
1030,1964,..,EST
1031,1964,129.4,SWZ
1032,1964,..,ETH
1033,1964,..,FRO
1034,1964,51.1,FJI
1035,1964,17.5,FIN
1036,1964,19.4,FRA
1037,1964,..,PYF
1038,1964,103.4,GAB
1039,1964,152.2,GMB
1040,1964,..,GEO
1041,1964,..,DEU
1042,1964,118.4,GHA
1043,1964,..,GIB
1044,1964,35.3,GRC
1045,1964,..,GRL
1046,1964,46,GRD
1047,1964,..,GUM
1048,1964,142.4,GTM
1049,1964,187.7,GIN
1050,1964,..,GNB
1051,1964,62.8,GUY
1052,1964,183.5,HTI
1053,1964,126.6,HND
1054,1964,..,HKG
1055,1964,41.1,HUN
1056,1964,16,ISL
1057,1964,144,IND
1058,1964,130.9,IDN
1059,1964,..,IRN
1060,1964,111.8,IRQ
1061,1964,26,IRL
1062,1964,..,IMN
1063,1964,32.1,ISR
1064,1964,37.4,ITA
1065,1964,55.3,JAM
1066,1964,21,JPN
1067,1964,91,JOR
1068,1964,..,KAZ
1069,1964,97.8,KEN
1070,1964,129.5,KIR
1071,1964,71.7,PRK
1072,1964,64.2,KOR
1073,1964,..,XKX
1074,1964,88.3,KWT
1075,1964,..,KGZ
1076,1964,..,LAO
1077,1964,..,LVA
1078,1964,57.7,LBN
1079,1964,142.1,LSO
1080,1964,200.9,LBR
1081,1964,150.2,LBY
1082,1964,..,LIE
1083,1964,..,LTU
1084,1964,25.9,LUX
1085,1964,..,MAC
1086,1964,..,MDG
1087,1964,164.1,MWI
1088,1964,53.2,MYS
1089,1964,229.8,MDV
1090,1964,..,MLI
1091,1964,31.6,MLT
1092,1964,74,MHL
1093,1964,120,MRT
1094,1964,58.3,MUS
1095,1964,94.7,MEX
1096,1964,83.1,FSM
1097,1964,..,MDA
1098,1964,..,MCO
1099,1964,..,MNG
1100,1964,..,MNE
1101,1964,141.1,MAR
1102,1964,143.1,MOZ
1103,1964,..,MMR
1104,1964,..,NAM
1105,1964,..,NRU
1106,1964,204.8,NPL
1107,1964,14.8,NLD
1108,1964,..,NCL
1109,1964,19.4,NZL
1110,1964,132.1,NIC
1111,1964,..,NER
1112,1964,173.6,NGA
1113,1964,..,MKD
1114,1964,..,MNP
1115,1964,16.6,NOR
1116,1964,208.9,OMN
1117,1964,149.3,PAK
1118,1964,..,PLW
1119,1964,60,PAN
1120,1964,129.1,PNG
1121,1964,61.7,PRY
1122,1964,135.3,PER
1123,1964,56.3,PHL
1124,1964,43.5,POL
1125,1964,70.1,PRT
1126,1964,..,PRI
1127,1964,..,QAT
1128,1964,46.4,ROU
1129,1964,28.2,RUS
1130,1964,114.4,RWA
1131,1964,75.1,WSM
1132,1964,..,SMR
