,year,"Mortality rate, infant (per 1,000 live births)",country
4076,1976,40,ARE
4077,1976,14.8,GBR
4078,1976,15.2,USA
4079,1976,48.6,URY
4080,1976,..,UZB
4081,1976,63,VUT
4082,1976,41.9,VEN
4083,1976,51.3,VNM
4084,1976,..,VIR
4085,1976,88.3,PSE
4086,1976,182.9,YEM
4087,1976,80.1,ZMB
4088,1976,71.3,ZWE
4089,1976,..,Africa Eastern and Southern
4090,1976,..,Africa Western and Central
4091,1976,..,Arab World
4092,1976,..,Caribbean small states
4093,1976,..,Central Europe and the Baltics
4094,1976,..,Early-demographic dividend
4095,1976,..,East Asia & Pacific
4096,1976,..,East Asia & Pacific (
4097,1976,..,East Asia & Pacific (IDA & IBRD countries)
4098,1976,..,Euro area
4099,1976,..,Europe & Central Asia
4100,1976,..,Europe & Central Asia (
4101,1976,..,Europe & Central Asia (IDA & IBRD countries)
4102,1976,..,European Union
4103,1976,..,Fragile and conflict affected situations
4104,1976,..,Heavily indebted poor countries (HIPC)
4105,1976,..,High income
4106,1976,..,IBRD only
4107,1976,..,IDA & IBRD total
4108,1976,..,IDA blend
4114,1977,200.4,AFG
4115,1977,..,ALB
4116,1977,128.4,DZA
4117,1977,..,ASM
4118,1977,..,AND
4119,1977,..,AGO
4120,1977,15.9,ATG
4121,1977,46.9,ARG
4122,1977,77.8,ARM
4123,1977,..,ABW
4124,1977,12.7,AUS
4125,1977,16.7,AUT
4126,1977,..,AZE
4127,1977,26.1,BHS
4128,1977,35.5,BHR
4129,1977,141.8,BGD
4130,1977,28.2,BRB
4131,1977,17.6,BLR
4132,1977,14.1,BEL
4133,1977,56.2,BLZ
4134,1977,121.7,BEN
4135,1977,..,BMU
4136,1977,155,BTN
4137,1977,128.8,BOL
4138,1977,..,BIH
4139,1977,70.9,BWA
4140,1977,85.7,BRA
4141,1977,29.9,VGB
4142,1977,21.3,BRN
4143,1977,22.8,BGR
4144,1977,135.8,BFA
4145,1977,121.3,BDI
4146,1977,60.1,CPV
4147,1977,235.2,KHM
4148,1977,112.6,CMR
4149,1977,12.5,CAN
4150,1977,..,CYM
4151,1977,117.6,CAF
4152,1977,132.7,TCD
4153,1977,..,Channel Islands
4154,1977,41.5,CHL
4155,1977,57.3,CHN
4156,1977,54.2,COL
4157,1977,136.4,COM
4158,1977,118.3,COD
4159,1977,66.4,COG
4160,1977,28.1,CRI
4161,1977,123.2,CIV
4162,1977,..,HRV
4163,1977,21.6,CUB
4164,1977,..,CUW
4165,1977,26.8,CYP
4166,1977,17.3,CZE
4167,1977,9.2,DNK
4168,1977,..,DJI
4169,1977,22.6,DMA
4170,1977,72.9,DOM
4171,1977,79.8,ECU
4172,1977,132.7,EGY
4173,1977,91.2,SLV
4174,1977,..,GNQ
4175,1977,94.6,ERI
4176,1977,..,EST
4177,1977,94.4,SWZ
4178,1977,146.9,ETH
4179,1977,..,FRO
4180,1977,38.9,FJI
4181,1977,8.8,FIN
4182,1977,11.4,FRA
4183,1977,..,PYF
4184,1977,77.5,GAB
4185,1977,131.5,GMB
4186,1977,53.2,GEO
4187,1977,15.5,DEU
4188,1977,94.9,GHA
4189,1977,..,GIB
4190,1977,21.1,GRC
4191,1977,..,GRL
4192,1977,30.4,GRD
4193,1977,..,GUM
4194,1977,98.7,GTM
4195,1977,168.1,GIN
4196,1977,..,GNB
4197,1977,59.8,GUY
4198,1977,141,HTI
4199,1977,80.3,HND
4200,1977,..,HKG
4201,1977,26.5,HUN
4202,1977,9.4,ISL
4203,1977,118.6,IND
4204,1977,92.6,IDN
4205,1977,108.2,IRN
4206,1977,64,IRQ
4207,1977,15.2,IRL
4208,1977,..,IMN
4209,1977,18.6,ISR
4210,1977,17.3,ITA
4211,1977,36,JAM
4212,1977,8.8,JPN
4213,1977,52.6,JOR
4214,1977,66,KAZ
4215,1977,74.4,KEN
4216,1977,91.9,KIR
4217,1977,37.3,PRK
4218,1977,32.7,KOR
4219,1977,..,XKX
4220,1977,38,KWT
4221,1977,..,KGZ
4222,1977,..,LAO
4223,1977,..,LVA
4224,1977,56.5,LBN
4225,1977,117.2,LSO
4226,1977,164.9,LBR
4227,1977,62,LBY
4228,1977,..,LIE
4229,1977,17.4,LTU
4230,1977,12.7,LUX
4231,1977,..,MAC
4232,1977,90.4,MDG
4233,1977,144.2,MWI
4234,1977,28,MYS
4235,1977,141.6,MDV
4236,1977,167.3,MLI
4237,1977,17.1,MLT
4238,1977,50.8,MHL
4239,1977,104.7,MRT
4240,1977,39.4,MUS
4241,1977,65.3,MEX
4242,1977,53.6,FSM
4243,1977,44.4,MDA
4244,1977,..,MCO
4245,1977,..,MNG
4246,1977,..,MNE
4247,1977,111.1,MAR
4248,1977,149.5,MOZ
4249,1977,109.7,MMR
4250,1977,67.2,NAM
4251,1977,..,NRU
4252,1977,155.5,NPL
4253,1977,9.7,NLD
4254,1977,..,NCL
4255,1977,14,NZL
4256,1977,97.6,NIC
4257,1977,147.3,NER
4258,1977,115.9,NGA
4259,1977,..,MKD
4260,1977,..,MNP
4261,1977,9.3,NOR
4262,1977,109.6,OMN
4263,1977,129.3,PAK
4264,1977,45.1,PLW
4265,1977,36.5,PAN
4266,1977,85.4,PNG
4267,1977,56.4,PRY
4268,1977,93.4,PER
4269,1977,52.8,PHL
4270,1977,23.1,POL
4271,1977,29.5,PRT
4272,1977,..,PRI
4273,1977,34.8,QAT
4274,1977,31.3,ROU
4275,1977,21.9,RUS
4276,1977,130.6,RWA
4277,1977,38.3,WSM
4278,1977,..,SMR
4279,1977,52.4,STP
4280,1977,104.9,SAU
4281,1977,105.7,SEN
4282,1977,..,SRB
4283,1977,29.4,SYC
4284,1977,144,SLE
4285,1977,12.5,SGP
4286,1977,..,SXM
4287,1977,22.1,SVK
4288,1977,..,SVN
4289,1977,45.9,SLB
4290,1977,..,SOM
4291,1977,104.8,ZAF
4292,1977,161.4,SSD
4293,1977,15.9,ESP
4294,1977,41.1,LKA
4295,1977,46.3,KNA
4296,1977,30.7,LCA
4297,1977,..,MAF
4298,1977,54,VCT
4299,1977,89.8,SDN
4300,1977,..,SUR
4301,1977,8,SWE
4302,1977,9.8,CHE
4303,1977,56.2,SYR
4304,1977,98.4,TJK
4305,1977,105.7,TZA
4306,1977,56.6,THA
4307,1977,..,TLS
4308,1977,106,TGO
4309,1977,27.2,TON
4310,1977,39.9,TTO
4311,1977,73.7,TUN
4312,1977,115.4,TUR
4313,1977,119.8,TKM
4314,1977,34.8,TCA
4315,1977,60,TUV
4316,1977,120.6,UGA
4317,1977,25.5,UKR
4318,1977,36,ARE
4319,1977,14.1,GBR
4320,1977,14.4,USA
4321,1977,46.5,URY
4322,1977,..,UZB
4323,1977,60.3,VUT
4324,1977,40.5,VEN
4325,1977,50.5,VNM
4326,1977,..,VIR
4327,1977,83,PSE
4328,1977,175.2,YEM
4329,1977,80.1,ZMB
4330,1977,72.6,ZWE
4331,1977,..,Africa Eastern and Southern
4332,1977,..,Africa Western and Central
4333,1977,..,Arab World
4334,1977,..,Caribbean small states
4335,1977,..,Central Europe and the Baltics
4336,1977,..,Early-demographic dividend
4337,1977,..,East Asia & Pacific
4338,1977,..,East Asia & Pacific (
4339,1977,..,East Asia & Pacific (IDA & IBRD countries)
4340,1977,..,Euro area
4341,1977,..,Europe & Central Asia
4342,1977,..,Europe & Central Asia (
4343,1977,..,Europe & Central Asia (IDA & IBRD countries)
4344,1977,..,European Union
4345,1977,..,Fragile and conflict affected situations
4346,1977,..,Heavily indebted poor countries (HIPC)
4347,1977,..,High income
4348,1977,..,IBRD only
4349,1977,..,IDA & IBRD total
4350,1977,..,IDA blend
4356,1978,196.6,AFG
4357,1978,66.9,ALB
4358,1978,122.6,DZA
4359,1978,..,ASM
4360,1978,..,AND
4361,1978,..,AGO
4362,1978,14.8,ATG
4363,1978,43.3,ARG
4364,1978,74.7,ARM
4365,1978,..,ABW
4366,1978,11.9,AUS
4367,1978,15.5,AUT
4368,1978,..,AZE
4369,1978,25.7,BHS
4370,1978,33,BHR
4371,1978,139,BGD
4372,1978,26.6,BRB
4373,1978,17.4,BLR
4374,1978,13.4,BEL
4375,1978,54.2,BLZ
4376,1978,119.4,BEN
4377,1978,..,BMU
4378,1978,150.4,BTN
4379,1978,125.3,BOL
4380,1978,..,BIH
4381,1978,67.1,BWA
4382,1978,82.8,BRA
4383,1978,29.3,VGB
4384,1978,19.6,BRN
4385,1978,21.7,BGR
4386,1978,131.2,BFA
4387,1978,119.4,BDI
4388,1978,57.8,CPV
4389,1978,216.1,KHM
4390,1978,111.4,CMR
4391,1978,11.7,CAN
4392,1978,..,CYM
4393,1978,116.2,CAF
4394,1978,131.9,TCD
4395,1978,..,Channel Islands
4396,1978,35.9,CHL
4397,1978,54,CHN
4398,1978,51.4,COL
4399,1978,133.3,COM
4400,1978,116.7,COD
4401,1978,65.4,COG
4402,1978,24.6,CRI
4403,1978,118.6,CIV
4404,1978,..,HRV
4405,1978,20.4,CUB
4406,1978,..,CUW
4407,1978,24.3,CYP
4408,1978,16.4,CZE
4409,1978,8.8,DNK
4410,1978,108.1,DJI
4411,1978,21.3,DMA
4412,1978,70.6,DOM
4413,1978,76.5,ECU
4414,1978,128.1,EGY
4415,1978,87.8,SLV
4416,1978,..,GNQ
4417,1978,93.6,ERI
4418,1978,..,EST
4419,1978,91,SWZ
4420,1978,147.1,ETH
4421,1978,..,FRO
4422,1978,37.3,FJI
4423,1978,8.2,FIN
4424,1978,11,FRA
4425,1978,..,PYF
4426,1978,75.5,GAB
4427,1978,129.5,GMB
4428,1978,51.2,GEO
4429,1978,14.4,DEU
4430,1978,92.4,GHA
4431,1978,..,GIB
4432,1978,19.9,GRC
4433,1978,..,GRL
4434,1978,29.7,GRD
4435,1978,..,GUM
4436,1978,95.5,GTM
4437,1978,165.7,GIN
4438,1978,..,GNB
4439,1978,59.6,GUY
4440,1978,137.3,HTI
4441,1978,77,HND
4442,1978,..,HKG
4443,1978,24.5,HUN
4444,1978,8.9,ISL
4445,1978,115.2,IND
4446,1978,90.5,IDN
4447,1978,101.4,IRN
4448,1978,61.6,IRQ
4449,1978,14.2,IRL
4450,1978,..,IMN
4451,1978,17.4,ISR
4452,1978,16.1,ITA
4453,1978,34.8,JAM
4454,1978,8.3,JPN
4455,1978,50.4,JOR
4456,1978,64.8,KAZ
4457,1978,72.3,KEN
4458,1978,91.2,KIR
4459,1978,35.7,PRK
4460,1978,31.3,KOR
4461,1978,..,XKX
4462,1978,35.5,KWT
4463,1978,92.5,KGZ
4464,1978,136.9,LAO
4465,1978,..,LVA
4466,1978,56,LBN
4467,1978,112.5,LSO
4468,1978,162.2,LBR
4469,1978,58.7,LBY
4470,1978,..,LIE
4471,1978,17.1,LTU
4472,1978,12.2,LUX
4473,1978,..,MAC
4474,1978,92,MDG
4475,1978,139.8,MWI
4476,1978,26.2,MYS
4477,1978,134.4,MDV
4478,1978,163.3,MLI
4479,1978,16.3,MLT
4480,1978,50.3,MHL
4481,1978,102.2,MRT
4482,1978,36.2,MUS
4483,1978,63,MEX
4484,1978,52.3,FSM
4485,1978,43.3,MDA
4486,1978,..,MCO
4487,1978,..,MNG
4488,1978,..,MNE
4489,1978,107.2,MAR
4490,1978,149.7,MOZ
4491,1978,107.7,MMR
4492,1978,68.7,NAM
4493,1978,..,NRU
4494,1978,151.8,NPL
4495,1978,9.3,NLD
4496,1978,..,NCL
4497,1978,13.6,NZL
4498,1978,92.6,NIC
4499,1978,144.7,NER
4500,1978,112.4,NGA
4501,1978,..,MKD
4502,1978,..,MNP
4503,1978,8.8,NOR
4504,1978,101.5,OMN
4505,1978,128.6,PAK
4506,1978,42.7,PLW
4507,1978,35.5,PAN
4508,1978,83.2,PNG
4509,1978,55.3,PRY
4510,1978,91.8,PER
4511,1978,52.7,PHL
4512,1978,22.4,POL
4513,1978,26.8,PRT
4514,1978,..,PRI
4515,1978,33.1,QAT
4516,1978,30.3,ROU
4517,1978,21.9,RUS
4518,1978,128.5,RWA
4519,1978,36.4,WSM
4520,1978,..,SMR
4521,1978,52.7,STP
4522,1978,97.9,SAU
4523,1978,102.3,SEN
4524,1978,..,SRB
4525,1978,26.6,SYC
4526,1978,143,SLE
4527,1978,12.3,SGP
4528,1978,..,SXM
4529,1978,21.3,SVK
4530,1978,..,SVN
4531,1978,43.5,SLB
4532,1978,..,SOM
4533,1978,98.7,ZAF
4534,1978,159.8,SSD
4535,1978,14.6,ESP
4536,1978,38.4,LKA
4537,1978,45.1,KNA
4538,1978,28.6,LCA
4539,1978,..,MAF
4540,1978,50.2,VCT
4541,1978,89.6,SDN
4542,1978,..,SUR
4543,1978,7.7,SWE
4544,1978,9.2,CHE
4545,1978,53.5,SYR
4546,1978,97,TJK
4547,1978,104.5,TZA
4548,1978,54.2,THA
4549,1978,..,TLS
4550,1978,103.8,TGO
4551,1978,26,TON
4552,1978,38.8,TTO
4553,1978,68.9,TUN
4554,1978,111.2,TUR
4555,1978,115.3,TKM
4556,1978,32.5,TCA
4557,1978,57.3,TUV
4558,1978,123.2,UGA
4559,1978,25.2,UKR
4560,1978,32.4,ARE
4561,1978,13.4,GBR
4562,1978,13.8,USA
4563,1978,43.3,URY
4564,1978,..,UZB
4565,1978,57.4,VUT
4566,1978,39,VEN
4567,1978,49.6,VNM
4568,1978,..,VIR
4569,1978,78.1,PSE
4570,1978,167.2,YEM
4571,1978,80.7,ZMB
4572,1978,73.5,ZWE
4573,1978,..,Africa Eastern and Southern
4574,1978,..,Africa Western and Central
4575,1978,..,Arab World
4576,1978,..,Caribbean small states
4577,1978,..,Central Europe and the Baltics
4578,1978,..,Early-demographic dividend
4579,1978,..,East Asia & Pacific
4580,1978,..,East Asia & Pacific (
4581,1978,..,East Asia & Pacific (IDA & IBRD countries)
4582,1978,..,Euro area
4583,1978,..,Europe & Central Asia
4584,1978,..,Europe & Central Asia (
4585,1978,..,Europe & Central Asia (IDA & IBRD countries)
4586,1978,..,European Union
4587,1978,..,Fragile and conflict affected situations
4588,1978,..,Heavily indebted poor countries (HIPC)
4589,1978,..,High income
4590,1978,..,IBRD only
4591,1978,..,IDA & IBRD total
4592,1978,..,IDA blend
4598,1979,192.9,AFG
4599,1979,61.3,ALB
4600,1979,115.8,DZA
4601,1979,..,ASM
4602,1979,..,AND
4603,1979,..,AGO
4604,1979,13.9,ATG
4605,1979,39.7,ARG
4606,1979,71.7,ARM
4607,1979,..,ABW
4608,1979,11.3,AUS
4609,1979,14.6,AUT
4610,1979,..,AZE
4611,1979,25.3,BHS
4612,1979,30.7,BHR
4613,1979,135.8,BGD
4614,1979,25,BRB
4615,1979,17.1,BLR
4616,1979,12.7,BEL
4617,1979,52.3,BLZ
4618,1979,117.2,BEN
4619,1979,..,BMU
4620,1979,146,BTN
4621,1979,122,BOL
4622,1979,..,BIH
4623,1979,63.5,BWA
4624,1979,79.8,BRA
4625,1979,28.7,VGB
4626,1979,18.1,BRN
4627,1979,20.6,BGR
4628,1979,127.2,BFA
4629,1979,116.5,BDI
4630,1979,56.2,CPV
4631,1979,137.5,KHM
4632,1979,109.5,CMR
4633,1979,11,CAN
4634,1979,..,CYM
4635,1979,114.7,CAF
4636,1979,131.1,TCD
4637,1979,..,Channel Islands
4638,1979,31.5,CHL
4639,1979,51.2,CHN
4640,1979,48.7,COL
4641,1979,130.1,COM
4642,1979,115.2,COD
4643,1979,64.3,COG
4644,1979,22.1,CRI
4645,1979,114.8,CIV
4646,1979,..,HRV
4647,1979,19.2,CUB
4648,1979,..,CUW
4649,1979,21.9,CYP
4650,1979,15.5,CZE
4651,1979,8.5,DNK
4652,1979,106.2,DJI
4653,1979,20.2,DMA
4654,1979,68.3,DOM
4655,1979,73.3,ECU
4656,1979,123.4,EGY
4657,1979,84.2,SLV
4658,1979,..,GNQ
4659,1979,92.9,ERI
4660,1979,..,EST
4661,1979,87.6,SWZ
4662,1979,147,ETH
4663,1979,..,FRO
4664,1979,35.6,FJI
4665,1979,7.6,FIN
4666,1979,10.5,FRA
4667,1979,..,PYF
4668,1979,73.7,GAB
4669,1979,127.4,GMB
4670,1979,49.3,GEO
4671,1979,13.5,DEU
4672,1979,90.7,GHA
4673,1979,..,GIB
4674,1979,18.6,GRC
4675,1979,..,GRL
4676,1979,28.9,GRD
4677,1979,..,GUM
4678,1979,92.3,GTM
4679,1979,163,GIN
4680,1979,..,GNB
4681,1979,59.3,GUY
4682,1979,133.7,HTI
4683,1979,73.8,HND
4684,1979,..,HKG
4685,1979,22.8,HUN
4686,1979,8.4,ISL
4687,1979,111.7,IND
4688,1979,88.5,IDN
4689,1979,94.6,IRN
4690,1979,59.3,IRQ
4691,1979,13,IRL
4692,1979,..,IMN
4693,1979,16.4,ISR
4694,1979,15.1,ITA
4695,1979,33.7,JAM
4696,1979,7.8,JPN
4697,1979,48.3,JOR
4698,1979,63.4,KAZ
4699,1979,70.3,KEN
4700,1979,90.3,KIR
4701,1979,34.3,PRK
4702,1979,29.8,KOR
4703,1979,..,XKX
4704,1979,33,KWT
4705,1979,89.6,KGZ
4706,1979,135.1,LAO
4707,1979,15.2,LVA
4708,1979,55.5,LBN
4709,1979,107.8,LSO
4710,1979,159.8,LBR
4711,1979,55.7,LBY
4712,1979,..,LIE
4713,1979,16.6,LTU
4714,1979,11.7,LUX
4715,1979,..,MAC
4716,1979,93.5,MDG
4717,1979,135.4,MWI
4718,1979,24.6,MYS
4719,1979,127.5,MDV
4720,1979,159.4,MLI
4721,1979,15.6,MLT
4722,1979,49.7,MHL
4723,1979,99.8,MRT
4724,1979,33.9,MUS
4725,1979,60.6,MEX
4726,1979,51.3,FSM
4727,1979,42.4,MDA
4728,1979,..,MCO
4729,1979,..,MNG
4730,1979,..,MNE
4731,1979,103.1,MAR
4732,1979,150.2,MOZ
4733,1979,105.9,MMR
4734,1979,69.9,NAM
4735,1979,..,NRU
4736,1979,148,NPL
4737,1979,9,NLD
4738,1979,..,NCL
4739,1979,13.2,NZL
4740,1979,87.6,NIC
4741,1979,142.2,NER
4742,1979,109.3,NGA
4743,1979,..,MKD
4744,1979,..,MNP
4745,1979,8.4,NOR
4746,1979,93.5,OMN
4747,1979,127.9,PAK
4748,1979,40.7,PLW
4749,1979,34.5,PAN
4750,1979,81,PNG
4751,1979,54.1,PRY
4752,1979,90.2,PER
4753,1979,52.4,PHL
4754,1979,21.7,POL
4755,1979,24.6,PRT
4756,1979,..,PRI
4757,1979,31.5,QAT
4758,1979,29.5,ROU
4759,1979,21.8,RUS
4760,1979,123.2,RWA
4761,1979,34.7,WSM
4762,1979,..,SMR
4763,1979,53.1,STP
4764,1979,91.5,SAU
4765,1979,99.2,SEN
4766,1979,..,SRB
4767,1979,24.2,SYC
4768,1979,142,SLE
4769,1979,12.1,SGP
4770,1979,..,SXM
4771,1979,20.5,SVK
4772,1979,..,SVN
4773,1979,41.3,SLB
4774,1979,..,SOM
4775,1979,93.1,ZAF
4776,1979,158.3,SSD
4777,1979,13.5,ESP
4778,1979,35.7,LKA
4779,1979,43.6,KNA
4780,1979,26.8,LCA
4781,1979,..,MAF
4782,1979,46,VCT
4783,1979,89.4,SDN
4784,1979,..,SUR
4785,1979,7.4,SWE
4786,1979,8.7,CHE
4787,1979,50.8,SYR
4788,1979,96.1,TJK
4789,1979,103.8,TZA
4790,1979,51.9,THA
4791,1979,..,TLS
4792,1979,101.7,TGO
4793,1979,25,TON
4794,1979,37.8,TTO
4795,1979,64.5,TUN
4796,1979,106.9,TUR
4797,1979,110.7,TKM
4798,1979,30.3,TCA
4799,1979,54.9,TUV
4800,1979,125.1,UGA
4801,1979,24.8,UKR
4802,1979,29.1,ARE
4803,1979,12.7,GBR
4804,1979,13.1,USA
4805,1979,39.5,URY
4806,1979,100,UZB
4807,1979,54.6,VUT
4808,1979,37.5,VEN
4809,1979,48.7,VNM
4810,1979,..,VIR
4811,1979,73.4,PSE
4812,1979,159,YEM
4813,1979,81.4,ZMB
4814,1979,73.9,ZWE
4815,1979,..,Africa Eastern and Southern
4816,1979,..,Africa Western and Central
4817,1979,..,Arab World
4818,1979,..,Caribbean small states
4819,1979,..,Central Europe and the Baltics
4820,1979,..,Early-demographic dividend
4821,1979,..,East Asia & Pacific
4822,1979,..,East Asia & Pacific (
4823,1979,..,East Asia & Pacific (IDA & IBRD countries)
4824,1979,..,Euro area
4825,1979,..,Europe & Central Asia
4826,1979,..,Europe & Central Asia (
4827,1979,..,Europe & Central Asia (IDA & IBRD countries)
4828,1979,..,European Union
4829,1979,..,Fragile and conflict affected situations
4830,1979,..,Heavily indebted poor countries (HIPC)
4831,1979,..,High income
4832,1979,..,IBRD only
4833,1979,..,IDA & IBRD total
4834,1979,..,IDA blend
4840,1980,188.8,AFG
4841,1980,56.1,ALB
4842,1980,107.7,DZA
4843,1980,..,ASM
4844,1980,..,AND
4845,1980,127.6,AGO
4846,1980,13,ATG
4847,1980,36.4,ARG
4848,1980,68.8,ARM
4849,1980,..,ABW
4850,1980,10.8,AUS
4851,1980,13.9,AUT
4852,1980,..,AZE
4853,1980,24.9,BHS
4854,1980,28.7,BHR
4855,1980,132.7,BGD
4856,1980,23.7,BRB
4857,1980,16.7,BLR
4858,1980,12.2,BEL
4859,1980,50.4,BLZ
4860,1980,115.2,BEN
4861,1980,..,BMU
4862,1980,141.2,BTN
4863,1980,119,BOL
4864,1980,..,BIH
4865,1980,60.3,BWA
4866,1980,76.5,BRA
4867,1980,28,VGB
4868,1980,16.7,BRN
4869,1980,19.6,BGR
4870,1980,123.8,BFA
4871,1980,112.8,BDI
4872,1980,55.2,CPV
4873,1980,122.1,KHM
4874,1980,107.1,CMR
4875,1980,10.3,CAN
4876,1980,..,CYM
4877,1980,113.5,CAF
4878,1980,130.1,TCD
4879,1980,..,Channel Islands
4880,1980,28,CHL
4881,1980,48.8,CHN
4882,1980,46,COL
4883,1980,126.7,COM
4884,1980,113.7,COD
4885,1980,63.3,COG
4886,1980,20.5,CRI
4887,1980,111.6,CIV
4888,1980,..,HRV
4889,1980,18.2,CUB
4890,1980,..,CUW
4891,1980,19.7,CYP
4892,1980,14.6,CZE
4893,1980,8.2,DNK
4894,1980,104.6,DJI
4895,1980,19.2,DMA
4896,1980,66.2,DOM
4897,1980,70.1,ECU
4898,1980,118.4,EGY
4899,1980,88.3,SLV
4900,1980,..,GNQ
4901,1980,92.3,ERI
4902,1980,17.6,EST
4903,1980,84.3,SWZ
4904,1980,146.4,ETH
4905,1980,..,FRO
4906,1980,33.8,FJI
4907,1980,7.2,FIN
4908,1980,10.1,FRA
4909,1980,..,PYF
4910,1980,71.9,GAB
4911,1980,125.2,GMB
4912,1980,47.5,GEO
4913,1980,12.6,DEU
4914,1980,89.6,GHA
4915,1980,..,GIB
4916,1980,17.4,GRC
4917,1980,..,GRL
4918,1980,28,GRD
4919,1980,..,GUM
4920,1980,89.2,GTM
4921,1980,160.2,GIN
4922,1980,..,GNB
4923,1980,59,GUY
4924,1980,130.1,HTI
4925,1980,70.6,HND
4926,1980,..,HKG
4927,1980,21.4,HUN
4928,1980,7.9,ISL
4929,1980,108.4,IND
4930,1980,86.5,IDN
4931,1980,88,IRN
4932,1980,57.3,IRQ
4933,1980,11.9,IRL
4934,1980,..,IMN
4935,1980,15.5,ISR
4936,1980,14.2,ITA
4937,1980,32.7,JAM
4938,1980,7.4,JPN
4939,1980,46.3,JOR
4940,1980,61.6,KAZ
4941,1980,68.5,KEN
4942,1980,89.4,KIR
4943,1980,33,PRK
4944,1980,28.2,KOR
4945,1980,..,XKX
4946,1980,30.4,KWT
4947,1980,86.6,KGZ
4948,1980,133.2,LAO
4949,1980,15.3,LVA
4950,1980,53.9,LBN
4951,1980,103.2,LSO
4952,1980,157.4,LBR
4953,1980,53,LBY
4954,1980,..,LIE
4955,1980,16,LTU
4956,1980,11.3,LUX
4957,1980,..,MAC
4958,1980,95.2,MDG
4959,1980,131.7,MWI
4960,1980,23,MYS
4961,1980,120.8,MDV
4962,1980,155.6,MLI
4963,1980,15,MLT
4964,1980,49,MHL
4965,1980,97.5,MRT
4966,1980,32.2,MUS
4967,1980,58.2,MEX
4968,1980,50.4,FSM
4969,1980,41.3,MDA
4970,1980,..,MCO
4971,1980,95.4,MNG
4972,1980,..,MNE
4973,1980,98.9,MAR
4974,1980,150.8,MOZ
4975,1980,104.2,MMR
4976,1980,70.5,NAM
4977,1980,..,NRU
4978,1980,144,NPL
4979,1980,8.8,NLD
4980,1980,..,NCL
4981,1980,12.8,NZL
4982,1980,82.8,NIC
4983,1980,140.5,NER
4984,1980,106.8,NGA
4985,1980,..,MKD
4986,1980,..,MNP
4987,1980,8.1,NOR
4988,1980,85.6,OMN
4989,1980,127.1,PAK
4990,1980,39,PLW
4991,1980,33.6,PAN
4992,1980,78.9,PNG
4993,1980,52.7,PRY
4994,1980,88.8,PER
4995,1980,52,PHL
4996,1980,21.1,POL
4997,1980,22.7,PRT
4998,1980,..,PRI
4999,1980,30,QAT
5000,1980,28.5,ROU
5001,1980,21.6,RUS
5002,1980,115.9,RWA
5003,1980,33.2,WSM
5004,1980,..,SMR
5005,1980,53.6,STP
5006,1980,85.4,SAU
5007,1980,96.7,SEN
5008,1980,..,SRB
5009,1980,22.1,SYC
5010,1980,141.2,SLE
5011,1980,11.9,SGP
5012,1980,..,SXM
5013,1980,19.7,SVK
5014,1980,..,SVN
5015,1980,39.4,SLB
5016,1980,..,SOM
5017,1980,87.9,ZAF
5018,1980,157.2,SSD
5019,1980,12.4,ESP
5020,1980,33.2,LKA
5021,1980,41.7,KNA
5022,1980,25.2,LCA
5023,1980,..,MAF
5024,1980,41.9,VCT
5025,1980,89.2,SDN
5026,1980,..,SUR
5027,1980,7.2,SWE
5028,1980,8.4,CHE
5029,1980,48.3,SYR
5030,1980,95.6,TJK
5031,1980,103.9,TZA
5032,1980,49.6,THA
5033,1980,..,TLS
5034,1980,99.7,TGO
5035,1980,24.1,TON
5036,1980,36.8,TTO
5037,1980,60.6,TUN
5038,1980,102.5,TUR
5039,1980,106.3,TKM
5040,1980,28.3,TCA
5041,1980,52.8,TUV
5042,1980,126.9,UGA
5043,1980,24.3,UKR
5044,1980,26.2,ARE
5045,1980,12.1,GBR
5046,1980,12.6,USA
5047,1980,35.5,URY
5048,1980,94.1,UZB
5049,1980,51.6,VUT
5050,1980,36,VEN
5051,1980,47.9,VNM
5052,1980,..,VIR
5053,1980,69.1,PSE
5054,1980,150.8,YEM
5055,1980,82.4,ZMB
5056,1980,73.6,ZWE
5057,1980,..,Africa Eastern and Southern
5058,1980,..,Africa Western and Central
5059,1980,..,Arab World
5060,1980,..,Caribbean small states
5061,1980,..,Central Europe and the Baltics
5062,1980,..,Early-demographic dividend
5063,1980,..,East Asia & Pacific
5064,1980,..,East Asia & Pacific (
5065,1980,..,East Asia & Pacific (IDA & IBRD countries)
5066,1980,..,Euro area
5067,1980,..,Europe & Central Asia
5068,1980,..,Europe & Central Asia (
5069,1980,..,Europe & Central Asia (IDA & IBRD countries)
5070,1980,..,European Union
5071,1980,..,Fragile and conflict affected situations
5072,1980,..,Heavily indebted poor countries (HIPC)
5073,1980,..,High income
5074,1980,..,IBRD only
5075,1980,..,IDA & IBRD total
5076,1980,..,IDA blend
5082,1981,184.6,AFG
5083,1981,51.6,ALB
5084,1981,98.1,DZA
5085,1981,..,ASM
5086,1981,..,AND
5087,1981,126.4,AGO
5088,1981,12.2,ATG
5089,1981,33.5,ARG
5090,1981,66,ARM
5091,1981,..,ABW
5092,1981,10.4,AUS
5093,1981,13.2,AUT
5094,1981,..,AZE
5095,1981,24.6,BHS
5096,1981,26.9,BHR
5097,1981,129.4,BGD
5098,1981,22.5,BRB
5099,1981,16.2,BLR
5100,1981,11.6,BEL
5101,1981,48.6,BLZ
5102,1981,113.3,BEN
