,year,hc,country
4036,1996,3.0618505477905273,FIN
4037,1997,3.079157590866089,FIN
4038,1998,3.096562385559082,FIN
4039,1999,3.114065408706665,FIN
4040,2000,3.131667375564575,FIN
4041,2001,3.151494026184082,FIN
4042,2002,3.1714465618133545,FIN
4043,2003,3.1915249824523926,FIN
4044,2004,3.211730480194092,FIN
4045,2005,3.2320640087127686,FIN
4046,2006,3.2525265216827393,FIN
4047,2007,3.273118257522583,FIN
4048,2008,3.2938404083251953,FIN
4049,2009,3.3146939277648926,FIN
4050,2010,3.335679292678833,FIN
4051,2011,3.3540232181549072,FIN
4052,2012,3.3724677562713623,FIN
4053,2013,3.3910138607025146,FIN
4054,2014,3.4096620082855225,FIN
4055,2015,3.428412675857544,FIN
4056,2016,3.4472663402557373,FIN
4057,2017,3.466223955154419,FIN
4058,2018,3.485285758972168,FIN
4059,2019,3.5044519901275635,FIN
4060,1950,,FJI
4061,1951,,FJI
4062,1952,,FJI
4063,1953,,FJI
4064,1954,,FJI
4065,1955,,FJI
4066,1956,,FJI
4067,1957,,FJI
4068,1958,,FJI
4069,1959,,FJI
4070,1960,1.5364924669265747,FJI
4071,1961,1.5533099174499512,FJI
4072,1962,1.570311427116394,FJI
4073,1963,1.5874990224838257,FJI
4074,1964,1.604874849319458,FJI
4075,1965,1.6224406957626343,FJI
4076,1966,1.6401989459991455,FJI
4077,1967,1.6581515073776245,FJI
4078,1968,1.6763005256652832,FJI
4079,1969,1.694648265838623,FJI
4080,1970,1.7122008800506592,FJI
4081,1971,1.7331411838531494,FJI
4082,1972,1.7543375492095947,FJI
4083,1973,1.775793194770813,FJI
4084,1974,1.7975112199783325,FJI
4085,1975,1.8194948434829712,FJI
4086,1976,1.8417472839355469,FJI
4087,1977,1.8642719984054565,FJI
4088,1978,1.8870720863342285,FJI
4089,1979,1.9101510047912598,FJI
4090,1980,1.9335122108459473,FJI
4091,1981,1.958383560180664,FJI
4092,1982,1.9835748672485352,FJI
4093,1983,2.009089946746826,FJI
4094,1984,2.034933567047119,FJI
4095,1985,2.0611093044281006,FJI
4096,1986,2.0876221656799316,FJI
4097,1987,2.114475727081299,FJI
4098,1988,2.141674757003784,FJI
4099,1989,2.1692237854003906,FJI
4100,1990,2.197127103805542,FJI
4101,1991,2.2186713218688965,FJI
4102,1992,2.240427017211914,FJI
4103,1993,2.2623958587646484,FJI
4104,1994,2.2845802307128906,FJI
4105,1995,2.3069820404052734,FJI
4106,1996,2.329603672027588,FJI
4107,1997,2.352447032928467,FJI
4108,1998,2.375514268875122,FJI
4109,1999,2.3988077640533447,FJI
4110,2000,2.4223296642303467,FJI
4111,2001,2.4428601264953613,FJI
4112,2002,2.46356463432312,FJI
4113,2003,2.4844446182250977,FJI
4114,2004,2.5055012702941895,FJI
4115,2005,2.5267367362976074,FJI
4116,2006,2.548151969909668,FJI
4117,2007,2.5665533542633057,FJI
4118,2008,2.581178665161133,FJI
4119,2009,2.5958871841430664,FJI
4120,2010,2.6106793880462646,FJI
4121,2011,2.620628595352173,FJI
4122,2012,2.630615472793579,FJI
4123,2013,2.6406402587890625,FJI
4124,2014,2.6507034301757812,FJI
4125,2015,2.6608049869537354,FJI
4126,2016,2.670945167541504,FJI
4127,2017,2.681123971939087,FJI
4128,2018,2.6913414001464844,FJI
4129,2019,2.7015976905822754,FJI
4130,1950,2.1835975646972656,FRA
4131,1951,2.191972017288208,FRA
4132,1952,2.200378656387329,FRA
4133,1953,2.208817481994629,FRA
4134,1954,2.2172887325286865,FRA
4135,1955,2.225792407989502,FRA
4136,1956,2.203723192214966,FRA
4137,1957,2.181872844696045,FRA
4138,1958,2.1602392196655273,FRA
4139,1959,2.138820171356201,FRA
4140,1960,2.1176133155822754,FRA
4141,1961,2.1361827850341797,FRA
4142,1962,2.1549150943756104,FRA
4143,1963,2.173811674118042,FRA
4144,1964,2.192873954772949,FRA
4145,1965,2.2121036052703857,FRA
4146,1966,2.231501579284668,FRA
4147,1967,2.2510697841644287,FRA
4148,1968,2.2708096504211426,FRA
4149,1969,2.290722608566284,FRA
4150,1970,2.310810089111328,FRA
4151,1971,2.3381738662719727,FRA
4152,1972,2.365861654281616,FRA
4153,1973,2.3938772678375244,FRA
4154,1974,2.422224521636963,FRA
4155,1975,2.4509077072143555,FRA
4156,1976,2.4799304008483887,FRA
4157,1977,2.5092966556549072,FRA
4158,1978,2.539011001586914,FRA
4159,1979,2.566101551055908,FRA
4160,1980,2.5865206718444824,FRA
4161,1981,2.607220411300659,FRA
4162,1982,2.6280858516693115,FRA
4163,1983,2.649118185043335,FRA
4164,1984,2.670319080352783,FRA
4165,1985,2.6916892528533936,FRA
4166,1986,2.713230848312378,FRA
4167,1987,2.7349448204040527,FRA
4168,1988,2.7568323612213135,FRA
4169,1989,2.778895139694214,FRA
4170,1990,2.8011343479156494,FRA
4171,1991,2.810061454772949,FRA
4172,1992,2.819016933441162,FRA
4173,1993,2.828001022338867,FRA
4174,1994,2.8370134830474854,FRA
4175,1995,2.846054792404175,FRA
4176,1996,2.8551251888275146,FRA
4177,1997,2.8642241954803467,FRA
4178,1998,2.873352289199829,FRA
4179,1999,2.882509469985962,FRA
4180,2000,2.891695737838745,FRA
4181,2001,2.907761812210083,FRA
4182,2002,2.923917293548584,FRA
4183,2003,2.940162420272827,FRA
4184,2004,2.95649790763855,FRA
4185,2005,2.972923994064331,FRA
4186,2006,2.989441156387329,FRA
4187,2007,3.0060503482818604,FRA
4188,2008,3.022751808166504,FRA
4189,2009,3.039546251296997,FRA
4190,2010,3.05643367767334,FRA
4191,2011,3.075263261795044,FRA
4192,2012,3.0942089557647705,FRA
4193,2013,3.113271474838257,FRA
4194,2014,3.132451295852661,FRA
4195,2015,3.1517491340637207,FRA
4196,2016,3.171165943145752,FRA
4197,2017,3.190702438354492,FRA
4198,2018,3.2103593349456787,FRA
4199,2019,3.230137348175049,FRA
4200,1950,,GAB
4201,1951,,GAB
4202,1952,,GAB
4203,1953,,GAB
4204,1954,,GAB
4205,1955,,GAB
4206,1956,,GAB
4207,1957,,GAB
4208,1958,,GAB
4209,1959,,GAB
4210,1960,1.0720330476760864,GAB
4211,1961,1.0762094259262085,GAB
4212,1962,1.0804022550582886,GAB
4213,1963,1.0846112966537476,GAB
4214,1964,1.0888367891311646,GAB
4215,1965,1.0930787324905396,GAB
4216,1966,1.1030467748641968,GAB
4217,1967,1.1131057739257812,GAB
4218,1968,1.1232565641403198,GAB
4219,1969,1.1334998607635498,GAB
4220,1970,1.1438366174697876,GAB
4221,1971,1.1554757356643677,GAB
4222,1972,1.1672333478927612,GAB
4223,1973,1.1791105270385742,GAB
4224,1974,1.1911085844039917,GAB
4225,1975,1.2032287120819092,GAB
4226,1976,1.2351351976394653,GAB
4227,1977,1.267887830734253,GAB
4228,1978,1.3015090227127075,GAB
4229,1979,1.3360216617584229,GAB
4230,1980,1.371449589729309,GAB
4231,1981,1.4048264026641846,GAB
4232,1982,1.4390156269073486,GAB
4233,1983,1.4740369319915771,GAB
4234,1984,1.5099105834960938,GAB
4235,1985,1.5466572046279907,GAB
4236,1986,1.591485857963562,GAB
4237,1987,1.6376138925552368,GAB
4238,1988,1.6850788593292236,GAB
4239,1989,1.7277880907058716,GAB
4240,1990,1.765400767326355,GAB
4241,1991,1.7977244853973389,GAB
4242,1992,1.8306399583816528,GAB
4243,1993,1.8641581535339355,GAB
4244,1994,1.8982899188995361,GAB
4245,1995,1.9330466985702515,GAB
4246,1996,1.9695709943771362,GAB
4247,1997,2.0067853927612305,GAB
4248,1998,2.0447027683258057,GAB
4249,1999,2.083336591720581,GAB
4250,2000,2.1227006912231445,GAB
4251,2001,2.1559696197509766,GAB
4252,2002,2.189760208129883,GAB
4253,2003,2.2240803241729736,GAB
4254,2004,2.2589383125305176,GAB
4255,2005,2.294342517852783,GAB
4256,2006,2.324808359146118,GAB
4257,2007,2.3556785583496094,GAB
4258,2008,2.3869588375091553,GAB
4259,2009,2.418654203414917,GAB
4260,2010,2.450770616531372,GAB
4261,2011,2.510474681854248,GAB
4262,2012,2.5678205490112305,GAB
4263,2013,2.609771251678467,GAB
4264,2014,2.65240740776062,GAB
4265,2015,2.695739984512329,GAB
4266,2016,2.7397806644439697,GAB
4267,2017,2.784540891647339,GAB
4268,2018,2.8300321102142334,GAB
4269,2019,2.8762669563293457,GAB
4270,1950,2.434504270553589,GBR
4271,1951,2.4446938037872314,GBR
4272,1952,2.454926013946533,GBR
4273,1953,2.465200901031494,GBR
4274,1954,2.4755189418792725,GBR
4275,1955,2.485880136489868,GBR
4276,1956,2.498600959777832,GBR
4277,1957,2.5113868713378906,GBR
4278,1958,2.5242385864257812,GBR
4279,1959,2.5371556282043457,GBR
4280,1960,2.5501389503479004,GBR
4281,1961,2.5715701580047607,GBR
4282,1962,2.5899195671081543,GBR
4283,1963,2.6083998680114746,GBR
4284,1964,2.627012014389038,GBR
4285,1965,2.645756959915161,GBR
4286,1966,2.66463565826416,GBR
4287,1967,2.6836493015289307,GBR
4288,1968,2.702798366546631,GBR
4289,1969,2.7220842838287354,GBR
4290,1970,2.7415075302124023,GBR
4291,1971,2.76375412940979,GBR
4292,1972,2.7861814498901367,GBR
4293,1973,2.808790445327759,GBR
4294,1974,2.831583261489868,GBR
4295,1975,2.8545608520507812,GBR
4296,1976,2.8777246475219727,GBR
4297,1977,2.9010767936706543,GBR
4298,1978,2.9246182441711426,GBR
4299,1979,2.9483509063720703,GBR
4300,1980,2.972275972366333,GBR
4301,1981,2.9940340518951416,GBR
4302,1982,3.015951633453369,GBR
4303,1983,3.038029432296753,GBR
4304,1984,3.0602686405181885,GBR
4305,1985,3.0826709270477295,GBR
4306,1986,3.1052372455596924,GBR
4307,1987,3.1279685497283936,GBR
4308,1988,3.1508662700653076,GBR
4309,1989,3.173931837081909,GBR
4310,1990,3.1971662044525146,GBR
4311,1991,3.227114200592041,GBR
4312,1992,3.25734281539917,GBR
4313,1993,3.2878546714782715,GBR
4314,1994,3.3186521530151367,GBR
4315,1995,3.349738359451294,GBR
4316,1996,3.381115436553955,GBR
4317,1997,3.4127864837646484,GBR
4318,1998,3.4447546005249023,GBR
4319,1999,3.4770219326019287,GBR
4320,2000,3.5095913410186768,GBR
4321,2001,3.5284812450408936,GBR
4322,2002,3.5474727153778076,GBR
4323,2003,3.5665664672851562,GBR
4324,2004,3.5857629776000977,GBR
4325,2005,3.60506272315979,GBR
4326,2006,3.62446665763855,GBR
4327,2007,3.643974781036377,GBR
4328,2008,3.663587808609009,GBR
4329,2009,3.6833064556121826,GBR
4330,2010,3.7031314373016357,GBR
4331,2011,3.710895299911499,GBR
4332,2012,3.7186756134033203,GBR
4333,2013,3.7264721393585205,GBR
4334,2014,3.7342848777770996,GBR
4335,2015,3.742114305496216,GBR
4336,2016,3.74996018409729,GBR
4337,2017,3.757822275161743,GBR
4338,2018,3.7657008171081543,GBR
4339,2019,3.7735960483551025,GBR
4340,1950,,GEO
4341,1951,,GEO
4342,1952,,GEO
4343,1953,,GEO
4344,1954,,GEO
4345,1955,,GEO
4346,1956,,GEO
4347,1957,,GEO
4348,1958,,GEO
4349,1959,,GEO
4350,1960,,GEO
4351,1961,,GEO
4352,1962,,GEO
4353,1963,,GEO
4354,1964,,GEO
4355,1965,,GEO
4356,1966,,GEO
4357,1967,,GEO
4358,1968,,GEO
4359,1969,,GEO
4360,1970,,GEO
4361,1971,,GEO
4362,1972,,GEO
4363,1973,,GEO
4364,1974,,GEO
4365,1975,,GEO
4366,1976,,GEO
4367,1977,,GEO
4368,1978,,GEO
4369,1979,,GEO
4370,1980,,GEO
4371,1981,,GEO
4372,1982,,GEO
4373,1983,,GEO
4374,1984,,GEO
4375,1985,,GEO
4376,1986,,GEO
4377,1987,,GEO
4378,1988,,GEO
4379,1989,,GEO
4380,1990,,GEO
4381,1991,,GEO
4382,1992,,GEO
4383,1993,,GEO
4384,1994,,GEO
4385,1995,,GEO
4386,1996,,GEO
4387,1997,,GEO
4388,1998,,GEO
4389,1999,,GEO
4390,2000,,GEO
4391,2001,,GEO
4392,2002,,GEO
4393,2003,,GEO
4394,2004,,GEO
4395,2005,,GEO
4396,2006,,GEO
4397,2007,,GEO
4398,2008,,GEO
4399,2009,,GEO
4400,2010,,GEO
4401,2011,,GEO
4402,2012,,GEO
4403,2013,,GEO
4404,2014,,GEO
4405,2015,,GEO
4406,2016,,GEO
4407,2017,,GEO
4408,2018,,GEO
4409,2019,,GEO
4410,1950,,GHA
4411,1951,,GHA
4412,1952,,GHA
4413,1953,,GHA
4414,1954,,GHA
4415,1955,1.0924638509750366,GHA
4416,1956,1.0939109325408936,GHA
4417,1957,1.0953599214553833,GHA
4418,1958,1.0968108177185059,GHA
4419,1959,1.0982637405395508,GHA
4420,1960,1.0997185707092285,GHA
4421,1961,1.1135221719741821,GHA
4422,1962,1.127498984336853,GHA
4423,1963,1.1416512727737427,GHA
4424,1964,1.155981183052063,GHA
4425,1965,1.1704909801483154,GHA
4426,1966,1.1901205778121948,GHA
4427,1967,1.210079550743103,GHA
4428,1968,1.2303731441497803,GHA
4429,1969,1.2510071992874146,GHA
4430,1970,1.2719871997833252,GHA
4431,1971,1.2927197217941284,GHA
4432,1972,1.3137903213500977,GHA
4433,1973,1.3352042436599731,GHA
4434,1974,1.3569672107696533,GHA
4435,1975,1.379084825515747,GHA
4436,1976,1.4045367240905762,GHA
4437,1977,1.430458426475525,GHA
4438,1978,1.456858515739441,GHA
4439,1979,1.483745813369751,GHA
4440,1980,1.5111292600631714,GHA
4441,1981,1.549826979637146,GHA
4442,1982,1.5895158052444458,GHA
4443,1983,1.630220890045166,GHA
4444,1984,1.6719684600830078,GHA
4445,1985,1.7133971452713013,GHA
4446,1986,1.744399070739746,GHA
4447,1987,1.7759617567062378,GHA
4448,1988,1.8080956935882568,GHA
4449,1989,1.8408108949661255,GHA
4450,1990,1.8741180896759033,GHA
4451,1991,1.902661681175232,GHA
4452,1992,1.9316399097442627,GHA
4453,1993,1.9610596895217896,GHA
4454,1994,1.9909274578094482,GHA
4455,1995,2.021250009536743,GHA
4456,1996,2.0403800010681152,GHA
4457,1997,2.0596909523010254,GHA
4458,1998,2.0791847705841064,GHA
4459,1999,2.098862886428833,GHA
4460,2000,2.118727445602417,GHA
4461,2001,2.1307926177978516,GHA
4462,2002,2.1429262161254883,GHA
4463,2003,2.1551291942596436,GHA
4464,2004,2.1674015522003174,GHA
4465,2005,2.179743528366089,GHA
4466,2006,2.1953988075256348,GHA
4467,2007,2.2111666202545166,GHA
4468,2008,2.2270474433898926,GHA
4469,2009,2.243042469024658,GHA
4470,2010,2.2591521739959717,GHA
4471,2011,2.287447214126587,GHA
4472,2012,2.316096544265747,GHA
4473,2013,2.345104694366455,GHA
4474,2014,2.374476432800293,GHA
4475,2015,2.4042155742645264,GHA
4476,2016,2.4343276023864746,GHA
4477,2017,2.4648165702819824,GHA
4478,2018,2.495687484741211,GHA
4479,2019,2.526944875717163,GHA
4480,1950,,GIN
4481,1951,,GIN
4482,1952,,GIN
4483,1953,,GIN
4484,1954,,GIN
4485,1955,,GIN
4486,1956,,GIN
4487,1957,,GIN
4488,1958,,GIN
4489,1959,,GIN
4490,1960,,GIN
4491,1961,,GIN
4492,1962,,GIN
4493,1963,,GIN
4494,1964,,GIN
4495,1965,,GIN
4496,1966,,GIN
4497,1967,,GIN
4498,1968,,GIN
4499,1969,,GIN
4500,1970,,GIN
4501,1971,,GIN
4502,1972,,GIN
4503,1973,,GIN
4504,1974,,GIN
4505,1975,,GIN
4506,1976,,GIN
4507,1977,,GIN
4508,1978,,GIN
4509,1979,,GIN
4510,1980,,GIN
4511,1981,,GIN
4512,1982,,GIN
4513,1983,,GIN
4514,1984,,GIN
4515,1985,,GIN
4516,1986,,GIN
4517,1987,,GIN
4518,1988,,GIN
4519,1989,,GIN
4520,1990,,GIN
4521,1991,,GIN
4522,1992,,GIN
4523,1993,,GIN
4524,1994,,GIN
4525,1995,,GIN
4526,1996,,GIN
4527,1997,,GIN
4528,1998,,GIN
4529,1999,,GIN
4530,2000,,GIN
4531,2001,,GIN
4532,2002,,GIN
4533,2003,,GIN
4534,2004,,GIN
4535,2005,,GIN
4536,2006,,GIN
4537,2007,,GIN
4538,2008,,GIN
4539,2009,,GIN
4540,2010,,GIN
4541,2011,,GIN
4542,2012,,GIN
4543,2013,,GIN
4544,2014,,GIN
4545,2015,,GIN
4546,2016,,GIN
4547,2017,,GIN
4548,2018,,GIN
4549,2019,,GIN
4550,1950,,GMB
4551,1951,,GMB
4552,1952,,GMB
4553,1953,,GMB
4554,1954,,GMB
4555,1955,,GMB
4556,1956,,GMB
4557,1957,,GMB
4558,1958,,GMB
4559,1959,,GMB
4560,1960,1.0519559383392334,GMB
4561,1961,1.0523000955581665,GMB
4562,1962,1.0526443719863892,GMB
4563,1963,1.0529887676239014,GMB
4564,1964,1.0533332824707031,GMB
4565,1965,1.0536779165267944,GMB
4566,1966,1.0547585487365723,GMB
4567,1967,1.0558403730392456,GMB
4568,1968,1.0569231510162354,GMB
4569,1969,1.0580071210861206,GMB
4570,1970,1.0590922832489014,GMB
4571,1971,1.0601170063018799,GMB
4572,1972,1.0611428022384644,GMB
4573,1973,1.0621695518493652,GMB
4574,1974,1.0631972551345825,GMB
4575,1975,1.0642260313034058,GMB
4576,1976,1.0702627897262573,GMB
4577,1977,1.07633376121521,GMB
4578,1978,1.0824393033981323,GMB
4579,1979,1.0885792970657349,GMB
4580,1980,1.0947542190551758,GMB
4581,1981,1.1027297973632812,GMB
4582,1982,1.110763430595398,GMB
4583,1983,1.118855595588684,GMB
4584,1984,1.1270066499710083,GMB
4585,1985,1.1352171897888184,GMB
4586,1986,1.1440902948379517,GMB
4587,1987,1.153032898902893,GMB
4588,1988,1.1620453596115112,GMB
4589,1989,1.1711281538009644,GMB
4590,1990,1.1802821159362793,GMB
4591,1991,1.1981316804885864,GMB
4592,1992,1.2162511348724365,GMB
4593,1993,1.2346447706222534,GMB
4594,1994,1.2533164024353027,GMB
4595,1995,1.2722705602645874,GMB
4596,1996,1.2787270545959473,GMB
4597,1997,1.285216212272644,GMB
4598,1998,1.2917383909225464,GMB
4599,1999,1.2982935905456543,GMB
4600,2000,1.3048821687698364,GMB
4601,2001,1.3181592226028442,GMB
4602,2002,1.331571340560913,GMB
4603,2003,1.3451199531555176,GMB
4604,2004,1.3588063716888428,GMB
4605,2005,1.3726321458816528,GMB
4606,2006,1.3893542289733887,GMB
4607,2007,1.4062800407409668,GMB
4608,2008,1.4234120845794678,GMB
4609,2009,1.4407528638839722,GMB
4610,2010,1.458304762840271,GMB
4611,2011,1.4780255556106567,GMB
4612,2012,1.4987295866012573,GMB
4613,2013,1.5204764604568481,GMB
4614,2014,1.5433303117752075,GMB
4615,2015,1.5673600435256958,GMB
4616,2016,1.592639684677124,GMB
4617,2017,1.6192492246627808,GMB
4618,2018,1.6472748517990112,GMB
4619,2019,1.6768097877502441,GMB
4620,1950,,GNB
4621,1951,,GNB
4622,1952,,GNB
4623,1953,,GNB
4624,1954,,GNB
4625,1955,,GNB
4626,1956,,GNB
4627,1957,,GNB
4628,1958,,GNB
4629,1959,,GNB
4630,1960,,GNB
4631,1961,,GNB
4632,1962,,GNB
4633,1963,,GNB
4634,1964,,GNB
4635,1965,,GNB
4636,1966,,GNB
4637,1967,,GNB
4638,1968,,GNB
4639,1969,,GNB
4640,1970,,GNB
4641,1971,,GNB
4642,1972,,GNB
4643,1973,,GNB
4644,1974,,GNB
4645,1975,,GNB
4646,1976,,GNB
4647,1977,,GNB
4648,1978,,GNB
4649,1979,,GNB
4650,1980,,GNB
4651,1981,,GNB
4652,1982,,GNB
4653,1983,,GNB
4654,1984,,GNB
4655,1985,,GNB
4656,1986,,GNB
4657,1987,,GNB
4658,1988,,GNB
4659,1989,,GNB
4660,1990,,GNB
4661,1991,,GNB
4662,1992,,GNB
4663,1993,,GNB
4664,1994,,GNB
4665,1995,,GNB
4666,1996,,GNB
4667,1997,,GNB
4668,1998,,GNB
4669,1999,,GNB
4670,2000,,GNB
4671,2001,,GNB
4672,2002,,GNB
4673,2003,,GNB
4674,2004,,GNB
4675,2005,,GNB
4676,2006,,GNB
4677,2007,,GNB
4678,2008,,GNB
4679,2009,,GNB
4680,2010,,GNB
4681,2011,,GNB
4682,2012,,GNB
4683,2013,,GNB
4684,2014,,GNB
4685,2015,,GNB
4686,2016,,GNB
4687,2017,,GNB
4688,2018,,GNB
4689,2019,,GNB
4690,1950,,GNQ
4691,1951,,GNQ
4692,1952,,GNQ
4693,1953,,GNQ
4694,1954,,GNQ
4695,1955,,GNQ
4696,1956,,GNQ
4697,1957,,GNQ
4698,1958,,GNQ
4699,1959,,GNQ
4700,1960,,GNQ
4701,1961,,GNQ
4702,1962,,GNQ
4703,1963,,GNQ
4704,1964,,GNQ
4705,1965,,GNQ
4706,1966,,GNQ
4707,1967,,GNQ
4708,1968,,GNQ
4709,1969,,GNQ
4710,1970,,GNQ
4711,1971,,GNQ
4712,1972,,GNQ
4713,1973,,GNQ
4714,1974,,GNQ
4715,1975,,GNQ
4716,1976,,GNQ
4717,1977,,GNQ
4718,1978,,GNQ
4719,1979,,GNQ
4720,1980,,GNQ
4721,1981,,GNQ
4722,1982,,GNQ
4723,1983,,GNQ
4724,1984,,GNQ
4725,1985,,GNQ
4726,1986,,GNQ
4727,1987,,GNQ
4728,1988,,GNQ
4729,1989,,GNQ
4730,1990,,GNQ
4731,1991,,GNQ
4732,1992,,GNQ
4733,1993,,GNQ
4734,1994,,GNQ
4735,1995,,GNQ
4736,1996,,GNQ
4737,1997,,GNQ
4738,1998,,GNQ
4739,1999,,GNQ
4740,2000,,GNQ
4741,2001,,GNQ
4742,2002,,GNQ
4743,2003,,GNQ
4744,2004,,GNQ
4745,2005,,GNQ
4746,2006,,GNQ
4747,2007,,GNQ
4748,2008,,GNQ
4749,2009,,GNQ
4750,2010,,GNQ
4751,2011,,GNQ
4752,2012,,GNQ
4753,2013,,GNQ
4754,2014,,GNQ
4755,2015,,GNQ
4756,2016,,GNQ
4757,2017,,GNQ
4758,2018,,GNQ
4759,2019,,GNQ
4760,1950,,GRC
4761,1951,1.5309854745864868,GRC
4762,1952,1.5715497732162476,GRC
4763,1953,1.6131887435913086,GRC
4764,1954,1.655930995941162,GRC
4765,1955,1.699805736541748,GRC
4766,1956,1.7519534826278687,GRC
4767,1957,1.8032631874084473,GRC
4768,1958,1.856075406074524,GRC
4769,1959,1.9104344844818115,GRC
4770,1960,1.9663854837417603,GRC
4771,1961,1.978132963180542,GRC
4772,1962,1.9899506568908691,GRC
4773,1963,2.0018389225006104,GRC
4774,1964,2.013798236846924,GRC
4775,1965,2.0258288383483887,GRC
4776,1966,2.037931442260742,GRC
4777,1967,2.0501065254211426,GRC
4778,1968,2.06235408782959,GRC
4779,1969,2.0746748447418213,GRC
4780,1970,2.087069272994995,GRC
4781,1971,2.1060497760772705,GRC
4782,1972,2.1252028942108154,GRC
4783,1973,2.1445302963256836,GRC
4784,1974,2.1640334129333496,GRC
4785,1975,2.183713912963867,GRC
4786,1976,2.203573226928711,GRC
4787,1977,2.2236132621765137,GRC
4788,1978,2.24383544921875,GRC
4789,1979,2.2642416954040527,GRC
4790,1980,2.2848334312438965,GRC
4791,1981,2.308234214782715,GRC
4792,1982,2.3318748474121094,GRC
4793,1983,2.355757236480713,GRC
4794,1984,2.3798844814300537,GRC
4795,1985,2.4042587280273438,GRC
4796,1986,2.428882598876953,GRC
4797,1987,2.453758716583252,GRC
4798,1988,2.4788894653320312,GRC
4799,1989,2.5042777061462402,GRC
4800,1990,2.529926061630249,GRC
4801,1991,2.5571129322052,GRC
4802,1992,2.5765249729156494,GRC
4803,1993,2.5951333045959473,GRC
4804,1994,2.6138761043548584,GRC
4805,1995,2.6327545642852783,GRC
4806,1996,2.6517691612243652,GRC
4807,1997,2.6709210872650146,GRC
4808,1998,2.690211296081543,GRC
4809,1999,2.7096409797668457,GRC
4810,2000,2.72921085357666,GRC
4811,2001,2.7497644424438477,GRC
4812,2002,2.770472526550293,GRC
4813,2003,2.79133677482605,GRC
4814,2004,2.8123581409454346,GRC
4815,2005,2.8335378170013428,GRC
4816,2006,2.85487699508667,GRC
4817,2007,2.8763766288757324,GRC
4818,2008,2.898038625717163,GRC
4819,2009,2.919863700866699,GRC
4820,2010,2.9418528079986572,GRC
4821,2011,2.962745428085327,GRC
4822,2012,2.9837865829467773,GRC
4823,2013,3.004976749420166,GRC
4824,2014,3.026317596435547,GRC
4825,2015,3.0478103160858154,GRC
4826,2016,3.06945538520813,GRC
4827,2017,3.091254234313965,GRC
4828,2018,3.1132078170776367,GRC
4829,2019,3.13531756401062,GRC
4830,1950,,GRD
4831,1951,,GRD
4832,1952,,GRD
4833,1953,,GRD
4834,1954,,GRD
4835,1955,,GRD
4836,1956,,GRD
4837,1957,,GRD
4838,1958,,GRD
4839,1959,,GRD
4840,1960,,GRD
4841,1961,,GRD
4842,1962,,GRD
4843,1963,,GRD
4844,1964,,GRD
4845,1965,,GRD
4846,1966,,GRD
4847,1967,,GRD
4848,1968,,GRD
4849,1969,,GRD
4850,1970,,GRD
4851,1971,,GRD
4852,1972,,GRD
4853,1973,,GRD
4854,1974,,GRD
4855,1975,,GRD
4856,1976,,GRD
4857,1977,,GRD
4858,1978,,GRD
4859,1979,,GRD
4860,1980,,GRD
4861,1981,,GRD
4862,1982,,GRD
4863,1983,,GRD
4864,1984,,GRD
4865,1985,,GRD
4866,1986,,GRD
4867,1987,,GRD
4868,1988,,GRD
4869,1989,,GRD
4870,1990,,GRD
4871,1991,,GRD
4872,1992,,GRD
4873,1993,,GRD
4874,1994,,GRD
4875,1995,,GRD
4876,1996,,GRD
4877,1997,,GRD
4878,1998,,GRD
4879,1999,,GRD
4880,2000,,GRD
4881,2001,,GRD
4882,2002,,GRD
4883,2003,,GRD
4884,2004,,GRD
4885,2005,,GRD
4886,2006,,GRD
4887,2007,,GRD
4888,2008,,GRD
4889,2009,,GRD
4890,2010,,GRD
4891,2011,,GRD
4892,2012,,GRD
4893,2013,,GRD
4894,2014,,GRD
4895,2015,,GRD
