,country,year,rtfpna
0,ABW,1950,
1,ABW,1951,
2,ABW,1952,
3,ABW,1953,
4,ABW,1954,
5,ABW,1955,
6,ABW,1956,
7,ABW,1957,
8,ABW,1958,
9,ABW,1959,
10,ABW,1960,
11,ABW,1961,
12,ABW,1962,
13,ABW,1963,
14,ABW,1964,
15,ABW,1965,
16,ABW,1966,
17,ABW,1967,
18,ABW,1968,
19,ABW,1969,
20,ABW,1970,
21,ABW,1971,
22,ABW,1972,
23,ABW,1973,
24,ABW,1974,
25,ABW,1975,
26,ABW,1976,
27,ABW,1977,
28,ABW,1978,
29,ABW,1979,
30,ABW,1980,
31,ABW,1981,
32,ABW,1982,
33,ABW,1983,
34,ABW,1984,
35,ABW,1985,
36,ABW,1986,
37,ABW,1987,
38,ABW,1988,
39,ABW,1989,
40,ABW,1990,
41,ABW,1991,
42,ABW,1992,
43,ABW,1993,
44,ABW,1994,
45,ABW,1995,
46,ABW,1996,
47,ABW,1997,
48,ABW,1998,
49,ABW,1999,
50,ABW,2000,
51,ABW,2001,
52,ABW,2002,
53,ABW,2003,
54,ABW,2004,
55,ABW,2005,
56,ABW,2006,
57,ABW,2007,
58,ABW,2008,
59,ABW,2009,
60,ABW,2010,
61,ABW,2011,
62,ABW,2012,
63,ABW,2013,
64,ABW,2014,
65,ABW,2015,
66,ABW,2016,
67,ABW,2017,
68,ABW,2018,
69,ABW,2019,
70,AGO,1950,
71,AGO,1951,
72,AGO,1952,
73,AGO,1953,
74,AGO,1954,
75,AGO,1955,
76,AGO,1956,
77,AGO,1957,
78,AGO,1958,
79,AGO,1959,
80,AGO,1960,
81,AGO,1961,
82,AGO,1962,
83,AGO,1963,
84,AGO,1964,
85,AGO,1965,
86,AGO,1966,
87,AGO,1967,
88,AGO,1968,
89,AGO,1969,
90,AGO,1970,
91,AGO,1971,
92,AGO,1972,
93,AGO,1973,
94,AGO,1974,1.227137327194214
95,AGO,1975,1.1220051050186155
96,AGO,1976,1.025298833847046
97,AGO,1977,0.99682879447937
98,AGO,1978,0.9150517582893372
99,AGO,1979,0.8913413882255554
100,AGO,1980,0.8922414183616638
101,AGO,1981,0.8310855627059937
102,AGO,1982,0.8065093159675598
103,AGO,1983,0.818384051322937
104,AGO,1984,0.8420646786689758
105,AGO,1985,0.8555965423583984
106,AGO,1986,0.8742794990539551
107,AGO,1987,0.9193112850189208
108,AGO,1988,0.9583576917648317
109,AGO,1989,0.9535272121429444
110,AGO,1990,0.9426296353340148
111,AGO,1991,0.9156399965286256
112,AGO,1992,0.8096897006034851
113,AGO,1993,0.5872297286987305
114,AGO,1994,0.5688349008560181
115,AGO,1995,0.6123675107955933
116,AGO,1996,0.6319807171821594
117,AGO,1997,0.6442277431488037
118,AGO,1998,0.6274903416633606
119,AGO,1999,0.6079476475715637
120,AGO,2000,0.6168272495269775
121,AGO,2001,0.6305986046791077
122,AGO,2002,0.7152211666107178
123,AGO,2003,0.7217898964881897
124,AGO,2004,0.7749511003494263
125,AGO,2005,0.8633379340171814
126,AGO,2006,0.9345720410346984
127,AGO,2007,1.0301895141601562
128,AGO,2008,1.0850582122802734
129,AGO,2009,1.040212631225586
130,AGO,2010,1.0594196319580078
131,AGO,2011,1.036203384399414
132,AGO,2012,1.076979637145996
133,AGO,2013,1.0862818956375122
134,AGO,2014,1.096832513809204
135,AGO,2015,1.0682281255722046
136,AGO,2016,1.0160540342330933
137,AGO,2017,1.0
138,AGO,2018,0.9633560180664062
139,AGO,2019,0.937804400920868
140,AIA,1950,
141,AIA,1951,
142,AIA,1952,
143,AIA,1953,
144,AIA,1954,
145,AIA,1955,
146,AIA,1956,
147,AIA,1957,
148,AIA,1958,
149,AIA,1959,
150,AIA,1960,
151,AIA,1961,
152,AIA,1962,
153,AIA,1963,
154,AIA,1964,
155,AIA,1965,
156,AIA,1966,
157,AIA,1967,
158,AIA,1968,
159,AIA,1969,
160,AIA,1970,
161,AIA,1971,
162,AIA,1972,
163,AIA,1973,
164,AIA,1974,
165,AIA,1975,
166,AIA,1976,
167,AIA,1977,
168,AIA,1978,
169,AIA,1979,
170,AIA,1980,
171,AIA,1981,
172,AIA,1982,
173,AIA,1983,
174,AIA,1984,
175,AIA,1985,
176,AIA,1986,
177,AIA,1987,
178,AIA,1988,
179,AIA,1989,
180,AIA,1990,
181,AIA,1991,
182,AIA,1992,
183,AIA,1993,
184,AIA,1994,
185,AIA,1995,
186,AIA,1996,
187,AIA,1997,
188,AIA,1998,
189,AIA,1999,
190,AIA,2000,
191,AIA,2001,
192,AIA,2002,
193,AIA,2003,
194,AIA,2004,
195,AIA,2005,
196,AIA,2006,
197,AIA,2007,
198,AIA,2008,
199,AIA,2009,
200,AIA,2010,
201,AIA,2011,
202,AIA,2012,
203,AIA,2013,
204,AIA,2014,
205,AIA,2015,
206,AIA,2016,
207,AIA,2017,
208,AIA,2018,
209,AIA,2019,
210,ALB,1950,
211,ALB,1951,
212,ALB,1952,
213,ALB,1953,
214,ALB,1954,
215,ALB,1955,
216,ALB,1956,
217,ALB,1957,
218,ALB,1958,
219,ALB,1959,
220,ALB,1960,
221,ALB,1961,
222,ALB,1962,
223,ALB,1963,
224,ALB,1964,
225,ALB,1965,
226,ALB,1966,
227,ALB,1967,
228,ALB,1968,
229,ALB,1969,
230,ALB,1970,
231,ALB,1971,
232,ALB,1972,
233,ALB,1973,
234,ALB,1974,
235,ALB,1975,
236,ALB,1976,
237,ALB,1977,
238,ALB,1978,
239,ALB,1979,
240,ALB,1980,
241,ALB,1981,
242,ALB,1982,
243,ALB,1983,
244,ALB,1984,
245,ALB,1985,
246,ALB,1986,
247,ALB,1987,
248,ALB,1988,
249,ALB,1989,
250,ALB,1990,
251,ALB,1991,
252,ALB,1992,
253,ALB,1993,
254,ALB,1994,
255,ALB,1995,
256,ALB,1996,
257,ALB,1997,
258,ALB,1998,
259,ALB,1999,
260,ALB,2000,
261,ALB,2001,
262,ALB,2002,
263,ALB,2003,
264,ALB,2004,
265,ALB,2005,
266,ALB,2006,
267,ALB,2007,
268,ALB,2008,
269,ALB,2009,
270,ALB,2010,
271,ALB,2011,
272,ALB,2012,
273,ALB,2013,
274,ALB,2014,
275,ALB,2015,
276,ALB,2016,
277,ALB,2017,
278,ALB,2018,
279,ALB,2019,
280,ARE,1950,
281,ARE,1951,
282,ARE,1952,
283,ARE,1953,
284,ARE,1954,
285,ARE,1955,
286,ARE,1956,
287,ARE,1957,
288,ARE,1958,
289,ARE,1959,
290,ARE,1960,
291,ARE,1961,
292,ARE,1962,
293,ARE,1963,
294,ARE,1964,
295,ARE,1965,
296,ARE,1966,
297,ARE,1967,
298,ARE,1968,
299,ARE,1969,
300,ARE,1970,
301,ARE,1971,
302,ARE,1972,
303,ARE,1973,
304,ARE,1974,
305,ARE,1975,
306,ARE,1976,
307,ARE,1977,
308,ARE,1978,
309,ARE,1979,
310,ARE,1980,
311,ARE,1981,
312,ARE,1982,
313,ARE,1983,
314,ARE,1984,
315,ARE,1985,
316,ARE,1986,
317,ARE,1987,
318,ARE,1988,
319,ARE,1989,
320,ARE,1990,
321,ARE,1991,
322,ARE,1992,
323,ARE,1993,
324,ARE,1994,
325,ARE,1995,
326,ARE,1996,
327,ARE,1997,
328,ARE,1998,
329,ARE,1999,
330,ARE,2000,
331,ARE,2001,
332,ARE,2002,
333,ARE,2003,
334,ARE,2004,
335,ARE,2005,
336,ARE,2006,
337,ARE,2007,
338,ARE,2008,
339,ARE,2009,
340,ARE,2010,
341,ARE,2011,
342,ARE,2012,
343,ARE,2013,
344,ARE,2014,
345,ARE,2015,
346,ARE,2016,
347,ARE,2017,
348,ARE,2018,
349,ARE,2019,
350,ARG,1950,
351,ARG,1951,
352,ARG,1952,
353,ARG,1953,
354,ARG,1954,1.1334630250930786
355,ARG,1955,1.1580088138580322
356,ARG,1956,1.1448030471801758
357,ARG,1957,1.1425997018814087
358,ARG,1958,1.1692899465560913
359,ARG,1959,1.076521635055542
360,ARG,1960,1.130355954170227
361,ARG,1961,1.1073362827301023
362,ARG,1962,1.07195782661438
363,ARG,1963,1.0095785856246948
364,ARG,1964,1.0501916408538818
365,ARG,1965,1.108433961868286
366,ARG,1966,1.0798001289367676
367,ARG,1967,1.079348087310791
368,ARG,1968,1.1014137268066406
369,ARG,1969,1.155310869216919
370,ARG,1970,1.1488375663757324
371,ARG,1971,1.1454107761383057
372,ARG,1972,1.126171588897705
373,ARG,1973,1.1330759525299072
374,ARG,1974,1.1457139253616333
375,ARG,1975,1.109689474105835
376,ARG,1976,1.08239483833313
377,ARG,1977,1.0990407466888428
378,ARG,1978,1.036466121673584
379,ARG,1979,1.073393702507019
380,ARG,1980,1.0590935945510864
381,ARG,1981,0.984093189239502
382,ARG,1982,0.9402672648429872
383,ARG,1983,0.9582361578941344
384,ARG,1984,0.9596025943756104
385,ARG,1985,0.8861661553382874
386,ARG,1986,0.9334824681282043
387,ARG,1987,0.9407810568809508
388,ARG,1988,0.9081149697303772
389,ARG,1989,0.8400448560714722
390,ARG,1990,0.8204628825187683
391,ARG,1991,0.8892956972122192
392,ARG,1992,0.9607827067375184
393,ARG,1993,0.9957846403121948
394,ARG,1994,1.0203627347946167
395,ARG,1995,0.9935498833656312
396,ARG,1996,1.0188851356506348
397,ARG,1997,1.0547488927841189
398,ARG,1998,1.05006742477417
399,ARG,1999,0.9988321661949158
400,ARG,2000,0.9809260964393616
401,ARG,2001,0.94331556558609
402,ARG,2002,0.8635594844818115
403,ARG,2003,0.9217496514320374
404,ARG,2004,0.9643454551696776
405,ARG,2005,1.0061732530593872
406,ARG,2006,1.048696756362915
407,ARG,2007,1.0891653299331665
408,ARG,2008,1.0881801843643188
409,ARG,2009,1.0148755311965942
410,ARG,2010,1.076451301574707
411,ARG,2011,1.095310091972351
412,ARG,2012,1.059535026550293
413,ARG,2013,1.0568348169326782
414,ARG,2014,1.0136449337005615
415,ARG,2015,1.0123841762542725
416,ARG,2016,0.9994513392448424
417,ARG,2017,1.0
418,ARG,2018,0.9630131125450134
419,ARG,2019,0.9315008521080016
420,ARM,1950,
421,ARM,1951,
422,ARM,1952,
423,ARM,1953,
424,ARM,1954,
425,ARM,1955,
426,ARM,1956,
427,ARM,1957,
428,ARM,1958,
429,ARM,1959,
430,ARM,1960,
431,ARM,1961,
432,ARM,1962,
433,ARM,1963,
434,ARM,1964,
435,ARM,1965,
436,ARM,1966,
437,ARM,1967,
438,ARM,1968,
439,ARM,1969,
440,ARM,1970,
441,ARM,1971,
442,ARM,1972,
443,ARM,1973,
444,ARM,1974,
445,ARM,1975,
446,ARM,1976,
447,ARM,1977,
448,ARM,1978,
449,ARM,1979,
450,ARM,1980,
451,ARM,1981,
452,ARM,1982,
453,ARM,1983,
454,ARM,1984,
455,ARM,1985,
456,ARM,1986,
457,ARM,1987,
458,ARM,1988,
459,ARM,1989,
460,ARM,1990,
461,ARM,1991,
462,ARM,1992,
463,ARM,1993,
464,ARM,1994,0.23719023168087
465,ARM,1995,0.2551291286945343
466,ARM,1996,0.278429627418518
467,ARM,1997,0.2998863160610199
468,ARM,1998,0.3282825350761413
469,ARM,1999,0.3456540703773498
470,ARM,2000,0.3687084913253784
471,ARM,2001,0.4112566709518432
472,ARM,2002,0.5199462175369263
473,ARM,2003,0.5902289152145386
474,ARM,2004,0.6541540026664734
475,ARM,2005,0.7244365215301514
476,ARM,2006,0.7982178330421448
477,ARM,2007,0.8731029629707336
478,ARM,2008,0.8981619477272034
479,ARM,2009,0.7753958106040955
480,ARM,2010,0.7687263488769531
481,ARM,2011,0.7920226454734802
482,ARM,2012,0.8344063758850098
483,ARM,2013,0.8502479195594788
484,ARM,2014,0.8794270157814026
485,ARM,2015,0.9191885590553284
486,ARM,2016,0.9451313018798828
487,ARM,2017,1.0
488,ARM,2018,1.092034935951233
489,ARM,2019,1.1363259553909302
490,ATG,1950,
491,ATG,1951,
492,ATG,1952,
493,ATG,1953,
494,ATG,1954,
495,ATG,1955,
496,ATG,1956,
497,ATG,1957,
498,ATG,1958,
499,ATG,1959,
500,ATG,1960,
501,ATG,1961,
502,ATG,1962,
503,ATG,1963,
504,ATG,1964,
505,ATG,1965,
506,ATG,1966,
507,ATG,1967,
508,ATG,1968,
509,ATG,1969,
510,ATG,1970,
511,ATG,1971,
512,ATG,1972,
513,ATG,1973,
514,ATG,1974,
515,ATG,1975,
516,ATG,1976,
517,ATG,1977,
518,ATG,1978,
519,ATG,1979,
520,ATG,1980,
521,ATG,1981,
522,ATG,1982,
523,ATG,1983,
524,ATG,1984,
525,ATG,1985,
526,ATG,1986,
527,ATG,1987,
528,ATG,1988,
529,ATG,1989,
530,ATG,1990,
531,ATG,1991,
532,ATG,1992,
533,ATG,1993,
534,ATG,1994,
535,ATG,1995,
536,ATG,1996,
537,ATG,1997,
538,ATG,1998,
539,ATG,1999,
540,ATG,2000,
541,ATG,2001,
542,ATG,2002,
543,ATG,2003,
544,ATG,2004,
545,ATG,2005,
546,ATG,2006,
547,ATG,2007,
548,ATG,2008,
549,ATG,2009,
550,ATG,2010,
551,ATG,2011,
552,ATG,2012,
553,ATG,2013,
554,ATG,2014,
555,ATG,2015,
556,ATG,2016,
557,ATG,2017,
558,ATG,2018,
559,ATG,2019,
560,AUS,1950,
561,AUS,1951,
562,AUS,1952,
563,AUS,1953,
564,AUS,1954,0.6951796412467957
565,AUS,1955,0.7014222145080566
566,AUS,1956,0.6867419481277466
567,AUS,1957,0.6897727847099304
568,AUS,1958,0.7232886552810669
569,AUS,1959,0.7515807747840881
570,AUS,1960,0.7436557412147522
571,AUS,1961,0.7406413555145264
572,AUS,1962,0.7588713765144348
573,AUS,1963,0.7783727645874023
574,AUS,1964,0.7895632982254028
575,AUS,1965,0.7758358120918274
576,AUS,1966,0.7873671054840088
577,AUS,1967,0.7939099073410034
578,AUS,1968,0.817815899848938
579,AUS,1969,0.8424432873725891
580,AUS,1970,0.8375830054283142
581,AUS,1971,0.8463948965072632
582,AUS,1972,0.8501161336898804
583,AUS,1973,0.857492208480835
584,AUS,1974,0.8402600884437561
585,AUS,1975,0.8554019927978516
586,AUS,1976,0.8599117994308472
587,AUS,1977,0.846930205821991
588,AUS,1978,0.858725905418396
589,AUS,1979,0.8559139966964722
590,AUS,1980,0.8469988107681274
591,AUS,1981,0.8510289788246155
592,AUS,1982,0.8265145421028137
593,AUS,1983,0.8611451983451843
594,AUS,1984,0.8607571125030518
595,AUS,1985,0.8600126504898071
596,AUS,1986,0.8400334119796753
597,AUS,1987,0.8577938079833984
598,AUS,1988,0.8526095747947693
599,AUS,1989,0.8413105607032776
600,AUS,1990,0.8221439719200134
601,AUS,1991,0.8327279686927795
602,AUS,1992,0.8596611022949219
603,AUS,1993,0.8748558759689331
604,AUS,1994,0.8747099041938782
605,AUS,1995,0.8745054006576538
606,AUS,1996,0.8876034617424011
607,AUS,1997,0.9059715270996094
608,AUS,1998,0.9276217222213744
609,AUS,1999,0.9337337613105774
610,AUS,2000,0.9237834811210632
611,AUS,2001,0.9515531659126282
612,AUS,2002,0.9559178948402404
613,AUS,2003,0.9668691754341124
614,AUS,2004,0.9717180132865906
615,AUS,2005,0.9601532220840454
616,AUS,2006,0.9682093858718872
617,AUS,2007,0.9670558571815492
618,AUS,2008,0.955775022506714
619,AUS,2009,0.9656805992126464
620,AUS,2010,0.9608449339866638
621,AUS,2011,0.9677732586860656
622,AUS,2012,0.9710514545440674
623,AUS,2013,0.9756198525428772
624,AUS,2014,0.98224538564682
625,AUS,2015,0.9868882894515992
626,AUS,2016,0.9950042366981506
627,AUS,2017,1.0
628,AUS,2018,0.9990800619125366
629,AUS,2019,0.9760565161705016
630,AUT,1950,
631,AUT,1951,
632,AUT,1952,
633,AUT,1953,
634,AUT,1954,0.4512321949005127
635,AUT,1955,0.4798206686973572
636,AUT,1956,0.4952565431594848
637,AUT,1957,0.5115907788276672
638,AUT,1958,0.5232908129692078
639,AUT,1959,0.5292378067970276
640,AUT,1960,0.5600007176399231
641,AUT,1961,0.5738884806632996
642,AUT,1962,0.576208233833313
643,AUT,1963,0.5934398770332336
644,AUT,1964,0.6161510944366455
645,AUT,1965,0.6215735673904419
646,AUT,1966,0.6437675356864929
647,AUT,1967,0.6587086319923401
648,AUT,1968,0.6805898547172546
649,AUT,1969,0.7112210392951965
650,AUT,1970,0.7545106410980225
651,AUT,1971,0.7651900053024292
652,AUT,1972,0.7781714200973511
653,AUT,1973,0.7902148365974426
654,AUT,1974,0.773175835609436
655,AUT,1975,0.7742398977279663
656,AUT,1976,0.7903663516044617
657,AUT,1977,0.8029629588127136
658,AUT,1978,0.8001445531845093
659,AUT,1979,0.8144468665122986
660,AUT,1980,0.8062904477119446
661,AUT,1981,0.810751736164093
662,AUT,1982,0.8197911381721497
663,AUT,1983,0.8371928334236145
664,AUT,1984,0.8283258676528931
665,AUT,1985,0.8366484045982361
666,AUT,1986,0.842616617679596
667,AUT,1987,0.845720112323761
668,AUT,1988,0.8541983962059021
669,AUT,1989,0.8619916439056396
670,AUT,1990,0.8767940402030945
671,AUT,1991,0.8828998804092407
672,AUT,1992,0.89692622423172
673,AUT,1993,0.8941385746002197
674,AUT,1994,0.9015037417411804
675,AUT,1995,0.9214691519737244
676,AUT,1996,0.91536682844162
677,AUT,1997,0.9138385653495787
678,AUT,1998,0.9327532052993774
679,AUT,1999,0.94098562002182
680,AUT,2000,0.9516556262969972
681,AUT,2001,0.94918692111969
682,AUT,2002,0.9542235732078552
683,AUT,2003,0.9501767754554749
684,AUT,2004,0.961210072040558
685,AUT,2005,0.9741527438163756
686,AUT,2006,0.993175745010376
687,AUT,2007,1.0111300945281982
688,AUT,2008,1.005563259124756
689,AUT,2009,0.9764918088912964
690,AUT,2010,0.9840431213378906
691,AUT,2011,0.992056131362915
692,AUT,2012,0.9925618767738342
693,AUT,2013,0.9878302812576294
694,AUT,2014,0.98608136177063
695,AUT,2015,0.9928152561187744
696,AUT,2016,0.9927363991737366
697,AUT,2017,1.0
698,AUT,2018,1.0020359754562378
699,AUT,2019,0.9981285929679872
700,AZE,1950,
701,AZE,1951,
702,AZE,1952,
703,AZE,1953,
704,AZE,1954,
705,AZE,1955,
706,AZE,1956,
707,AZE,1957,
708,AZE,1958,
709,AZE,1959,
710,AZE,1960,
711,AZE,1961,
712,AZE,1962,
713,AZE,1963,
714,AZE,1964,
715,AZE,1965,
716,AZE,1966,
717,AZE,1967,
718,AZE,1968,
719,AZE,1969,
720,AZE,1970,
721,AZE,1971,
722,AZE,1972,
723,AZE,1973,
724,AZE,1974,
725,AZE,1975,
726,AZE,1976,
727,AZE,1977,
728,AZE,1978,
729,AZE,1979,
730,AZE,1980,
731,AZE,1981,
732,AZE,1982,
733,AZE,1983,
734,AZE,1984,
735,AZE,1985,
736,AZE,1986,
737,AZE,1987,
738,AZE,1988,
739,AZE,1989,
740,AZE,1990,
741,AZE,1991,
742,AZE,1992,
743,AZE,1993,
744,AZE,1994,
745,AZE,1995,
746,AZE,1996,
747,AZE,1997,
748,AZE,1998,
749,AZE,1999,
750,AZE,2000,
751,AZE,2001,
752,AZE,2002,
753,AZE,2003,
754,AZE,2004,
755,AZE,2005,
756,AZE,2006,
757,AZE,2007,
758,AZE,2008,
759,AZE,2009,
760,AZE,2010,
761,AZE,2011,
762,AZE,2012,
763,AZE,2013,
764,AZE,2014,
765,AZE,2015,
766,AZE,2016,
767,AZE,2017,
768,AZE,2018,
769,AZE,2019,
770,BDI,1950,
771,BDI,1951,
772,BDI,1952,
773,BDI,1953,
774,BDI,1954,
775,BDI,1955,
776,BDI,1956,
777,BDI,1957,
778,BDI,1958,
779,BDI,1959,
780,BDI,1960,
781,BDI,1961,
782,BDI,1962,
783,BDI,1963,
784,BDI,1964,
785,BDI,1965,
786,BDI,1966,
787,BDI,1967,
788,BDI,1968,
789,BDI,1969,
790,BDI,1970,
791,BDI,1971,
792,BDI,1972,
793,BDI,1973,
794,BDI,1974,
795,BDI,1975,
796,BDI,1976,
797,BDI,1977,
798,BDI,1978,
799,BDI,1979,
800,BDI,1980,1.3443410396575928
801,BDI,1981,1.441655516624451
802,BDI,1982,1.3912231922149658
803,BDI,1983,1.368544340133667
804,BDI,1984,1.3000471591949463
805,BDI,1985,1.3968507051467896
806,BDI,1986,1.4099891185760498
807,BDI,1987,1.410961389541626
808,BDI,1988,1.4388108253479004
809,BDI,1989,1.4181137084960938
810,BDI,1990,1.4608229398727417
811,BDI,1991,1.5423210859298706
812,BDI,1992,1.5719057321548462
813,BDI,1993,1.443313717842102
814,BDI,1994,1.388980746269226
815,BDI,1995,1.2861298322677612
816,BDI,1996,1.169835090637207
817,BDI,1997,1.1687051057815552
818,BDI,1998,1.2085241079330444
819,BDI,1999,1.1678308248519895
820,BDI,2000,1.140371561050415
821,BDI,2001,1.1424823999404907
822,BDI,2002,1.165009617805481
823,BDI,2003,1.1084859371185305
824,BDI,2004,1.0966297388076782
825,BDI,2005,1.0552960634231567
826,BDI,2006,1.0640578269958496
827,BDI,2007,1.0601837635040283
828,BDI,2008,1.07155179977417
829,BDI,2009,1.0760705471038818
830,BDI,2010,1.0703954696655271
831,BDI,2011,1.057034969329834
832,BDI,2012,1.0543382167816162
833,BDI,2013,1.057894229888916
834,BDI,2014,1.054157018661499
835,BDI,2015,1.004997491836548
836,BDI,2016,0.9975324273109436
837,BDI,2017,1.0
838,BDI,2018,0.962181270122528
839,BDI,2019,0.9389488697052002
840,BEL,1950,
841,BEL,1951,
842,BEL,1952,
843,BEL,1953,
844,BEL,1954,0.4677687883377075
845,BEL,1955,0.4791821241378784
846,BEL,1956,0.4886254072189331
847,BEL,1957,0.4912231266498565
848,BEL,1958,0.4904986917972564
849,BEL,1959,0.5067712664604187
850,BEL,1960,0.5230804085731506
851,BEL,1961,0.5409908890724182
852,BEL,1962,0.557597279548645
853,BEL,1963,0.5735306143760681
854,BEL,1964,0.6000264286994934
855,BEL,1965,0.6122172474861145
856,BEL,1966,0.6186445951461792
857,BEL,1967,0.6353064179420471
858,BEL,1968,0.6568728685379028
859,BEL,1969,0.6795892715454102
860,BEL,1970,0.7125253677368164
861,BEL,1971,0.723634660243988
862,BEL,1972,0.754231870174408
863,BEL,1973,0.7849733829498291
864,BEL,1974,0.7997156977653503
865,BEL,1975,0.7836366295814514
866,BEL,1976,0.8110516667366028
867,BEL,1977,0.8093551993370056
868,BEL,1978,0.8189896941184998
869,BEL,1979,0.8227907419204712
870,BEL,1980,0.8485533595085144
871,BEL,1981,0.8523961305618286
872,BEL,1982,0.8592035174369812
873,BEL,1983,0.8576300144195557
874,BEL,1984,0.8609301447868347
875,BEL,1985,0.8613907098770142
876,BEL,1986,0.8710348010063171
877,BEL,1987,0.8828930258750916
878,BEL,1988,0.9049680829048156
879,BEL,1989,0.9164559841156006
880,BEL,1990,0.9172385334968568
881,BEL,1991,0.9307377338409424
882,BEL,1992,0.9403838515281676
883,BEL,1993,0.9405511617660522
884,BEL,1994,0.9614851474761964
885,BEL,1995,0.9522016048431396
886,BEL,1996,0.9612363576889038
887,BEL,1997,0.9758056998252868
888,BEL,1998,0.9667491316795348
889,BEL,1999,0.9782531261444092
890,BEL,2000,0.9814773201942444
891,BEL,2001,0.9716683626174928
892,BEL,2002,0.970694065093994
893,BEL,2003,0.969145655632019
894,BEL,2004,0.989071786403656
895,BEL,2005,0.993119478225708
896,BEL,2006,0.9963842630386353
897,BEL,2007,1.0106302499771118
898,BEL,2008,0.9984468221664428
899,BEL,2009,0.9814406037330629
900,BEL,2010,0.998170793056488
901,BEL,2011,0.995251476764679
902,BEL,2012,0.9944566488265992
903,BEL,2013,0.9949302077293396
904,BEL,2014,1.0012307167053225
905,BEL,2015,1.009926438331604
906,BEL,2016,1.0053929090499878
907,BEL,2017,1.0
908,BEL,2018,0.997773826122284
909,BEL,2019,0.9941521883010864
910,BEN,1950,
911,BEN,1951,
912,BEN,1952,
913,BEN,1953,
914,BEN,1954,
915,BEN,1955,
916,BEN,1956,
917,BEN,1957,
918,BEN,1958,
919,BEN,1959,
920,BEN,1960,
921,BEN,1961,
922,BEN,1962,
923,BEN,1963,
924,BEN,1964,
925,BEN,1965,
926,BEN,1966,
927,BEN,1967,
928,BEN,1968,
929,BEN,1969,
930,BEN,1970,
931,BEN,1971,
932,BEN,1972,
933,BEN,1973,
934,BEN,1974,
935,BEN,1975,
936,BEN,1976,
937,BEN,1977,
938,BEN,1978,
939,BEN,1979,
940,BEN,1980,0.6301398873329163
941,BEN,1981,0.6442802548408508
942,BEN,1982,0.6787325739860535
943,BEN,1983,0.6273788809776306
944,BEN,1984,0.6589136719703674
945,BEN,1985,0.6962704658508301
946,BEN,1986,0.6964494585990906
947,BEN,1987,0.662260890007019
948,BEN,1988,0.6612687706947327
949,BEN,1989,0.6343892812728882
950,BEN,1990,0.6701330542564392
951,BEN,1991,0.6740688681602478
952,BEN,1992,0.6697520017623901
953,BEN,1993,0.6749129295349121
954,BEN,1994,0.6563237905502319
955,BEN,1995,0.6880255341529846
956,BEN,1996,0.6917246580123901
957,BEN,1997,0.7028229832649231
958,BEN,1998,0.6990525126457214
959,BEN,1999,0.706662654876709
960,BEN,2000,0.7209488749504089
961,BEN,2001,0.7372165322303772
962,BEN,2002,0.7509146332740784
963,BEN,2003,0.7518849968910217
964,BEN,2004,0.7578282356262207
965,BEN,2005,0.7493330836296082
966,BEN,2006,0.7576236724853516
967,BEN,2007,0.7734425663948059
968,BEN,2008,0.7881500720977783
969,BEN,2009,0.7891802191734314
970,BEN,2010,0.7767016291618347
971,BEN,2011,0.8157297372817993
972,BEN,2012,0.8624032139778137
973,BEN,2013,0.911845862865448
974,BEN,2014,0.9663888216018676
975,BEN,2015,1.026593565940857
976,BEN,2016,1.0058996677398682
977,BEN,2017,1.0
978,BEN,2018,0.9949615597724916
979,BEN,2019,0.9982022047042848
980,BFA,1950,
981,BFA,1951,
982,BFA,1952,
983,BFA,1953,
984,BFA,1954,
985,BFA,1955,
986,BFA,1956,
987,BFA,1957,
988,BFA,1958,
989,BFA,1959,
990,BFA,1960,
991,BFA,1961,
992,BFA,1962,
993,BFA,1963,0.8998370170593262
994,BFA,1964,0.9089801907539368
995,BFA,1965,0.8741998672485352
996,BFA,1966,0.8545539379119873
997,BFA,1967,0.9199241995811462
998,BFA,1968,0.9462822675704956
999,BFA,1969,0.940638780593872
1000,BFA,1970,0.9452065229415894
1001,BFA,1971,0.8662844300270081
1002,BFA,1972,1.0166138410568235
1003,BFA,1973,0.917692005634308
1004,BFA,1974,0.9242758750915528
1005,BFA,1975,0.9148008823394777
1006,BFA,1976,0.8742551207542419
1007,BFA,1977,0.904558539390564
1008,BFA,1978,0.9745523929595948
1009,BFA,1979,0.907628059387207
1010,BFA,1980,0.8741471767425537
1011,BFA,1981,0.8619864583015442
1012,BFA,1982,0.8370204567909241
1013,BFA,1983,0.7890537977218628
1014,BFA,1984,0.7647784948348999
1015,BFA,1985,0.811698853969574
1016,BFA,1986,0.8364054560661316
1017,BFA,1987,0.7915131449699402
1018,BFA,1988,0.7963232398033142
1019,BFA,1989,0.7720397710800171
1020,BFA,1990,0.7389000058174133
1021,BFA,1991,0.7712267637252808
1022,BFA,1992,0.7438744306564331
1023,BFA,1993,0.7377750873565674
1024,BFA,1994,0.6939188241958618
1025,BFA,1995,0.7076745629310608
1026,BFA,1996,0.7578331232070923
1027,BFA,1997,0.7720798254013062
1028,BFA,1998,0.7964503765106201
1029,BFA,1999,0.8257664442062378
1030,BFA,2000,0.8221385478973389
1031,BFA,2001,0.8617767691612244
1032,BFA,2002,0.884030818939209
1033,BFA,2003,0.9326163530349731
1034,BFA,2004,0.9467493295669556
1035,BFA,2005,0.9966530799865724
1036,BFA,2006,1.0211429595947266
1037,BFA,2007,1.011139750480652
