,country,year,gdppc,pop
20,AFG,1970,1272.0,12431.0
21,AFG,1971,1237.0,12749.0
22,AFG,1972,1007.0,13079.0
23,AFG,1973,1011.0,13421.0
24,AFG,1974,1039.0,13772.0
25,AFG,1975,1074.0,14132.0
26,AFG,1976,1105.0,14501.0
27,AFG,1977,1022.0,14880.0
28,AFG,1978,1070.0,15269.0
29,AFG,1979,1023.0,15556.0
30,AFG,1980,1019.0,15044.0
31,AFG,1981,1144.0,13676.0
32,AFG,1982,1270.0,12583.0
33,AFG,1983,1347.0,12439.0
34,AFG,1984,1337.0,12769.0
35,AFG,1985,1304.0,13120.0
36,AFG,1986,1344.0,13126.0
37,AFG,1987,1211.0,13056.0
38,AFG,1988,1101.0,13169.0
39,AFG,1989,999.0,13503.0
40,AFG,1990,963.0,13568.0
41,AFG,1991,881.1704385887347,13672.0
42,AFG,1992,843.8753488998832,15023.0
43,AFG,1993,578.4027440310482,17003.0
44,AFG,1994,428.4245582895427,18486.0
45,AFG,1995,632.9403962619846,19445.0
46,AFG,1996,600.175264462535,20111.0
47,AFG,1997,570.5981189558812,20769.0
48,AFG,1998,545.0387526687088,21452.0
49,AFG,1999,518.6578667328783,22206.0
50,AFG,2000,502.3727455986333,22461.0
51,AFG,2001,489.6819969074936,22507.0
52,AFG,2002,796.8165632460033,23600.0
53,AFG,2003,842.8051654796586,25005.0
54,AFG,2004,869.0392727868127,25698.0
55,AFG,2005,964.4081099473,26335.0
56,AFG,2006,1057.0965509287612,27154.0
57,AFG,2007,1259.9967427573688,27387.0
58,AFG,2008,1319.6073672855257,27706.0
59,AFG,2009,1557.3206365722815,28484.0
60,AFG,2010,1627.671634100663,29121.0
61,AFG,2011,1792.0,29758.0
62,AFG,2012,1945.0,30420.0
63,AFG,2013,2025.0,31108.0
64,AFG,2014,2022.0,31823.0
65,AFG,2015,1928.0,32564.0
66,AFG,2016,1931.2438124834036,33332.0
67,AFG,2017,1909.7330149329885,34124.811
68,AFG,2018,1888.8139278100407,34940.837
69,AFG,2019,2031.7373493078433,35972.02491585698
70,AFG,2020,1928.4546828441275,37033.645660721726
71,AFG,2021,1485.547006308156,38126.59738038046
72,AFG,2022,1357.9878225212838,39251.804727056006
93,AGO,1970,2818.0,5605.626
94,AGO,1971,2754.0,5752.957
95,AGO,1972,2729.0,5895.212
96,AGO,1973,2852.0,6026.363
97,AGO,1974,2727.0,5987.492
98,AGO,1975,1710.0,5885.455
99,AGO,1976,1521.0,5943.466
100,AGO,1977,1500.0,6163.714
101,AGO,1978,1530.0,6287.18
102,AGO,1979,1527.0,6452.546
103,AGO,1980,1532.0,6743.08
104,AGO,1981,1471.0,6879.574
105,AGO,1982,1374.0,7018.526
106,AGO,1983,1288.0,7240.535
107,AGO,1984,1259.0,7442.448
108,AGO,1985,1242.0,7584.709
109,AGO,1986,1106.0,7748.632
110,AGO,1987,1211.0,7878.396
111,AGO,1988,1360.0,8023.39
112,AGO,1989,1360.0,8153.844
113,AGO,1990,1384.0,8296.606
114,AGO,1991,1437.1472449740334,8587.26
115,AGO,1992,1389.3294866999718,8898.84
116,AGO,1993,1080.480643920332,9241.7
117,AGO,1994,1120.8481500960654,9600.6
118,AGO,1995,1319.158949903447,9963.75
119,AGO,1996,1533.9839313399602,10312.91
120,AGO,1997,1687.317788312541,10651.4
121,AGO,1998,1811.1681411006944,10990.17
122,AGO,1999,1899.415206073724,11333.74
123,AGO,2000,2013.6362295189435,11676.48
124,AGO,2001,2162.4850193097,12030.15
125,AGO,2002,2522.6718607988428,12443.08
126,AGO,2003,2711.9283105741374,12935.95
127,AGO,2004,3064.2986504347236,13480.16
128,AGO,2005,3708.7705819422217,14012.1
129,AGO,2006,4592.337305661669,14534.99
130,AGO,2007,5773.548289088469,15083.68
131,AGO,2008,6743.748195802765,15657.93
132,AGO,2009,7087.604112584768,16260.48
133,AGO,2010,7520.665769678626,16884.7
134,AGO,2011,8016.0,17524.61
135,AGO,2012,8376.94607723474,18201.96
136,AGO,2013,8463.941947082867,18907.51
137,AGO,2014,8548.292822031946,19623.85
138,AGO,2015,8319.567355048026,20353.7
139,AGO,2016,7819.147303059392,21097.59
140,AGO,2017,7535.612410800351,21858.57
141,AGO,2018,7180.355234634125,22638.16
142,AGO,2019,6886.954136020846,23436.91
143,AGO,2020,6279.929084992991,24253.25
144,AGO,2021,6137.003844650216,25089.1
145,AGO,2022,6118.904896629408,25878.2
166,ALB,1970,3194.0,2156.612
167,ALB,1971,3322.0,2208.719
168,ALB,1972,3451.0,2263.554
169,ALB,1973,3623.0,2295.691
170,ALB,1974,3637.0,2347.924
171,ALB,1975,3649.0,2401.108
172,ALB,1976,3665.0,2454.824
173,ALB,1977,3681.0,2509.048
174,ALB,1978,3696.0,2563.376
175,ALB,1979,3716.0,2617.679
176,ALB,1980,3741.0,2671.412
177,ALB,1981,3762.0,2724.272
178,ALB,1982,3783.0,2780.097
179,ALB,1983,3805.0,2837.315
180,ALB,1984,3826.0,2895.998
181,ALB,1985,3846.0,2956.697
182,ALB,1986,3870.0,3015.438
183,ALB,1987,3894.0,3075.321
184,ALB,1988,3920.0,3136.843
185,ALB,1989,3948.0,3195.8
186,ALB,1990,3983.0,3250.778
187,ALB,1991,2942.100598313453,3186.79
188,ALB,1992,2841.7651646645454,3077.55
189,ALB,1993,3137.0239335031047,3071.81
190,ALB,1994,3399.710182724317,3116.77
191,ALB,1995,3666.6505691400903,3163.85
192,ALB,1996,3965.6853153191687,3144.19
193,ALB,1997,3526.985640715551,3124.52
194,ALB,1998,3873.373152052455,3104.85
195,ALB,1999,4432.042637455317,3085.19
196,ALB,2000,4808.479614813517,3064.76
197,ALB,2001,5285.8090964349885,3046.63
198,ALB,2002,5608.962344601074,3037.51
199,ALB,2003,6004.645238992147,3026.17
200,ALB,2004,6419.870395724982,3013.55
201,ALB,2005,6858.467047357238,2998.17
202,ALB,2006,7347.330123046253,2979.31
203,ALB,2007,7866.157747150179,2956.88
204,ALB,2008,8522.129841288606,2934.27
205,ALB,2009,8859.47159720472,2914.57
206,ALB,2010,9222.972752077756,2900.13
207,ALB,2011,9484.0,2892.35
208,ALB,2012,9634.33370462354,2887.57
209,ALB,2013,9748.72726226394,2882.28
210,ALB,2014,9942.276115372832,2876.32
211,ALB,2015,10192.529179769424,2867.95
212,ALB,2016,10547.255209677502,2863.37
213,ALB,2017,10958.306302701956,2860.75
214,ALB,2018,11426.92010466293,2853.7
215,ALB,2019,11715.30631847037,2841.56
216,ALB,2020,11372.54142130636,2825.29
217,ALB,2021,12455.91655367914,2799.23
218,ALB,2022,12978.100729433238,2787.08
239,ARE,1970,39135.0,249.369
240,ARE,1971,39540.0,288.136
241,ARE,1972,39540.0,336.325
242,ARE,1973,39669.0,391.337
243,ARE,1974,45347.0,453.222
244,ARE,1975,40591.0,522.571
245,ARE,1976,40803.0,598.023
246,ARE,1977,41915.0,683.672
247,ARE,1978,35936.0,778.736
248,ARE,1979,39534.0,884.04
249,ARE,1980,44168.0,1000.285
250,ARE,1981,42456.0,1069.722
251,ARE,1982,36635.0,1137.549
252,ARE,1983,32737.0,1209.1
253,ARE,1984,32135.0,1284.385
254,ARE,1985,29562.0,1363.482
255,ARE,1986,21949.0,1446.574
256,ARE,1987,21487.0,1530.444
257,ARE,1988,20215.0,1622.747
258,ARE,1989,21072.0,1722.063
259,ARE,1990,22254.0,1826.25
260,ARE,1991,,1928.84
261,ARE,1992,,2039.66
262,ARE,1993,25558.756425031963,2157.76
263,ARE,1994,28334.582020910093,2281.82
264,ARE,1995,31239.91710043245,2408.58
265,ARE,1996,34042.74127285471,2577.67
266,ARE,1997,38168.4666465487,2748.95
267,ARE,1998,39667.794786420614,2923.33
268,ARE,1999,42372.43926258263,3101.33
269,ARE,2000,48888.03214746027,3283.64
270,ARE,2001,51263.37656760322,3458.06
271,ARE,2002,54077.466856988634,3613.24
272,ARE,2003,59823.267258640735,3753.51
273,ARE,2004,64925.67142036073,3882.1
274,ARE,2005,65599.05791372634,4000.26
275,ARE,2006,67830.92617117109,4531.54
276,ARE,2007,65412.80102471114,5623.0
277,ARE,2008,63862.08484077144,7276.5
278,ARE,2009,58860.53593328092,8164.24
279,ARE,2010,60112.401929710366,8152.21
280,ARE,2011,65307.0,8438.15
281,ARE,2012,66006.99739382941,8747.48
282,ARE,2013,66825.30350523994,9077.22
283,ARE,2014,67791.38692844106,9320.63
284,ARE,2015,71319.60611268003,9460.83
285,ARE,2016,74292.95204289131,9587.25
286,ARE,2017,73973.29234281687,9699.45
287,ARE,2018,74206.48493843887,9796.02
288,ARE,2019,74396.14386267077,9879.31
289,ARE,2020,70188.27272782834,9952.51
290,ARE,2021,72460.0406882181,10018.0
291,ARE,2022,77203.67024077299,10099.28
312,ARG,1970,11639.0,23962.313
313,ARG,1971,12003.0,24363.816
314,ARG,1972,12170.0,24779.799
315,ARG,1973,12691.0,25209.829
316,ARG,1974,13284.0,25646.371
317,ARG,1975,12946.0,26081.88
318,ARG,1976,12696.0,26531.28
319,ARG,1977,13236.0,26983.828
320,ARG,1978,12444.0,27440.272
321,ARG,1979,13114.0,27901.971
322,ARG,1980,13080.0,28369.799
323,ARG,1981,12125.0,28848.0
324,ARG,1982,11550.0,29330.0
325,ARG,1983,11775.0,29784.0
326,ARG,1984,11837.0,30231.0
327,ARG,1985,10895.0,30672.0
328,ARG,1986,11515.0,31145.0
329,ARG,1987,11633.0,31625.0
330,ARG,1988,11244.0,32099.0
331,ARG,1989,10393.0,32572.0
332,ARG,1990,10254.0,33036.0
333,ARG,1991,11223.984636540246,33504.85
334,ARG,1992,12267.083586781191,33967.31
335,ARG,1993,12926.794665217649,34407.62
336,ARG,1994,13571.379431200983,34847.36
337,ARG,1995,13086.036451554311,35274.32
338,ARG,1996,13715.22681870774,35683.44
339,ARG,1997,14722.645940036531,36102.64
340,ARG,1998,15185.958688486142,36518.41
341,ARG,1999,14577.832273029322,36923.91
342,ARG,2000,14368.942737362304,37336.15
343,ARG,2001,13651.98098793502,37713.74
344,ARG,2002,12094.7728377935,38079.14
345,ARG,2003,13088.565010832575,38438.45
346,ARG,2004,14183.225137777,38799.8
347,ARG,2005,15344.157134056735,39171.29
348,ARG,2006,16490.47358157608,39555.98
349,ARG,2007,17891.943410848908,39946.76
350,ARG,2008,18520.30408357946,40342.61
351,ARG,2009,17328.975752420036,40736.44
352,ARG,2010,18979.99170299205,41400.71
353,ARG,2011,20003.0,41880.85
354,ARG,2012,19573.963185451754,42359.71
355,ARG,2013,19821.64247991229,42836.43
356,ARG,2014,19112.23290002307,43310.0
357,ARG,2015,19423.666977703655,43779.41
358,ARG,2016,18819.642886952533,44244.69
359,ARG,2017,19150.5204834216,44705.95
360,ARG,2018,18460.86900858157,45162.39
361,ARG,2019,17912.635765177303,45613.27
362,ARG,2020,15975.838772553549,46057.94
363,ARG,2021,17470.682415187282,46496.42
364,ARG,2022,18292.31782465981,46736.25
385,ARM,1970,,2519.745
386,ARM,1971,,2581.671
387,ARM,1972,,2647.035
388,ARM,1973,9806.0,2712.997
389,ARM,1974,,2776.539
390,ARM,1975,,2834.136
391,ARM,1976,,2892.704
392,ARM,1977,,2954.907
393,ARM,1978,,3014.042
394,ARM,1979,,3066.726
395,ARM,1980,9291.0,3115.289
396,ARM,1981,9548.0,3166.098
397,ARM,1982,9809.0,3218.691
398,ARM,1983,9865.0,3270.153
399,ARM,1984,10181.0,3322.394
400,ARM,1985,10485.0,3373.532
401,ARM,1986,10394.0,3421.978
402,ARM,1987,9789.0,3468.857
403,ARM,1988,9301.0,3515.614
404,ARM,1989,10525.0,3325.992
405,ARM,1990,9669.0,3376.783
406,ARM,1991,8141.671123568718,3434.16
407,ARM,1992,4699.61095270265,3357.25
408,ARM,1993,4130.1472172755,3184.66
409,ARM,1994,4392.979876584909,3059.8
410,ARM,1995,4703.130733517876,2994.93
411,ARM,1996,4811.489547018747,2985.18
412,ARM,1997,4836.044220565851,2978.1
413,ARM,1998,4994.053039773923,2971.93
414,ARM,1999,5000.452449359477,2969.87
415,ARM,2000,5139.825500062924,2966.02
416,ARM,2001,5457.510062027403,2965.48
417,ARM,2002,6082.14618880966,2962.46
418,ARM,2003,6743.240978250471,2955.37
419,ARM,2004,7229.648226319801,2953.25
420,ARM,2005,8006.960425531473,2950.75
421,ARM,2006,8798.750189147131,2947.9
422,ARM,2007,9713.21328027296,2945.51
423,ARM,2008,10080.81283336882,2943.46
424,ARM,2009,8399.086872960954,2941.36
425,ARM,2010,8330.81117545937,2939.17
426,ARM,2011,8465.0,2936.86
427,ARM,2012,9076.433081469568,2934.42
428,ARM,2013,9395.086636007349,2931.62
429,ARM,2014,9745.135587230588,2928.26
430,ARM,2015,10076.35190972202,2924.16
431,ARM,2016,10113.050506422302,2919.23
432,ARM,2017,10894.956738487192,2913.44
433,ARM,2018,11490.36868672189,2906.81
434,ARM,2019,12399.231837035535,2899.3
435,ARM,2020,11546.175309736023,2890.86
436,ARM,2021,12242.47747221923,2881.41
437,ARM,2022,13837.577589310598,2870.57
458,AUS,1970,19166.0,12660.16
459,AUS,1971,19590.0,12937.2
460,AUS,1972,19772.0,13177.0
461,AUS,1973,20527.0,13380.4
462,AUS,1974,20698.0,13599.1
463,AUS,1975,20993.0,13771.4
464,AUS,1976,21613.0,13915.5
465,AUS,1977,21592.0,14074.1
466,AUS,1978,21948.0,14248.6
467,AUS,1979,22826.0,14421.9
468,AUS,1980,22972.0,14615.9
469,AUS,1981,23368.0,14923.26
470,AUS,1982,22972.0,15162.0
471,AUS,1983,22697.0,15348.0
472,AUS,1984,24009.0,15510.0
473,AUS,1985,24927.0,15695.0
474,AUS,1986,25116.0,15900.0
475,AUS,1987,25971.0,16137.0
476,AUS,1988,26702.0,16400.0
477,AUS,1989,27407.0,16681.0
478,AUS,1990,27373.0,16956.0
479,AUS,1991,26861.27495928565,17173.5
480,AUS,1992,27560.178277338375,17366.86
481,AUS,1993,28622.475758458215,17522.06
482,AUS,1994,29844.171324434927,17691.67
483,AUS,1995,30690.062439852092,17889.79
484,AUS,1996,31740.469747404717,18108.29
485,AUS,1997,32857.993780602534,18305.22
486,AUS,1998,34337.13943209703,18488.64
487,AUS,1999,35551.01950597368,18692.03
488,AUS,2000,36603.04499594468,18907.15
489,AUS,2001,37275.991248909515,19151.47
490,AUS,2002,38567.06548833767,19370.56
491,AUS,2003,39523.65519744592,19594.62
492,AUS,2004,40887.72533639703,19805.27
493,AUS,2005,41904.44587071131,20047.81
494,AUS,2006,42650.98593084963,20320.25
495,AUS,2007,44033.58376177127,20694.45
496,AUS,2008,44421.64047072811,21113.35
497,AUS,2009,44686.54138346301,21553.02
498,AUS,2010,45400.22339879672,21890.95
499,AUS,2011,46132.0,22197.18
500,AUS,2012,47045.129467942694,22588.16
501,AUS,2013,47260.95483154365,22980.24
502,AUS,2014,47753.84577656612,23325.62
503,AUS,2015,48145.53099929047,23663.74
504,AUS,2016,48675.13532835784,24036.24
505,AUS,2017,49001.900439710065,24444.62
506,AUS,2018,49614.38597627688,24822.98
507,AUS,2019,49814.66995597035,25203.53
508,AUS,2020,48268.94507651192,25529.04
509,AUS,2021,50704.93485344902,25573.55
510,AUS,2022,52049.427952178994,25826.44
531,AUT,1970,15537.0,7467.086
532,AUT,1971,16259.0,7500.482
533,AUT,1972,17169.0,7544.201
534,AUT,1973,17908.0,7586.115
535,AUT,1974,18583.0,7599.038
536,AUT,1975,18564.0,7578.903
537,AUT,1976,19448.0,7565.525
538,AUT,1977,20350.0,7568.43
539,AUT,1978,20293.0,7562.305
540,AUT,1979,21436.0,7549.425
541,AUT,1980,21932.0,7549.433
542,AUT,1981,21866.0,7564.629
543,AUT,1982,22254.0,7574.613
544,AUT,1983,22944.0,7552.896
545,AUT,1984,23016.0,7554.132
546,AUT,1985,23514.0,7559.776
547,AUT,1986,24039.0,7568.242
548,AUT,1987,24409.0,7578.903
549,AUT,1988,25112.0,7599.791
550,AUT,1989,26078.0,7627.861
551,AUT,1990,26930.0,7722.953
552,AUT,1991,27689.771273580795,7800.45
553,AUT,1992,28072.440346497853,7886.77
554,AUT,1993,28101.228637165088,7952.07
555,AUT,1994,28780.760389788396,7982.74
556,AUT,1995,29621.68192417161,7994.97
557,AUT,1996,30413.15669357546,8005.77
558,AUT,1997,31173.048774493767,8014.85
559,AUT,1998,32376.329513091037,8023.65
560,AUT,1999,33608.29654662761,8039.27
561,AUT,2000,34796.25948255403,8058.63
562,AUT,2001,35272.223953775974,8089.53
563,AUT,2002,35823.58737416037,8129.6
564,AUT,2003,36063.12048965238,8165.94
565,AUT,2004,36957.11224961447,8217.43
566,AUT,2005,37642.76215001923,8273.6
567,AUT,2006,38866.849338781125,8316.52
568,AUT,2007,40305.27430677966,8343.92
569,AUT,2008,40964.79335236901,8370.42
570,AUT,2009,39463.65695690543,8390.48
571,AUT,2010,40288.349293900224,8410.18
572,AUT,2011,41446.0,8437.81
573,AUT,2012,41540.94193797778,8475.81
574,AUT,2013,41301.94214704149,8527.03
575,AUT,2014,41250.50597395657,8594.12
576,AUT,2015,41255.71666478465,8680.21
577,AUT,2016,41545.49870225668,8791.15
578,AUT,2017,42216.919697346675,8846.73
579,AUT,2018,43032.21640387139,8889.62
580,AUT,2019,43488.66812050347,8929.79
581,AUT,2020,40503.0408055729,8969.23
582,AUT,2021,42184.696121489615,9004.1
583,AUT,2022,43792.856399897166,9106.86
604,AZE,1970,,5168.973
605,AZE,1971,,5283.659
606,AZE,1972,,5393.681
607,AZE,1973,7068.0,5497.774
608,AZE,1974,,5599.407
609,AZE,1975,,5696.117
610,AZE,1976,,5789.818
611,AZE,1977,,5886.578
612,AZE,1978,,5986.427
613,AZE,1979,,6082.087
614,AZE,1980,7165.0,6173.361
615,AZE,1981,7490.0,6270.531
616,AZE,1982,7831.0,6369.133
617,AZE,1983,8010.0,6470.276
618,AZE,1984,8360.0,6578.901
619,AZE,1985,8558.0,6681.687
620,AZE,1986,8663.0,6776.473
621,AZE,1987,8995.0,6873.978
622,AZE,1988,9328.0,6975.798
623,AZE,1989,8421.0,7101.735
624,AZE,1990,7394.0,7199.838
625,AZE,1991,7319.136465234125,7299.58
626,AZE,1992,5638.997906821178,7411.83
627,AZE,1993,4315.356714259613,7528.1
628,AZE,1994,3453.3638218242895,7636.64
629,AZE,1995,2999.3190451259916,7731.18
630,AZE,1996,3074.2197345703435,7815.44
631,AZE,1997,3347.612645669422,7897.25
632,AZE,1998,3550.36406585758,7979.03
633,AZE,1999,3959.781476924773,8055.64
634,AZE,2000,4214.888860748278,8127.31
635,AZE,2001,4498.794376997406,8193.79
636,AZE,2002,4880.399890089719,8256.54
637,AZE,2003,5408.522989622949,8319.21
638,AZE,2004,5971.474603100572,8391.14
639,AZE,2005,7553.626395956173,8475.29
640,AZE,2006,10160.346002499396,8565.3
641,AZE,2007,12699.497776711472,8657.37
642,AZE,2008,14072.62657724293,8749.61
643,AZE,2009,15384.293038791626,8841.5
644,AZE,2010,16153.836568386088,8932.65
645,AZE,2011,16176.0,9024.51
646,AZE,2012,16364.532216261734,9117.06
647,AZE,2013,17146.22348332883,9209.84
648,AZE,2014,17451.1004237186,9302.13
649,AZE,2015,17463.75738662594,9392.99
650,AZE,2016,16770.85049020451,9481.38
651,AZE,2017,16647.016593173557,9566.62
652,AZE,2018,16753.20969120899,9648.57
653,AZE,2019,17029.906373504993,9727.2
654,AZE,2020,16189.511046633794,9802.49
655,AZE,2021,16971.724514572026,9874.34
656,AZE,2022,17682.94019914657,9917.5
677,BDI,1970,893.0,3521.913
678,BDI,1971,902.0,3596.811
679,BDI,1972,866.0,3529.983
680,BDI,1973,921.0,3540.066
681,BDI,1974,904.0,3594.958
682,BDI,1975,883.0,3676.308
683,BDI,1976,956.0,3749.077
684,BDI,1977,1020.0,3834.415
685,BDI,1978,1042.0,3929.974
686,BDI,1979,1011.0,4119.789
687,BDI,1980,952.0,4287.693
688,BDI,1981,1014.0,4454.149
689,BDI,1982,985.0,4550.618
690,BDI,1983,991.0,4658.6
691,BDI,1984,968.0,4757.485
692,BDI,1985,1057.0,4848.532
693,BDI,1986,1078.0,4930.967
694,BDI,1987,1095.0,5040.126
695,BDI,1988,1119.0,5156.273
696,BDI,1989,1111.0,5263.204
697,BDI,1990,1124.0,5375.31
698,BDI,1991,1149.7976162526245,5493.167
699,BDI,1992,1128.3474181200982,5652.02
700,BDI,1993,1075.61540247435,5433.427
701,BDI,1994,1057.641368768207,5446.215
702,BDI,1995,934.2030527012048,5812.0
703,BDI,1996,824.5115934290852,5815.0
704,BDI,1997,800.2720178455298,5820.0
705,BDI,1998,808.3240934671277,5955.0
706,BDI,1999,772.3171699988276,6128.0
707,BDI,2000,739.7609163408081,6282.0
708,BDI,2001,730.4278155325185,6466.0
709,BDI,2002,737.2860250789121,6670.0
710,BDI,2003,703.5615336749859,6897.0
711,BDI,2004,709.7372126795278,7167.0
712,BDI,2005,691.619745779627,7439.0
713,BDI,2006,703.3609864382432,7709.0
714,BDI,2007,700.9587235336076,7991.0
715,BDI,2008,708.6785900445112,8318.0
716,BDI,2009,709.0325962292508,8741.0
717,BDI,2010,717.6115064587852,9140.0
718,BDI,2011,719.0,9440.0
719,BDI,2012,727.0,9748.0
720,BDI,2013,738.0,10069.0
721,BDI,2014,748.0,10380.0
722,BDI,2015,694.0,10577.0
723,BDI,2016,704.6350269200744,10721.0
724,BDI,2017,715.0945372986091,10955.0
725,BDI,2018,730.9045976805135,11229.0
726,BDI,2019,738.9830779492221,11601.590529128189
727,BDI,2020,720.4459743972841,11986.544020443214
728,BDI,2021,723.1920741092595,12384.270690582607
729,BDI,2022,717.2284287075476,12795.1943676216
750,BEL,1970,16914.0,9637.8
751,BEL,1971,17486.0,9672.5
752,BEL,1972,18336.0,9709.1
753,BEL,1973,19399.0,9738.4
754,BEL,1974,20153.0,9767.8
755,BEL,1975,19831.0,9794.8
756,BEL,1976,20916.0,9811.0
757,BEL,1977,21025.0,9821.8
758,BEL,1978,21605.0,9829.7
759,BEL,1979,22094.0,9837.2
760,BEL,1980,23060.0,9846.8
761,BEL,1981,22760.0,9852.4
762,BEL,1982,23071.0,9856.303
763,BEL,1983,23071.0,9855.52
764,BEL,1984,23644.0,9855.3
765,BEL,1985,23873.0,9858.2
766,BEL,1986,24221.0,9861.8
767,BEL,1987,24772.0,9870.2
768,BEL,1988,25905.0,9884.0
769,BEL,1989,26690.0,9937.697
770,BEL,1990,27412.0,9969.31
771,BEL,1991,27848.304164473633,10007.31
772,BEL,1992,28199.57377624236,10048.32
773,BEL,1993,27857.249440123524,10087.33
774,BEL,1994,28706.500573956673,10117.33
775,BEL,1995,29370.087081695692,10138.33
776,BEL,1996,29820.299488270775,10158.33
777,BEL,1997,30894.28279758947,10182.34
778,BEL,1998,31480.74344858214,10204.34
779,BEL,1999,32571.67449971978,10227.34
780,BEL,2000,33719.76983855418,10252.35
781,BEL,2001,33923.34204475072,10288.35
782,BEL,2002,34419.693751854655,10334.36
783,BEL,2003,34588.476021026705,10377.36
784,BEL,2004,35740.35246260941,10422.37
785,BEL,2005,36338.38311504945,10480.38
786,BEL,2006,37051.902245853424,10549.39
787,BEL,2007,38082.87333574846,10627.4
788,BEL,2008,38117.34841552228,10711.41
789,BEL,2009,36998.64926229877,10797.42
790,BEL,2010,37739.327492898185,10897.43
791,BEL,2011,38130.0,11039.45
792,BEL,2012,38173.23391642716,11108.46
793,BEL,2013,38169.830165153755,11160.47
794,BEL,2014,38599.42407791561,11210.47
795,BEL,2015,39160.32302813663,11275.48
796,BEL,2016,39456.86337267277,11332.49
797,BEL,2017,39940.823394286126,11376.49
798,BEL,2018,40471.914597792296,11428.5
799,BEL,2019,41155.526780402,11490.51
800,BEL,2020,38763.44257492726,11545.52
801,BEL,2021,40970.80578330413,11593.52
802,BEL,2022,41872.39284922108,11694.54
823,BEN,1970,1543.0,2645.694
824,BEN,1971,1535.0,2717.178
825,BEN,1972,1640.0,2791.434
826,BEN,1973,1666.0,2868.577
827,BEN,1974,1733.0,2949.028
828,BEN,1975,1570.0,3032.648
829,BEN,1976,1548.0,3119.892
830,BEN,1977,1570.0,3210.6
831,BEN,1978,1519.0,3304.94
832,BEN,1979,1594.0,3402.968
833,BEN,1980,1691.0,3510.052
834,BEN,1981,1733.0,3621.538
835,BEN,1982,1862.0,3736.658
836,BEN,1983,1728.0,3855.535
837,BEN,1984,1809.0,3978.703
838,BEN,1985,1886.0,4107.519
839,BEN,1986,1867.0,4240.544
840,BEN,1987,1782.0,4376.709
841,BEN,1988,1780.0,4517.238
842,BEN,1989,1715.0,4663.657
843,BEN,1990,1811.0,4816.993
844,BEN,1991,1812.4214692423927,4977.069
845,BEN,1992,1790.5300658099543,5143.543
846,BEN,1993,1791.963217413003,5392.889
847,BEN,1994,1731.8034170712542,5604.889
848,BEN,1995,1835.574590644367,5720.531
849,BEN,1996,1840.4858440770583,5873.704
850,BEN,1997,1867.6058933198424,6054.757
851,BEN,1998,1862.755734870101,6252.794
852,BEN,1999,1881.6971786275503,6460.886
853,BEN,2000,1908.9366209261184,6677.134
854,BEN,2001,1928.0966305352736,6901.575
855,BEN,2002,1934.3967492016125,7130.417
856,BEN,2003,1919.615102673918,7359.67
857,BEN,2004,1923.719295390708,7589.367
858,BEN,2005,1875.9193239365795,7838.059
859,BEN,2006,1870.53250067736,8088.622
860,BEN,2007,1904.5495815675115,8335.294
861,BEN,2008,1920.306055780088,8602.647
862,BEN,2009,1888.7757792278871,8884.101
863,BEN,2010,1854.6655707280884,9178.58
864,BEN,2011,1836.0,9485.969
865,BEN,2012,1867.0,9805.0
866,BEN,2013,1939.0,10134.821
867,BEN,2014,2008.0,10479.67
868,BEN,2015,2055.0,10841.707
869,BEN,2016,2061.9035813843857,11220.072
870,BEN,2017,2115.586819735045,11612.983
871,BEN,2018,2192.261006100744,12017.978
872,BEN,2019,2276.103867963354,12370.003089624935
873,BEN,2020,2297.769732867594,12724.965068186966
874,BEN,2021,2395.166213335109,13081.027122008843
875,BEN,2022,2477.090227847233,13439.300397556146
896,BFA,1970,1188.0,5303.777
897,BFA,1971,1219.0,5366.018
898,BFA,1972,1253.0,5433.886
899,BFA,1973,1172.0,5507.594
900,BFA,1974,1132.0,5587.373
901,BFA,1975,1068.0,5673.472
902,BFA,1976,1039.0,5764.606
903,BFA,1977,1090.0,5891.063
904,BFA,1978,1189.0,6025.544
905,BFA,1979,1173.0,6168.269
906,BFA,1980,1165.0,6318.189
907,BFA,1981,1186.0,6474.37
908,BFA,1982,1183.0,6637.227
909,BFA,1983,1140.0,6807.281
910,BFA,1984,1129.0,6985.039
911,BFA,1985,1243.0,7170.932
912,BFA,1986,1400.0,7371.099
913,BFA,1987,1336.0,7591.809
914,BFA,1988,1403.0,7833.491
915,BFA,1989,1342.0,8091.541
916,BFA,1990,1286.0,8361.039
917,BFA,1991,1331.2303122712003,8646.02
918,BFA,1992,1264.9919818312696,8942.78
919,BFA,1993,1240.1421651241892,9249.82
920,BFA,1994,1189.1213235421612,9587.39
921,BFA,1995,1191.3073618922276,9924.43
922,BFA,1996,1255.7749222331158,10269.4
923,BFA,1997,1268.263202247024,10507.48
924,BFA,1998,1293.5734035475664,10759.32
925,BFA,1999,1318.719761313887,11074.91
926,BFA,2000,1275.481908179445,11405.08
927,BFA,2001,1283.3821812485476,11827.97
928,BFA,2002,1255.557090878688,12379.55
929,BFA,2003,1277.5808607676336,12829.12
930,BFA,2004,1268.6866270397757,13177.75
931,BFA,2005,1309.9836441120772,13540.36
932,BFA,2006,1322.6371966277084,13916.68
933,BFA,2007,1308.5203168313224,14309.45
934,BFA,2008,1315.453716068977,14721.63
935,BFA,2009,1287.367828372492,15152.19
936,BFA,2010,1326.1975172646494,15599.74
