,country,year,gdp_pc_lag1
3348,DMA,2013,8823.0
3349,DMA,2014,9145.0
3350,DMA,2015,9507.0
3351,DMA,2016,9319.0
3352,DMA,2017,9567.251383368406
3353,DMA,2018,8877.881429508374
3354,DMA,2019,9153.232417678071
3355,DMA,2020,9575.093023772615
3356,DMA,2021,7974.306806519906
3357,DMA,2022,8419.473004250714
3378,DOM,1970,2316.0
3379,DOM,1971,2488.0
3380,DOM,1972,2678.0
3381,DOM,1973,2928.0
3382,DOM,1974,3196.0
3383,DOM,1975,3295.0
3384,DOM,1976,3365.0
3385,DOM,1977,3504.0
3386,DOM,1978,3586.0
3387,DOM,1979,3583.0
3388,DOM,1980,3649.0
3389,DOM,1981,3781.0
3390,DOM,1982,3846.0
3391,DOM,1983,3826.0
3392,DOM,1984,3905.0
3393,DOM,1985,3830.0
3394,DOM,1986,3653.0
3395,DOM,1987,3682.0
3396,DOM,1988,3877.0
3397,DOM,1989,3821.0
3398,DOM,1990,4219.0
3399,DOM,1991,3939.0
3400,DOM,1992,3969.568673803786
3401,DOM,1993,4185.4059382209525
3402,DOM,1994,4490.016220777019
3403,DOM,1995,4597.150817602258
3404,DOM,1996,4851.628765525665
3405,DOM,1997,5198.566649164177
3406,DOM,1998,5616.889921651133
3407,DOM,1999,6012.692550266255
3408,DOM,2000,6419.781092878582
3409,DOM,2001,6788.0838992463005
3410,DOM,2002,6917.030381053836
3411,DOM,2003,7327.365957521444
3412,DOM,2004,7324.697348047655
3413,DOM,2005,7441.447629239874
3414,DOM,2006,8156.430953222604
3415,DOM,2007,9059.884425319084
3416,DOM,2008,9866.45803030943
3417,DOM,2009,10225.528842460606
3418,DOM,2010,10365.674874801924
3419,DOM,2011,11276.46081199416
3420,DOM,2012,11679.0
3421,DOM,2013,11854.365826170417
3422,DOM,2014,12290.1421456646
3423,DOM,2015,13011.521729436818
3424,DOM,2016,13765.118895315249
3425,DOM,2017,14530.099909490284
3426,DOM,2018,15053.832397607175
3427,DOM,2019,15944.744353560543
3428,DOM,2020,16587.236485078345
3429,DOM,2021,15325.654565559918
3430,DOM,2022,17046.64602563451
3451,ECU,1970,4366.0
3452,ECU,1971,4535.0
3453,ECU,1972,4658.0
3454,ECU,1973,4801.0
3455,ECU,1974,5244.0
3456,ECU,1975,5392.0
3457,ECU,1976,5514.0
3458,ECU,1977,5877.0
3459,ECU,1978,6073.0
3460,ECU,1979,6314.0
3461,ECU,1980,6472.0
3462,ECU,1981,6582.0
3463,ECU,1982,6664.0
3464,ECU,1983,6558.0
3465,ECU,1984,6252.0
3466,ECU,1985,6336.0
3467,ECU,1986,6433.0
3468,ECU,1987,6452.0
3469,ECU,1988,5893.0
3470,ECU,1989,6357.0
3471,ECU,1990,6207.0
3472,ECU,1991,6221.0
3473,ECU,1992,6513.33684307474
3474,ECU,1993,6715.474338995894
3475,ECU,1994,6770.178561599522
3476,ECU,1995,6940.090264709554
3477,ECU,1996,6985.15549349466
3478,ECU,1997,6993.643845856553
3479,ECU,1998,7181.100892942844
3480,ECU,1999,7307.1694453508735
3481,ECU,2000,6884.79262151431
3482,ECU,2001,6908.242975560693
3483,ECU,2002,7131.193975132238
3484,ECU,2003,7359.707232942879
3485,ECU,2004,7468.503537609323
3486,ECU,2005,7958.920703386422
3487,ECU,2006,8256.7776955984
3488,ECU,2007,8521.55980047244
3489,ECU,2008,8633.584399572856
3490,ECU,2009,9103.871687452474
3491,ECU,2010,9081.370487059394
3492,ECU,2011,9327.21276477354
3493,ECU,2012,9985.0
3494,ECU,2013,10398.947800827204
3495,ECU,2014,10761.350509926448
3496,ECU,2015,11016.16064670058
3497,ECU,2016,10878.765277324404
3498,ECU,2017,10603.805877018236
3499,ECU,2018,10715.150129738133
3500,ECU,2019,10716.90381207436
3501,ECU,2020,10586.936861661216
3502,ECU,2021,9646.065160433587
3503,ECU,2022,9937.6964730908
3524,EGY,1970,1914.0
3525,EGY,1971,1999.0
3526,EGY,1972,2045.0
3527,EGY,1973,2047.0
3528,EGY,1974,2063.0
3529,EGY,1975,2099.0
3530,EGY,1976,2265.0
3531,EGY,1977,2560.0
3532,EGY,1978,2817.0
3533,EGY,1979,2939.0
3534,EGY,1980,3076.0
3535,EGY,1981,3298.0
3536,EGY,1982,3309.0
3537,EGY,1983,3543.0
3538,EGY,1984,3701.0
3539,EGY,1985,3810.0
3540,EGY,1986,3939.0
3541,EGY,1987,3921.0
3542,EGY,1988,3929.0
3543,EGY,1989,4001.0
3544,EGY,1990,4030.0
3545,EGY,1991,4022.0
3546,EGY,1992,4180.132604072728
3547,EGY,1993,4338.953753212038
3548,EGY,1994,4542.632472525336
3549,EGY,1995,4746.588238758654
3550,EGY,1996,5001.066691482316
3551,EGY,1997,5293.100503977333
3552,EGY,1998,5594.597152884716
3553,EGY,1999,5884.8017830892995
3554,EGY,2000,6211.015802157991
3555,EGY,2001,6593.531793090701
3556,EGY,2002,6914.9367688433
3557,EGY,2003,7142.686391865963
3558,EGY,2004,7365.802725390693
3559,EGY,2005,7661.859858686246
3560,EGY,2006,8021.883480428561
3561,EGY,2007,8509.614357973966
3562,EGY,2008,9130.597908654292
3563,EGY,2009,9698.01663832814
3564,EGY,2010,10159.002193951934
3565,EGY,2011,10719.291292162376
3566,EGY,2012,10737.0
3567,EGY,2013,10774.529912485224
3568,EGY,2014,10871.144909874583
3569,EGY,2015,11135.727124261874
3570,EGY,2016,11312.847990951546
3571,EGY,2017,11458.447735785956
3572,EGY,2018,11545.593430310772
3573,EGY,2019,11895.311918349673
3574,EGY,2020,12300.201070600771
3575,EGY,2021,12234.503481702748
3576,EGY,2022,12868.26141909637
3597,SLV,1970,3520.0
3598,SLV,1971,3488.0
3599,SLV,1972,3553.0
3600,SLV,1973,3668.0
3601,SLV,1974,3767.0
3602,SLV,1975,3912.0
3603,SLV,1976,4030.0
3604,SLV,1977,4084.0
3605,SLV,1978,4221.0
3606,SLV,1979,4375.0
3607,SLV,1980,4194.0
3608,SLV,1981,3781.0
3609,SLV,1982,3507.0
3610,SLV,1983,3339.0
3611,SLV,1984,3330.0
3612,SLV,1985,3357.0
3613,SLV,1986,3366.0
3614,SLV,1987,3327.0
3615,SLV,1988,3351.0
3616,SLV,1989,3344.0
3617,SLV,1990,3322.0
3618,SLV,1991,3378.0
3619,SLV,1992,3493.5760993829613
3620,SLV,1993,3750.517218149534
3621,SLV,1994,4052.957777811832
3622,SLV,1995,4316.398047135765
3623,SLV,1996,4592.283572034612
3624,SLV,1997,4671.3390162401065
3625,SLV,1998,4882.680166858979
3626,SLV,1999,5077.892057876197
3627,SLV,2000,5263.886755364256
3628,SLV,2001,5403.714735813695
3629,SLV,2002,5550.186827886887
3630,SLV,2003,5751.060665261519
3631,SLV,2004,5957.201137600365
3632,SLV,2005,6145.979871833931
3633,SLV,2006,6441.495818668856
3634,SLV,2007,6782.2312136035125
3635,SLV,2008,7139.182139582173
3636,SLV,2009,7312.655835061748
3637,SLV,2010,7166.159194236818
3638,SLV,2011,7351.114557716724
3639,SLV,2012,7607.0
3640,SLV,2013,7726.0
3641,SLV,2014,7845.0
3642,SLV,2015,7935.0
3643,SLV,2016,8109.0
3644,SLV,2017,8289.273325022343
3645,SLV,2018,8454.199857591828
3646,SLV,2019,8644.790469756123
3647,SLV,2020,8849.833948588395
3648,SLV,2021,8137.974501038323
3649,SLV,2022,9017.391421748993
3670,GNQ,1970,2015.0
3671,GNQ,1971,1934.0
3672,GNQ,1972,1989.0
3673,GNQ,1973,2007.0
3674,GNQ,1974,2204.0
3675,GNQ,1975,2466.0
3676,GNQ,1976,3080.0
3677,GNQ,1977,3453.0
3678,GNQ,1978,3668.0
3679,GNQ,1979,3451.0
3680,GNQ,1980,2882.0
3681,GNQ,1981,2613.0
3682,GNQ,1982,2603.0
3683,GNQ,1983,2533.0
3684,GNQ,1984,2534.0
3685,GNQ,1985,2437.0
3686,GNQ,1986,2662.0
3687,GNQ,1987,2534.0
3688,GNQ,1988,2579.0
3689,GNQ,1989,2577.0
3690,GNQ,1990,2479.0
3691,GNQ,1991,2474.0
3692,GNQ,1992,2427.8802495120503
3693,GNQ,1993,2690.63309412509
3694,GNQ,1994,2880.2040081888463
3695,GNQ,1995,3081.152504204578
3696,GNQ,1996,3364.6325804428425
3697,GNQ,1997,4426.337826101144
3698,GNQ,1998,8445.644996727055
3699,GNQ,1999,9712.22621077315
3700,GNQ,2000,11690.135158536285
3701,GNQ,2001,12914.851292130696
3702,GNQ,2002,21167.74135396339
3703,GNQ,2003,24845.04222607092
3704,GNQ,2004,27571.15904360255
3705,GNQ,2005,33419.88579447368
3706,GNQ,2006,35569.70762362731
3707,GNQ,2007,36615.705703717555
3708,GNQ,2008,41277.75565366894
3709,GNQ,2009,47562.31952890182
3710,GNQ,2010,47161.28473806681
3711,GNQ,2011,42037.897403604875
3712,GNQ,2012,43841.0
3713,GNQ,2013,46255.0
3714,GNQ,2014,43209.0
3715,GNQ,2015,41907.0
3716,GNQ,2016,37822.0
3717,GNQ,2017,33206.63589743496
3718,GNQ,2018,30206.871657457876
3719,GNQ,2019,27353.844810174716
3720,GNQ,2020,25006.34078387603
3721,GNQ,2021,23300.297648989497
3722,GNQ,2022,22537.54059330532
3743,EST,1970,
3744,EST,1971,
3745,EST,1972,
3746,EST,1973,
3747,EST,1974,13799.0
3748,EST,1975,
3749,EST,1976,
3750,EST,1977,
3751,EST,1978,
3752,EST,1979,
3753,EST,1980,
3754,EST,1981,15044.0
3755,EST,1982,15478.0
3756,EST,1983,15927.0
3757,EST,1984,16361.0
3758,EST,1985,16660.0
3759,EST,1986,16541.0
3760,EST,1987,16866.0
3761,EST,1988,16898.0
3762,EST,1989,17661.0
3763,EST,1990,18779.0
3764,EST,1991,17247.0
3765,EST,1992,15350.6348703369
3766,EST,1993,13214.387635358004
3767,EST,1994,12207.18423909829
3768,EST,1995,12070.060563027124
3769,EST,1996,12881.278503808462
3770,EST,1997,13547.660907137322
3771,EST,1998,15074.7754666063
3772,EST,1999,15593.0050531936
3773,EST,2000,15335.106288821027
3774,EST,2001,16806.974619718145
3775,EST,2002,17696.610116415002
3776,EST,2003,18589.149478156774
3777,EST,2004,19771.742979817005
3778,EST,2005,20803.75759258693
3779,EST,2006,22518.54124166039
3780,EST,2007,24578.81620039129
3781,EST,2008,26177.871675225328
3782,EST,2009,24429.022210386796
3783,EST,2010,20538.04809037838
3784,EST,2011,20713.425563726647
3785,EST,2012,21997.0
3786,EST,2013,22784.30001021475
3787,EST,2014,23204.110748860647
3788,EST,2015,23982.82757600065
3789,EST,2016,24473.65989948074
3790,EST,2017,25196.153773217105
3791,EST,2018,26661.62675119852
3792,EST,2019,27596.41037351653
3793,EST,2020,28505.604119981013
3794,EST,2021,28261.582572042505
3795,EST,2022,30499.15705657188
3816,ETH,1970,917.0
3817,ETH,1971,948.0
3818,ETH,1972,968.0
3819,ETH,1973,995.0
3820,ETH,1974,1004.0
3821,ETH,1975,993.0
3822,ETH,1976,972.0
3823,ETH,1977,974.0
3824,ETH,1978,977.0
3825,ETH,1979,952.0
3826,ETH,1980,999.0
3827,ETH,1981,1033.0
3828,ETH,1982,1009.0
3829,ETH,1983,980.0
3830,ETH,1984,999.0
3831,ETH,1985,956.0
3832,ETH,1986,880.0
3833,ETH,1987,920.0
3834,ETH,1988,980.0
3835,ETH,1989,969.0
3836,ETH,1990,956.0
3837,ETH,1991,915.0
3838,ETH,1992,810.7901023841508
3839,ETH,1993,708.3693502681477
3840,ETH,1994,699.227263435479
3841,ETH,1995,731.7509294010663
3842,ETH,1996,744.1417588870834
3843,ETH,1997,782.9941471639609
3844,ETH,1998,815.1454566534962
3845,ETH,1999,786.2790024837228
3846,ETH,2000,761.9032748433058
3847,ETH,2001,771.7314860703663
3848,ETH,2002,783.8963906541608
3849,ETH,2003,793.9148975989551
3850,ETH,2004,764.5282753360359
3851,ETH,2005,771.4651960833974
3852,ETH,2006,829.2431992891461
3853,ETH,2007,880.6544436234008
3854,ETH,2008,936.3743524245542
3855,ETH,2009,989.9803876030172
3856,ETH,2010,1043.531853284843
3857,ETH,2011,1106.383085139077
3858,ETH,2012,1199.0
3859,ETH,2013,1291.776901119979
3860,ETH,2014,1385.157912455982
3861,ETH,2015,1488.9333469822898
3862,ETH,2016,1601.2637835740684
3863,ETH,2017,1722.3091963076836
3864,ETH,2018,1840.3696721833744
3865,ETH,2019,1936.8275667246005
3866,ETH,2020,2030.6775319000071
3867,ETH,2021,2121.8590445605028
3868,ETH,2022,2190.675179037729
3889,FIN,1970,14151.0
3890,FIN,1971,15266.0
3891,FIN,1972,15565.0
3892,FIN,1973,16654.0
3893,FIN,1974,17669.0
3894,FIN,1975,18109.0
3895,FIN,1976,18237.0
3896,FIN,1977,18104.0
3897,FIN,1978,18100.0
3898,FIN,1979,18425.0
3899,FIN,1980,19657.0
3900,FIN,1981,20640.0
3901,FIN,1982,20935.0
3902,FIN,1983,21495.0
3903,FIN,1984,21944.0
3904,FIN,1985,22486.0
3905,FIN,1986,23148.0
3906,FIN,1987,23621.0
3907,FIN,1988,24519.0
3908,FIN,1989,25644.0
3909,FIN,1990,27012.0
3910,FIN,1991,26884.0
3911,FIN,1992,25174.89903403125
3912,FIN,1993,24219.760625310748
3913,FIN,1994,23943.74494354966
3914,FIN,1995,24797.65941273949
3915,FIN,1996,25761.624219563422
3916,FIN,1997,26637.265654373976
3917,FIN,1998,28239.874533728987
3918,FIN,1999,29715.34143018029
3919,FIN,2000,30986.88831647531
3920,FIN,2001,32689.768891566226
3921,FIN,2002,33481.67865983225
3922,FIN,2003,33986.554080491376
3923,FIN,2004,34607.219326032944
3924,FIN,2005,35888.61319340034
3925,FIN,2006,36787.25740946176
3926,FIN,2007,38160.70259066114
3927,FIN,2008,39998.52538605329
3928,FIN,2009,40129.653338281205
3929,FIN,2010,36662.61331080379
3930,FIN,2011,37615.11338414859
3931,FIN,2012,38432.0
3932,FIN,2013,37715.01099099154
3933,FIN,2014,37203.14501381203
3934,FIN,2015,36907.92240943773
3935,FIN,2016,36986.69846443775
3936,FIN,2017,37924.151065413025
3937,FIN,2018,39043.19293181558
3938,FIN,2019,39430.90682442678
3939,FIN,2020,39874.802181849154
3940,FIN,2021,38871.701847820725
3941,FIN,2022,39977.85488818355
3962,Former USSR,1970,8329.0
3963,Former USSR,1971,8886.0
3964,Former USSR,1972,9033.0
3965,Former USSR,1973,8995.0
3966,Former USSR,1974,9658.0
3967,Former USSR,1975,9844.0
3968,Former USSR,1976,9779.0
3969,Former USSR,1977,10143.0
3970,Former USSR,1978,10288.0
3971,Former USSR,1979,10455.0
3972,Former USSR,1980,10316.0
3973,Former USSR,1981,10245.0
3974,Former USSR,1982,10254.0
3975,Former USSR,1983,10418.0
3976,Former USSR,1984,10659.0
3977,Former USSR,1985,10694.0
3978,Former USSR,1986,10692.0
3979,Former USSR,1987,11035.0
3980,Former USSR,1988,11081.0
3981,Former USSR,1989,11226.0
3982,Former USSR,1990,11336.0
3983,Former USSR,1991,10989.0
3984,Former USSR,1992,10388.253152316058
3985,Former USSR,1993,8977.548232605532
3986,Former USSR,1994,8199.730361978818
3987,Former USSR,1995,7166.393754026559
3988,Former USSR,1996,6887.729814186356
3989,Former USSR,1997,6786.941834625831
3990,Former USSR,1998,7031.8301345656255
3991,Former USSR,1999,6975.523697988598
3992,Former USSR,2000,7419.675732420548
3993,Former USSR,2001,8193.515775879474
3994,Former USSR,2002,8850.158787739676
3995,Former USSR,2003,9487.504522283189
3996,Former USSR,2004,10390.942317860005
3997,Former USSR,2005,11428.941184750842
3998,Former USSR,2006,12426.28070519227
3999,Former USSR,2007,13749.922270102574
4000,Former USSR,2008,15215.92451495476
4001,Former USSR,2009,16226.696923868894
4002,Former USSR,2010,15416.604522798412
4003,Former USSR,2011,16344.52314185233
4004,Former USSR,2012,17391.0
4005,Former USSR,2013,17984.63955764927
4006,Former USSR,2014,18324.27042751271
4007,Former USSR,2015,18281.468740971137
4008,Former USSR,2016,17920.439790863307
4009,Former USSR,2017,17987.48396571879
4010,Former USSR,2018,18368.7157506612
4011,Former USSR,2019,18906.76139034202
4012,Former USSR,2020,19369.4286693932
4013,Former USSR,2021,18851.242339041684
4014,Former USSR,2022,19871.10178166326
4035,Former Yugoslavia,1970,6001.0
4036,Former Yugoslavia,1971,6288.0
4037,Former Yugoslavia,1972,6730.0
4038,Former Yugoslavia,1973,6948.0
4039,Former Yugoslavia,1974,7226.0
4040,Former Yugoslavia,1975,7767.0
4041,Former Yugoslavia,1976,7976.0
4042,Former Yugoslavia,1977,8207.0
4043,Former Yugoslavia,1978,8780.0
4044,Former Yugoslavia,1979,9283.0
4045,Former Yugoslavia,1980,9873.0
4046,Former Yugoslavia,1981,10037.0
4047,Former Yugoslavia,1982,10106.0
4048,Former Yugoslavia,1983,10080.0
4049,Former Yugoslavia,1984,9907.0
4050,Former Yugoslavia,1985,10029.0
4051,Former Yugoslavia,1986,10009.0
4052,Former Yugoslavia,1987,10299.0
4053,Former Yugoslavia,1988,10119.0
4054,Former Yugoslavia,1989,9884.0
4055,Former Yugoslavia,1990,9887.0
4056,Former Yugoslavia,1991,9000.0
4057,Former Yugoslavia,1992,7867.9598388173745
4058,Former Yugoslavia,1993,6506.901941521455
4059,Former Yugoslavia,1994,5552.536993505627
4060,Former Yugoslavia,1995,5851.690742181291
4061,Former Yugoslavia,1996,6285.908546823549
4062,Former Yugoslavia,1997,6938.206765048188
4063,Former Yugoslavia,1998,7697.678649667557
4064,Former Yugoslavia,1999,8152.8538890536865
4065,Former Yugoslavia,2000,8035.61179862598
4066,Former Yugoslavia,2001,8472.589152917037
4067,Former Yugoslavia,2002,8827.675459763366
4068,Former Yugoslavia,2003,9266.389589670263
4069,Former Yugoslavia,2004,9686.030682864664
4070,Former Yugoslavia,2005,10317.228942692149
4071,Former Yugoslavia,2006,10881.867263282466
4072,Former Yugoslavia,2007,11598.9793154583
4073,Former Yugoslavia,2008,12461.669708266078
4074,Former Yugoslavia,2009,13125.143353293388
4075,Former Yugoslavia,2010,14028.419546965251
4076,Former Yugoslavia,2011,14250.789453253348
4077,Former Yugoslavia,2012,14540.0
4078,Former Yugoslavia,2013,14331.0
4079,Former Yugoslavia,2014,14500.0
4080,Former Yugoslavia,2015,14627.0
4081,Former Yugoslavia,2016,14971.0
4082,Former Yugoslavia,2017,15537.365721397526
4083,Former Yugoslavia,2018,16128.635112929163
4084,Former Yugoslavia,2019,16824.553738923572
4085,Former Yugoslavia,2020,17524.21218322897
4086,Former Yugoslavia,2021,16757.93855234225
4087,Former Yugoslavia,2022,18491.68177352843
4108,FRA,1970,17352.0
4109,FRA,1971,18187.0
4110,FRA,1972,18881.0
4111,FRA,1973,19549.0
4112,FRA,1974,20441.0
4113,FRA,1975,20902.0
4114,FRA,1976,20653.0
4115,FRA,1977,21465.0
4116,FRA,1978,22177.0
4117,FRA,1979,22698.0
4118,FRA,1980,23326.0
4119,FRA,1981,23537.0
4120,FRA,1982,23655.0
4121,FRA,1983,24120.0
4122,FRA,1984,24300.0
4123,FRA,1985,24519.0
4124,FRA,1986,24755.0
4125,FRA,1987,25238.0
4126,FRA,1988,25756.0
4127,FRA,1989,26763.0
4128,FRA,1990,27576.0
4129,FRA,1991,28129.0
4130,FRA,1992,28294.26379228097
4131,FRA,1993,28619.804052963773
4132,FRA,1994,28336.160318360813
4133,FRA,1995,28907.977358135435
4134,FRA,1996,29418.864086617075
4135,FRA,1997,29736.64477865526
4136,FRA,1998,30341.805869105512
4137,FRA,1999,31323.077638975665
4138,FRA,2000,32284.61162213565
4139,FRA,2001,33409.68148293087
4140,FRA,2002,33920.097406561574
4141,FRA,2003,34152.77445600494
4142,FRA,2004,34292.030131448904
4143,FRA,2005,35093.824134976705
4144,FRA,2006,35495.46472917733
4145,FRA,2007,36166.15968100972
4146,FRA,2008,36845.68508689428
4147,FRA,2009,36761.792064608555
4148,FRA,2010,35534.92715160096
4149,FRA,2011,36086.726618151486
4150,FRA,2012,36691.0
4151,FRA,2013,36625.926898328944
4152,FRA,2014,36647.2178013021
4153,FRA,2015,36818.53947084249
4154,FRA,2016,37077.88969561081
4155,FRA,2017,37343.840237178665
4156,FRA,2018,38037.33518797257
4157,FRA,2019,38555.46543208852
4158,FRA,2020,39084.65542048323
4159,FRA,2021,35913.81936941929
4160,FRA,2022,38242.13474775759
4181,GAB,1970,5252.0
4182,GAB,1971,5587.0
4183,GAB,1972,6027.0
4184,GAB,1973,6559.0
4185,GAB,1974,6935.0
4186,GAB,1975,9083.0
4187,GAB,1976,9985.0
4188,GAB,1977,12747.0
4189,GAB,1978,10849.0
4190,GAB,1979,8013.0
4191,GAB,1980,8091.0
4192,GAB,1981,8402.0
4193,GAB,1982,8625.0
4194,GAB,1983,8099.0
4195,GAB,1984,8281.0
4196,GAB,1985,8612.0
4197,GAB,1986,8131.0
4198,GAB,1987,7818.0
4199,GAB,1988,6320.0
4200,GAB,1989,6982.0
4201,GAB,1990,7422.0
4202,GAB,1991,7646.0
4203,GAB,1992,8296.57394557838
4204,GAB,1993,8194.49945140058
4205,GAB,1994,8551.058722616317
4206,GAB,1995,9192.562985022798
4207,GAB,1996,9833.989038864813
4208,GAB,1997,10389.209794751405
4209,GAB,1998,11202.838782070135
4210,GAB,1999,11758.160121036552
4211,GAB,2000,10648.08948927691
4212,GAB,2001,10637.7997208308
4213,GAB,2002,11104.553042695374
4214,GAB,2003,11141.462673616905
4215,GAB,2004,11665.83226434033
4216,GAB,2005,12022.507183126563
4217,GAB,2006,12437.959684036836
4218,GAB,2007,12342.77933006674
4219,GAB,2008,13455.612483816918
4220,GAB,2009,13330.254768915607
4221,GAB,2010,13617.896101733826
4222,GAB,2011,14926.69964035508
4223,GAB,2012,16403.0
4224,GAB,2013,16682.30789929275
4225,GAB,2014,16964.44609774818
4226,GAB,2015,17098.142681877256
4227,GAB,2016,17179.999279600695
4228,GAB,2017,16995.237847239205
4229,GAB,2018,16576.176036350756
4230,GAB,2019,16253.897340665051
4231,GAB,2020,16449.71435497889
4232,GAB,2021,15745.748639609885
4233,GAB,2022,15597.771065444129
4254,GMB,1970,1629.0
4255,GMB,1971,1422.0
4256,GMB,1972,1376.0
4257,GMB,1973,1334.0
4258,GMB,1974,1411.0
4259,GMB,1975,1452.0
4260,GMB,1976,1497.0
4261,GMB,1977,1436.0
4262,GMB,1978,1417.0
4263,GMB,1979,1446.0
4264,GMB,1980,1360.0
4265,GMB,1981,1325.0
4266,GMB,1982,1521.0
4267,GMB,1983,1581.0
4268,GMB,1984,1482.0
4269,GMB,1985,1462.0
4270,GMB,1986,1451.0
4271,GMB,1987,1422.0
4272,GMB,1988,1406.0
4273,GMB,1989,1417.0
4274,GMB,1990,1407.0
4275,GMB,1991,1400.0
4276,GMB,1992,1390.7049751233394
4277,GMB,1993,1391.4054544916785
4278,GMB,1994,1385.590811150798
4279,GMB,1995,1345.0349874728968
4280,GMB,1996,1317.242495730154
4281,GMB,1997,1336.8473241266922
4282,GMB,1998,1308.4866719431436
4283,GMB,1999,1324.9244963565134
4284,GMB,2000,1385.6317768709796
4285,GMB,2001,1440.8619216741895
4286,GMB,2002,1495.0918361570011
4287,GMB,2003,1473.400674350363
4288,GMB,2004,1478.9562284600831
4289,GMB,2005,1585.7992199155708
4290,GMB,2006,1541.6115978708276
4291,GMB,2007,1530.6844003257577
4292,GMB,2008,1557.8473660349152
4293,GMB,2009,1618.444482445715
4294,GMB,2010,1692.6423491144506
4295,GMB,2011,1772.7268528838883
4296,GMB,2012,1669.0
4297,GMB,2013,1725.0
4298,GMB,2014,1767.0
4299,GMB,2015,1743.0
4300,GMB,2016,1786.0
4301,GMB,2017,1770.36448958669
4302,GMB,2018,1805.88121666396
4303,GMB,2019,1886.053205208154
4304,GMB,2020,1952.3260558544305
4305,GMB,2021,1914.1968567045412
4306,GMB,2022,1964.493669936666
4327,GEO,1970,
4328,GEO,1971,
4329,GEO,1972,
4330,GEO,1973,
4331,GEO,1974,9456.0
4332,GEO,1975,
4333,GEO,1976,
4334,GEO,1977,
4335,GEO,1978,
4336,GEO,1979,
4337,GEO,1980,
4338,GEO,1981,10519.0
4339,GEO,1982,11053.0
4340,GEO,1983,11611.0
4341,GEO,1984,12234.0
4342,GEO,1985,13128.0
4343,GEO,1986,13868.0
4344,GEO,1987,13839.0
4345,GEO,1988,13707.0
4346,GEO,1989,14665.0
4347,GEO,1990,14161.0
4348,GEO,1991,12140.0
4349,GEO,1992,9535.050580849726
4350,GEO,1993,5286.924817015394
4351,GEO,1994,3792.617678132747
4352,GEO,1995,3463.476082884932
4353,GEO,1996,3610.840758213279
4354,GEO,1997,4030.884662956275
4355,GEO,1998,4480.8978596311945
4356,GEO,1999,4619.90479030964
4357,GEO,2000,4763.350556595302
4358,GEO,2001,4891.664053707681
4359,GEO,2002,5125.127370325453
4360,GEO,2003,5406.953326799791
4361,GEO,2004,6013.009152625263
4362,GEO,2005,6342.7081698624315
4363,GEO,2006,6849.7890467790885
4364,GEO,2007,7398.052642396951
4365,GEO,2008,8300.143880428972
4366,GEO,2009,8461.91734250787
4367,GEO,2010,8062.083786226312
4368,GEO,2011,8443.4360888918
4369,GEO,2012,8946.0
4370,GEO,2013,9497.121233192604
4371,GEO,2014,9856.67887601039
4372,GEO,2015,10307.60308643207
4373,GEO,2016,10629.593978290002
4374,GEO,2017,10945.465518138995
4375,GEO,2018,11479.42531534166
4376,GEO,2019,12035.715188215598
4377,GEO,2020,12631.663683427929
4378,GEO,2021,11770.782278923916
4379,GEO,2022,12994.772421799053
4400,DEU,1970,16641.0
4401,DEU,1971,17277.0
4402,DEU,1972,17657.0
4403,DEU,1973,18301.0
4404,DEU,1974,19074.0
4405,DEU,1975,19228.0
4406,DEU,1976,19193.0
4407,DEU,1977,20218.0
4408,DEU,1978,20837.0
4409,DEU,1979,21447.0
4410,DEU,1980,22305.0
4411,DEU,1981,22497.0
4412,DEU,1982,22553.0
4413,DEU,1983,22380.0
4414,DEU,1984,22840.0
4415,DEU,1985,23564.0
4416,DEU,1986,24133.0
4417,DEU,1987,24657.0
4418,DEU,1988,25027.0
4419,DEU,1989,25759.0
4420,DEU,1990,26393.0
4421,DEU,1991,25391.0
4422,DEU,1992,26769.960305852994
4423,DEU,1993,27385.055559779423
4424,DEU,1994,27250.70055747773
4425,DEU,1995,28140.05587535537
4426,DEU,1996,28868.946166083264
4427,DEU,1997,29349.982835455772
4428,DEU,1998,30186.94444075555
4429,DEU,1999,31129.584397656625
4430,DEU,2000,32087.603958850836
4431,DEU,2001,33367.28380906572
4432,DEU,2002,34260.28763277704
4433,DEU,2003,34590.93016148603
4434,DEU,2004,34716.44054621595
4435,DEU,2005,35528.713472379015
4436,DEU,2006,36205.57498422705
4437,DEU,2007,38014.13685310267
4438,DEU,2008,39752.20673719779
4439,DEU,2009,40715.43417294671
4440,DEU,2010,38962.93870266321
4441,DEU,2011,41109.581818875464
4442,DEU,2012,43189.0
4443,DEU,2013,43288.31991990925
4444,DEU,2014,43359.13650623272
4445,DEU,2015,44132.75624401914
4446,DEU,2016,44405.1667158815
4447,DEU,2017,45030.46826166678
4448,DEU,2018,46065.10011064793
4449,DEU,2019,46377.39085284696
4450,DEU,2020,46761.9460555775
4451,DEU,2021,44996.4296207847
4452,DEU,2022,46159.05188091431
4473,GHA,1970,2112.0
4474,GHA,1971,2270.0
4475,GHA,1972,2377.0
4476,GHA,1973,2235.0
4477,GHA,1974,2227.0
4478,GHA,1975,2319.0
4479,GHA,1976,1988.0
4480,GHA,1977,1878.0
4481,GHA,1978,1882.0
4482,GHA,1979,2008.0
4483,GHA,1980,1929.0
4484,GHA,1981,1844.0
4485,GHA,1982,1820.0
4486,GHA,1983,1661.0
