,country,year,General government final consumption expenditure (% of GDP),gdp_pc_lag1,rtfpna,"Mortality rate, infant (per 1,000 live births)",fe_etfra,gdppc,pop,v2x_regime,v2x_polyarchy,v2x_liberal,hc,Tax revenue (% of GDP),Population growth rate - Sex: all - Age: all - Variant: estimates,v2x_corr,v2x_execorr,v2x_pubcorr
2944,CAN,1980,21.5109616586718,25775.0,0.9540843963623048,10.3,0.5963400602340698,25784.0,24593.3,3.0,0.829,0.915,3.085585832595825,..,1.284,0.04,0.041,0.03
2945,CAN,1981,21.4020056575397,25784.0,0.9538788199424744,9.7,0.5963400602340698,26256.0,24900.0,3.0,0.829,0.913,3.105498790740967,..,1.237,0.04,0.041,0.03
2946,CAN,1982,22.949345794874,26256.0,0.9416385293006896,9.2,0.5963400602340698,25151.0,25201.9,3.0,0.829,0.914,3.1255404949188232,..,1.126,0.04,0.041,0.03
2947,CAN,1983,22.6673090981591,25151.0,0.9498431086540222,8.7,0.5963400602340698,25625.0,25456.3,3.0,0.829,0.918,3.1457111835479736,..,1.03,0.04,0.041,0.03
2948,CAN,1984,22.0352997709887,25625.0,0.9699856042861938,8.3,0.5963400602340698,26836.0,25701.8,3.0,0.837,0.918,3.1660120487213135,..,0.988,0.04,0.041,0.03
2949,CAN,1985,22.0544090619107,26836.0,0.9741946458816528,8,0.5963400602340698,28025.0,25941.6,3.0,0.835,0.918,3.186444044113159,..,1.005,0.037,0.041,0.017
2950,CAN,1986,22.0929305204793,28025.0,0.9585863947868348,7.7,0.5963400602340698,28472.0,26203.8,3.0,0.835,0.918,3.207007884979248,..,1.17,0.037,0.041,0.017
2951,CAN,1987,21.5055298640517,28472.0,0.9582369923591614,7.5,0.5963400602340698,29246.0,26549.7,3.0,0.835,0.918,3.2277042865753174,..,1.33,0.033,0.026,0.017
2952,CAN,1988,21.1214336075955,29246.0,0.959289014339447,7.3,0.5963400602340698,30275.0,26894.8,3.0,0.835,0.918,3.2485344409942627,..,1.563,0.033,0.026,0.017
2953,CAN,1989,21.3687444068382,30275.0,0.952777624130249,7,0.5963400602340698,30458.0,27379.3,3.0,0.837,0.906,3.2694990634918213,..,1.664,0.033,0.026,0.017
2954,CAN,1990,22.6182277236122,30458.0,0.9400433897972108,6.8,0.5963400602340698,30082.0,27790.6,3.0,0.837,0.916,3.2905988693237305,14.1121292420859,1.409,0.033,0.026,0.017
2955,CAN,1991,24.0167404559594,30082.0,0.9280974864959716,6.6,0.5963400602340698,29151.69684885993,28138.13,3.0,0.837,0.916,3.3113508224487305,14.3976756016547,1.221,0.033,0.026,0.017
2956,CAN,1992,24.44462693963,29151.69684885993,0.93325012922287,6.4,0.5963400602340698,29141.192329285823,28473.17,3.0,0.832,0.916,3.332233428955078,14.3088598010122,1.2,0.033,0.026,0.017
2957,CAN,1993,23.8860993498314,29141.192329285823,0.9424927234649658,6.2,0.5963400602340698,29657.57435681402,28787.79,3.0,0.832,0.916,3.353247880935669,13.6523358280781,1.107,0.033,0.026,0.017
2958,CAN,1994,22.6779482102903,29657.57435681402,0.9537175893783568,6,0.5963400602340698,30745.822846121897,29104.83,3.0,0.841,0.916,3.37439489364624,13.0736945245539,1.078,0.035,0.026,0.025
2959,CAN,1995,21.6585439761622,30745.822846121897,0.9563339352607728,5.8,0.5963400602340698,31330.72008635295,29407.56,3.0,0.841,0.916,3.39567494392395,13.2870622555226,1.05,0.035,0.026,0.025
2960,CAN,1996,20.7605188908557,31330.72008635295,0.9463230967521667,5.6,0.5963400602340698,31594.24180943492,29716.57,3.0,0.847,0.916,3.4170894622802734,13.8784928253593,1.031,0.035,0.026,0.025
2961,CAN,1997,19.8533457566752,31594.24180943492,0.9584404826164246,5.5,0.5963400602340698,32709.691602793333,30013.37,3.0,0.844,0.916,3.4386391639709473,14.5677283478242,0.921,0.035,0.026,0.025
2962,CAN,1998,19.8366043300703,32709.691602793333,0.9637161493301392,5.4,0.5963400602340698,33785.74631608327,30263.49,3.0,0.842,0.916,3.46032452583313,14.668397589042,0.873,0.035,0.026,0.025
2963,CAN,1999,19.3207377194749,33785.74631608327,0.9772292971611024,5.3,0.5963400602340698,35345.720956298894,30510.48,3.0,0.842,0.916,3.482146739959717,14.6999207275996,0.896,0.035,0.026,0.025
2964,CAN,2000,19.1064161806335,35345.720956298894,0.9968907833099364,5.3,0.5963400602340698,36942.562294285686,30795.95,3.0,0.843,0.916,3.5041067600250244,14.8577431846106,1.005,0.035,0.026,0.025
2965,CAN,2001,19.5093203790186,36942.562294285686,0.9994362592697144,5.3,0.5963400602340698,37307.205933239486,31132.32,3.0,0.838,0.916,3.518916130065918,14.1814798149467,1.067,0.035,0.026,0.025
2966,CAN,2002,19.7787192119877,37307.205933239486,1.0088611841201782,5.3,0.5963400602340698,38123.98642394115,31472.72,3.0,0.831,0.916,3.533787727355957,13.3776274685072,0.986,0.035,0.026,0.025
2967,CAN,2003,19.8962017689692,38123.98642394115,1.0031107664108276,5.3,0.5963400602340698,38559.97590268697,31757.69,3.0,0.831,0.916,3.548722505569458,13.2289347132717,0.913,0.035,0.026,0.025
2968,CAN,2004,19.4174844503805,38559.97590268697,1.003549575805664,5.3,0.5963400602340698,39491.57003054623,32055.38,3.0,0.83,0.925,3.563720464706421,13.3447478670743,0.939,0.035,0.026,0.025
2969,CAN,2005,19.0759109803014,39491.57003054623,1.01042902469635,5.2,0.5963400602340698,40485.01924036267,32359.57,3.0,0.829,0.925,3.5787816047668457,13.2994928856977,0.966,0.035,0.026,0.025
2970,CAN,2006,19.2487641773811,40485.01924036267,1.007412672042847,5.2,0.5963400602340698,41247.14929668085,32688.16,3.0,0.834,0.929,3.59390640258789,13.3482206693421,0.991,0.035,0.026,0.025
2971,CAN,2007,19.2505356033619,41247.14929668085,0.9962650537490844,5.1,0.5963400602340698,41806.865205809154,33007.16,3.0,0.834,0.929,3.609095335006714,13.3344320068963,1.032,0.031,0.026,0.011
2972,CAN,2008,19.7194394824506,41806.865205809154,0.981404721736908,5.1,0.5963400602340698,41896.42558694811,33366.54,3.0,0.832,0.929,3.624348402023315,12.3901655964853,1.113,0.032,0.026,0.011
2973,CAN,2009,21.9645855050549,41896.42558694811,0.9651705026626588,5,0.5963400602340698,40312.621651062866,33749.68,3.0,0.833,0.929,3.6396656036376953,12.3043859548638,1.13,0.032,0.026,0.011
2974,CAN,2010,21.4754574603582,40312.621651062866,0.9703807830810548,5,0.5963400602340698,41209.4261814782,34127.03,3.0,0.833,0.929,3.65504789352417,11.7328092981826,1.05,0.029,0.016,0.011
2975,CAN,2011,21.1458668604215,41209.4261814782,0.9793856143951416,4.9,0.5963400602340698,42197.0,34462.67,3.0,0.818,0.927,3.662325143814087,11.8039212812623,1.037,0.029,0.016,0.011
2976,CAN,2012,21.0578451788387,42197.0,0.9750024080276488,4.8,0.5963400602340698,42476.34505066868,34838.91,3.0,0.814,0.928,3.66961669921875,11.6644273631038,1.077,0.029,0.016,0.011
2977,CAN,2013,20.7043347111761,42476.34505066868,0.9802883863449096,4.8,0.5963400602340698,43008.83001074117,35208.97,3.0,0.817,0.926,3.6769227981567383,11.6235045990299,1.037,0.021,0.016,0.009
2978,CAN,2014,20.266560128167,43008.83001074117,0.995387077331543,4.7,0.5963400602340698,43800.63917397715,35564.72,3.0,0.812,0.928,3.684243440628052,11.8083790792206,0.886,0.021,0.016,0.009
2979,CAN,2015,20.8778251262785,43800.63917397715,0.9856468439102172,4.7,0.5963400602340698,43761.52709036398,35831.15,3.0,0.814,0.929,3.6915786266326904,12.3898109063213,0.946,0.021,0.016,0.009
2980,CAN,2016,21.0480401948524,43761.52709036398,0.9844499826431274,4.6,0.5963400602340698,43702.07959843087,36239.19,3.0,0.837,0.928,3.6989285945892334,12.496562633144,1.216,0.021,0.016,0.009
2981,CAN,2017,20.7033313853187,43702.07959843087,1.0,4.6,0.5963400602340698,44493.65111599596,36676.5,3.0,0.84,0.925,3.7062931060791016,12.6120166809848,1.272,0.021,0.016,0.009
2982,CAN,2018,20.6814326967462,44493.65111599596,1.0066211223602295,4.5,0.5963400602340698,45087.886790366465,37198.22,3.0,0.84,0.922,3.713672161102295,13.0576846693075,1.353,0.021,0.016,0.009
2983,CAN,2019,20.6634960880685,45087.886790366465,1.0128110647201538,4.5,0.5963400602340698,45284.213482154024,37736.29,3.0,0.851,0.907,3.7210659980773926,12.7416889014909,1.247,0.023,0.023,0.009
2984,CAN,2020,22.7011077555498,45284.213482154024,,4.5,0.5963400602340698,42493.630617386254,38173.83,2.0,0.849,0.884,,13.5185987464231,0.804,0.029,0.049,0.009
2985,CAN,2021,21.2842897783513,42493.630617386254,,4.5,0.5963400602340698,44379.594870856665,38383.48,3.0,0.846,0.898,,13.996294680919,0.67,0.029,0.049,0.009
2986,CAN,2022,20.4184233971953,44379.594870856665,,4.5,0.5963400602340698,45529.64560835027,38684.59,2.0,0.847,0.887,,13.736451836938,1.229,0.029,0.049,0.009
2987,CAN,2023,,,,,,,,2.0,0.848,0.878,,,,,,
2988,CHE,1950,,,,,0.5751650333404541,,,3.0,0.619,0.929,2.935117721557617,,1.046,0.017,0.01,0.02
2989,CHE,1951,,,,,0.5751650333404541,,,3.0,0.619,0.929,2.9413771629333496,,1.301,0.017,0.01,0.02
2990,CHE,1952,,,,,0.5751650333404541,,,3.0,0.619,0.929,2.947650194168091,,1.357,0.017,0.01,0.02
2991,CHE,1953,,,,,0.5751650333404541,,,3.0,0.619,0.929,2.9539363384246826,,1.288,0.017,0.01,0.02
2992,CHE,1954,,,0.6403891444206238,,0.5751650333404541,,,3.0,0.619,0.929,2.960236072540283,,1.283,0.017,0.01,0.02
2993,CHE,1955,,,0.6678678393363953,,0.5751650333404541,,,3.0,0.619,0.929,2.9665493965148926,,1.266,0.017,0.01,0.02
2994,CHE,1956,,,0.6895183324813843,,0.5751650333404541,,,3.0,0.617,0.929,2.9716720581054688,,1.257,0.017,0.01,0.02
2995,CHE,1957,,,0.697016716003418,,0.5751650333404541,,,3.0,0.617,0.929,2.9768035411834717,,1.275,0.017,0.01,0.02
2996,CHE,1958,,,0.6827504634857178,,0.5751650333404541,,,3.0,0.617,0.929,2.981943845748902,,1.292,0.017,0.01,0.02
2997,CHE,1959,,,0.7197369933128357,,0.5751650333404541,,,3.0,0.618,0.929,2.987092971801758,,1.246,0.017,0.01,0.02
2998,CHE,1960,..,,0.7452784776687622,21.7,0.5751650333404541,,,3.0,0.622,0.93,2.99225115776062,..,1.209,0.017,0.01,0.02
2999,CHE,1961,..,,0.7612024545669556,21.3,0.5751650333404541,,,3.0,0.622,0.93,3.010366201400757,..,2.729,0.017,0.01,0.02
3000,CHE,1962,..,,0.7570109367370605,20.7,0.5751650333404541,,,3.0,0.622,0.93,3.028590679168701,..,2.348,0.017,0.01,0.02
3001,CHE,1963,..,,0.7658795118331909,20.1,0.5751650333404541,,,3.0,0.623,0.93,3.0469255447387695,..,1.933,0.017,0.01,0.02
3002,CHE,1964,..,,0.7783330678939819,19.3,0.5751650333404541,,,3.0,0.624,0.934,3.06537127494812,..,1.38,0.017,0.01,0.02
3003,CHE,1965,..,,0.7908700704574585,18.5,0.5751650333404541,,,3.0,0.624,0.934,3.0839290618896484,..,0.933,0.017,0.01,0.02
3004,CHE,1966,..,,0.7969070076942444,17.7,0.5751650333404541,,,3.0,0.624,0.934,3.1025989055633545,..,1.156,0.017,0.01,0.02
3005,CHE,1967,..,,0.8027787804603577,16.9,0.5751650333404541,,,3.0,0.626,0.934,3.1213817596435547,..,1.32,0.017,0.01,0.02
3006,CHE,1968,..,,0.813791036605835,16.3,0.5751650333404541,,,3.0,0.625,0.934,3.1402783393859863,..,1.199,0.017,0.01,0.02
3007,CHE,1969,..,,0.8352835774421692,15.6,0.5751650333404541,,,3.0,0.625,0.934,3.1592893600463867,..,1.054,0.017,0.01,0.02
3008,CHE,1970,7.77003601998182,22307.67292655504,0.860012412071228,15,0.5751650333404541,23478.991767022973,6267.0,3.0,0.627,0.935,3.178415536880493,..,0.396,0.022,0.01,0.02
3009,CHE,1971,8.08836528484488,23478.991767022973,0.8698275089263916,14.3,0.5751650333404541,24486.9781291002,6343.293,3.0,0.63,0.935,3.1929402351379395,..,0.656,0.022,0.01,0.02
3010,CHE,1972,8.06820976142277,24486.9781291002,0.8784974217414856,13.6,0.5751650333404541,25356.910902043855,6401.4,3.0,0.856,0.935,3.207531452178955,6.79436718037962,0.868,0.022,0.01,0.02
3011,CHE,1973,8.33132758382985,25356.910902043855,0.890807032585144,12.8,0.5751650333404541,26003.71517495672,6441.1,3.0,0.856,0.935,3.22218918800354,6.46873345591447,0.607,0.022,0.01,0.02
3012,CHE,1974,8.62232616078193,26003.71517495672,0.8976428508758545,12,0.5751650333404541,25718.27037296807,6460.0,3.0,0.856,0.944,3.2369139194488525,6.6238750271988,0.468,0.022,0.01,0.02
3013,CHE,1975,9.35205499134945,25718.27037296807,0.8490185141563416,11.2,0.5751650333404541,24467.99170304896,6403.5,3.0,0.861,0.944,3.251706123352051,6.69634943681695,-0.556,0.022,0.01,0.02
3014,CHE,1976,9.7578443531917,24467.99170304896,0.8442580103874207,10.5,0.5751650333404541,24752.90730888385,6333.313,3.0,0.862,0.944,3.2665657997131348,7.685615007616,-0.585,0.022,0.01,0.02
3015,CHE,1977,9.60571600843423,24752.90730888385,0.8645608425140381,9.8,0.5751650333404541,25430.567445403256,6316.424,3.0,0.868,0.944,3.2814934253692627,7.38017137221,-0.088,0.022,0.01,0.02
3016,CHE,1978,9.53353229640889,25430.567445403256,0.8612660765647888,9.2,0.5751650333404541,26158.800298873663,6332.568,3.0,0.868,0.944,3.2964892387390137,7.55642504355539,0.11,0.022,0.01,0.02
3017,CHE,1979,9.59257928519813,26158.800298873663,0.8738677501678467,8.7,0.5751650333404541,26641.094951816107,6350.84,3.0,0.867,0.944,3.311553478240967,7.12646196832764,0.293,0.022,0.01,0.02
3018,CHE,1980,9.43580275108978,26641.094951816107,0.8942276239395142,8.4,0.5751650333404541,27405.730236248284,6385.229,3.0,0.871,0.942,3.3266866207122803,7.29219795830241,0.503,0.022,0.01,0.02
3019,CHE,1981,9.59440121459466,27405.730236248284,0.890978217124939,8,0.5751650333404541,27729.584967225976,6425.45,3.0,0.871,0.947,3.3400919437408447,7.30752885885387,0.592,0.022,0.01,0.02
3020,CHE,1982,9.83680038251071,27729.584967225976,0.8728163242340088,7.8,0.5751650333404541,27660.948497324916,6468.126,3.0,0.871,0.947,3.3535513877868652,7.60063645322698,0.577,0.022,0.01,0.02
3021,CHE,1983,10.1165877018089,27660.948497324916,0.8737671375274658,7.6,0.5751650333404541,28009.329084104094,6501.073,3.0,0.871,0.947,3.3670647144317627,7.63540611246903,0.283,0.022,0.01,0.02
3022,CHE,1984,9.91598891992841,28009.329084104094,0.8884551525115967,7.4,0.5751650333404541,28315.0825944092,6529.684,3.0,0.871,0.947,3.3806326389312744,7.79276889758414,0.436,0.022,0.01,0.02
3023,CHE,1985,10.0235267386124,28315.0825944092,0.9000371098518372,7.3,0.5751650333404541,29416.752244610027,6563.77,3.0,0.871,0.947,3.3942553997039795,7.67208944759306,0.448,0.022,0.01,0.02
3024,CHE,1986,10.1637283771999,29416.752244610027,0.8943941593170166,7.2,0.5751650333404541,30847.994256707087,6603.192,3.0,0.871,0.947,3.407932996749878,8.30925643584495,0.593,0.022,0.01,0.02
3025,CHE,1987,10.1127512832114,30847.994256707087,0.8827033042907715,7.1,0.5751650333404541,31774.37115930647,6649.942,3.0,0.871,0.947,3.421665668487549,7.96664369750685,0.664,0.022,0.01,0.02
3026,CHE,1988,10.3017075138891,31774.37115930647,0.8841733336448669,7,0.5751650333404541,32482.9076702734,6704.112,3.0,0.871,0.947,3.435453414916992,8.33860184481515,0.808,0.022,0.01,0.02
3027,CHE,1989,10.725963142648,32482.9076702734,0.8996759057044983,6.8,0.5751650333404541,33315.58677040572,6763.653,3.0,0.876,0.947,3.4492971897125244,7.82486553334724,0.812,0.022,0.01,0.02
3028,CHE,1990,10.8749824420454,33315.58677040572,0.9047141075134276,6.6,0.5751650333404541,34250.0,6836.626,3.0,0.886,0.947,3.4631965160369873,7.9537221560364,1.144,0.022,0.01,0.02
3029,CHE,1991,11.4594732113828,34250.0,0.878300130367279,6.4,0.5751650333404541,34128.641907102545,6920.93,3.0,0.886,0.949,3.4696669578552246,7.7608400962141,1.335,0.022,0.01,0.02
3030,CHE,1992,11.8286569176593,34128.641907102545,0.8749824166297913,6.1,0.5751650333404541,34356.802094625935,6984.31,3.0,0.883,0.949,3.476149559020996,7.91935844669559,0.952,0.022,0.01,0.02
3031,CHE,1993,11.8399273282628,34356.802094625935,0.8745949864387512,5.8,0.5751650333404541,34625.5336467752,7030.35,3.0,0.883,0.954,3.4826440811157227,7.33965146589565,0.874,0.022,0.01,0.02
3032,CHE,1994,11.8569071032063,34625.5336467752,0.8754541277885437,5.5,0.5751650333404541,35423.82782842484,7078.63,3.0,0.883,0.954,3.4891510009765625,7.85574635967433,0.719,0.022,0.01,0.02
3033,CHE,1995,11.8081944965479,35423.82782842484,0.8806617856025696,5.2,0.5751650333404541,36004.22989374643,7142.01,3.0,0.884,0.954,3.4956698417663574,7.91546148574552,0.618,0.022,0.01,0.02
3034,CHE,1996,11.8958289485891,36004.22989374643,0.8873531222343445,5,0.5751650333404541,36720.49047276632,7174.43,3.0,0.889,0.954,3.5022008419036865,8.33804506820865,0.273,0.022,0.01,0.02
3035,CHE,1997,11.6300815887786,36720.49047276632,0.9017251133918762,4.9,0.5751650333404541,38165.47735261598,7195.43,3.0,0.889,0.954,3.508744239807129,8.32392921234567,0.215,0.022,0.01,0.02
3036,CHE,1998,11.33429094214,38165.47735261598,0.90651535987854,4.8,0.5751650333404541,39890.53757516586,7219.39,3.0,0.889,0.954,3.5152997970581055,9.26195695886805,0.38,0.022,0.01,0.02
3037,CHE,1999,11.3520008625821,39890.53757516586,0.8979629874229431,4.7,0.5751650333404541,41091.6368773432,7257.6,3.0,0.889,0.954,3.5218677520751953,8.91888653246466,0.569,0.022,0.01,0.02
3038,CHE,2000,11.1598909444037,41091.6368773432,0.9183107018470764,4.7,0.5751650333404541,43251.103753602714,7295.66,3.0,0.889,0.955,3.52844762802124,10.032345418206,0.545,0.022,0.01,0.02
3039,CHE,2001,11.1637674855913,43251.103753602714,0.9283172488212584,4.6,0.5751650333404541,44398.63878146871,7331.76,3.0,0.889,0.955,3.5389482975006104,8.97063263009422,0.631,0.022,0.01,0.02
3040,CHE,2002,11.542897557961,44398.63878146871,0.9247855544090272,4.5,0.5751650333404541,44934.31674605356,7384.16,3.0,0.889,0.956,3.549480438232422,8.9557042716729,0.812,0.022,0.01,0.02
3041,CHE,2003,11.7348935607647,44934.31674605356,0.9156192541122437,4.5,0.5751650333404541,45441.59928036256,7437.94,3.0,0.889,0.963,3.5600435733795166,8.97757718629271,0.686,0.022,0.01,0.02
3042,CHE,2004,11.5149095992384,45441.59928036256,0.9193904995918274,4.4,0.5751650333404541,47263.59672625452,7487.68,3.0,0.888,0.963,3.570638418197632,9.020393896535,0.693,0.022,0.01,0.02
3043,CHE,2005,11.2482518062864,47263.59672625452,0.9338745474815368,4.3,0.5751650333404541,49273.90235938695,7532.09,3.0,0.888,0.963,3.5812647342681885,9.12616072837828,0.593,0.022,0.01,0.02
3044,CHE,2006,10.7427651651168,49273.90235938695,0.9496166110038756,4.2,0.5751650333404541,51862.96477059079,7579.11,3.0,0.888,0.963,3.5919227600097656,9.19403806543004,0.659,0.022,0.01,0.02
3045,CHE,2007,10.4244100328755,51862.96477059079,0.9619041085243224,4.1,0.5751650333404541,54509.53965985744,7646.97,3.0,0.89,0.963,3.6026124954223633,9.0656237703257,1.119,0.022,0.01,0.02
3046,CHE,2008,10.5706989010013,54509.53965985744,0.96766597032547,4,0.5751650333404541,56054.8838155727,7737.76,3.0,0.897,0.963,3.6133337020874023,9.58714189507603,1.417,0.024,0.01,0.02
3047,CHE,2009,11.3846246387676,56054.8838155727,0.9440271854400636,4,0.5751650333404541,55171.50070768471,7825.37,3.0,0.897,0.962,3.62408709526062,9.34852798673042,1.08,0.024,0.01,0.02
3048,CHE,2010,11.1836121982143,55171.50070768471,0.9765461087226868,3.9,0.5751650333404541,57219.49831206226,7884.37,3.0,0.897,0.961,3.6348724365234375,9.36400805396417,1.184,0.022,0.01,0.02
3049,CHE,2011,11.2755715577404,57219.49831206226,0.9741894602775574,3.9,0.5751650333404541,58686.0,7959.37,3.0,0.898,0.961,3.642344713211059,9.32195218828286,1.069,0.024,0.01,0.02
3050,CHE,2012,11.3149273831192,58686.0,0.9722740054130554,3.8,0.5751650333404541,58750.93843338053,8044.33,3.0,0.905,0.961,3.649832248687744,9.1690747420643,1.057,0.024,0.01,0.02
3051,CHE,2013,11.4125791729509,58750.93843338053,0.9824496507644652,3.8,0.5751650333404541,59120.06144481311,8137.37,3.0,0.905,0.962,3.6573352813720703,9.25621409876975,1.236,0.024,0.01,0.02
3052,CHE,2014,11.4816364557243,59120.06144481311,0.9909401535987854,3.8,0.5751650333404541,59775.53927219261,8237.26,3.0,0.905,0.962,3.664853811264038,9.08733951832234,1.197,0.024,0.01,0.02
3053,CHE,2015,11.5375670168373,59775.53927219261,0.9849790334701538,3.7,0.5751650333404541,60070.86539299293,8331.57,3.0,0.904,0.963,3.672387599945069,9.55617901664748,1.079,0.02,0.01,0.006
3054,CHE,2016,11.5149617444437,60070.86539299293,0.9891698360443116,3.7,0.5751650333404541,60647.64025932316,8423.05,3.0,0.903,0.963,3.67993688583374,9.40460314074152,1.105,0.02,0.01,0.006
3055,CHE,2017,11.5093914812255,60647.64025932316,1.0,3.6,0.5751650333404541,60903.22121100031,8502.01,3.0,0.907,0.966,3.687501907348633,10.0616352775918,0.767,0.022,0.01,0.012
3056,CHE,2018,11.2649207517523,60903.22121100031,1.019410252571106,3.6,0.5751650333404541,62185.47798901128,8564.88,3.0,0.907,0.967,3.695082426071167,9.69102394496102,0.711,0.022,0.01,0.012
3057,CHE,2019,11.3549037641088,62185.47798901128,1.020054578781128,3.5,0.5751650333404541,62448.5993632049,8626.19,3.0,0.906,0.967,3.7026784420013423,9.90716918660662,0.721,0.022,0.01,0.012
3058,CHE,2020,12.1264545910032,62448.5993632049,,3.5,0.5751650333404541,60521.26266021757,8689.45,3.0,0.902,0.96,,9.34487114995366,0.744,0.022,0.01,0.012
3059,CHE,2021,11.9159806875632,60521.26266021757,,3.5,0.5751650333404541,62595.3100393776,8756.22,3.0,0.896,0.962,,10.0701481850006,0.788,0.02,0.01,0.007
3060,CHE,2022,11.2347528038153,62595.3100393776,,3.5,0.5751650333404541,63323.25280180889,8833.8,3.0,0.896,0.962,,8.98993332375411,1.157,0.019,0.01,0.007
3061,CHE,2023,,,,,,,,3.0,0.887,0.962,,,,,,
3062,CHL,1950,,,,,0.496999979019165,,,1.0,0.415,0.621,,,1.871,0.117,0.194,0.163
3063,CHL,1951,,,,,0.496999979019165,,,1.0,0.415,0.621,1.8869377374649048,,1.956,0.117,0.194,0.163
3064,CHL,1952,,,,,0.496999979019165,,,1.0,0.413,0.616,1.8948345184326172,,2.009,0.109,0.154,0.163
3065,CHL,1953,,,,,0.496999979019165,,,1.0,0.421,0.621,1.9027643203735352,,2.056,0.109,0.154,0.163
3066,CHL,1954,,,0.9175328016281128,,0.496999979019165,,,1.0,0.421,0.621,1.9107273817062376,,2.082,0.109,0.154,0.163
3067,CHL,1955,,,0.9481658935546876,,0.496999979019165,,,1.0,0.421,0.621,1.918723702430725,,2.1,0.109,0.154,0.163
3068,CHL,1956,,,0.9361284375190736,,0.496999979019165,,,1.0,0.421,0.621,1.9234373569488523,,2.143,0.109,0.154,0.163
3069,CHL,1957,,,0.9908888936042786,,0.496999979019165,,,1.0,0.422,0.621,1.928162693977356,,2.131,0.101,0.154,0.134
3070,CHL,1958,,,1.0190767049789429,,0.496999979019165,,,1.0,0.454,0.631,1.9328995943069456,,2.128,0.089,0.107,0.134
3071,CHL,1959,,,0.987900972366333,,0.496999979019165,,,2.0,0.52,0.676,1.9376481771469116,,2.112,0.081,0.077,0.134
3072,CHL,1960,10.1146016895521,,1.066586136817932,124,0.496999979019165,,,2.0,0.538,0.691,1.942408323287964,..,2.101,0.069,0.029,0.134
3073,CHL,1961,10.2864269214559,,1.085148811340332,121,0.496999979019165,,,2.0,0.548,0.691,1.9600261449813845,..,2.062,0.069,0.029,0.134
3074,CHL,1962,10.8534895170964,,1.1063073873519895,117,0.496999979019165,,,2.0,0.549,0.691,1.9778037071228027,..,2.035,0.069,0.029,0.134
3075,CHL,1963,9.43679293917388,,1.1453571319580078,112.1,0.496999979019165,,,2.0,0.557,0.691,1.995742678642273,..,1.999,0.059,0.029,0.093
3076,CHL,1964,9.38332486221785,,1.1251811981201172,105.3,0.496999979019165,,,2.0,0.583,0.705,2.0138442516326904,..,1.939,0.059,0.029,0.093
3077,CHL,1965,10.5862959153536,,1.0892024040222168,96.1,0.496999979019165,,,2.0,0.586,0.705,2.0321099758148193,..,1.879,0.059,0.029,0.093
3078,CHL,1966,11.0832318362616,,1.14258873462677,86.5,0.496999979019165,,,2.0,0.586,0.707,2.050541400909424,..,1.832,0.059,0.029,0.093
3079,CHL,1967,11.0427642594757,,1.1699459552764893,78.6,0.496999979019165,,,2.0,0.586,0.709,2.0691399574279785,..,1.778,0.059,0.029,0.093
3080,CHL,1968,10.9453467271762,,1.1356933116912842,73.2,0.496999979019165,,,2.0,0.586,0.723,2.087907314300537,..,1.738,0.059,0.029,0.093
3081,CHL,1969,10.9933698714913,,1.1187838315963743,69.9,0.496999979019165,,,2.0,0.588,0.717,2.106844663619995,..,1.713,0.059,0.029,0.093
3082,CHL,1970,12.6290298385293,8187.0,1.1261732578277588,68,0.496999979019165,8195.0,9368.558,2.0,0.604,0.731,2.125953912734986,..,1.669,0.069,0.029,0.133
3083,CHL,1971,15.0914873240779,8195.0,1.1381230354309082,66.9,0.496999979019165,8773.0,9540.298,2.0,0.701,0.731,2.150601625442505,..,1.642,0.069,0.029,0.133
3084,CHL,1972,15.7830002828936,8773.0,1.072169542312622,65.9,0.496999979019165,8520.0,9717.524,2.0,0.689,0.731,2.175535202026367,15.9224229894982,1.627,0.069,0.029,0.133
3085,CHL,1973,12.8386679778726,8520.0,0.986568570137024,64.4,0.496999979019165,7911.0,9896.635,1.0,0.311,0.443,2.2007577419281006,17.0051881634313,1.603,0.119,0.186,0.181
3086,CHL,1974,15.3897098140475,7911.0,0.9823300242424012,61.1,0.496999979019165,7857.0,10076.544,0.0,0.071,0.115,2.2262725830078125,15.9688988775224,1.572,0.294,0.496,0.222
3087,CHL,1975,15.3025376505533,7857.0,0.8434967994689941,55.3,0.496999979019165,6731.0,10251.542,0.0,0.071,0.115,2.2520833015441895,20.0985522076665,1.559,0.282,0.459,0.222
3088,CHL,1976,13.7352387934816,6731.0,0.8488059043884277,48.2,0.496999979019165,6868.0,10432.214,0.0,0.071,0.115,2.278193473815918,18.0745799385956,1.541,0.282,0.459,0.222
3089,CHL,1977,14.2601959217171,6868.0,0.8997874855995178,41.5,0.496999979019165,7438.0,10599.793,0.0,0.072,0.115,2.3046061992645264,18.3521918042929,1.522,0.282,0.459,0.222
3090,CHL,1978,14.0940589903923,7438.0,0.942350685596466,35.9,0.496999979019165,7936.0,10759.823,0.0,0.072,0.115,2.331325054168701,18.2460516351824,1.493,0.282,0.459,0.222
3091,CHL,1979,14.0112111007142,7936.0,0.9787697792053224,31.5,0.496999979019165,8475.0,10922.822,0.0,0.073,0.115,2.358353853225708,17.5877044630684,1.476,0.282,0.459,0.222
3092,CHL,1980,12.2166773916254,8475.0,0.9914236664772034,28,0.496999979019165,9024.0,11093.718,0.0,0.074,0.153,2.3856959342956543,18.6925787568221,1.479,0.282,0.459,0.222
