,country,year,General government final consumption expenditure (% of GDP),gdp_pc_lag1,rtfpna,"Mortality rate, infant (per 1,000 live births)",fe_etfra,gdppc,pop,v2x_regime,v2x_polyarchy,v2x_liberal,hc,Tax revenue (% of GDP),Population growth rate - Sex: all - Age: all - Variant: estimates,v2x_corr,v2x_execorr,v2x_pubcorr
7735,GNB,2023,,,,,,,,1.0,0.43,0.439,,,,,,
7736,GNQ,1950,,,,,,,,0.0,0.019,0.068,,,1.785,0.59,0.703,0.704
7737,GNQ,1951,,,,,,,,0.0,0.019,0.068,,,1.761,0.59,0.703,0.704
7738,GNQ,1952,,,,,,,,0.0,0.019,0.068,,,1.737,0.59,0.703,0.704
7739,GNQ,1953,,,,,,,,0.0,0.019,0.068,,,1.737,0.59,0.703,0.704
7740,GNQ,1954,,,,,,,,0.0,0.019,0.068,,,1.733,0.59,0.703,0.704
7741,GNQ,1955,,,,,,,,0.0,0.02,0.068,,,1.727,0.59,0.703,0.704
7742,GNQ,1956,,,,,,,,0.0,0.02,0.068,,,1.731,0.59,0.703,0.704
7743,GNQ,1957,,,,,,,,0.0,0.02,0.068,,,1.727,0.59,0.703,0.704
7744,GNQ,1958,,,,,,,,0.0,0.02,0.068,,,1.738,0.59,0.703,0.704
7745,GNQ,1959,,,,,,,,0.0,0.034,0.082,,,1.771,0.59,0.703,0.704
7746,GNQ,1960,..,,,..,,,,0.0,0.037,0.146,,..,1.827,0.582,0.703,0.704
7747,GNQ,1961,..,,,..,,,,0.0,0.039,0.146,,..,1.91,0.582,0.703,0.704
7748,GNQ,1962,..,,,..,,,,0.0,0.039,0.146,,..,1.974,0.582,0.703,0.704
7749,GNQ,1963,..,,,..,,,,0.0,0.039,0.149,,..,2.037,0.582,0.703,0.704
7750,GNQ,1964,..,,,..,,,,0.0,0.045,0.186,,..,2.099,0.582,0.703,0.704
7751,GNQ,1965,..,,,..,,,,0.0,0.047,0.186,,..,2.167,0.582,0.703,0.704
7752,GNQ,1966,..,,,..,,,,0.0,0.047,0.186,,..,2.224,0.582,0.703,0.704
7753,GNQ,1967,..,,,..,,,,0.0,0.047,0.186,,..,2.281,0.582,0.703,0.704
7754,GNQ,1968,..,,,..,,,,1.0,0.169,0.178,,..,2.188,0.651,0.557,0.742
7755,GNQ,1969,..,,,..,,,,1.0,0.177,0.099,,..,0.112,0.727,0.709,0.742
7756,GNQ,1970,..,2015.0,,..,,1934.0,270.0,1.0,0.17,0.018,,..,-1.181,0.965,0.954,0.963
7757,GNQ,1971,..,1934.0,,..,,1989.0,274.0,1.0,0.112,0.007,,..,-1.88,0.965,0.954,0.963
7758,GNQ,1972,..,1989.0,,..,,2007.0,278.0,1.0,0.1,0.005,,..,-2.263,0.965,0.954,0.963
7759,GNQ,1973,..,2007.0,,..,,2204.0,271.0,1.0,0.069,0.018,,..,-2.438,0.965,0.954,0.963
7760,GNQ,1974,..,2204.0,,..,,2466.0,250.0,1.0,0.069,0.018,,..,-2.471,0.965,0.954,0.963
7761,GNQ,1975,..,2466.0,,..,,3080.0,213.0,1.0,0.069,0.018,,..,-2.367,0.965,0.954,0.963
7762,GNQ,1976,..,3080.0,,..,,3453.0,191.0,1.0,0.069,0.018,,..,-2.465,0.965,0.954,0.963
7763,GNQ,1977,..,3453.0,,..,,3668.0,193.0,1.0,0.069,0.018,,..,-0.569,0.965,0.954,0.963
7764,GNQ,1978,..,3668.0,,..,,3451.0,195.0,1.0,0.069,0.018,,..,0.39,0.965,0.954,0.963
7765,GNQ,1979,..,3451.0,,..,,2882.0,221.0,0.0,0.044,0.018,,..,1.984,0.965,0.954,0.963
7766,GNQ,1980,..,2882.0,,..,,2613.0,256.0,0.0,0.032,0.08,,..,4.172,0.88,0.939,0.809
7767,GNQ,1981,..,2613.0,,..,,2603.0,272.0,0.0,0.032,0.083,,..,5.665,0.88,0.939,0.809
7768,GNQ,1982,..,2603.0,,129.1,,2533.0,285.0,0.0,0.103,0.083,,..,6.444,0.88,0.939,0.809
7769,GNQ,1983,..,2533.0,,127,,2534.0,300.0,0.0,0.137,0.105,,..,6.307,0.88,0.939,0.809
7770,GNQ,1984,..,2534.0,,124.8,,2437.0,315.0,0.0,0.147,0.124,,..,5.84,0.849,0.939,0.809
7771,GNQ,1985,..,2437.0,,122.9,,2662.0,325.0,0.0,0.147,0.124,,..,5.186,0.849,0.939,0.809
7772,GNQ,1986,..,2662.0,,121.3,,2534.0,334.0,0.0,0.147,0.124,,..,4.54,0.849,0.939,0.809
7773,GNQ,1987,..,2534.0,,120.3,,2579.0,342.0,0.0,0.147,0.122,,..,4.075,0.849,0.939,0.809
7774,GNQ,1988,..,2579.0,,119.5,,2577.0,352.0,0.0,0.162,0.122,,..,3.877,0.849,0.939,0.809
7775,GNQ,1989,..,2577.0,,119,,2479.0,361.0,0.0,0.163,0.122,,..,3.781,0.849,0.939,0.809
7776,GNQ,1990,..,2479.0,,118.5,,2474.0,371.0,0.0,0.163,0.131,,..,3.724,0.849,0.939,0.809
7777,GNQ,1991,..,2474.0,,118.1,,2427.8802495120503,381.0,0.0,0.163,0.131,,..,3.703,0.849,0.939,0.809
7778,GNQ,1992,..,2427.8802495120503,,117.7,,2690.63309412509,392.0,0.0,0.163,0.127,,..,3.696,0.849,0.939,0.809
7779,GNQ,1993,..,2690.63309412509,,117.2,,2880.2040081888463,403.0,0.0,0.173,0.129,,..,3.704,0.849,0.939,0.809
7780,GNQ,1994,..,2880.2040081888463,,116.7,,3081.152504204578,414.0,0.0,0.179,0.129,,..,3.745,0.849,0.939,0.809
7781,GNQ,1995,..,3081.152504204578,,115.9,,3364.6325804428425,426.0,0.0,0.183,0.129,,..,3.79,0.849,0.939,0.809
7782,GNQ,1996,..,3364.6325804428425,,114.8,,4426.337826101144,438.0,1.0,0.184,0.129,,..,3.843,0.849,0.939,0.809
7783,GNQ,1997,..,4426.337826101144,,113.5,,8445.644996727055,451.0,1.0,0.182,0.123,,..,3.89,0.849,0.939,0.809
7784,GNQ,1998,..,8445.644996727055,,111.6,,9712.22621077315,464.0,1.0,0.182,0.123,,..,3.924,0.849,0.939,0.809
7785,GNQ,1999,..,9712.22621077315,,109.2,,11690.135158536285,478.0,1.0,0.183,0.124,,..,3.944,0.849,0.939,0.809
7786,GNQ,2000,..,11690.135158536285,,106.5,,12914.851292130696,491.0,1.0,0.187,0.126,,..,6.517,0.849,0.939,0.809
7787,GNQ,2001,..,12914.851292130696,,103.4,,21167.74135396339,506.0,1.0,0.187,0.126,,..,6.309,0.849,0.939,0.809
7788,GNQ,2002,..,21167.74135396339,,100.4,,24845.04222607092,521.0,1.0,0.187,0.128,,..,6.136,0.849,0.939,0.809
7789,GNQ,2003,..,24845.04222607092,,97.2,,27571.15904360255,536.0,1.0,0.188,0.128,,..,6.001,0.849,0.939,0.809
7790,GNQ,2004,..,27571.15904360255,,93.9,,33419.88579447368,551.0,1.0,0.186,0.128,,..,5.918,0.849,0.939,0.809
7791,GNQ,2005,2.73606492929659,33419.88579447368,,90.6,,35569.70762362731,567.0,1.0,0.182,0.13,,..,4.398,0.849,0.939,0.809
7792,GNQ,2006,7.27224843605012,35569.70762362731,,87.3,,36615.705703717555,583.0,1.0,0.183,0.131,,9.66888288644266,4.474,0.849,0.939,0.809
7793,GNQ,2007,7.65840687393555,36615.705703717555,,84.1,,41277.75565366894,600.0,1.0,0.183,0.13,,7.54668815352279,4.548,0.849,0.939,0.809
7794,GNQ,2008,6.65361692254515,41277.75565366894,,80.8,,47562.31952890182,616.0,1.0,0.181,0.129,,7.78635988913296,4.599,0.849,0.939,0.809
7795,GNQ,2009,11.1343576497984,47562.31952890182,,77.9,,47161.28473806681,633.0,1.0,0.181,0.129,,12.7630966475237,4.617,0.849,0.939,0.809
7796,GNQ,2010,11.6862333911814,47161.28473806681,,75.1,,42037.897403604875,651.0,1.0,0.18,0.117,,7.5861592239033,4.576,0.858,0.939,0.809
7797,GNQ,2011,11.7810521849986,42037.897403604875,,72.4,,43841.0,668.0,1.0,0.179,0.117,,7.01579011251936,4.115,0.858,0.939,0.809
7798,GNQ,2012,11.5818444162295,43841.0,,69.9,,46255.0,686.0,1.0,0.179,0.117,,8.7422190526891,4.036,0.858,0.939,0.809
7799,GNQ,2013,15.4580393322424,46255.0,,67.6,,43209.0,704.0,1.0,0.181,0.125,,8.51634994290945,3.958,0.858,0.939,0.809
7800,GNQ,2014,15.9663871801715,43209.0,,65.5,,41907.0,722.0,1.0,0.182,0.125,,8.29890080820683,3.854,0.858,0.939,0.809
7801,GNQ,2015,21.921512888337,41907.0,,63.4,,37822.0,741.0,1.0,0.181,0.118,,11.4567349338539,3.731,0.858,0.939,0.809
7802,GNQ,2016,25.3273260838461,37822.0,,61.3,,33206.63589743496,759.0,1.0,0.181,0.121,,6.38440698934831,3.6,0.858,0.939,0.809
7803,GNQ,2017,23.6949369917015,33206.63589743496,,59.4,,30206.871657457876,778.358,1.0,0.177,0.12,,5.9818468716613,3.465,0.858,0.939,0.809
7804,GNQ,2018,23.5278374099566,30206.871657457876,,57.7,,27353.844810174716,797.457,1.0,0.178,0.125,,6.1689089093843,3.336,0.858,0.939,0.809
7805,GNQ,2019,25.4606719871873,27353.844810174716,,56.1,,25006.34078387603,824.500940466989,1.0,0.179,0.123,,9.30194361410621,3.209,0.858,0.939,0.809
7806,GNQ,2020,28.4349315814674,25006.34078387603,,54.3,,23300.297648989497,847.3391075460809,1.0,0.178,0.119,,8.01129013446091,2.272,0.858,0.939,0.809
7807,GNQ,2021,25.4888078033074,23300.297648989497,,52.6,,22537.54059330532,867.7346132571196,1.0,0.174,0.122,,5.39509912593539,2.596,0.858,0.939,0.809
7808,GNQ,2022,22.1620665334551,22537.54059330532,,50.9,,22707.220253154966,889.2051872729415,1.0,0.174,0.114,,6.5959868257378,2.433,0.858,0.939,0.809
7809,GNQ,2023,,,,,,,,1.0,0.184,0.127,,,,,,
7810,GRC,1950,,,,,0.0586669445037841,,,1.0,0.311,0.606,,,0.806,0.409,0.369,0.26
7811,GRC,1951,,,,,0.0586669445037841,,,1.0,0.311,0.619,1.5309854745864868,,0.803,0.409,0.369,0.26
7812,GRC,1952,,,,,0.0586669445037841,,,1.0,0.314,0.649,1.5715497732162476,,0.815,0.409,0.369,0.26
7813,GRC,1953,,,,,0.0586669445037841,,,1.0,0.386,0.619,1.6131887435913086,,0.868,0.409,0.369,0.26
7814,GRC,1954,,,,,0.0586669445037841,,,1.0,0.387,0.666,1.655930995941162,,0.899,0.347,0.369,0.26
7815,GRC,1955,,,0.5994794368743896,,0.0586669445037841,,,1.0,0.386,0.687,1.699805736541748,,0.959,0.347,0.369,0.26
7816,GRC,1956,,,0.644565761089325,,0.0586669445037841,,,1.0,0.386,0.698,1.7519534826278689,,0.943,0.347,0.369,0.26
7817,GRC,1957,,,0.681670069694519,,0.0586669445037841,,,1.0,0.386,0.703,1.8032631874084473,,0.934,0.347,0.369,0.26
7818,GRC,1958,,,0.7003331780433655,,0.0586669445037841,,,1.0,0.386,0.703,1.856075406074524,,0.975,0.347,0.369,0.26
7819,GRC,1959,,,0.7131845355033875,,0.0586669445037841,,,1.0,0.386,0.703,1.9104344844818115,,1.029,0.347,0.369,0.26
7820,GRC,1960,12.4644627835671,,0.7135878801345825,38.6,0.0586669445037841,,,1.0,0.386,0.703,1.9663854837417605,..,1.052,0.347,0.369,0.26
7821,GRC,1961,11.8509885497247,,0.7912231683731079,38,0.0586669445037841,,,1.0,0.384,0.703,1.978132963180542,..,0.436,0.347,0.369,0.26
7822,GRC,1962,12.3297810989905,,0.7859712839126587,37.3,0.0586669445037841,,,1.0,0.375,0.703,1.9899506568908691,..,0.188,0.347,0.369,0.26
7823,GRC,1963,11.7579248468176,,0.8622934222221375,36.3,0.0586669445037841,,,1.0,0.378,0.705,2.0018389225006104,..,0.166,0.347,0.369,0.26
7824,GRC,1964,12.1239020582414,,0.921440601348877,35.3,0.0586669445037841,,,1.0,0.394,0.71,2.013798236846924,..,0.202,0.347,0.369,0.26
7825,GRC,1965,12.1047837901808,,0.9882326126098632,34.3,0.0586669445037841,,,1.0,0.394,0.7,2.0258288383483887,..,0.206,0.347,0.369,0.26
7826,GRC,1966,12.152929536149,,1.0236214399337769,33.5,0.0586669445037841,,,1.0,0.339,0.693,2.037931442260742,..,1.162,0.339,0.33,0.26
7827,GRC,1967,13.4936344806004,,1.0556389093399048,32.5,0.0586669445037841,,,0.0,0.116,0.322,2.0501065254211426,..,0.585,0.414,0.395,0.26
7828,GRC,1968,13.3808122478705,,1.1033556461334229,31,0.0586669445037841,,,0.0,0.074,0.238,2.06235408782959,..,0.859,0.497,0.395,0.26
7829,GRC,1969,12.9906627318451,,1.1838611364364624,29.2,0.0586669445037841,,,0.0,0.074,0.238,2.0746748447418213,..,-0.19,0.497,0.395,0.26
7830,GRC,1970,12.8146525337959,9191.0,1.2473598718643188,27.5,0.0586669445037841,9900.0,8792.806,0.0,0.074,0.238,2.087069272994995,..,0.206,0.497,0.395,0.26
7831,GRC,1971,12.6072586409101,9900.0,1.281866431236267,26.1,0.0586669445037841,10559.0,8831.036,0.0,0.074,0.238,2.1060497760772705,..,0.689,0.497,0.395,0.26
7832,GRC,1972,12.141411273646,10559.0,1.3371275663375854,25.1,0.0586669445037841,11795.0,8888.628,0.0,0.074,0.238,2.125202894210815,13.084667541896,0.725,0.497,0.395,0.26
7833,GRC,1973,11.2240256875004,11795.0,1.364976167678833,24.4,0.0586669445037841,12202.0,8929.086,0.0,0.074,0.238,2.1445302963256836,12.6597206904643,0.268,0.497,0.395,0.26
7834,GRC,1974,13.8240282341775,12202.0,1.2368134260177612,23.9,0.0586669445037841,11716.0,8962.023,1.0,0.139,0.296,2.1640334129333496,12.8146380636764,0.533,0.486,0.395,0.26
7835,GRC,1975,15.0640869438082,11716.0,1.2773098945617676,23.3,0.0586669445037841,12309.0,9046.542,2.0,0.752,0.8,2.183713912963867,12.8821094708042,1.421,0.401,0.294,0.26
7836,GRC,1976,14.7781628210921,12309.0,1.3179726600646973,22.3,0.0586669445037841,12919.0,9167.19,3.0,0.816,0.859,2.203573226928711,14.2986221674795,1.729,0.271,0.294,0.26
7837,GRC,1977,15.6504488805215,12919.0,1.3107717037200928,21.1,0.0586669445037841,13158.0,9308.479,3.0,0.829,0.886,2.2236132621765137,14.1618784901922,0.919,0.271,0.294,0.26
7838,GRC,1978,15.4386369774624,13158.0,1.3559238910675049,19.9,0.0586669445037841,13860.0,9429.959,3.0,0.83,0.886,2.24383544921875,14.4878235873885,1.391,0.271,0.294,0.26
7839,GRC,1979,15.8633017638239,13860.0,1.3458774089813232,18.6,0.0586669445037841,14193.0,9548.258,3.0,0.83,0.886,2.2642416954040527,14.0920525588091,1.485,0.271,0.294,0.26
7840,GRC,1980,15.846462547452,14193.0,1.3094371557235718,17.4,0.0586669445037841,14300.0,9642.505,3.0,0.83,0.886,2.2848334312438965,13.9654045414103,1.174,0.271,0.294,0.26
7841,GRC,1981,17.418884255884,14300.0,1.2293190956115725,16.3,0.0586669445037841,14180.0,9729.35,3.0,0.838,0.886,2.308234214782715,12.4966362809105,0.909,0.266,0.276,0.26
7842,GRC,1982,17.6487907242695,14180.0,1.195171594619751,15.2,0.0586669445037841,14153.0,9786.48,3.0,0.851,0.89,2.33187484741211,15.1455194050877,0.788,0.266,0.276,0.26
7843,GRC,1983,18.2479927989197,14153.0,1.155417799949646,14.4,0.0586669445037841,14132.0,9840.526,3.0,0.851,0.89,2.355757236480713,15.8178508235395,0.712,0.269,0.283,0.26
7844,GRC,1984,18.8104320136056,14132.0,1.160710096359253,13.7,0.0586669445037841,14453.0,9887.169,3.0,0.86,0.889,2.3798844814300537,14.1672041573083,0.642,0.269,0.283,0.26
7845,GRC,1985,19.5529541253759,14453.0,1.154011368751526,12.9,0.0586669445037841,14850.0,9923.253,3.0,0.862,0.89,2.404258728027344,14.0069320569322,0.523,0.269,0.283,0.26
7846,GRC,1986,18.5370921670405,14850.0,1.1385451555252075,12.1,0.0586669445037841,15047.0,9951.37,3.0,0.863,0.89,2.428882598876953,15.8125098602694,0.505,0.269,0.283,0.26
7847,GRC,1987,18.8843087107199,15047.0,1.0965659618377686,11.3,0.0586669445037841,14944.0,9974.49,3.0,0.865,0.89,2.453758716583252,16.586142787069,0.4,0.269,0.283,0.26
7848,GRC,1988,16.6115814041353,14944.0,1.116173505783081,10.5,0.0586669445037841,15596.0,9982.723,3.0,0.865,0.89,2.4788894653320312,15.3105815237433,0.436,0.269,0.283,0.26
7849,GRC,1989,17.6400644424058,15596.0,1.1358147859573364,9.8,0.0586669445037841,16117.0,10030.765,3.0,0.87,0.89,2.50427770614624,13.1836602159742,0.369,0.269,0.283,0.26
7850,GRC,1990,17.7296381357108,16117.0,1.1096633672714231,9.2,0.0586669445037841,15964.0,10129.603,3.0,0.882,0.89,2.529926061630249,15.3345693084335,0.421,0.269,0.283,0.26
7851,GRC,1991,16.72267030785,15964.0,1.133961200714111,8.7,0.0586669445037841,16409.689413848526,10215.35,3.0,0.882,0.89,2.5571129322052,..,0.515,0.269,0.283,0.26
7852,GRC,1992,16.1733636771943,16409.689413848526,1.1142709255218506,8.3,0.0586669445037841,16545.963766056062,10290.12,3.0,0.882,0.892,2.5765249729156494,..,0.515,0.269,0.283,0.26
7853,GRC,1993,16.8331847640658,16545.963766056062,1.0740256309509275,8,0.0586669445037841,16331.314704388997,10346.87,3.0,0.883,0.893,2.5951333045959473,..,0.502,0.269,0.283,0.26
7854,GRC,1994,16.2103603574166,16331.314704388997,1.0692744255065918,7.7,0.0586669445037841,16724.28805618853,10393.81,3.0,0.886,0.893,2.6138761043548584,..,0.523,0.269,0.283,0.26
7855,GRC,1995,18.0436516636729,16724.28805618853,1.0696650743484497,7.4,0.0586669445037841,17148.197198638813,10421.53,3.0,0.886,0.894,2.6327545642852783,18.8429151205785,0.487,0.265,0.269,0.26
7856,GRC,1996,18.0228219972902,17148.197198638813,1.0836057662963867,7.1,0.0586669445037841,17719.55738038829,10467.57,3.0,0.885,0.903,2.6517691612243652,19.075319278645,0.477,0.265,0.269,0.26
7857,GRC,1997,18.2422853905251,17719.55738038829,1.1141291856765747,6.7,0.0586669445037841,18588.295487953197,10519.36,3.0,0.885,0.903,2.670921087265014,20.1397117181124,0.509,0.265,0.269,0.26
7858,GRC,1998,18.1010217911552,18588.295487953197,1.106411695480347,6.3,0.0586669445037841,19378.709926951826,10577.83,3.0,0.885,0.903,2.690211296081543,21.2361125370926,0.488,0.253,0.228,0.26
7859,GRC,1999,18.6956372889632,19378.709926951826,1.114569067955017,5.9,0.0586669445037841,20076.559375082434,10618.42,3.0,0.885,0.903,2.7096409797668457,22.2860306923914,0.494,0.253,0.228,0.26
7860,GRC,2000,18.942080044244,20076.559375082434,1.129747986793518,5.5,0.0586669445037841,20965.331806698097,10661.93,3.0,0.884,0.904,2.72921085357666,23.309875911687,0.523,0.253,0.228,0.26
7861,GRC,2001,19.3185597563907,20965.331806698097,1.150861382484436,5.1,0.0586669445037841,21913.79768092266,10717.53,3.0,0.889,0.904,2.7497644424438477,21.6130465155138,0.596,0.253,0.228,0.26
7862,GRC,2002,19.7788964081303,21913.79768092266,1.159785509109497,4.8,0.0586669445037841,22893.95911786512,10756.86,3.0,0.889,0.904,2.770472526550293,21.8769704329815,0.272,0.253,0.228,0.26
7863,GRC,2003,19.4825367880777,22893.95911786512,1.1911356449127195,4.4,0.0586669445037841,24380.066327361783,10782.59,3.0,0.889,0.904,2.79133677482605,20.2520438018772,0.245,0.253,0.228,0.26
7864,GRC,2004,19.6428208434707,24380.066327361783,1.2161188125610352,4.1,0.0586669445037841,25780.385093078436,10809.3,3.0,0.889,0.904,2.8123581409454346,19.6220114639512,0.283,0.253,0.228,0.26
7865,GRC,2005,20.4795823716794,25780.385093078436,1.1869601011276243,3.9,0.0586669445037841,26091.52417194299,10841.06,3.0,0.889,0.904,2.8335378170013428,20.7928823703071,0.336,0.253,0.228,0.26
7866,GRC,2006,20.4905653377788,26091.52417194299,1.225239396095276,3.7,0.0586669445037841,27731.110923369015,10873.66,3.0,0.889,0.901,2.85487699508667,20.3113525444312,0.296,0.253,0.228,0.26
7867,GRC,2007,20.8256340521222,27731.110923369015,1.2356010675430298,3.5,0.0586669445037841,28822.915641555985,10901.4,3.0,0.895,0.897,2.8763766288757324,20.5440647006846,0.241,0.253,0.228,0.26
7868,GRC,2008,21.0036498022038,28822.915641555985,1.2076144218444824,3.4,0.0586669445037841,28907.92502567267,10930.37,3.0,0.902,0.897,2.898038625717163,20.4892108105139,0.322,0.257,0.247,0.26
7869,GRC,2009,23.6284806116531,28907.92502567267,1.1594867706298828,3.3,0.0586669445037841,27839.897516969475,10959.14,3.0,0.901,0.899,2.919863700866699,20.0467212280259,0.241,0.252,0.223,0.26
7870,GRC,2010,22.4102559565882,27839.897516969475,1.127703309059143,3.3,0.0586669445037841,26517.46507965097,10973.31,3.0,0.907,0.895,2.9418528079986572,20.4346791237019,0.058,0.212,0.158,0.172
7871,GRC,2011,22.0783071279586,26517.46507965097,1.0521153211593628,3.4,0.0586669445037841,24349.0,10957.08,3.0,0.906,0.897,2.962745428085327,22.4592713947757,-0.343,0.206,0.136,0.165
7872,GRC,2012,22.557839474738,24349.0,1.0129327774047852,3.4,0.0586669445037841,22746.20629506483,10897.95,3.0,0.899,0.895,2.9837865829467773,24.9543887136577,-0.751,0.211,0.153,0.165
7873,GRC,2013,20.9297924686921,22746.20629506483,1.0012716054916382,3.5,0.0586669445037841,22335.270364176395,10819.22,3.0,0.887,0.894,3.004976749420166,24.7308046940324,-0.716,0.17,0.14,0.156
7874,GRC,2014,20.7227080595732,22335.270364176395,1.014662742614746,3.6,0.0586669445037841,22591.596909369513,10747.35,3.0,0.886,0.902,3.026317596435547,25.3987231791514,-0.645,0.17,0.14,0.156
7875,GRC,2015,20.7679837462522,22591.596909369513,1.0041639804840088,3.6,0.0586669445037841,22696.20229940344,10676.84,3.0,0.877,0.887,3.047810316085815,25.3959107582621,-0.687,0.146,0.113,0.156
7876,GRC,2016,20.6180603140124,22696.20229940344,0.9989907741546632,3.6,0.0586669445037841,22679.809820485447,10632.5,3.0,0.871,0.889,3.06945538520813,27.0349616993722,-0.153,0.146,0.113,0.156
7877,GRC,2017,20.4384126534599,22679.809820485447,1.0,3.6,0.0586669445037841,22972.88961602084,10611.5,3.0,0.871,0.888,3.091254234313965,26.7428191688464,-0.255,0.149,0.126,0.156
7878,GRC,2018,19.6597104516787,22972.88961602084,1.0078133344650269,3.6,0.0586669445037841,23403.612065299098,10589.99,3.0,0.863,0.894,3.1132078170776367,27.1083919768284,-0.167,0.169,0.111,0.156
7879,GRC,2019,19.9791204523634,23403.612065299098,1.018970608711243,3.5,0.0586669445037841,23869.792849390768,10578.82,3.0,0.864,0.882,3.13531756401062,25.9324359654947,-0.061,0.178,0.103,0.146
7880,GRC,2020,22.7274940590434,23869.792849390768,,3.4,0.0586669445037841,21767.220165271887,10556.14,3.0,0.789,0.845,,24.9917156858479,-0.297,0.213,0.144,0.146
7881,GRC,2021,21.4974385558012,21767.220165271887,,3.3,0.0586669445037841,23732.20107260401,10498.74,3.0,0.763,0.826,,25.5777359596935,-1.964,0.174,0.144,0.146
7882,GRC,2022,19.9856875626536,23732.20107260401,,3.3,0.0586669445037841,25283.906880841605,10437.18,2.0,0.763,0.783,,27.6693971786038,-1.214,0.253,0.176,0.168
7883,GRC,2023,,,,,,,,2.0,0.74,0.767,,,,,,
7884,GRD,1950,,,,,,,,,,,,,0.629,,,
7885,GRD,1951,,,,,,,,,,,,,1.102,,,
7886,GRD,1952,,,,,,,,,,,,,1.447,,,
7887,GRD,1953,,,,,,,,,,,,,1.774,,,
7888,GRD,1954,,,,,,,,,,,,,2.074,,,
7889,GRD,1955,,,,,,,,,,,,,2.418,,,
7890,GRD,1956,,,,,,,,,,,,,2.699,,,
7891,GRD,1957,,,,,,,,,,,,,2.689,,,
7892,GRD,1958,,,,,,,,,,,,,2.396,,,
7893,GRD,1959,,,,,,,,,,,,,2.002,,,
7894,GRD,1960,..,,,60.9,,,,,,,,..,1.509,,,
7895,GRD,1961,..,,,57.2,,,,,,,,..,1.193,,,
7896,GRD,1962,..,,,53.3,,,,,,,,..,0.977,,,
7897,GRD,1963,..,,,49.5,,,,,,,,..,0.718,,,
7898,GRD,1964,..,,,46,,,,,,,,..,0.442,,,
7899,GRD,1965,..,,,43,,,,,,,,..,0.185,,,
7900,GRD,1966,..,,,40.5,,,,,,,,..,-0.072,,,
7901,GRD,1967,..,,,38.4,,,,,,,,..,-0.041,,,
7902,GRD,1968,..,,,36.7,,,,,,,,..,0.064,,,
7903,GRD,1969,..,,,35.4,,,,,,,,..,0.194,,,
7904,GRD,1970,..,,,34.4,,,,,,,,..,0.232,,,
7905,GRD,1971,..,,,33.7,,,,,,,,..,0.243,,,
7906,GRD,1972,..,,,33.1,,,,,,,,..,0.018,,,
7907,GRD,1973,..,,,32.5,,,,,,,,..,-0.157,,,
7908,GRD,1974,..,,,32,,,,,,,,..,-0.295,,,
7909,GRD,1975,..,,,31.6,,,,,,,,..,-0.436,,,
7910,GRD,1976,..,,,31,,,,,,,,..,-0.575,,,
7911,GRD,1977,..,,,30.4,,,,,,,,..,-0.688,,,
7912,GRD,1978,..,,,29.7,,,,,,,,..,-0.788,,,
7913,GRD,1979,..,,,28.9,,,,,,,,..,-0.911,,,
7914,GRD,1980,..,,,28,,,,,,,,..,-1.094,,,
7915,GRD,1981,..,,,27,,,,,,,,..,0.066,,,
7916,GRD,1982,..,,,25.9,,,,,,,,..,0.637,,,
7917,GRD,1983,..,,,24.9,,,,,,,,..,0.556,,,
7918,GRD,1984,..,,,23.8,,,,,,,,..,0.599,,,
7919,GRD,1985,..,,,22.8,,,,,,,,..,0.68,,,
7920,GRD,1986,..,,,21.9,,,,,,,,..,0.728,,,
7921,GRD,1987,..,,,20.9,,,,,,,,..,0.785,,,
7922,GRD,1988,..,,,20.1,,,,,,,,..,0.813,,,
7923,GRD,1989,..,,,19.2,,,,,,,,..,0.832,,,
7924,GRD,1990,..,,,18.4,,,,,,,,..,0.848,,,
7925,GRD,1991,..,,,17.7,,,,,,,,..,0.818,,,
7926,GRD,1992,..,,,17,,,,,,,,..,0.781,,,
7927,GRD,1993,..,,,16.3,,,,,,,,..,0.75,,,
7928,GRD,1994,..,,,15.7,,,,,,,,..,0.72,,,
7929,GRD,1995,..,,,15.1,,,,,,,,..,0.693,,,
7930,GRD,1996,..,,,14.6,,,,,,,,..,0.679,,,
7931,GRD,1997,..,,,14.2,,,,,,,,..,0.673,,,
7932,GRD,1998,..,,,13.9,,,,,,,,..,0.681,,,
7933,GRD,1999,..,,,13.6,,,,,,,,..,0.669,,,
7934,GRD,2000,..,,,13.3,,,,,,,,..,0.683,,,
7935,GRD,2001,..,,,13.1,,,,,,,,..,0.313,,,
7936,GRD,2002,..,,,13,,,,,,,,..,0.458,,,
7937,GRD,2003,..,,,12.9,,,,,,,,..,0.424,,,
7938,GRD,2004,..,,,12.9,,,,,,,,..,0.38,,,
7939,GRD,2005,..,,,13,,,,,,,,..,0.373,,,
7940,GRD,2006,..,,,13,,,,,,,,..,0.355,,,
7941,GRD,2007,..,,,13.2,,,,,,,,..,0.347,,,
7942,GRD,2008,..,,,13.3,,,,,,,,..,0.33,,,
7943,GRD,2009,..,,,13.6,,,,,,,,..,0.315,,,
7944,GRD,2010,..,,,13.9,,,,,,,,..,0.281,,,
7945,GRD,2011,..,,,14.2,,,,,,,,..,0.6,,,
7946,GRD,2012,..,,,14.6,,,,,,,,..,0.638,,,
7947,GRD,2013,..,,,15,,,,,,,,..,0.622,,,
7948,GRD,2014,..,,,15.4,,,,,,,,..,0.511,,,
