,indicator,year,Gross capital formation (% of GDP),country
497,Gross capital formation (% of GDP),1971,,Europe & Central Asia (IDA & IBRD countries)
498,Gross capital formation (% of GDP),1971,18.0708180707041,TGO
499,Gross capital formation (% of GDP),1971,24.2086048754609,THA
500,Gross capital formation (% of GDP),1971,,TJK
501,Gross capital formation (% of GDP),1971,,TKM
502,Gross capital formation (% of GDP),1971,22.0021197476725,Latin America & the Caribbean (IDA & IBRD countries)
503,Gross capital formation (% of GDP),1971,,TLS
504,Gross capital formation (% of GDP),1971,20.5021006844685,AFG
505,Gross capital formation (% of GDP),1971,,TON
506,Gross capital formation (% of GDP),1971,18.18986545111,South Asia (IDA & IBRD)
507,Gross capital formation (% of GDP),1971,,Sub-Saharan Africa (IDA & IBRD countries)
508,Gross capital formation (% of GDP),1971,,TTO
509,Gross capital formation (% of GDP),1971,21.5161143894689,TUN
510,Gross capital formation (% of GDP),1971,13.7319587628866,TUR
511,Gross capital formation (% of GDP),1971,,TUV
512,Gross capital formation (% of GDP),1971,,TZA
513,Gross capital formation (% of GDP),1971,16.1019460634199,UGA
514,Gross capital formation (% of GDP),1971,,UKR
515,Gross capital formation (% of GDP),1971,25.3867559367354,Upper middle income
516,Gross capital formation (% of GDP),1971,17.7391554151106,URY
517,Gross capital formation (% of GDP),1971,21.9199038502812,USA
518,Gross capital formation (% of GDP),1971,,UZB
519,Gross capital formation (% of GDP),1971,,VCT
520,Gross capital formation (% of GDP),1971,36.2410528342171,VEN
521,Gross capital formation (% of GDP),1971,,VGB
522,Gross capital formation (% of GDP),1971,,VIR
523,Gross capital formation (% of GDP),1971,,VNM
524,Gross capital formation (% of GDP),1971,,VUT
525,Gross capital formation (% of GDP),1971,26.0549282087328,World
526,Gross capital formation (% of GDP),1971,,WSM
527,Gross capital formation (% of GDP),1971,,XKX
528,Gross capital formation (% of GDP),1971,,YEM
529,Gross capital formation (% of GDP),1971,27.4128045867176,ZAF
530,Gross capital formation (% of GDP),1971,,ZMB
531,Gross capital formation (% of GDP),1971,20.1710888195953,ZWE
532,Gross capital formation (% of GDP),1972,,ABW
533,Gross capital formation (% of GDP),1972,,Africa Eastern and Southern
534,Gross capital formation (% of GDP),1972,,AFG
535,Gross capital formation (% of GDP),1972,,Africa Western and Central
536,Gross capital formation (% of GDP),1972,,AGO
537,Gross capital formation (% of GDP),1972,,ALB
538,Gross capital formation (% of GDP),1972,,AND
539,Gross capital formation (% of GDP),1972,18.2364428747786,Arab World
540,Gross capital formation (% of GDP),1972,,ARE
541,Gross capital formation (% of GDP),1972,23.8915446190398,ARG
542,Gross capital formation (% of GDP),1972,,ARM
543,Gross capital formation (% of GDP),1972,,ASM
544,Gross capital formation (% of GDP),1972,,ATG
545,Gross capital formation (% of GDP),1972,30.4256083325851,AUS
546,Gross capital formation (% of GDP),1972,32.4057741283835,AUT
547,Gross capital formation (% of GDP),1972,,AZE
548,Gross capital formation (% of GDP),1972,3.18169610194764,BDI
549,Gross capital formation (% of GDP),1972,26.5595358095269,BEL
550,Gross capital formation (% of GDP),1972,13.3636368845738,BEN
551,Gross capital formation (% of GDP),1972,17.2774944490496,BFA
552,Gross capital formation (% of GDP),1972,4.69769640474618,BGD
553,Gross capital formation (% of GDP),1972,,BGR
554,Gross capital formation (% of GDP),1972,,BHR
555,Gross capital formation (% of GDP),1972,,BHS
556,Gross capital formation (% of GDP),1972,,BIH
557,Gross capital formation (% of GDP),1972,,BLR
558,Gross capital formation (% of GDP),1972,,BLZ
559,Gross capital formation (% of GDP),1972,,BMU
560,Gross capital formation (% of GDP),1972,20.1375598086124,BOL
561,Gross capital formation (% of GDP),1972,21.2085471898153,BRA
562,Gross capital formation (% of GDP),1972,,BRB
563,Gross capital formation (% of GDP),1972,,BRN
564,Gross capital formation (% of GDP),1972,,BTN
565,Gross capital formation (% of GDP),1972,50.9441384736428,BWA
566,Gross capital formation (% of GDP),1972,18.4335091758965,CAF
567,Gross capital formation (% of GDP),1972,23.1263301089843,CAN
568,Gross capital formation (% of GDP),1972,,Central Europe and the Baltics
569,Gross capital formation (% of GDP),1972,39.9143012915757,CHE
570,Gross capital formation (% of GDP),1972,,Channel Islands
571,Gross capital formation (% of GDP),1972,12.5705941240395,CHL
572,Gross capital formation (% of GDP),1972,31.1982006102093,CHN
573,Gross capital formation (% of GDP),1972,20.8753481714801,CIV
574,Gross capital formation (% of GDP),1972,18.2467810765236,CMR
575,Gross capital formation (% of GDP),1972,,COD
576,Gross capital formation (% of GDP),1972,29.0821303381643,COG
577,Gross capital formation (% of GDP),1972,18.1268260782432,COL
578,Gross capital formation (% of GDP),1972,,COM
579,Gross capital formation (% of GDP),1972,,CPV
580,Gross capital formation (% of GDP),1972,22.0270697923513,CRI
581,Gross capital formation (% of GDP),1972,,Caribbean small states
582,Gross capital formation (% of GDP),1972,25.9345463731111,CUB
583,Gross capital formation (% of GDP),1972,,CUW
584,Gross capital formation (% of GDP),1972,,CYM
585,Gross capital formation (% of GDP),1972,,CYP
586,Gross capital formation (% of GDP),1972,,CZE
587,Gross capital formation (% of GDP),1972,31.1280852111878,DEU
588,Gross capital formation (% of GDP),1972,,DJI
589,Gross capital formation (% of GDP),1972,,DMA
590,Gross capital formation (% of GDP),1972,26.7081032129474,DNK
591,Gross capital formation (% of GDP),1972,19.7081614169266,DOM
592,Gross capital formation (% of GDP),1972,34.3024894195121,DZA
593,Gross capital formation (% of GDP),1972,30.0195502151189,East Asia & Pacific (
594,Gross capital formation (% of GDP),1972,21.8322366109221,Early-demographic dividend
595,Gross capital formation (% of GDP),1972,34.5866682317513,East Asia & Pacific
596,Gross capital formation (% of GDP),1972,,Europe & Central Asia (
597,Gross capital formation (% of GDP),1972,28.0785422586164,Europe & Central Asia
598,Gross capital formation (% of GDP),1972,19.1502797962606,ECU
599,Gross capital formation (% of GDP),1972,11.2535097717606,EGY
600,Gross capital formation (% of GDP),1972,28.3370066807688,Euro area
601,Gross capital formation (% of GDP),1972,,ERI
602,Gross capital formation (% of GDP),1972,27.3126692246546,ESP
603,Gross capital formation (% of GDP),1972,,EST
604,Gross capital formation (% of GDP),1972,,ETH
605,Gross capital formation (% of GDP),1972,28.3952066940603,European Union
606,Gross capital formation (% of GDP),1972,,Fragile and conflict affected situations
607,Gross capital formation (% of GDP),1972,29.4133687529503,FIN
608,Gross capital formation (% of GDP),1972,,FJI
609,Gross capital formation (% of GDP),1972,28.1910937956303,FRA
610,Gross capital formation (% of GDP),1972,,FRO
611,Gross capital formation (% of GDP),1972,,FSM
612,Gross capital formation (% of GDP),1972,48.110599078341,GAB
613,Gross capital formation (% of GDP),1972,23.2018073882505,GBR
614,Gross capital formation (% of GDP),1972,,GEO
615,Gross capital formation (% of GDP),1972,7.10479573712256,GHA
616,Gross capital formation (% of GDP),1972,,GIB
617,Gross capital formation (% of GDP),1972,,GIN
618,Gross capital formation (% of GDP),1972,7.22660472972973,GMB
619,Gross capital formation (% of GDP),1972,22.7521253803918,GNB
620,Gross capital formation (% of GDP),1972,,GNQ
621,Gross capital formation (% of GDP),1972,38.531098277573,GRC
622,Gross capital formation (% of GDP),1972,,GRD
623,Gross capital formation (% of GDP),1972,,GRL
624,Gross capital formation (% of GDP),1972,12.125826869081,GTM
625,Gross capital formation (% of GDP),1972,,GUM
626,Gross capital formation (% of GDP),1972,19.8398131153012,GUY
627,Gross capital formation (% of GDP),1972,26.7455369438736,High income
628,Gross capital formation (% of GDP),1972,23.4191165057585,HKG
629,Gross capital formation (% of GDP),1972,15.9402251519443,HND
630,Gross capital formation (% of GDP),1972,,Heavily indebted poor countries (HIPC)
631,Gross capital formation (% of GDP),1972,,HRV
632,Gross capital formation (% of GDP),1972,,HTI
633,Gross capital formation (% of GDP),1972,,HUN
634,Gross capital formation (% of GDP),1972,24.1557092933928,IBRD only
635,Gross capital formation (% of GDP),1972,22.9239910481729,IDA & IBRD total
636,Gross capital formation (% of GDP),1972,,IDA total
637,Gross capital formation (% of GDP),1972,,IDA blend
638,Gross capital formation (% of GDP),1972,18.7773882559159,IDN
639,Gross capital formation (% of GDP),1972,,IDA only
640,Gross capital formation (% of GDP),1972,,IMN
641,Gross capital formation (% of GDP),1972,19.5484319396904,IND
642,Gross capital formation (% of GDP),1972,,Not classified
643,Gross capital formation (% of GDP),1972,24.5850847824882,IRL
644,Gross capital formation (% of GDP),1972,40.1056276746668,IRN
645,Gross capital formation (% of GDP),1972,19.9561883899233,IRQ
646,Gross capital formation (% of GDP),1972,31.6968412189287,ISL
647,Gross capital formation (% of GDP),1972,35.7005091724869,ISR
648,Gross capital formation (% of GDP),1972,23.5488139464692,ITA
649,Gross capital formation (% of GDP),1972,27.3365297755542,JAM
650,Gross capital formation (% of GDP),1972,,JOR
651,Gross capital formation (% of GDP),1972,38.772457794032,JPN
652,Gross capital formation (% of GDP),1972,,KAZ
653,Gross capital formation (% of GDP),1972,22.3173000265745,KEN
654,Gross capital formation (% of GDP),1972,,KGZ
655,Gross capital formation (% of GDP),1972,,KHM
656,Gross capital formation (% of GDP),1972,,KIR
657,Gross capital formation (% of GDP),1972,,KNA
658,Gross capital formation (% of GDP),1972,21.4799540736228,KOR
659,Gross capital formation (% of GDP),1972,9.30327868852459,KWT
660,Gross capital formation (% of GDP),1972,21.0996181629537,Latin America & Caribbean (
661,Gross capital formation (% of GDP),1972,,LAO
662,Gross capital formation (% of GDP),1972,,LBN
663,Gross capital formation (% of GDP),1972,,LBR
664,Gross capital formation (% of GDP),1972,,LBY
665,Gross capital formation (% of GDP),1972,,LCA
666,Gross capital formation (% of GDP),1972,21.986165750841,Latin America & Caribbean
667,Gross capital formation (% of GDP),1972,,Least developed countries: UN classification
668,Gross capital formation (% of GDP),1972,,Low income
669,Gross capital formation (% of GDP),1972,,LIE
670,Gross capital formation (% of GDP),1972,17.301764281498,LKA
671,Gross capital formation (% of GDP),1972,18.6930669115239,Lower middle income
672,Gross capital formation (% of GDP),1972,22.296367751781,Low & middle income
673,Gross capital formation (% of GDP),1972,11.2540192926045,LSO
674,Gross capital formation (% of GDP),1972,25.9158058165315,Late-demographic dividend
675,Gross capital formation (% of GDP),1972,,LTU
676,Gross capital formation (% of GDP),1972,24.2877150301069,LUX
677,Gross capital formation (% of GDP),1972,,LVA
678,Gross capital formation (% of GDP),1972,,MAC
679,Gross capital formation (% of GDP),1972,,MAF
680,Gross capital formation (% of GDP),1972,15.2795031055901,MAR
681,Gross capital formation (% of GDP),1972,,MCO
682,Gross capital formation (% of GDP),1972,,MDA
683,Gross capital formation (% of GDP),1972,8.81975924121034,MDG
684,Gross capital formation (% of GDP),1972,,MDV
685,Gross capital formation (% of GDP),1972,25.0845569847788,AFG
686,Gross capital formation (% of GDP),1972,20.3132389380531,MEX
687,Gross capital formation (% of GDP),1972,,MHL
688,Gross capital formation (% of GDP),1972,22.8794200714439,Middle income
689,Gross capital formation (% of GDP),1972,,MKD
690,Gross capital formation (% of GDP),1972,17.0861291683679,MLI
691,Gross capital formation (% of GDP),1972,22.8899154445025,MLT
692,Gross capital formation (% of GDP),1972,,MMR
693,Gross capital formation (% of GDP),1972,22.4031392934435,AFG
694,Gross capital formation (% of GDP),1972,,MNE
695,Gross capital formation (% of GDP),1972,,MNG
696,Gross capital formation (% of GDP),1972,,MNP
697,Gross capital formation (% of GDP),1972,,MOZ
698,Gross capital formation (% of GDP),1972,15.416689285216,MRT
699,Gross capital formation (% of GDP),1972,,MUS
700,Gross capital formation (% of GDP),1972,,MWI
701,Gross capital formation (% of GDP),1972,21.5260196905767,MYS
702,Gross capital formation (% of GDP),1972,22.6274703216839,North America
703,Gross capital formation (% of GDP),1972,,NAM
704,Gross capital formation (% of GDP),1972,,NCL
705,Gross capital formation (% of GDP),1972,11.0692783266415,NER
706,Gross capital formation (% of GDP),1972,,NGA
707,Gross capital formation (% of GDP),1972,12.8480828408694,NIC
708,Gross capital formation (% of GDP),1972,25.3681273293329,NLD
709,Gross capital formation (% of GDP),1972,31.1519560693237,NOR
710,Gross capital formation (% of GDP),1972,7.32953969217708,NPL
711,Gross capital formation (% of GDP),1972,,NRU
712,Gross capital formation (% of GDP),1972,23.9075203252033,NZL
713,Gross capital formation (% of GDP),1972,26.4553052298596,OECD members
714,Gross capital formation (% of GDP),1972,29.8295454545455,OMN
715,Gross capital formation (% of GDP),1972,,Other small states
716,Gross capital formation (% of GDP),1972,14.0160591151025,PAK
717,Gross capital formation (% of GDP),1972,39.3582583413275,PAN
718,Gross capital formation (% of GDP),1972,16.7925884871679,PER
719,Gross capital formation (% of GDP),1972,,PHL
720,Gross capital formation (% of GDP),1972,,PLW
721,Gross capital formation (% of GDP),1972,27.8343443735927,PNG
722,Gross capital formation (% of GDP),1972,,POL
723,Gross capital formation (% of GDP),1972,,Pre-demographic dividend
724,Gross capital formation (% of GDP),1972,29.9767732149347,PRI
725,Gross capital formation (% of GDP),1972,,PRK
726,Gross capital formation (% of GDP),1972,28.7381847658257,PRT
727,Gross capital formation (% of GDP),1972,15.0569149320426,PRY
728,Gross capital formation (% of GDP),1972,,PSE
729,Gross capital formation (% of GDP),1972,,Pacific island small states
730,Gross capital formation (% of GDP),1972,26.6241688770991,Post-demographic dividend
731,Gross capital formation (% of GDP),1972,,PYF
732,Gross capital formation (% of GDP),1972,,QAT
733,Gross capital formation (% of GDP),1972,,ROU
734,Gross capital formation (% of GDP),1972,,RUS
735,Gross capital formation (% of GDP),1972,9.5594712620078,RWA
736,Gross capital formation (% of GDP),1972,18.5706407135426,South Asia
737,Gross capital formation (% of GDP),1972,20.1592770121829,SAU
738,Gross capital formation (% of GDP),1972,,SDN
739,Gross capital formation (% of GDP),1972,10.3356143344955,SEN
740,Gross capital formation (% of GDP),1972,40.8645796947834,SGP
741,Gross capital formation (% of GDP),1972,,SLB
742,Gross capital formation (% of GDP),1972,,SLE
743,Gross capital formation (% of GDP),1972,14.1645301174311,SLV
744,Gross capital formation (% of GDP),1972,,SMR
745,Gross capital formation (% of GDP),1972,12.6348040219783,SOM
746,Gross capital formation (% of GDP),1972,,SRB
747,Gross capital formation (% of GDP),1972,,Sub-Saharan Africa (
748,Gross capital formation (% of GDP),1972,,SSD
749,Gross capital formation (% of GDP),1972,,Sub-Saharan Africa
750,Gross capital formation (% of GDP),1972,,Small states
751,Gross capital formation (% of GDP),1972,,STP
752,Gross capital formation (% of GDP),1972,,SUR
753,Gross capital formation (% of GDP),1972,,SVK
754,Gross capital formation (% of GDP),1972,,SVN
755,Gross capital formation (% of GDP),1972,28.7881554285659,SWE
