,year,Tax revenue (% of GDP),country
3999,1978,..,ASM
4000,1978,..,AND
4001,1978,..,AGO
4002,1978,..,ATG
4003,1978,..,ARG
4004,1978,..,ARM
4005,1978,..,ABW
4006,1978,20.4056768101733,AUS
4007,1978,18.8513880825742,AUT
4008,1978,..,AZE
4009,1978,..,BHS
4010,1978,..,BHR
4011,1978,..,BGD
4012,1978,..,BRB
4013,1978,..,BLR
4014,1978,..,BEL
4015,1978,..,BLZ
4016,1978,12.26007922036,BEN
4017,1978,..,BMU
4018,1978,..,BTN
4019,1978,..,BOL
4020,1978,..,BIH
4021,1978,..,BWA
4022,1978,..,BRA
4023,1978,..,VGB
4024,1978,..,BRN
4025,1978,..,BGR
4026,1978,..,BFA
4027,1978,..,BDI
4028,1978,..,CPV
4029,1978,..,KHM
4030,1978,..,CMR
4031,1978,..,CAN
4032,1978,..,CYM
4033,1978,..,CAF
4034,1978,..,TCD
4035,1978,..,Channel Islands
4036,1978,18.2460516351824,CHL
4037,1978,..,CHN
4038,1978,..,COL
4039,1978,..,COM
4040,1978,..,COD
4041,1978,..,COG
4042,1978,12.6515622799897,CRI
4043,1978,..,CIV
4044,1978,..,HRV
4045,1978,..,CUB
4046,1978,..,CUW
4047,1978,13.5794674015489,CYP
4048,1978,..,CZE
4049,1978,28.1555652564996,DNK
4050,1978,..,DJI
4051,1978,..,DMA
4052,1978,11.3509631632308,DOM
4053,1978,..,ECU
4054,1978,23.0710966447624,EGY
4055,1978,..,SLV
4056,1978,..,GNQ
4057,1978,..,ERI
4058,1978,..,EST
4059,1978,..,SWZ
4060,1978,..,ETH
4061,1978,..,FRO
4062,1978,..,FJI
4063,1978,22.4166806084128,FIN
4064,1978,18.438578314968,FRA
4065,1978,..,PYF
4066,1978,..,GAB
4067,1978,..,GMB
4068,1978,..,GEO
4069,1978,10.4549552861147,DEU
4070,1978,..,GHA
4071,1978,..,GIB
4072,1978,14.4878235873885,GRC
4073,1978,..,GRL
4074,1978,..,GRD
4075,1978,..,GUM
4076,1978,..,GTM
4077,1978,..,GIN
4078,1978,..,GNB
4079,1978,..,GUY
4080,1978,..,HTI
4081,1978,7.90057711513867,HND
4082,1978,..,HKG
4083,1978,..,HUN
4084,1978,21.1488951530527,ISL
4085,1978,9.30227453027132,IND
4086,1978,17.8932559570914,IDN
4087,1978,8.87085856943341,IRN
4088,1978,..,IRQ
4089,1978,22.1093717583247,IRL
4090,1978,..,IMN
4091,1978,31.5696554914307,ISR
4092,1978,15.5860591681051,ITA
4093,1978,..,JAM
4094,1978,..,JPN
4095,1978,..,JOR
4096,1978,..,KAZ
4097,1978,..,KEN
4098,1978,..,KIR
4099,1978,..,PRK
4100,1978,14.5540559343259,KOR
4101,1978,..,XKX
4102,1978,7.59796449593134,KWT
4103,1978,..,KGZ
4104,1978,..,LAO
4105,1978,..,LVA
4106,1978,..,LBN
4107,1978,..,LSO
4108,1978,..,LBR
4109,1978,..,LBY
4110,1978,..,LIE
4111,1978,..,LTU
4112,1978,23.6738678197696,LUX
4113,1978,..,MAC
4114,1978,..,MDG
4115,1978,..,MWI
4116,1978,..,MYS
4117,1978,..,MDV
4118,1978,..,MLI
4119,1978,19.1585531758364,MLT
4120,1978,..,MHL
4121,1978,..,MRT
4122,1978,17.4937681927493,MUS
4123,1978,10.7402652973898,MEX
4124,1978,..,FSM
4125,1978,..,MDA
4126,1978,..,MCO
4127,1978,..,MNG
4128,1978,..,MNE
4129,1978,..,MAR
4130,1978,..,MOZ
4131,1978,10.0094338048831,MMR
4132,1978,..,NAM
4133,1978,..,NRU
4134,1978,..,NPL
4135,1978,23.155638977222,NLD
4136,1978,..,NCL
4137,1978,28.2120699379583,NZL
4138,1978,..,NIC
4139,1978,9.49659853127037,NER
4140,1978,..,NGA
4141,1978,..,MKD
4142,1978,..,MNP
4143,1978,21.8195311763235,NOR
4144,1978,..,OMN
4145,1978,..,PAK
4146,1978,..,PLW
4147,1978,..,PAN
4148,1978,..,PNG
4149,1978,..,PRY
4150,1978,12.4930216048552,PER
4151,1978,..,PHL
4152,1978,..,POL
4153,1978,13.4569738287582,PRT
4154,1978,..,PRI
4155,1978,..,QAT
4156,1978,..,ROU
4157,1978,..,RUS
4158,1978,9.71992482034203,RWA
4159,1978,..,WSM
4160,1978,..,SMR
4161,1978,..,STP
4162,1978,..,SAU
4163,1978,..,SEN
4164,1978,..,SRB
4165,1978,..,SYC
4166,1978,..,SLE
4167,1978,15.9346472237067,SGP
4168,1978,..,SXM
4169,1978,..,SVK
4170,1978,..,SVN
4171,1978,..,SLB
4172,1978,..,SOM
4173,1978,17.3411177466797,ZAF
4174,1978,..,SSD
4175,1978,9.50628595310636,ESP
4176,1978,..,LKA
4177,1978,..,KNA
4178,1978,..,LCA
4179,1978,..,MAF
4180,1978,..,VCT
4181,1978,..,SDN
4182,1978,..,SUR
4183,1978,18.3386953008863,SWE
4184,1978,7.55642504355539,CHE
4185,1978,..,SYR
4186,1978,..,TJK
4187,1978,..,TZA
4188,1978,11.6614089766394,THA
4189,1978,..,TLS
4190,1978,..,TGO
4191,1978,..,TON
4192,1978,28.7498820266487,TTO
4193,1978,22.617657715689,TUN
4194,1978,16.5117896200771,TUR
4195,1978,..,TKM
4196,1978,..,TCA
4197,1978,..,TUV
4198,1978,..,UGA
4199,1978,..,UKR
4200,1978,..,ARE
4201,1978,22.1542220674458,GBR
4202,1978,11.5423590501612,USA
4203,1978,16.0230726836872,URY
4204,1978,..,UZB
4205,1978,..,VUT
4206,1978,..,VEN
4207,1978,..,VNM
4208,1978,..,VIR
4209,1978,..,PSE
4210,1978,..,YEM
4211,1978,..,ZMB
4212,1978,..,ZWE
4216,1978,,Data from database: World Development Indicators
4217,1978,,Last Updated: 10/07/2025
4218,1979,..,AFG
4219,1979,..,ALB
4220,1979,..,DZA
4221,1979,..,ASM
4222,1979,..,AND
4223,1979,..,AGO
4224,1979,..,ATG
4225,1979,..,ARG
4226,1979,..,ARM
4227,1979,..,ABW
4228,1979,19.7696058204845,AUS
4229,1979,18.6230604142437,AUT
4230,1979,..,AZE
4231,1979,..,BHS
4232,1979,..,BHR
4233,1979,..,BGD
4234,1979,..,BRB
4235,1979,..,BLR
4236,1979,..,BEL
4237,1979,..,BLZ
4238,1979,10.7891425473787,BEN
4239,1979,..,BMU
4240,1979,..,BTN
4241,1979,..,BOL
4242,1979,..,BIH
4243,1979,..,BWA
4244,1979,..,BRA
4245,1979,..,VGB
4246,1979,..,BRN
4247,1979,..,BGR
4248,1979,..,BFA
4249,1979,..,BDI
4250,1979,..,CPV
4251,1979,..,KHM
4252,1979,..,CMR
4253,1979,..,CAN
4254,1979,..,CYM
4255,1979,..,CAF
4256,1979,..,TCD
4257,1979,..,Channel Islands
4258,1979,17.5877044630684,CHL
4259,1979,..,CHN
4260,1979,..,COL
4261,1979,..,COM
4262,1979,..,COD
4263,1979,..,COG
4264,1979,11.883970601474,CRI
4265,1979,..,CIV
4266,1979,..,HRV
4267,1979,..,CUB
4268,1979,..,CUW
4269,1979,14.1997457898254,CYP
4270,1979,..,CZE
4271,1979,28.5925495239975,DNK
4272,1979,..,DJI
4273,1979,..,DMA
4274,1979,11.0314977813341,DOM
4275,1979,..,ECU
4276,1979,21.285197869102,EGY
4277,1979,..,SLV
4278,1979,..,GNQ
4279,1979,..,ERI
4280,1979,..,EST
4281,1979,..,SWZ
4282,1979,..,ETH
4283,1979,..,FRO
4284,1979,..,FJI
4285,1979,21.1858770392257,FIN
4286,1979,19.0092416851206,FRA
4287,1979,..,PYF
4288,1979,..,GAB
4289,1979,..,GMB
4290,1979,..,GEO
4291,1979,10.3419883863164,DEU
4292,1979,..,GHA
4293,1979,..,GIB
4294,1979,14.0920525588091,GRC
4295,1979,..,GRL
4296,1979,..,GRD
4297,1979,..,GUM
4298,1979,..,GTM
4299,1979,..,GIN
4300,1979,..,GNB
4301,1979,..,GUY
4302,1979,..,HTI
4303,1979,8.13705009680964,HND
4304,1979,..,HKG
4305,1979,..,HUN
4306,1979,21.897958218155,ISL
4307,1979,9.68904892316569,IND
4308,1979,20.2838996546491,IDN
4309,1979,5.99337474220936,IRN
4310,1979,..,IRQ
4311,1979,21.9642399897563,IRL
4312,1979,..,IMN
4313,1979,35.9137239940502,ISR
4314,1979,15.7435641128121,ITA
4315,1979,..,JAM
4316,1979,..,JPN
4317,1979,..,JOR
4318,1979,..,KAZ
4319,1979,..,KEN
4320,1979,..,KIR
4321,1979,..,PRK
4322,1979,14.7458668057514,KOR
4323,1979,..,XKX
4324,1979,2.17842633347251,KWT
4325,1979,..,KGZ
4326,1979,..,LAO
4327,1979,..,LVA
4328,1979,..,LBN
4329,1979,..,LSO
4330,1979,..,LBR
4331,1979,..,LBY
4332,1979,..,LIE
4333,1979,..,LTU
4334,1979,21.882178756466,LUX
4335,1979,..,MAC
4336,1979,..,MDG
4337,1979,..,MWI
4338,1979,..,MYS
4339,1979,2.49532127261385,MDV
4340,1979,..,MLI
4341,1979,..,MLT
4342,1979,..,MHL
4343,1979,..,MRT
4344,1979,16.2820848639983,MUS
4345,1979,11.3428943937419,MEX
4346,1979,..,FSM
4347,1979,..,MDA
4348,1979,..,MCO
4349,1979,..,MNG
4350,1979,..,MNE
4351,1979,..,MAR
4352,1979,..,MOZ
4353,1979,10.2114167420344,MMR
4354,1979,..,NAM
4355,1979,..,NRU
4356,1979,..,NPL
4357,1979,23.0860471816569,NLD
4358,1979,..,NCL
4359,1979,29.1553923463471,NZL
4360,1979,..,NIC
4361,1979,10.9097835281136,NER
4362,1979,..,NGA
4363,1979,..,MKD
4364,1979,..,MNP
4365,1979,22.2386989114235,NOR
4366,1979,..,OMN
4367,1979,..,PAK
4368,1979,..,PLW
4369,1979,..,PAN
4370,1979,..,PNG
4371,1979,..,PRY
4372,1979,13.8068828547123,PER
4373,1979,..,PHL
4374,1979,..,POL
4375,1979,13.7676883482653,PRT
4376,1979,..,PRI
4377,1979,..,QAT
4378,1979,..,ROU
4379,1979,..,RUS
4380,1979,11.7021939827298,RWA
4381,1979,..,WSM
4382,1979,..,SMR
4383,1979,..,STP
4384,1979,..,SAU
4385,1979,..,SEN
4386,1979,..,SRB
4387,1979,..,SYC
4388,1979,..,SLE
4389,1979,16.0397706847293,SGP
4390,1979,..,SXM
4391,1979,..,SVK
4392,1979,..,SVN
4393,1979,..,SLB
4394,1979,..,SOM
4395,1979,17.6488319517709,ZAF
4396,1979,..,SSD
4397,1979,9.67707069138485,ESP
4398,1979,..,LKA
4399,1979,..,KNA
4400,1979,..,LCA
4401,1979,..,MAF
4402,1979,..,VCT
4403,1979,..,SDN
4404,1979,..,SUR
4405,1979,16.8285641812245,SWE
4406,1979,7.12646196832764,CHE
4407,1979,..,SYR
4408,1979,..,TJK
4409,1979,..,TZA
4410,1979,12.3741280520453,THA
4411,1979,..,TLS
4412,1979,..,TGO
4413,1979,..,TON
4414,1979,29.1821328394696,TTO
4415,1979,21.7967145790554,TUN
4416,1979,14.5927072459595,TUR
4417,1979,..,TKM
4418,1979,..,TCA
4419,1979,..,TUV
4420,1979,..,UGA
4421,1979,..,UKR
4422,1979,..,ARE
4423,1979,21.9037787093631,GBR
4424,1979,12.0038076635128,USA
4425,1979,14.4470007195075,URY
4426,1979,..,UZB
4427,1979,..,VUT
4428,1979,..,VEN
4429,1979,..,VNM
4430,1979,..,VIR
4431,1979,..,PSE
4432,1979,..,YEM
4433,1979,..,ZMB
4434,1979,..,ZWE
4438,1979,,Data from database: World Development Indicators
4439,1979,,Last Updated: 10/07/2025
4440,1980,..,AFG
4441,1980,..,ALB
4442,1980,..,DZA
4443,1980,..,ASM
4444,1980,..,AND
4445,1980,..,AGO
4446,1980,..,ATG
4447,1980,..,ARG
4448,1980,..,ARM
4449,1980,..,ABW
4450,1980,20.4124385279391,AUS
4451,1980,18.6510584687095,AUT
4452,1980,..,AZE
4453,1980,..,BHS
4454,1980,..,BHR
4455,1980,..,BGD
4456,1980,..,BRB
4457,1980,..,BLR
4458,1980,..,BEL
4459,1980,..,BLZ
4460,1980,..,BEN
4461,1980,..,BMU
4462,1980,..,BTN
4463,1980,..,BOL
4464,1980,..,BIH
4465,1980,..,BWA
4466,1980,..,BRA
4467,1980,..,VGB
4468,1980,..,BRN
4469,1980,..,BGR
4470,1980,..,BFA
4471,1980,..,BDI
4472,1980,..,CPV
4473,1980,..,KHM
4474,1980,..,CMR
4475,1980,..,CAN
4476,1980,..,CYM
4477,1980,..,CAF
4478,1980,..,TCD
4479,1980,..,Channel Islands
4480,1980,18.6925787568221,CHL
4481,1980,..,CHN
4482,1980,..,COL
4483,1980,..,COM
4484,1980,..,COD
4485,1980,..,COG
4486,1980,11.6168139669017,CRI
4487,1980,..,CIV
4488,1980,..,HRV
4489,1980,..,CUB
4490,1980,..,CUW
4491,1980,14.7875835738943,CYP
4492,1980,..,CZE
4493,1980,28.6532702152372,DNK
4494,1980,..,DJI
4495,1980,..,DMA
4496,1980,10.3071894458166,DOM
4497,1980,..,ECU
4498,1980,..,EGY
4499,1980,..,SLV
4500,1980,..,GNQ
4501,1980,..,ERI
4502,1980,..,EST
4503,1980,..,SWZ
4504,1980,..,ETH
4505,1980,..,FRO
4506,1980,..,FJI
4507,1980,21.4562024663807,FIN
4508,1980,19.4796702830561,FRA
4509,1980,..,PYF
4510,1980,..,GAB
4511,1980,..,GMB
4512,1980,..,GEO
4513,1980,10.2450315018311,DEU
4514,1980,..,GHA
4515,1980,..,GIB
4516,1980,13.9654045414103,GRC
4517,1980,..,GRL
4518,1980,..,GRD
4519,1980,..,GUM
4520,1980,..,GTM
4521,1980,..,GIN
4522,1980,..,GNB
4523,1980,..,GUY
4524,1980,..,HTI
4525,1980,8.81390861118508,HND
4526,1980,..,HKG
4527,1980,..,HUN
4528,1980,21.2116394703051,ISL
4529,1980,9.02607173865502,IND
4530,1980,21.7798383565442,IDN
4531,1980,5.17028487619847,IRN
4532,1980,..,IRQ
4533,1980,24.2268822227446,IRL
4534,1980,..,IMN
4535,1980,34.1271082428797,ISR
4536,1980,17.3283132693152,ITA
4537,1980,..,JAM
4538,1980,..,JPN
4539,1980,..,JOR
4540,1980,..,KAZ
4541,1980,..,KEN
4542,1980,..,KIR
4543,1980,..,PRK
4544,1980,14.6632733460709,KOR
4545,1980,..,XKX
4546,1980,2.69990950265057,KWT
4547,1980,..,KGZ
4548,1980,..,LAO
4549,1980,..,LVA
4550,1980,..,LBN
4551,1980,..,LSO
4552,1980,..,LBR
4553,1980,..,LBY
4554,1980,..,LIE
4555,1980,..,LTU
4556,1980,22.3360867723821,LUX
4557,1980,..,MAC
4558,1980,..,MDG
4559,1980,..,MWI
4560,1980,..,MYS
4561,1980,5.11540860885839,MDV
4562,1980,..,MLI
4563,1980,19.6942424223645,MLT
4564,1980,..,MHL
4565,1980,..,MRT
4566,1980,18.1697558918347,MUS
4567,1980,11.4238504988874,MEX
4568,1980,..,FSM
4569,1980,..,MDA
4570,1980,..,MCO
4571,1980,..,MNG
4572,1980,..,MNE
4573,1980,..,MAR
4574,1980,..,MOZ
4575,1980,9.61174895435775,MMR
4576,1980,..,NAM
4577,1980,..,NRU
4578,1980,..,NPL
4579,1980,23.0408988335812,NLD
4580,1980,..,NCL
4581,1980,29.324088682222,NZL
4582,1980,..,NIC
4583,1980,11.7645285971099,NER
4584,1980,..,NGA
4585,1980,..,MKD
4586,1980,..,MNP
4587,1980,25.1138152375746,NOR
4588,1980,..,OMN
4589,1980,..,PAK
4590,1980,..,PLW
4591,1980,..,PAN
4592,1980,..,PNG
4593,1980,..,PRY
4594,1980,17.9617137691423,PER
4595,1980,..,PHL
4596,1980,..,POL
4597,1980,15.1808512375022,PRT
4598,1980,..,PRI
4599,1980,..,QAT
4600,1980,..,ROU
4601,1980,..,RUS
4602,1980,10.4676359309849,RWA
4603,1980,..,WSM
4604,1980,..,SMR
4605,1980,..,STP
4606,1980,..,SAU
4607,1980,..,SEN
4608,1980,..,SRB
4609,1980,..,SYC
4610,1980,..,SLE
4611,1980,16.9929183288493,SGP
4612,1980,..,SXM
4613,1980,..,SVK
4614,1980,..,SVN
4615,1980,..,SLB
4616,1980,..,SOM
4617,1980,17.796573660554,ZAF
4618,1980,..,SSD
4619,1980,9.67711017321328,ESP
4620,1980,..,LKA
4621,1980,..,KNA
4622,1980,..,LCA
4623,1980,..,MAF
4624,1980,..,VCT
4625,1980,..,SDN
4626,1980,..,SUR
4627,1980,16.3265116231049,SWE
4628,1980,7.29219795830241,CHE
4629,1980,..,SYR
4630,1980,..,TJK
4631,1980,..,TZA
4632,1980,13.1431496747109,THA
4633,1980,..,TLS
4634,1980,..,TGO
4635,1980,..,TON
4636,1980,35.650808499265,TTO
4637,1980,20.9913853975427,TUN
4638,1980,14.3386991932092,TUR
4639,1980,..,TKM
4640,1980,..,TCA
4641,1980,..,TUV
4642,1980,..,UGA
4643,1980,..,UKR
4644,1980,..,ARE
4645,1980,23.876065932529,GBR
4646,1980,12.1383526516402,USA
4647,1980,15.8257776235304,URY
4648,1980,..,UZB
4649,1980,..,VUT
4650,1980,..,VEN
4651,1980,..,VNM
4652,1980,..,VIR
4653,1980,..,PSE
4654,1980,..,YEM
4655,1980,..,ZMB
4656,1980,..,ZWE
4660,1980,,Data from database: World Development Indicators
4661,1980,,Last Updated: 10/07/2025
4662,1981,..,AFG
4663,1981,..,ALB
4664,1981,..,DZA
4665,1981,..,ASM
4666,1981,..,AND
4667,1981,..,AGO
4668,1981,..,ATG
4669,1981,..,ARG
4670,1981,..,ARM
4671,1981,..,ABW
4672,1981,21.4623260698346,AUS
4673,1981,19.0243413980395,AUT
4674,1981,..,AZE
4675,1981,..,BHS
4676,1981,..,BHR
4677,1981,..,BGD
4678,1981,..,BRB
4679,1981,..,BLR
4680,1981,..,BEL
4681,1981,..,BLZ
4682,1981,..,BEN
4683,1981,..,BMU
4684,1981,..,BTN
4685,1981,..,BOL
4686,1981,..,BIH
4687,1981,..,BWA
4688,1981,..,BRA
4689,1981,..,VGB
4690,1981,..,BRN
4691,1981,..,BGR
4692,1981,..,BFA
4693,1981,..,BDI
4694,1981,..,CPV
4695,1981,..,KHM
4696,1981,..,CMR
4697,1981,..,CAN
4698,1981,..,CYM
4699,1981,..,CAF
4700,1981,..,TCD
4701,1981,..,Channel Islands
4702,1981,19.7371408422216,CHL
4703,1981,..,CHN
4704,1981,..,COL
4705,1981,..,COM
4706,1981,..,COD
4707,1981,..,COG
4708,1981,12.381200780513,CRI
4709,1981,..,CIV
4710,1981,..,HRV
4711,1981,..,CUB
4712,1981,..,CUW
4713,1981,13.7933786511882,CYP
4714,1981,..,CZE
4715,1981,28.2384517828259,DNK
4716,1981,..,DJI
4717,1981,..,DMA
4718,1981,9.71261555552617,DOM
4719,1981,..,ECU
4720,1981,26.2442996941523,EGY
4721,1981,..,SLV
4722,1981,..,GNQ
4723,1981,..,ERI
4724,1981,..,EST
4725,1981,..,SWZ
4726,1981,..,ETH
4727,1981,..,FRO
4728,1981,..,FJI
4729,1981,22.5311105709769,FIN
4730,1981,19.5700098171539,FRA
4731,1981,..,PYF
4732,1981,..,GAB
4733,1981,..,GMB
4734,1981,..,GEO
4735,1981,10.0200259386562,DEU
4736,1981,..,GHA
4737,1981,..,GIB
4738,1981,12.4966362809105,GRC
4739,1981,..,GRL
4740,1981,..,GRD
4741,1981,..,GUM
4742,1981,..,GTM
4743,1981,..,GIN
4744,1981,..,GNB
4745,1981,..,GUY
4746,1981,..,HTI
4747,1981,8.64389432718534,HND
4748,1981,..,HKG
4749,1981,35.13355273722,HUN
4750,1981,22.5516185255441,ISL
4751,1981,9.21369031479097,IND
4752,1981,21.9464341903122,IDN
4753,1981,6.97903559997781,IRN
4754,1981,..,IRQ
4755,1981,25.3142279070789,IRL
4756,1981,..,IMN
4757,1981,32.6964901184032,ISR
4758,1981,17.7434444136809,ITA
4759,1981,..,JAM
4760,1981,..,JPN
4761,1981,..,JOR
4762,1981,..,KAZ
4763,1981,..,KEN
4764,1981,..,KIR
4765,1981,..,PRK
4766,1981,14.6527668724255,KOR
4767,1981,..,XKX
4768,1981,3.73615036971713,KWT
4769,1981,..,KGZ
4770,1981,..,LAO
4771,1981,..,LVA
4772,1981,..,LBN
4773,1981,..,LSO
4774,1981,..,LBR
4775,1981,..,LBY
4776,1981,..,LIE
4777,1981,..,LTU
4778,1981,22.7961717039032,LUX
4779,1981,..,MAC
4780,1981,..,MDG
4781,1981,..,MWI
4782,1981,..,MYS
4783,1981,6.89145223306714,MDV
4784,1981,..,MLI
4785,1981,19.234036012698,MLT
4786,1981,..,MHL
4787,1981,..,MRT
4788,1981,17.4078943455856,MUS
4789,1981,10.5458420369711,MEX
4790,1981,..,FSM
4791,1981,..,MDA
4792,1981,..,MCO
4793,1981,..,MNG
4794,1981,..,MNE
4795,1981,..,MAR
4796,1981,..,MOZ
4797,1981,9.9277052238806,MMR
4798,1981,..,NAM
4799,1981,..,NRU
4800,1981,..,NPL
4801,1981,21.8719291918288,NLD
4802,1981,..,NCL
4803,1981,30.0531914893617,NZL
4804,1981,..,NIC
4805,1981,..,NER
4806,1981,..,NGA
4807,1981,..,MKD
4808,1981,..,MNP
4809,1981,26.2502979345941,NOR
4810,1981,..,OMN
4811,1981,..,PAK
4812,1981,..,PLW
4813,1981,..,PAN
4814,1981,..,PNG
4815,1981,..,PRY
4816,1981,15.1163298650848,PER
4817,1981,..,PHL
4818,1981,..,POL
4819,1981,16.0913627186259,PRT
4820,1981,..,PRI
4821,1981,..,QAT
4822,1981,4.38832772166105,ROU
4823,1981,..,RUS
4824,1981,..,RWA
4825,1981,..,WSM
4826,1981,..,SMR
4827,1981,..,STP
4828,1981,..,SAU
4829,1981,..,SEN
4830,1981,..,SRB
4831,1981,..,SYC
4832,1981,..,SLE
4833,1981,17.8802055877702,SGP
4834,1981,..,SXM
4835,1981,..,SVK
4836,1981,..,SVN
4837,1981,..,SLB
4838,1981,..,SOM
4839,1981,17.0628463768825,ZAF
4840,1981,..,SSD
4841,1981,9.97520821722151,ESP
4842,1981,..,LKA
4843,1981,..,KNA
4844,1981,..,LCA
4845,1981,..,MAF
4846,1981,..,VCT
4847,1981,..,SDN
4848,1981,..,SUR
4849,1981,16.7359966843511,SWE
4850,1981,7.30752885885387,CHE
4851,1981,..,SYR
4852,1981,..,TJK
4853,1981,..,TZA
4854,1981,13.4769763614363,THA
4855,1981,..,TLS
4856,1981,..,TGO
4857,1981,..,TON
4858,1981,34.8441690006555,TTO
4859,1981,21.6386352715041,TUN
4860,1981,15.268953297051,TUR
4861,1981,..,TKM
4862,1981,..,TCA
4863,1981,..,TUV
4864,1981,..,UGA
4865,1981,..,UKR
4866,1981,..,ARE
4867,1981,24.639426203616,GBR
4868,1981,12.5505099560623,USA
4869,1981,16.7390648061183,URY
4870,1981,..,UZB
4871,1981,..,VUT
4872,1981,..,VEN
4873,1981,..,VNM
4874,1981,..,VIR
4875,1981,..,PSE
4876,1981,..,YEM
4877,1981,..,ZMB
4878,1981,..,ZWE
4882,1981,,Data from database: World Development Indicators
4883,1981,,Last Updated: 10/07/2025
4884,1982,..,AFG
4885,1982,..,ALB
4886,1982,..,DZA
4887,1982,..,ASM
4888,1982,..,AND
4889,1982,..,AGO
4890,1982,..,ATG
4891,1982,..,ARG
4892,1982,..,ARM
4893,1982,..,ABW
4894,1982,21.5859206186739,AUS
4895,1982,18.2619499707381,AUT
4896,1982,..,AZE
4897,1982,..,BHS
4898,1982,..,BHR
4899,1982,..,BGD
4900,1982,..,BRB
4901,1982,..,BLR
4902,1982,..,BEL
4903,1982,..,BLZ
4904,1982,..,BEN
4905,1982,..,BMU
4906,1982,5.72036429409445,BTN
4907,1982,..,BOL
4908,1982,..,BIH
4909,1982,..,BWA
4910,1982,..,BRA
4911,1982,..,VGB
4912,1982,..,BRN
4913,1982,..,BGR
4914,1982,..,BFA
4915,1982,..,BDI
4916,1982,..,CPV
4917,1982,..,KHM
4918,1982,..,CMR
4919,1982,..,CAN
4920,1982,..,CYM
4921,1982,..,CAF
4922,1982,..,TCD
4923,1982,..,Channel Islands
4924,1982,19.5721637532703,CHL
4925,1982,..,CHN
4926,1982,..,COL
4927,1982,..,COM
4928,1982,..,COD
4929,1982,..,COG
4930,1982,12.6557483542812,CRI
4931,1982,..,CIV
4932,1982,..,HRV
4933,1982,..,CUB
4934,1982,..,CUW
4935,1982,14.2413895442656,CYP
4936,1982,..,CZE
4937,1982,27.247412038156,DNK
4938,1982,..,DJI
4939,1982,..,DMA
4940,1982,7.97832450347147,DOM
4941,1982,..,ECU
4942,1982,21.6957605985037,EGY
4943,1982,..,SLV
4944,1982,..,GNQ
4945,1982,..,ERI
4946,1982,..,EST
4947,1982,..,SWZ
4948,1982,..,ETH
4949,1982,..,FRO
4950,1982,..,FJI
4951,1982,22.1680113766175,FIN
4952,1982,19.8282142358137,FRA
4953,1982,..,PYF
4954,1982,..,GAB
4955,1982,..,GMB
4956,1982,..,GEO
4957,1982,9.75867311270948,DEU
4958,1982,..,GHA
4959,1982,..,GIB
4960,1982,15.1455194050877,GRC
4961,1982,..,GRL
4962,1982,..,GRD
4963,1982,..,GUM
4964,1982,..,GTM
4965,1982,..,GIN
4966,1982,..,GNB
4967,1982,..,GUY
4968,1982,..,HTI
4969,1982,..,HND
4970,1982,..,HKG
4971,1982,33.9232085555418,HUN
4972,1982,22.9506919406386,ISL
4973,1982,9.26912135161155,IND
4974,1982,20.0561437871232,IDN
4975,1982,5.92293172685558,IRN
4976,1982,..,IRQ
4977,1982,26.3844219361834,IRL
4978,1982,..,IMN
4979,1982,37.0795788750341,ISR
4980,1982,19.3437090497929,ITA
4981,1982,..,JAM
4982,1982,..,JPN
4983,1982,..,JOR
4984,1982,..,KAZ
4985,1982,..,KEN
4986,1982,..,KIR
4987,1982,..,PRK
4988,1982,14.696281503877,KOR
4989,1982,..,XKX
4990,1982,3.44477901726507,KWT
4991,1982,..,KGZ
4992,1982,..,LAO
4993,1982,..,LVA
4994,1982,..,LBN
4995,1982,28.9883547464767,LSO
4996,1982,..,LBR
4997,1982,..,LBY
4998,1982,..,LIE
4999,1982,..,LTU
5000,1982,22.9337644029616,LUX
5001,1982,..,MAC
5002,1982,..,MDG
5003,1982,..,MWI
5004,1982,..,MYS
5005,1982,12.2199592668024,MDV
5006,1982,..,MLI
5007,1982,18.5109664648153,MLT
5008,1982,..,MHL
5009,1982,..,MRT
5010,1982,16.4387939435229,MUS
5011,1982,11.2178724526942,MEX
5012,1982,..,FSM
5013,1982,..,MDA
5014,1982,..,MCO
5015,1982,..,MNG
5016,1982,..,MNE
5017,1982,..,MAR
5018,1982,..,MOZ
5019,1982,9.83102245487561,MMR
5020,1982,..,NAM
5021,1982,..,NRU
5022,1982,..,NPL
5023,1982,21.654059321893,NLD
5024,1982,..,NCL
5025,1982,30.5081680631744,NZL
5026,1982,..,NIC
5027,1982,..,NER
5028,1982,..,NGA
5029,1982,..,MKD
5030,1982,..,MNP
5031,1982,25.3130526185618,NOR
5032,1982,..,OMN
5033,1982,..,PAK
5034,1982,..,PLW
5035,1982,..,PAN
5036,1982,..,PNG
5037,1982,..,PRY
5038,1982,14.792993420102,PER
5039,1982,..,PHL
5040,1982,..,POL
5041,1982,16.5947178932806,PRT
5042,1982,..,PRI
5043,1982,..,QAT
5044,1982,4.07478691229035,ROU
5045,1982,..,RUS
5046,1982,..,RWA
5047,1982,..,WSM
5048,1982,..,SMR
5049,1982,..,STP
5050,1982,..,SAU
5051,1982,..,SEN
5052,1982,..,SRB
5053,1982,..,SYC
5054,1982,..,SLE
5055,1982,18.9163419773286,SGP
5056,1982,..,SXM
5057,1982,..,SVK
5058,1982,..,SVN
5059,1982,..,SLB
5060,1982,..,SOM
