,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
450,2006,152.826294,945.528388,0.13914111398124854,ATG
451,2007,122.084759,995.744649,0.10921591266634488,ATG
452,2008,464.578448,784.138104,0.3720447584809463,ATG
453,2009,284.165158,651.019366,0.30385998774291095,ATG
454,2010,178.009942,526.221613,0.25277189119990506,ATG
455,2011,151.992845,461.093822,0.2479141256549296,ATG
456,2012,122.421785,509.274953,0.19379834916924962,ATG
457,2013,196.98607,521.850967,0.27403439146945346,ATG
458,2014,179.584533,581.358637,0.23600255588074992,ATG
459,2015,135.155506,655.618694,0.17091542187390532,ATG
460,2016,210.765907,702.703906,0.23073111338819907,ATG
461,2017,168.063076,799.941962,0.1736179765626385,ATG
462,2018,140.727253,852.40848,0.14169991907843274,ATG
463,2019,1862.168221,842.327631,0.6885454158204417,ATG
464,2020,1434.006214,633.710591,0.6935215743918085,ATG
465,2021,1618.47744,734.860413,0.6877369681266925,ATG
466,2022,71.613803,965.839651,0.06902844915488614,ATG
467,1948,1629.9,1590.4,0.5061329689780455,ARG
468,1952,709.6,1195.8,0.3724152408943004,ARG
469,1953,1165.7,826.2,0.5852201415733721,ARG
470,1954,1079.9,922.0,0.5394375343423747,ARG
471,1955,927.8,1145.1,0.44758550822519183,ARG
472,1956,941.5,1094.3,0.46247175557520387,ARG
473,1957,969.8,1243.5,0.43816924953689057,ARG
474,1958,993.9,1232.1,0.44649595687331534,ARG
475,1959,1008.9,975.5,0.5084156420076598,ARG
476,1960,1079.1,1227.3,0.46787200832466186,ARG
477,1961,964.2,1460.4,0.3976738431081415,ARG
478,1962,1216.8,1347.1,0.47458949256991306,ARG
479,1963,1364.4,970.6,0.5843254817987152,ARG
480,1964,1409.3,1056.7,0.571492295214923,ARG
481,1965,1492.0,1178.7,0.5586550342606807,ARG
482,1966,1592.9,1124.6,0.586163753449862,ARG
483,1967,1464.4,1095.6,0.57203125,ARG
484,1968,1365.35,1169.6,0.5386102289985996,ARG
485,1969,1610.7,1576.15,0.5054207132434849,ARG
486,1970,1772.52,1684.65,0.5127083712979112,ARG
487,1971,1739.84,1869.42,0.48204895186270863,ARG
488,1972,1940.52,1904.53,0.5046800431723905,ARG
489,1973,3267.92,2241.34,0.5931685925151472,ARG
490,1974,3930.6,3635.18,0.5195234331423858,ARG
491,1975,2960.93,3958.15,0.4279369511553559,ARG
492,1976,3915.73,3032.82,0.563531959905304,ARG
493,1977,5651.43,4162.61,0.5758515351476048,ARG
494,1978,6401.38,3833.92,0.6254218244702159,ARG
495,1979,7809.39,6710.57,0.5378382585075993,ARG
496,1980,8024.89,10540.9,0.4322406964637648,ARG
497,1981,9139.33,9432.18,0.492115611493088,ARG
498,1982,7622.62,5340.99,0.5880013360475979,ARG
499,1983,7835.7,4504.0,0.6349992301271505,ARG
500,1984,8107.4,4584.63,0.6387788241912444,ARG
501,1985,8396.05,3814.21,0.6876225403881654,ARG
502,1986,6851.89,4724.04,0.5919083823070803,ARG
503,1987,6360.07,5818.86,0.5222191112027083,ARG
504,1988,9136.55,5319.52,0.6320217043774691,ARG
505,1989,9560.6568811,4200.385247,0.6947625617377605,ARG
506,1990,12352.01,4078.479,0.7517737299236803,ARG
507,1991,11972.706,8275.244,0.5913046012065419,ARG
508,1992,12228.056,14862.39,0.451378910483792,ARG
509,1993,13111.665,16772.938,0.4387431547944606,ARG
510,1994,16396.1345961319,22363.696103354,0.42301873615638297,ARG
511,1995,20362.982,19221.01148,0.5144246502134376,ARG
512,1996,24216.992938,24427.616534,0.49783507773742913,ARG
513,1997,25371.852253,30284.808496,0.4558637171464848,ARG
514,1998,26281.771808,31999.262796,0.4509489576939701,ARG
515,1999,22884.32259,25517.783785,0.4727960062874433,ARG
516,2000,26341.03104,25202.555008,0.5110438186328343,ARG
517,2001,26528.756588,19930.457958,0.5710117324892237,ARG
518,2002,25699.352792,8763.986453,0.7457011814584539,ARG
519,2003,29562.169329,13470.084957,0.6869770087461508,ARG
520,2004,33927.491004,22119.349784,0.6053417200147364,ARG
521,2005,40294.229266,28387.127566,0.5866836522254919,ARG
522,2006,46537.716812,34153.133597,0.5767409387323712,ARG
523,2007,55961.242223,42543.705073,0.5681059049231371,ARG
524,2008,70014.152699,57462.452385,0.5492313876170813,ARG
525,2009,55665.080986,38721.729968,0.5897548653606776,ARG
526,2010,67415.993603,56062.295166,0.5459744727198164,ARG
527,2011,82108.618983,73433.146419,0.5278879198187642,ARG
528,2012,78573.704431,68359.695196,0.5347572752720924,ARG
529,2013,74292.063211,73997.619497,0.5009927990559525,ARG
530,2014,67418.856615,65242.18664,0.508203877798609,ARG
531,2015,56657.733698,59747.968164,0.4867264471732515,ARG
532,2016,57905.192523,55848.446,0.5090403548831721,ARG
533,2017,58600.381404,66936.61,0.4667977203262242,ARG
534,2018,61642.554731,65482.79,0.48489587077570556,ARG
535,2019,64467.375996,49125.005,0.5675325706771666,ARG
536,2020,54635.304618,42325.164,0.5634802038060422,ARG
537,2021,77629.062185,63060.15,0.5517769342749695,ARG
538,2022,88057.18698,81475.338,0.5194117588373572,ARG
539,1992,6.58486034311032,51.1765349207153,0.1140010609687304,ARM
540,1993,171.261633333333,258.5061,0.39849811898395926,ARM
541,1994,241.7115,395.5767,0.3792813047534852,ARM
542,1995,356.9278,695.9766,0.3389935496518013,ARM
543,1996,290.3146,861.5083,0.2520479493852744,ARM
544,1997,232.811878798894,891.350569472331,0.2070980747995274,ARM
545,1998,220.516,902.3887,0.19637997774877955,ARM
546,1999,231.6692,842.738,0.21562513728500698,ARM
547,2000,299.395244,884.661692,0.25285544545807215,ARM
548,2001,341.971689,876.516619,0.28065241722450734,ARM
549,2002,503.447267,986.645037,0.3378631415305934,ARM
550,2003,685.268078,1277.189876,0.34918866750915367,ARM
551,2004,724.297335,1348.05461,0.3495049847819165,ARM
552,2005,976.330612,1800.765228,0.3515653287644549,ARM
553,2006,984.45256,2191.19057,0.31000100442646394,ARM
554,2007,1152.30078,3267.788096,0.2606962919358276,ARM
555,2008,1057.161435,4426.128618,0.19279692023981282,ARM
556,2009,697.78961,3304.15478,0.17436264525404865,ARM
557,2010,1041.046792,3748.947517,0.217337793083378,ARM
558,2011,1334.297918,4144.59929,0.24353403017887024,ARM
559,2012,1428.124301,4264.832091,0.2508581135465687,ARM
560,2013,1480.030529,4476.797896,0.24845948605612223,ARM
561,2014,1519.286858,4401.599931,0.2565978563924877,ARM
562,2015,1486.885931,3253.955791,0.31363332045026243,ARM
563,2016,1779.360291,3263.928091,0.3528174786416566,ARM
564,2017,2237.697186,4097.065111,0.35324090803844727,ARM
565,2018,2412.432662,4975.537488,0.32653524757405794,ARM
566,2019,2647.210932,5528.690552,0.32378214649240994,ARM
567,2020,2536.993456,4583.273868,0.35630592793175864,ARM
568,2021,3015.987201,5361.978875,0.35999038115465387,ARM
569,2022,5360.069395,8768.658896,0.3793738038273667,ARM
570,1995,14.719201117851,542.546978363231,0.026413232418944395,"['ABW', 'NLD']"
571,1996,12.529978436622,578.224936032116,0.02121011290763468,"['ABW', 'NLD']"
572,1997,23.920409188424,635.304702154204,0.03628564624867805,"['ABW', 'NLD']"
573,1998,29.008895810174,683.586931108859,0.0407087646521821,"['ABW', 'NLD']"
574,1999,29.275388856232,782.120782300323,0.03608026497648269,"['ABW', 'NLD']"
575,2000,172.998706,793.8283,0.17893449906383768,"['ABW', 'NLD']"
576,2001,148.853751,836.365105,0.151086989549051,"['ABW', 'NLD']"
577,2002,128.361008,841.54324,0.13234400020897732,"['ABW', 'NLD']"
578,2003,82.190158,846.619495,0.08848977584861513,"['ABW', 'NLD']"
579,2004,79.555449,874.945642,0.08334767738887791,"['ABW', 'NLD']"
580,2005,106.204891,1030.046313,0.09346955200234049,"['ABW', 'NLD']"
581,2006,108.964809,1041.334022,0.09472739262481264,"['ABW', 'NLD']"
582,2007,97.892757,1113.876885,0.08078495582578724,"['ABW', 'NLD']"
583,2008,98.608225,1134.445253,0.07997076100863161,"['ABW', 'NLD']"
584,2009,135.179344,1149.199725,0.10524879084587449,"['ABW', 'NLD']"
585,2010,116.962907,1058.936028,0.09946680239148271,"['ABW', 'NLD']"
586,2011,127.193348,1252.467033,0.09219178121778653,"['ABW', 'NLD']"
587,2012,165.711059,1230.497746,0.11868644461098353,"['ABW', 'NLD']"
588,2013,136.096646,1277.994853,0.09624316820816982,"['ABW', 'NLD']"
589,2014,109.330647,1256.634116,0.08003914153677184,"['ABW', 'NLD']"
590,2015,77.61712,1162.748649,0.06257599325929157,"['ABW', 'NLD']"
591,2016,93.315049,1129.096842,0.07633683023458089,"['ABW', 'NLD']"
592,2017,88.246991,1189.359023,0.06907214746407729,"['ABW', 'NLD']"
593,2018,68.95213,1255.86338,0.052046590245610876,"['ABW', 'NLD']"
594,2019,77.827988,1313.376168,0.055942894983703605,"['ABW', 'NLD']"
595,2020,65.664884,937.962513,0.06542755229309469,"['ABW', 'NLD']"
596,2021,87.492818,1168.649547,0.06965199203356222,"['ABW', 'NLD']"
597,2022,103.123421,1472.981288,0.06542929566236072,"['ABW', 'NLD']"
598,1948,1626.0,1340.35,0.5481483978626932,AUS
599,1949,1554.6,1489.84,0.5106357819500467,AUS
600,1950,1626.8,1504.58,0.5195153574462378,AUS
601,1951,1988.6,2212.66,0.4733341902191247,AUS
602,1952,1666.9,1860.76,0.4725228621805957,AUS
603,1953,1959.9,1380.94,0.5866488667520743,AUS
604,1954,1604.5,1780.02,0.47407017834138965,AUS
605,1955,1699.7,2045.78,0.4538003139784487,AUS
606,1956,1822.4,1819.95,0.5003363213310088,AUS
607,1957,2147.0,1789.04,0.545472098860784,AUS
608,1958,1619.5,1901.57,0.4599454143200789,AUS
609,1959,1973.6,1994.41,0.4973777787858397,AUS
610,1960,2022.9,2524.06,0.44489065221598606,AUS
611,1961,2338.5,2249.06,0.5097481013872299,AUS
612,1962,2322.9,2438.37,0.48787403360868004,AUS
613,1963,2774.3,2681.36,0.5085177595378012,AUS
614,1964,2977.3,3210.13,0.4811852416916232,AUS
615,1965,2927.5,3649.25,0.4451286729767742,AUS
616,1966,3169.5,3565.1,0.47062928755976596,AUS
617,1967,3493.4,3855.28,0.47537789099538963,AUS
618,1968,3521.0,4302.54,0.4500520224859846,AUS
619,1969,4221.82,4463.48,0.4860879877494157,AUS
620,1970,4781.36,4993.58,0.4891446904021918,AUS
621,1971,5229.16,5143.94,0.5041077402126655,AUS
622,1972,6513.33,5056.55,0.5629557091344075,AUS
623,1973,9581.94,7575.52,0.5584707759773301,AUS
624,1974,11092.56,12316.85,0.4738504729508347,AUS
625,1975,11906.33,11018.78,0.5193575952307317,AUS
626,1976,13162.03,12299.69,0.5169340484460594,AUS
627,1977,13371.98,13498.71,0.4976418543773904,AUS
628,1978,14432.2,15552.66,0.48131623759457276,AUS
629,1979,18684.33,18296.81,0.5052394274486942,AUS
630,1980,22055.6,22400.11,0.4961252446536114,AUS
631,1981,21817.99,26175.66,0.4546015983364466,AUS
632,1982,22092.27,26519.87,0.4544599353165691,AUS
633,1983,20665.75,21383.07,0.49147039084568844,AUS
634,1984,23892.38,25784.31,0.4809575678250705,AUS
635,1985,22625.81,25865.42,0.46659591847845483,AUS
636,1986,22552.59,26237.2,0.46223994815308694,AUS
637,1987,26550.38,29717.81,0.47185416840314215,AUS
638,1988,32764.43,36670.98,0.4718691802928794,AUS
639,1989,37208.0622549037,45035.0034565878,0.4524157986209986,AUS
640,1990,38982.4715244628,43051.3903167961,0.47519976079995513,AUS
641,1991,41910.0538179157,42630.2878522555,0.4957402938046445,AUS
642,1992,42491.7760476606,44815.9309839059,0.486689863843263,AUS
643,1993,42565.0115989113,46720.8927610489,0.4767271150360813,AUS
644,1994,47484.361387601,55089.8298938081,0.4629269877188613,AUS
645,1995,53014.0003573383,63229.7773740251,0.4560588221750018,AUS
646,1996,60309.9279029743,67716.4486393446,0.4710742390107319,AUS
647,1997,63145.770394226,67974.4789808947,0.48158671673642767,AUS
648,1998,56006.1316395668,66851.5634143479,0.4558618132546695,AUS
649,1999,56244.2058129524,71931.8512125917,0.43880430649964164,AUS
650,2000,63520.815435,71574.28769,0.4701933228195979,AUS
651,2001,63411.559217,64425.658235,0.4960336315268252,AUS
652,2002,65222.183412,73731.415359,0.46938103071003046,AUS
653,2003,70905.108595,89818.867667,0.44116074181375337,AUS
654,2004,86165.317154,109948.43264,0.43936397751054673,AUS
655,2005,105066.223372,126185.636525,0.4543367712536309,AUS
656,2006,121851.779981,140757.188007,0.46400464125264773,AUS
657,2007,141487.547629,167230.882275,0.45830612598346454,AUS
658,2008,185612.982714,202489.260828,0.47825794826644225,AUS
659,2009,153641.782942,168598.589791,0.4767924690470228,AUS
660,2010,211654.517576,204749.527802,0.5082912136068849,AUS
661,2011,270810.31619,248594.314781,0.5213860255418481,AUS
662,2012,257500.877811,265748.480646,0.49211886006002836,AUS
663,2013,253552.076176,246749.562848,0.506798411995282,AUS
664,2014,240642.905906,241427.029011,0.49918671229192607,AUS
665,2015,188467.396166,212946.477639,0.4695089244911207,AUS
666,2016,191285.941672,201105.364527,0.48748771608866875,AUS
667,2017,229290.137109,227498.054745,0.5019616119636613,AUS
668,2018,254691.16019,240911.006871,0.513902434487644,AUS
669,2019,272573.787833,226955.187728,0.5456616155787236,AUS
670,2020,251922.680907,214734.615724,0.5398451555900622,AUS
671,2021,344138.637936,263283.283015,0.5665561713630702,AUS
672,2022,412540.265911,306555.205331,0.5736933166864101,AUS
673,1948,195.4,487.3,0.28621649333528637,AUT
674,1949,297.1,586.9,0.33608597285067876,AUT
675,1950,300.6,424.6,0.4145063430777717,AUT
676,1951,446.7,652.5,0.40638646288209607,AUT
677,1952,502.1,650.7,0.43554823039555857,AUT
678,1953,532.9,539.7,0.4968301323885885,AUT
679,1954,606.7,648.0,0.48354188252171837,AUT
680,1955,695.8,877.7,0.4421989196059739,AUT
681,1956,845.4,964.6,0.46707182320441987,AUT
682,1958,34.7,,,AUT
683,1959,37.7,,,AUT
684,1960,1118.9,1408.8,0.4426553784072478,AUT
685,1961,1200.0,1477.0,0.44826298094882333,AUT
686,1962,1261.3,1544.5,0.44953310998645657,AUT
687,1963,1322.3,1665.4,0.442581249790809,AUT
688,1964,1438.9,1851.3,0.4373290377484652,AUT
689,1965,1595.6,2094.2,0.4324353623502629,AUT
690,1966,1682.6,2326.4,0.4197056622599152,AUT
691,1967,1809.8,2309.4,0.439357156729462,AUT
692,1968,1989.9,2497.2,0.4434712843484656,AUT
693,1969,2411.9,2825.3,0.46053234552814476,AUT
694,1970,2848.8,3543.8,0.4456402715639959,AUT
695,1971,3163.5,4187.1,0.4303730307729981,AUT
696,1972,3874.4,5205.0,0.4267242328788246,AUT
697,1973,5278.0,7109.8,0.426064353638257,AUT
698,1974,7153.0,9020.5,0.44226667078863574,AUT
699,1975,7513.4,9389.4,0.4445062356532645,AUT
700,1976,8498.4,11517.8,0.4245760933643749,AUT
701,1977,9802.3,14206.0,0.40828796707805215,AUT
702,1978,12196.0,16007.6,0.4324270660483059,AUT
703,1979,15469.8,20244.0,0.4331602909799573,AUT
704,1980,17482.2,24433.3,0.41708198637735444,AUT
705,1981,15832.3,21029.3,0.4295065868003559,AUT
706,1982,15633.6,19490.1,0.4451011710041938,AUT
707,1983,15423.3,19402.1,0.442875027996807,AUT
708,1984,15738.1,19651.1,0.44471477173827045,AUT
709,1985,17231.0,20967.3,0.45109337326530236,AUT
710,1986,22473.1,26822.9,0.4558808016877637,AUT
711,1987,27167.5,32720.1,0.4536414883882473,AUT
712,1988,31034.458764139,36561.5946062684,0.45911643086733,AUT
713,1989,32446.519953643,38901.6093268165,0.454763429411026,AUT
714,1990,41389.7671703323,49287.2366234161,0.45645274367993466,AUT
715,1991,41114.6585553056,50826.6327621401,0.4471838274856182,AUT
716,1992,44405.4099573315,54164.4801968934,0.4504966971947893,AUT
717,1993,39657.6473666754,48029.2199345314,0.4522643878980223,AUT
718,1994,45026.3730511942,55334.1196809483,0.4486463928726167,AUT
719,1995,57532.3168891522,66263.9189703579,0.4647339758734072,AUT
720,1996,57823.7870998198,67326.3957617951,0.46203517867615573,AUT
721,1997,58688.271573284,64180.443483698,0.4776502427494788,AUT
722,1998,61425.7250570072,66976.3171699184,0.4783858885082933,AUT
723,1999,65954.494922702,71258.348634115,0.480672896305014,AUT
724,2000,67469.718743,72135.506128,0.4832893525678881,AUT
725,2001,70714.813035,74644.175524,0.4864839370170592,AUT
726,2002,78481.128656,78133.196972,0.5011107913743038,AUT
727,2003,96926.002674,99384.628445,0.4937379199562819,AUT
728,2004,118178.980656,119850.684462,0.49648845490504034,AUT
729,2005,124344.380976,126951.654852,0.49481234579087324,AUT
730,2006,136387.946113,137142.153617,0.49862134458923446,AUT
731,2007,163550.851562,163167.94575,0.5005859868106002,AUT
732,2008,181557.985454,184484.563504,0.4960024072907221,AUT
733,2009,136991.601075,143102.517492,0.48909131607571005,AUT
734,2010,152338.979765,158924.796346,0.48942084321008267,AUT
735,2011,177297.20012,191428.565546,0.480837567181567,AUT
736,2012,166533.841083,178595.799175,0.4825254677010889,AUT
737,2013,175005.716582,183272.985988,0.4884625162663908,AUT
738,2014,178069.065721,182075.236025,0.49443810399806715,AUT
739,2015,152619.602798,156045.057133,0.4944511718060537,AUT
740,2016,152008.700173,157695.557541,0.49081889056034295,AUT
741,2017,167910.268856,175754.394459,0.4885875295886762,AUT
742,2018,184648.947936,193718.080278,0.488015429905707,AUT
743,2019,178462.54727,184757.371296,0.49133469324747925,AUT
744,2020,169347.107768,172448.812466,0.49546263645295047,AUT
745,2021,202697.489546,219519.081864,0.4800794267005864,AUT
746,2022,211798.232992,233518.361755,0.47561271124946514,AUT
747,1992,1571.24905959905,997.924010201012,0.6115777399618032,AZE
748,1993,993.135859656707,635.497663833992,0.6097970140809144,AZE
749,1994,637.45352,777.86218,0.4503966994784273,AZE
750,1995,547.1378,667.64879,0.45039828765314244,AZE
751,1996,631.2453,960.6366,0.39654028354741644,AZE
752,1997,781.3103,791.4942,0.4967625029048429,AZE
753,1998,607.0509,1076.4975,0.3605782286983849,AZE
754,1999,929.2278,1035.6637,0.4729155782902007,AZE
755,2000,1742.928727,1171.327318,0.5980698676049242,AZE
756,2001,2314.512759,1430.013931,0.618105557955043,AZE
757,2002,2164.826853,1664.958057,0.5652606879690274,AZE
758,2003,2589.529002,2625.419255,0.4965589061260748,AZE
759,2004,3612.383708,3515.479864,0.5067975377910333,AZE
760,2005,4347.153357,4210.369003,0.50799205355509,AZE
761,2006,6372.087488,5265.981787,0.5475210137894629,AZE
762,2007,6058.117794,5713.306855,0.5146461005902667,AZE
763,2008,47756.040213,7164.858394,0.869542222073424,AZE
764,2009,14693.264562,6093.775807,0.7068473578332136,AZE
765,2010,21360.2102,6600.6116,0.7639335622102494,AZE
766,2011,26570.8983,9755.9687,0.7314393035876174,AZE
767,2012,23907.9837,9652.8706,0.7123770892804716,AZE
768,2013,23975.4168,10712.5025,0.6911748321554703,AZE
769,2014,21828.6089,9187.6836,0.7037787930327263,AZE
770,2015,12729.1384,9216.6769,0.5800257691952779,AZE
771,2016,13457.5921,8489.1403,0.6131934291958652,AZE
772,2017,15319.9771,8783.2922,0.6355974747375868,AZE
773,2018,19458.6325,11464.9701,0.6292485630377361,AZE
774,2019,19635.7486,13667.6418,0.5896020904826555,AZE
775,2020,13740.8175,10746.2296,0.5611463662353963,AZE
776,2021,22208.0043,11704.5024,0.6548617740486875,AZE
777,2022,38146.4342,14539.5113,0.724034348021713,AZE
778,1958,4.7,45.7,0.09325396825396824,BHS
779,1959,6.0,68.9,0.08010680907877168,BHS
780,1962,8.9,68.6,0.11483870967741935,BHS
781,1963,9.6,79.0,0.10835214446952596,BHS
782,1964,15.7,100.8,0.13476394849785406,BHS
783,1965,18.5,,,BHS
784,1966,21.9,138.2,0.136789506558401,BHS
785,1967,31.62,157.13,0.16752317880794704,BHS
786,1968,50.73,175.52,0.2242209944751381,BHS
787,1969,53.27,296.48,0.15230879199428163,BHS
