,year,Population growth rate - Sex: all - Age: all - Variant: estimates,country
14446,1966,1.619,SPM
14447,1967,1.409,SPM
14448,1968,1.317,SPM
14449,1969,1.64,SPM
14450,1970,1.455,SPM
14451,1971,1.625,SPM
14452,1972,1.411,SPM
14453,1973,1.644,SPM
14454,1974,1.07,SPM
14455,1975,0.597,SPM
14456,1976,0.61,SPM
14457,1977,0.622,SPM
14458,1978,0.489,SPM
14459,1979,0.243,SPM
14460,1980,0.097,SPM
14461,1981,-0.878,SPM
14462,1982,0.684,SPM
14463,1983,0.744,SPM
14464,1984,0.802,SPM
14465,1985,0.589,SPM
14466,1986,0.586,SPM
14467,1987,0.378,SPM
14468,1988,0.063,SPM
14469,1989,-0.362,SPM
14470,1990,0.472,SPM
14471,1991,0.376,SPM
14472,1992,0.359,SPM
14473,1993,0.125,SPM
14474,1994,0.218,SPM
14475,1995,-0.047,SPM
14476,1996,-0.218,SPM
14477,1997,-0.218,SPM
14478,1998,-1.225,SPM
14479,1999,-0.443,SPM
14480,2000,-0.238,SPM
14481,2001,-0.351,SPM
14482,2002,-0.496,SPM
14483,2003,-0.692,SPM
14484,2004,-0.762,SPM
14485,2005,-0.932,SPM
14486,2006,-0.527,SPM
14487,2007,-0.149,SPM
14488,2008,-0.248,SPM
14489,2009,0.017,SPM
14490,2010,-0.199,SPM
14491,2011,-0.166,SPM
14492,2012,-0.417,SPM
14493,2013,-0.234,SPM
14494,2014,-0.268,SPM
14495,2015,-0.219,SPM
14496,2016,-0.337,SPM
14497,2017,-0.034,SPM
14498,2018,-0.288,SPM
14499,2019,-0.851,SPM
14500,2020,-0.824,SPM
14501,2021,-0.831,SPM
14502,2022,-0.803,SPM
14504,1950,2.603,VCT
14505,1951,2.786,VCT
14506,1952,2.921,VCT
14507,1953,3.057,VCT
14508,1954,3.215,VCT
14509,1955,3.339,VCT
14510,1956,3.368,VCT
14511,1957,3.436,VCT
14512,1958,3.48,VCT
14513,1959,3.548,VCT
14514,1960,1.85,VCT
14515,1961,1.634,VCT
14516,1962,1.525,VCT
14517,1963,1.406,VCT
14518,1964,1.345,VCT
14519,1965,1.261,VCT
14520,1966,1.198,VCT
14521,1967,1.119,VCT
14522,1968,1.015,VCT
14523,1969,0.965,VCT
14524,1970,0.932,VCT
14525,1971,0.952,VCT
14526,1972,0.935,VCT
14527,1973,0.899,VCT
14528,1974,0.849,VCT
14529,1975,0.813,VCT
14530,1976,0.794,VCT
14531,1977,0.786,VCT
14532,1978,0.729,VCT
14533,1979,0.637,VCT
14534,1980,0.778,VCT
14535,1981,0.865,VCT
14536,1982,0.831,VCT
14537,1983,0.803,VCT
14538,1984,0.78,VCT
14539,1985,0.735,VCT
14540,1986,0.689,VCT
14541,1987,0.623,VCT
14542,1988,0.569,VCT
14543,1989,0.537,VCT
14544,1990,0.433,VCT
14545,1991,0.299,VCT
14546,1992,0.213,VCT
14547,1993,0.188,VCT
14548,1994,0.135,VCT
14549,1995,0.095,VCT
14550,1996,0.032,VCT
14551,1997,0.006,VCT
14552,1998,0.064,VCT
14553,1999,0.265,VCT
14554,2000,0.051,VCT
14555,2001,-0.129,VCT
14556,2002,-0.144,VCT
14557,2003,-0.218,VCT
14558,2004,-0.325,VCT
14559,2005,-0.358,VCT
14560,2006,-0.418,VCT
14561,2007,-0.446,VCT
14562,2008,-0.458,VCT
14563,2009,-0.481,VCT
14564,2010,-0.516,VCT
14565,2011,-0.597,VCT
14566,2012,-0.527,VCT
14567,2013,-0.58,VCT
14568,2014,-0.534,VCT
14569,2015,-0.539,VCT
14570,2016,-0.608,VCT
14571,2017,-0.685,VCT
14572,2018,-0.715,VCT
14573,2019,-0.737,VCT
14574,2020,-0.496,VCT
14575,2021,-0.832,VCT
14576,2022,-0.719,VCT
14578,1950,2.412,WSM
14579,1951,2.574,WSM
14580,1952,2.214,WSM
14581,1953,2.207,WSM
14582,1954,2.195,WSM
14583,1955,2.208,WSM
14584,1956,2.341,WSM
14585,1957,2.675,WSM
14586,1958,2.653,WSM
14587,1959,2.641,WSM
14588,1960,2.638,WSM
14589,1961,2.636,WSM
14590,1962,2.662,WSM
14591,1963,2.61,WSM
14592,1964,2.467,WSM
14593,1965,2.414,WSM
14594,1966,2.365,WSM
14595,1967,1.706,WSM
14596,1968,1.64,WSM
14597,1969,1.587,WSM
14598,1970,1.525,WSM
14599,1971,1.448,WSM
14600,1972,1.388,WSM
14601,1973,1.331,WSM
14602,1974,2.597,WSM
14603,1975,2.572,WSM
14604,1976,2.288,WSM
14605,1977,1.054,WSM
14606,1978,0.967,WSM
14607,1979,0.893,WSM
14608,1980,0.867,WSM
14609,1981,0.776,WSM
14610,1982,0.196,WSM
14611,1983,0.08,WSM
14612,1984,0.018,WSM
14613,1985,0.045,WSM
14614,1986,0.21,WSM
14615,1987,0.507,WSM
14616,1988,0.309,WSM
14617,1989,0.192,WSM
14618,1990,0.132,WSM
14619,1991,0.254,WSM
14620,1992,0.878,WSM
14621,1993,0.811,WSM
14622,1994,0.794,WSM
14623,1995,0.83,WSM
14624,1996,0.881,WSM
14625,1997,0.788,WSM
14626,1998,0.736,WSM
14627,1999,0.79,WSM
14628,2000,0.767,WSM
14629,2001,0.856,WSM
14630,2002,0.565,WSM
14631,2003,0.472,WSM
14632,2004,0.409,WSM
14633,2005,0.374,WSM
14634,2006,0.406,WSM
14635,2007,0.703,WSM
14636,2008,0.727,WSM
14637,2009,0.747,WSM
14638,2010,0.822,WSM
14639,2011,0.921,WSM
14640,2012,0.904,WSM
14641,2013,0.89,WSM
14642,2014,0.886,WSM
14643,2015,0.851,WSM
14644,2016,0.843,WSM
14645,2017,1.03,WSM
14646,2018,1.069,WSM
14647,2019,1.037,WSM
14648,2020,1.016,WSM
14649,2021,0.709,WSM
14650,2022,0.672,WSM
14652,1950,1.398,SMR
14653,1951,1.242,SMR
14654,1952,1.175,SMR
14655,1953,1.191,SMR
14656,1954,1.359,SMR
14657,1955,1.32,SMR
14658,1956,2.349,SMR
14659,1957,2.364,SMR
14660,1958,2.343,SMR
14661,1959,2.309,SMR
14662,1960,2.346,SMR
14663,1961,2.399,SMR
14664,1962,2.404,SMR
14665,1963,2.449,SMR
14666,1964,2.286,SMR
14667,1965,1.554,SMR
14668,1966,0.942,SMR
14669,1967,0.938,SMR
14670,1968,1.008,SMR
14671,1969,0.838,SMR
14672,1970,0.721,SMR
14673,1971,2.02,SMR
14674,1972,1.932,SMR
14675,1973,0.258,SMR
14676,1974,0.137,SMR
14677,1975,0.032,SMR
14678,1976,0.633,SMR
14679,1977,8.473,SMR
14680,1978,1.527,SMR
14681,1979,1.257,SMR
14682,1980,1.214,SMR
14683,1981,1.14,SMR
14684,1982,0.821,SMR
14685,1983,0.742,SMR
14686,1984,0.313,SMR
14687,1985,0.929,SMR
14688,1986,0.406,SMR
14689,1987,0.031,SMR
14690,1988,1.344,SMR
14691,1989,1.361,SMR
14692,1990,1.397,SMR
14693,1991,1.332,SMR
14694,1992,1.397,SMR
14695,1993,1.463,SMR
14696,1994,1.386,SMR
14697,1995,1.296,SMR
14698,1996,1.26,SMR
14699,1997,1.229,SMR
14700,1998,1.271,SMR
14701,1999,1.274,SMR
14702,2000,1.276,SMR
14703,2001,1.275,SMR
14704,2002,1.27,SMR
14705,2003,1.282,SMR
14706,2004,1.28,SMR
14707,2005,1.32,SMR
14708,2006,1.261,SMR
14709,2007,1.3,SMR
14710,2008,1.316,SMR
14711,2009,1.283,SMR
14712,2010,2.224,SMR
14713,2011,7.495,SMR
14714,2012,0.553,SMR
14715,2013,0.363,SMR
14716,2014,0.264,SMR
14717,2015,0.773,SMR
14718,2016,0.758,SMR
14719,2017,0.506,SMR
14720,2018,0.368,SMR
14721,2019,0.352,SMR
14722,2020,0.314,SMR
14723,2021,-1.449,SMR
14724,2022,-1.361,SMR
14726,1950,1.47,STP
14727,1951,1.426,STP
14728,1952,1.249,STP
14729,1953,1.083,STP
14730,1954,0.991,STP
14731,1955,0.935,STP
14732,1956,0.974,STP
14733,1957,0.996,STP
14734,1958,1.077,STP
14735,1959,1.115,STP
14736,1960,1.017,STP
14737,1961,1.014,STP
14738,1962,1.001,STP
14739,1963,1.031,STP
14740,1964,1.108,STP
14741,1965,1.177,STP
14742,1966,1.305,STP
14743,1967,1.487,STP
14744,1968,1.664,STP
14745,1969,1.83,STP
14746,1970,2.184,STP
14747,1971,2.158,STP
14748,1972,2.11,STP
14749,1973,2.179,STP
14750,1974,2.296,STP
14751,1975,2.454,STP
14752,1976,2.588,STP
14753,1977,2.69,STP
14754,1978,2.698,STP
14755,1979,2.48,STP
14756,1980,2.229,STP
14757,1981,1.934,STP
14758,1982,1.795,STP
14759,1983,1.825,STP
14760,1984,1.995,STP
14761,1985,2.214,STP
14762,1986,2.319,STP
14763,1987,2.599,STP
14764,1988,2.631,STP
14765,1989,2.504,STP
14766,1990,2.438,STP
14767,1991,1.937,STP
14768,1992,1.867,STP
14769,1993,1.78,STP
14770,1994,1.664,STP
14771,1995,1.569,STP
14772,1996,1.473,STP
14773,1997,1.368,STP
14774,1998,1.249,STP
14775,1999,1.14,STP
14776,2000,1.062,STP
14777,2001,2.175,STP
14778,2002,2.608,STP
14779,2003,2.52,STP
14780,2004,2.477,STP
14781,2005,2.452,STP
14782,2006,2.436,STP
14783,2007,2.41,STP
14784,2008,2.358,STP
14785,2009,2.262,STP
14786,2010,2.131,STP
14787,2011,2.058,STP
14788,2012,1.984,STP
14789,2013,1.894,STP
14790,2014,1.819,STP
14791,2015,1.732,STP
14792,2016,1.633,STP
14793,2017,1.564,STP
14794,2018,1.521,STP
14795,2019,1.506,STP
14796,2020,2.24,STP
14797,2021,1.884,STP
14798,2022,1.991,STP
14800,1950,3.469,SAU
14801,1951,3.492,SAU
14802,1952,3.517,SAU
14803,1953,3.546,SAU
14804,1954,3.563,SAU
14805,1955,3.584,SAU
14806,1956,3.595,SAU
14807,1957,3.614,SAU
14808,1958,3.631,SAU
14809,1959,3.648,SAU
14810,1960,3.661,SAU
14811,1961,3.671,SAU
14812,1962,3.678,SAU
14813,1963,3.695,SAU
14814,1964,3.713,SAU
14815,1965,3.716,SAU
14816,1966,3.731,SAU
14817,1967,3.842,SAU
14818,1968,3.95,SAU
14819,1969,4.073,SAU
14820,1970,4.254,SAU
14821,1971,4.608,SAU
14822,1972,4.912,SAU
14823,1973,5.102,SAU
14824,1974,5.208,SAU
14825,1975,5.273,SAU
14826,1976,5.474,SAU
14827,1977,5.65,SAU
14828,1978,5.773,SAU
14829,1979,5.84,SAU
14830,1980,5.881,SAU
14831,1981,6.069,SAU
14832,1982,6.132,SAU
14833,1983,6.048,SAU
14834,1984,5.85,SAU
14835,1985,5.629,SAU
14836,1986,5.738,SAU
14837,1987,5.567,SAU
14838,1988,5.088,SAU
14839,1989,5.023,SAU
14840,1990,4.85,SAU
14841,1991,4.698,SAU
14842,1992,4.516,SAU
14843,1993,4.345,SAU
14844,1994,4.218,SAU
14845,1995,4.07,SAU
14846,1996,3.925,SAU
14847,1997,3.792,SAU
14848,1998,3.682,SAU
14849,1999,3.558,SAU
14850,2000,5.323,SAU
14851,2001,5.085,SAU
14852,2002,4.873,SAU
14853,2003,4.68,SAU
14854,2004,4.507,SAU
14855,2005,4.351,SAU
14856,2006,4.213,SAU
14857,2007,4.088,SAU
14858,2008,3.972,SAU
14859,2009,3.86,SAU
14860,2010,3.754,SAU
14861,2011,3.65,SAU
14862,2012,3.55,SAU
14863,2013,3.454,SAU
14864,2014,3.361,SAU
14865,2015,3.266,SAU
14866,2016,1.65,SAU
14867,2017,-1.226,SAU
14868,2018,-1.505,SAU
14869,2019,2.207,SAU
14870,2020,1.176,SAU
14871,2021,0.989,SAU
14872,2022,4.302,SAU
14874,1950,2.457,SEN
14875,1951,2.511,SEN
14876,1952,2.566,SEN
14877,1953,2.618,SEN
14878,1954,2.665,SEN
14879,1955,2.708,SEN
14880,1956,2.747,SEN
14881,1957,2.76,SEN
14882,1958,2.786,SEN
14883,1959,2.805,SEN
14884,1960,2.816,SEN
14885,1961,2.819,SEN
14886,1962,2.822,SEN
14887,1963,2.823,SEN
14888,1964,2.852,SEN
14889,1965,2.905,SEN
14890,1966,2.957,SEN
14891,1967,2.986,SEN
14892,1968,2.983,SEN
14893,1969,2.982,SEN
14894,1970,2.988,SEN
14895,1971,2.991,SEN
14896,1972,2.993,SEN
14897,1973,2.973,SEN
14898,1974,2.85,SEN
14899,1975,2.697,SEN
14900,1976,2.563,SEN
14901,1977,2.315,SEN
14902,1978,2.356,SEN
14903,1979,2.427,SEN
14904,1980,2.516,SEN
14905,1981,2.601,SEN
14906,1982,2.658,SEN
14907,1983,2.711,SEN
14908,1984,2.743,SEN
14909,1985,2.837,SEN
14910,1986,2.911,SEN
14911,1987,2.915,SEN
14912,1988,2.877,SEN
14913,1989,2.872,SEN
14914,1990,2.865,SEN
14915,1991,2.819,SEN
14916,1992,2.775,SEN
14917,1993,2.729,SEN
14918,1994,2.626,SEN
14919,1995,2.504,SEN
14920,1996,2.385,SEN
14921,1997,2.334,SEN
14922,1998,2.338,SEN
14923,1999,2.401,SEN
14924,2000,2.419,SEN
14925,2001,2.431,SEN
14926,2002,2.468,SEN
14927,2003,2.347,SEN
14928,2004,2.345,SEN
14929,2005,2.333,SEN
14930,2006,2.323,SEN
14931,2007,2.323,SEN
14932,2008,2.356,SEN
14933,2009,2.375,SEN
14934,2010,2.398,SEN
14935,2011,2.654,SEN
14936,2012,2.699,SEN
14937,2013,3.22,SEN
14938,2014,3.117,SEN
14939,2015,3.025,SEN
14940,2016,2.933,SEN
14941,2017,2.843,SEN
14942,2018,2.759,SEN
14943,2019,2.678,SEN
14944,2020,2.59,SEN
14945,2021,2.489,SEN
14946,2022,2.447,SEN
14948,1950,0.956,SRB
14949,1951,0.959,SRB
14950,1952,1.016,SRB
14951,1953,1.099,SRB
14952,1954,1.291,SRB
14953,1955,1.229,SRB
14954,1956,1.166,SRB
14955,1957,1.115,SRB
14956,1958,1.052,SRB
14957,1959,1.008,SRB
14958,1960,1.024,SRB
14959,1961,1.008,SRB
14960,1962,0.969,SRB
14961,1963,0.939,SRB
14962,1964,0.909,SRB
14963,1965,0.889,SRB
14964,1966,0.869,SRB
14965,1967,0.848,SRB
14966,1968,0.812,SRB
14967,1969,0.763,SRB
14968,1970,0.7,SRB
14969,1971,0.68,SRB
14970,1972,0.661,SRB
14971,1973,0.649,SRB
14972,1974,0.657,SRB
14973,1975,0.666,SRB
14974,1976,0.657,SRB
14975,1977,0.619,SRB
14976,1978,0.562,SRB
14977,1979,0.505,SRB
14978,1980,0.474,SRB
14979,1981,0.334,SRB
14980,1982,0.222,SRB
14981,1983,0.159,SRB
14982,1984,0.107,SRB
14983,1985,0.058,SRB
14984,1986,0.019,SRB
14985,1987,0.001,SRB
14986,1988,-0.024,SRB
14987,1989,-0.057,SRB
14988,1990,-0.113,SRB
14989,1991,-0.079,SRB
14990,1992,-0.106,SRB
14991,1993,-0.151,SRB
14992,1994,-0.17,SRB
14993,1995,-0.185,SRB
14994,1996,-0.214,SRB
14995,1997,-0.262,SRB
14996,1998,-0.336,SRB
14997,1999,-0.478,SRB
14998,2000,-0.553,SRB
14999,2001,-0.56,SRB
15000,2002,-0.361,SRB
15001,2003,-0.317,SRB
15002,2004,-0.345,SRB
15003,2005,-0.362,SRB
15004,2006,-0.375,SRB
15005,2007,-0.383,SRB
15006,2008,-0.386,SRB
15007,2009,-0.392,SRB
15008,2010,-0.404,SRB
15009,2011,-0.436,SRB
15010,2012,-0.66,SRB
15011,2013,-0.667,SRB
15012,2014,-0.684,SRB
15013,2015,-0.703,SRB
15014,2016,-0.728,SRB
15015,2017,-0.754,SRB
15016,2018,-0.765,SRB
15017,2019,-0.776,SRB
15018,2020,-0.907,SRB
15019,2021,-1.202,SRB
15020,2022,-0.093,SRB
15022,1950,1.285,SYC
15023,1951,0.791,SYC
15024,1952,0.782,SYC
15025,1953,0.873,SYC
15026,1954,0.99,SYC
15027,1955,1.12,SYC
15028,1956,1.35,SYC
15029,1957,1.477,SYC
15030,1958,1.517,SYC
15031,1959,1.637,SYC
15032,1960,1.939,SYC
15033,1961,2.084,SYC
15034,1962,2.197,SYC
15035,1963,2.244,SYC
15036,1964,2.325,SYC
15037,1965,2.412,SYC
15038,1966,2.441,SYC
15039,1967,2.402,SYC
15040,1968,2.346,SYC
15041,1969,2.217,SYC
15042,1970,2.146,SYC
15043,1971,2.437,SYC
15044,1972,2.468,SYC
15045,1973,2.434,SYC
15046,1974,2.442,SYC
15047,1975,2.446,SYC
15048,1976,2.477,SYC
15049,1977,1.822,SYC
15050,1978,0.919,SYC
15051,1979,0.969,SYC
15052,1980,1.025,SYC
15053,1981,1.044,SYC
15054,1982,1.039,SYC
15055,1983,1.047,SYC
15056,1984,1.057,SYC
15057,1985,1.073,SYC
15058,1986,1.042,SYC
15059,1987,1.137,SYC
15060,1988,1.295,SYC
15061,1989,1.202,SYC
15062,1990,1.152,SYC
15063,1991,1.089,SYC
15064,1992,1.039,SYC
15065,1993,1.044,SYC
15066,1994,1.174,SYC
15067,1995,1.051,SYC
15068,1996,0.877,SYC
15069,1997,1.061,SYC
15070,1998,1.609,SYC
15071,1999,1.583,SYC
15072,2000,1.556,SYC
15073,2001,1.512,SYC
15074,2002,1.426,SYC
15075,2003,1.298,SYC
15076,2004,1.263,SYC
15077,2005,1.241,SYC
15078,2006,1.224,SYC
15079,2007,1.185,SYC
15080,2008,1.162,SYC
15081,2009,1.16,SYC
15082,2010,1.685,SYC
15083,2011,2.583,SYC
15084,2012,2.544,SYC
15085,2013,2.515,SYC
15086,2014,2.443,SYC
15087,2015,2.418,SYC
15088,2016,2.358,SYC
15089,2017,2.331,SYC
15090,2018,2.265,SYC
15091,2019,2.223,SYC
15092,2020,2.216,SYC
15093,2021,2.217,SYC
15094,2022,1.867,SYC
15096,1950,1.169,SLE
15097,1951,1.183,SLE
15098,1952,1.168,SLE
15099,1953,1.126,SLE
15100,1954,1.203,SLE
15101,1955,1.247,SLE
15102,1956,1.291,SLE
15103,1957,1.324,SLE
15104,1958,1.287,SLE
15105,1959,1.432,SLE
15106,1960,1.528,SLE
15107,1961,1.609,SLE
15108,1962,1.663,SLE
15109,1963,1.724,SLE
15110,1964,1.781,SLE
15111,1965,1.838,SLE
15112,1966,1.852,SLE
15113,1967,1.909,SLE
15114,1968,1.891,SLE
15115,1969,1.89,SLE
15116,1970,1.901,SLE
15117,1971,1.821,SLE
15118,1972,1.848,SLE
15119,1973,1.853,SLE
15120,1974,1.845,SLE
15121,1975,1.833,SLE
15122,1976,1.777,SLE
15123,1977,1.921,SLE
15124,1978,1.942,SLE
15125,1979,1.961,SLE
15126,1980,2.026,SLE
15127,1981,2.019,SLE
15128,1982,2.085,SLE
15129,1983,2.179,SLE
15130,1984,2.202,SLE
15131,1985,2.226,SLE
15132,1986,2.653,SLE
15133,1987,2.71,SLE
15134,1988,2.69,SLE
15135,1989,2.311,SLE
15136,1990,5.538,SLE
15137,1991,-3.144,SLE
15138,1992,-0.632,SLE
15139,1993,0.189,SLE
15140,1994,0.578,SLE
15141,1995,-0.286,SLE
15142,1996,1.239,SLE
15143,1997,1.34,SLE
15144,1998,0.632,SLE
15145,1999,0.402,SLE
15146,2000,4.381,SLE
15147,2001,7.343,SLE
15148,2002,4.285,SLE
15149,2003,3.854,SLE
15150,2004,2.923,SLE
15151,2005,2.462,SLE
15152,2006,1.957,SLE
15153,2007,2.43,SLE
15154,2008,2.562,SLE
15155,2009,2.821,SLE
15156,2010,2.625,SLE
15157,2011,2.595,SLE
15158,2012,2.472,SLE
15159,2013,2.443,SLE
15160,2014,2.336,SLE
15161,2015,2.301,SLE
15162,2016,2.407,SLE
15163,2017,2.365,SLE
15164,2018,2.33,SLE
15165,2019,2.313,SLE
15166,2020,2.304,SLE
15167,2021,2.246,SLE
15168,2022,2.207,SLE
15170,1950,5.244,SGP
15171,1951,5.274,SGP
15172,1952,5.311,SGP
15173,1953,5.312,SGP
15174,1954,5.308,SGP
15175,1955,5.261,SGP
15176,1956,5.178,SGP
15177,1957,4.295,SGP
15178,1958,3.45,SGP
15179,1959,3.302,SGP
15180,1960,3.173,SGP
15181,1961,3.048,SGP
15182,1962,2.935,SGP
15183,1963,2.831,SGP
15184,1964,2.732,SGP
15185,1965,2.617,SGP
15186,1966,2.479,SGP
15187,1967,2.32,SGP
15188,1968,2.15,SGP
15189,1969,1.994,SGP
15190,1970,1.812,SGP
15191,1971,1.685,SGP
15192,1972,1.661,SGP
15193,1973,1.621,SGP
15194,1974,1.531,SGP
15195,1975,1.441,SGP
15196,1976,1.38,SGP
15197,1977,1.28,SGP
15198,1978,1.197,SGP
15199,1979,1.124,SGP
15200,1980,2.947,SGP
15201,1981,4.614,SGP
15202,1982,2.833,SGP
15203,1983,1.589,SGP
15204,1984,1.0,SGP
15205,1985,0.037,SGP
15206,1986,0.664,SGP
15207,1987,2.002,SGP
15208,1988,2.779,SGP
15209,1989,3.405,SGP
15210,1990,3.35,SGP
15211,1991,2.92,SGP
15212,1992,2.751,SGP
15213,1993,2.836,SGP
15214,1994,3.095,SGP
15215,1995,3.562,SGP
15216,1996,3.712,SGP
15217,1997,3.375,SGP
15218,1998,2.089,SGP
15219,1999,1.23,SGP
15220,2000,2.195,SGP
15221,2001,1.78,SGP
15222,2002,-0.285,SGP
15223,2003,-0.133,SGP
15224,2004,1.786,SGP
15225,2005,2.733,SGP
15226,2006,3.647,SGP
15227,2007,4.748,SGP
15228,2008,4.209,SGP
15229,2009,2.443,SGP
15230,2010,1.881,SGP
15231,2011,2.218,SGP
15232,2012,2.026,SGP
15233,2013,1.434,SGP
15234,2014,1.235,SGP
15235,2015,1.222,SGP
15236,2016,0.676,SGP
15237,2017,0.261,SGP
15238,2018,0.816,SGP
15239,2019,0.431,SGP
15240,2020,-2.193,SGP
15241,2021,-0.441,SGP
15242,2022,4.101,SGP
15244,1950,7.175,SXM
15245,1951,6.57,SXM
15246,1952,5.282,SXM
15247,1953,5.41,SXM
15248,1954,5.398,SXM
15249,1955,6.623,SXM
15250,1956,6.165,SXM
15251,1957,6.772,SXM
15252,1958,6.342,SXM
15253,1959,6.31,SXM
15254,1960,8.441,SXM
15255,1961,9.47,SXM
15256,1962,9.443,SXM
15257,1963,9.27,SXM
15258,1964,8.801,SXM
15259,1965,8.762,SXM
15260,1966,8.324,SXM
15261,1967,8.387,SXM
15262,1968,7.912,SXM
15263,1969,7.738,SXM
15264,1970,7.362,SXM
15265,1971,6.913,SXM
15266,1972,6.899,SXM
15267,1973,7.115,SXM
15268,1974,6.938,SXM
15269,1975,6.744,SXM
15270,1976,6.497,SXM
15271,1977,6.438,SXM
15272,1978,6.171,SXM
15273,1979,5.87,SXM
15274,1980,5.529,SXM
15275,1981,8.259,SXM
15276,1982,10.354,SXM
15277,1983,9.565,SXM
15278,1984,8.936,SXM
15279,1985,8.371,SXM
15280,1986,7.959,SXM
15281,1987,7.56,SXM
15282,1988,7.266,SXM
15283,1989,7.095,SXM
15284,1990,6.873,SXM
15285,1991,6.796,SXM
15286,1992,3.178,SXM
15287,1993,-0.272,SXM
15288,1994,-0.407,SXM
15289,1995,-0.504,SXM
15290,1996,-0.598,SXM
15291,1997,-0.634,SXM
15292,1998,-0.712,SXM
15293,1999,-0.681,SXM
15294,2000,-0.634,SXM
15295,2001,0.325,SXM
15296,2002,1.192,SXM
15297,2003,1.162,SXM
15298,2004,1.142,SXM
15299,2005,1.164,SXM
15300,2006,1.138,SXM
15301,2007,1.083,SXM
15302,2008,1.068,SXM
15303,2009,1.009,SXM
15304,2010,0.796,SXM
15305,2011,1.973,SXM
15306,2012,2.384,SXM
15307,2013,2.309,SXM
15308,2014,2.201,SXM
15309,2015,2.116,SXM
15310,2016,1.992,SXM
15311,2017,1.88,SXM
15312,2018,1.758,SXM
15313,2019,1.602,SXM
15314,2020,1.461,SXM
15315,2021,1.27,SXM
15316,2022,1.441,SXM
15318,1950,1.579,SVK
15319,1951,1.831,SVK
15320,1952,1.905,SVK
15321,1953,1.858,SVK
15322,1954,1.821,SVK
15323,1955,1.863,SVK
15324,1956,1.838,SVK
15325,1957,1.677,SVK
15326,1958,1.641,SVK
15327,1959,1.433,SVK
15328,1960,1.486,SVK
15329,1961,1.446,SVK
15330,1962,0.953,SVK
15331,1963,1.051,SVK
15332,1964,1.033,SVK
15333,1965,0.89,SVK
15334,1966,0.806,SVK
15335,1967,0.729,SVK
15336,1968,0.635,SVK
15337,1969,0.642,SVK
15338,1970,0.725,SVK
15339,1971,0.796,SVK
15340,1972,0.924,SVK
15341,1973,0.975,SVK
15342,1974,1.038,SVK
15343,1975,1.021,SVK
15344,1976,1.051,SVK
15345,1977,0.994,SVK
15346,1978,0.981,SVK
15347,1979,0.963,SVK
15348,1980,0.782,SVK
15349,1981,0.751,SVK
15350,1982,0.713,SVK
15351,1983,0.654,SVK
15352,1984,0.637,SVK
15353,1985,0.601,SVK
15354,1986,0.519,SVK
15355,1987,0.474,SVK
15356,1988,0.438,SVK
15357,1989,0.335,SVK
15358,1990,0.279,SVK
15359,1991,0.433,SVK
15360,1992,0.381,SVK
15361,1993,0.368,SVK
15362,1994,0.264,SVK
15363,1995,0.149,SVK
15364,1996,0.155,SVK
15365,1997,0.119,SVK
15366,1998,0.068,SVK
15367,1999,0.055,SVK
15368,2000,0.015,SVK
15369,2001,-0.036,SVK
15370,2002,-0.029,SVK
15371,2003,-0.027,SVK
15372,2004,0.021,SVK
15373,2005,0.004,SVK
15374,2006,0.002,SVK
15375,2007,0.004,SVK
15376,2008,0.075,SVK
15377,2009,0.146,SVK
15378,2010,0.106,SVK
15379,2011,0.126,SVK
15380,2012,0.124,SVK
15381,2013,0.081,SVK
15382,2014,0.096,SVK
15383,2015,0.09,SVK
15384,2016,0.167,SVK
15385,2017,0.143,SVK
15386,2018,0.133,SVK
15387,2019,0.138,SVK
15388,2020,0.023,SVK
15389,2021,-0.474,SVK
15390,2022,1.584,SVK
15392,1950,1.12,SVN
15393,1951,1.131,SVN
15394,1952,1.171,SVN
15395,1953,1.232,SVN
15396,1954,1.164,SVN
15397,1955,1.072,SVN
15398,1956,1.023,SVN
15399,1957,0.954,SVN
15400,1958,0.878,SVN
15401,1959,0.834,SVN
15402,1960,0.788,SVN
15403,1961,0.885,SVN
15404,1962,0.901,SVN
15405,1963,0.85,SVN
15406,1964,0.832,SVN
15407,1965,0.843,SVN
15408,1966,0.859,SVN
15409,1967,0.819,SVN
15410,1968,0.708,SVN
15411,1969,0.657,SVN
15412,1970,0.632,SVN
15413,1971,0.839,SVN
15414,1972,0.923,SVN
15415,1973,0.919,SVN
15416,1974,0.918,SVN
15417,1975,0.913,SVN
15418,1976,0.923,SVN
15419,1977,0.918,SVN
15420,1978,0.931,SVN
15421,1979,0.922,SVN
15422,1980,0.89,SVN
15423,1981,0.319,SVN
15424,1982,0.035,SVN
15425,1983,0.525,SVN
15426,1984,0.445,SVN
15427,1985,0.46,SVN
15428,1986,1.924,SVN
15429,1987,0.431,SVN
15430,1988,0.122,SVN
15431,1989,0.073,SVN
15432,1990,0.182,SVN
15433,1991,-0.063,SVN
15434,1992,-0.271,SVN
15435,1993,-0.236,SVN
15436,1994,-0.02,SVN
15437,1995,0.003,SVN
15438,1996,-0.134,SVN
15439,1997,-0.107,SVN
15440,1998,-0.331,SVN
15441,1999,0.444,SVN
15442,2000,0.123,SVN
15443,2001,0.165,SVN
15444,2002,0.025,SVN
15445,2003,0.067,SVN
15446,2004,0.039,SVN
15447,2005,0.299,SVN
15448,2006,0.321,SVN
15449,2007,0.777,SVN
15450,2008,0.306,SVN
15451,2009,0.729,SVN
15452,2010,0.155,SVN
