,year,General government final consumption expenditure (% of GDP),country
2735,1972,..,GMB
2736,1972,..,GEO
2737,1972,17.6442434294816,DEU
2738,1972,12.6110124333925,GHA
2739,1972,..,GIB
2740,1972,12.141411273646,GRC
2741,1972,..,GRL
2742,1972,..,GRD
2743,1972,..,GUM
2744,1972,7.45728834531005,GTM
2745,1972,..,GIN
2746,1972,22.7815587778381,GNB
2747,1972,19.5060904388453,GUY
2748,1972,..,HTI
2749,1972,12.017435368458,HND
2750,1972,5.29599850991836,HKG
2751,1972,..,HUN
2752,1972,15.2066519403517,ISL
2753,1972,9.33421495861269,IND
2754,1972,9.07099035933392,IDN
2755,1972,19.2261385973019,IRN
2756,1972,25.403431909456,IRQ
2757,1972,17.0551557827242,IRL
2758,1972,..,IMN
2759,1972,30.3603418930792,ISR
2760,1972,16.9776256053041,ITA
2761,1972,13.6960600375235,JAM
2762,1972,11.9294364877857,JPN
2763,1972,..,JOR
2764,1972,..,KAZ
2765,1972,17.6322083444061,KEN
2766,1972,..,KIR
2767,1972,..,PRK
2768,1972,10.4693394568503,KOR
2769,1972,..,XKX
2770,1972,13.5655737704918,KWT
2771,1972,..,KGZ
2772,1972,..,LAO
2773,1972,..,LVA
2774,1972,..,LBN
2775,1972,12.8617363344051,LSO
2776,1972,..,LBR
2777,1972,..,LBY
2778,1972,..,LIE
2779,1972,..,LTU
2780,1972,11.8715607472402,LUX
2781,1972,..,MAC
2782,1972,13.6545315269951,MDG
2783,1972,..,MWI
2784,1972,19.2545710267229,MYS
2785,1972,..,MDV
2786,1972,13.3764405166486,MLI
2787,1972,17.8749917556579,MLT
2788,1972,..,MHL
2789,1972,39.6012328169634,MRT
2790,1972,..,MUS
2791,1972,8.62642477876106,MEX
2792,1972,..,FSM
2793,1972,..,MDA
2794,1972,..,MCO
2795,1972,..,MNG
2796,1972,..,MNE
2797,1972,12.383808095952,MAR
2798,1972,..,MOZ
2799,1972,..,MMR
2800,1972,..,NAM
2801,1972,..,NRU
2802,1972,..,NPL
2803,1972,19.6233516917992,NLD
2804,1972,..,NCL
2805,1972,14.7484756097561,NZL
2806,1972,9.39360016944407,NIC
2807,1972,9.30753614428032,NER
2808,1972,..,NGA
2809,1972,..,MKD
2810,1972,..,MNP
2811,1972,16.7625609905388,NOR
2812,1972,29.6164772727273,OMN
2813,1972,11.8486272931794,PAK
2814,1972,..,PLW
2815,1972,15.9203261217786,PAN
2816,1972,30.3444555896481,PNG
2817,1972,8.01762660089371,PRY
2818,1972,12.7941854608277,PER
2819,1972,..,PHL
2820,1972,..,POL
2821,1972,11.639493799125,PRT
2822,1972,16.4404556874022,PRI
2823,1972,..,QAT
2824,1972,..,ROU
2825,1972,..,RUS
2826,1972,10.7048466327699,RWA
2827,1972,..,WSM
2828,1972,..,SMR
2829,1972,..,STP
2830,1972,12.7271819452766,SAU
2831,1972,15.6057248209026,SEN
2832,1972,..,SRB
2833,1972,..,SYC
2834,1972,8.53304138525072,SLE
2835,1972,11.9834262794647,SGP
2836,1972,..,SXM
2837,1972,..,SVK
2838,1972,..,SVN
2839,1972,..,SLB
2840,1972,19.0641553593421,SOM
2841,1972,11.0262124588772,ZAF
2842,1972,..,SSD
2843,1972,9.93255875234678,ESP
2844,1972,12.4417918279006,LKA
2845,1972,..,KNA
2846,1972,..,LCA
2847,1972,..,MAF
2848,1972,..,VCT
2849,1972,18.0314596345131,SDN
2850,1972,..,SUR
2851,1972,21.4641092478615,SWE
2852,1972,8.06820976142277,CHE
2853,1972,17.7503250975293,SYR
2854,1972,..,TJK
2855,1972,..,TZA
2856,1972,10.9182834461715,THA
2857,1972,..,TLS
2858,1972,13.1278538815155,TGO
2859,1972,..,TON
2860,1972,..,TTO
2861,1972,14.576112412178,TUN
2862,1972,10.7575233483224,TUR
2863,1972,..,TKM
2864,1972,..,TCA
2865,1972,..,TUV
2866,1972,..,UGA
2867,1972,..,UKR
2868,1972,..,ARE
2869,1972,18.4203250360008,GBR
2870,1972,17.6292891150878,USA
2871,1972,13.0786439511272,URY
2872,1972,..,UZB
2873,1972,..,VUT
2874,1972,13.3740366166954,VEN
2875,1972,..,VNM
2876,1972,..,VIR
2877,1972,..,PSE
2878,1972,..,YEM
2879,1972,..,ZMB
2880,1972,10.4101333017444,ZWE
2884,1972,,Data from database: World Development Indicators
2885,1972,,Last Updated: 10/07/2025
2886,1973,..,AFG
2887,1973,..,ALB
2888,1973,15.9786030527409,DZA
2889,1973,..,ASM
2890,1973,..,AND
2891,1973,..,AGO
2892,1973,..,ATG
2893,1973,11.5393235681285,ARG
2894,1973,..,ARM
2895,1973,..,ABW
2896,1973,14.6080044960058,AUS
2897,1973,14.7444983765352,AUT
2898,1973,..,AZE
2899,1973,..,BHS
2900,1973,..,BHR
2901,1973,3.93877814067019,BGD
2902,1973,..,BRB
2903,1973,..,BLR
2904,1973,18.5683127538028,BEL
2905,1973,..,BLZ
2906,1973,9.96264266073984,BEN
2907,1973,..,BMU
2908,1973,..,BTN
2909,1973,9.85280151946819,BOL
2910,1973,..,BIH
2911,1973,14.5175568014163,BWA
2912,1973,9.90642975311758,BRA
2913,1973,..,VGB
2914,1973,..,BRN
2915,1973,..,BGR
2916,1973,8.08218713174988,BFA
2917,1973,11.5827896415946,BDI
2918,1973,..,CPV
2919,1973,..,KHM
2920,1973,11.5620575790601,CMR
2921,1973,20.4010517120067,CAN
2922,1973,..,CYM
2923,1973,19.5222723644682,CAF
2924,1973,21.6966262315346,TCD
2925,1973,..,Channel Islands
2926,1973,12.8386679778726,CHL
2927,1973,11.6206621748895,CHN
2928,1973,9.46331633492351,COL
2929,1973,..,COM
2930,1973,..,COD
2931,1973,17.5496688741722,COG
2932,1973,13.9445405224697,CRI
2933,1973,15.7574518579107,CIV
2934,1973,..,HRV
2935,1973,31.674673552041,CUB
2936,1973,..,CUW
2937,1973,..,CYP
2938,1973,..,CZE
2939,1973,21.9692646659517,DNK
2940,1973,..,DJI
2941,1973,..,DMA
2942,1973,8.2568065506653,DOM
2943,1973,10.8068865700572,ECU
2944,1973,24.3807855891919,EGY
2945,1973,10.4747906151201,SLV
2946,1973,..,GNQ
2947,1973,..,ERI
2948,1973,..,EST
2949,1973,..,SWZ
2950,1973,..,ETH
2951,1973,..,FRO
2952,1973,..,FJI
2953,1973,14.8056691900761,FIN
2954,1973,17.7404419368032,FRA
2955,1973,..,PYF
2956,1973,15.5803910614525,GAB
2957,1973,..,GMB
2958,1973,..,GEO
2959,1973,18.3259024302236,DEU
2960,1973,10.9111682376464,GHA
2961,1973,..,GIB
2962,1973,11.2240256875004,GRC
2963,1973,..,GRL
2964,1973,..,GRD
2965,1973,..,GUM
2966,1973,6.48450854411846,GTM
2967,1973,..,GIN
2968,1973,24.4667251006628,GNB
2969,1973,24.7673697270471,GUY
2970,1973,..,HTI
2971,1973,10.1917813803716,HND
2972,1973,5.19031141868512,HKG
2973,1973,..,HUN
2974,1973,14.7222913665296,ISL
2975,1973,8.40736153327391,IND
2976,1973,10.6020671069387,IDN
2977,1973,17.2765957216942,IRN
2978,1973,27.3533950617284,IRQ
2979,1973,17.4154582395012,IRL
2980,1973,..,IMN
2981,1973,40.2013874974104,ISR
2982,1973,16.298256245534,ITA
2983,1973,16.2916448630734,JAM
2984,1973,12.1370418770721,JPN
2985,1973,..,JOR
2986,1973,..,KAZ
2987,1973,16.452237276557,KEN
2988,1973,..,KIR
2989,1973,..,PRK
2990,1973,8.88317985273099,KOR
2991,1973,..,XKX
2992,1973,13.3782183155664,KWT
2993,1973,..,KGZ
2994,1973,..,LAO
2995,1973,..,LVA
2996,1973,..,LBN
2997,1973,9.51248513674197,LSO
2998,1973,..,LBR
2999,1973,..,LBY
3000,1973,..,LIE
3001,1973,..,LTU
3002,1973,11.3899880317029,LUX
3003,1973,..,MAC
3004,1973,12.2445716514025,MDG
3005,1973,..,MWI
3006,1973,15.6705656144849,MYS
3007,1973,..,MDV
3008,1973,9.66093330123534,MLI
3009,1973,18.171600708236,MLT
3010,1973,..,MHL
3011,1973,38.4315141579608,MRT
3012,1973,..,MUS
3013,1973,9.17897250361795,MEX
3014,1973,..,FSM
3015,1973,..,MDA
3016,1973,..,MCO
3017,1973,..,MNG
3018,1973,..,MNE
3019,1973,11.6671867686066,MAR
3020,1973,..,MOZ
3021,1973,..,MMR
3022,1973,..,NAM
3023,1973,..,NRU
3024,1973,..,NPL
3025,1973,19.5302341178611,NLD
3026,1973,..,NCL
3027,1973,14.4984240843387,NZL
3028,1973,8.13585872158129,NIC
3029,1973,8.62240232955989,NER
3030,1973,..,NGA
3031,1973,..,MKD
3032,1973,..,MNP
3033,1973,16.9332245551382,NOR
3034,1973,37.1900826446281,OMN
3035,1973,11.444319326735,PAK
3036,1973,..,PLW
3037,1973,15.3711053659188,PAN
3038,1973,27.2329725593091,PNG
3039,1973,6.5132297487982,PRY
3040,1973,12.5739578067439,PER
3041,1973,..,PHL
3042,1973,..,POL
3043,1973,11.1430252669085,PRT
3044,1973,17.5839712098709,PRI
3045,1973,..,QAT
3046,1973,..,ROU
3047,1973,..,RUS
3048,1973,11.3934430898952,RWA
3049,1973,..,WSM
3050,1973,..,SMR
3051,1973,..,STP
3052,1973,14.1578225398888,SAU
3053,1973,16.5043764229029,SEN
3054,1973,..,SRB
3055,1973,..,SYC
3056,1973,8.88018143680058,SLE
3057,1973,10.8180384008619,SGP
3058,1973,..,SXM
3059,1973,..,SVK
3060,1973,..,SVN
3061,1973,..,SLB
3062,1973,20.4715804389658,SOM
3063,1973,10.2976216263051,ZAF
3064,1973,..,SSD
3065,1973,9.91915629316991,ESP
3066,1973,10.9541404042599,LKA
3067,1973,..,KNA
3068,1973,..,LCA
3069,1973,..,MAF
3070,1973,..,VCT
3071,1973,16.1455902939804,SDN
3072,1973,..,SUR
3073,1973,21.4272071052492,SWE
3074,1973,8.33132758382985,CHE
3075,1973,21.5495385863503,SYR
3076,1973,..,TJK
3077,1973,..,TZA
3078,1973,9.74110775392011,THA
3079,1973,..,TLS
3080,1973,12.2787610619089,TGO
3081,1973,..,TON
3082,1973,..,TTO
3083,1973,15.1480934595674,TUN
3084,1973,11.2362637362637,TUR
3085,1973,..,TKM
3086,1973,..,TCA
3087,1973,..,TUV
3088,1973,..,UGA
3089,1973,..,UKR
3090,1973,..,ARE
3091,1973,18.236829783444,GBR
3092,1973,16.7762751723054,USA
3093,1973,10.7121836374338,URY
3094,1973,..,UZB
3095,1973,..,VUT
3096,1973,12.6818014279279,VEN
3097,1973,..,VNM
3098,1973,..,VIR
3099,1973,..,PSE
3100,1973,..,YEM
3101,1973,..,ZMB
3102,1973,10.9053623039859,ZWE
3106,1973,,Data from database: World Development Indicators
3107,1973,,Last Updated: 10/07/2025
3108,1974,..,AFG
3109,1974,..,ALB
3110,1974,11.7800780046477,DZA
3111,1974,..,ASM
3112,1974,..,AND
3113,1974,..,AGO
3114,1974,..,ATG
3115,1974,13.1532327349931,ARG
3116,1974,..,ARM
3117,1974,..,ABW
3118,1974,14.445935424018,AUS
3119,1974,15.4088946477096,AUT
3120,1974,..,AZE
3121,1974,..,BHS
3122,1974,..,BHR
3123,1974,4.64272057478671,BGD
3124,1974,..,BRB
3125,1974,..,BLR
3126,1974,18.9309264818353,BEL
3127,1974,..,BLZ
3128,1974,8.61371534699504,BEN
3129,1974,..,BMU
3130,1974,..,BTN
3131,1974,9.39418455241993,BOL
3132,1974,..,BIH
3133,1974,17.2156768453955,BWA
3134,1974,9.32983875373664,BRA
3135,1974,..,VGB
3136,1974,7.99646353866427,BRN
3137,1974,..,BGR
3138,1974,8.26565505828738,BFA
3139,1974,12.5827985067765,BDI
3140,1974,..,CPV
3141,1974,..,KHM
3142,1974,11.0340847214671,CMR
3143,1974,20.7555756301704,CAN
3144,1974,..,CYM
3145,1974,19.9309088309617,CAF
3146,1974,19.3935493918495,TCD
3147,1974,..,Channel Islands
3148,1974,15.3897098140475,CHL
3149,1974,12.1919355977685,CHN
3150,1974,8.74981388654524,COL
3151,1974,..,COM
3152,1974,..,COD
3153,1974,17.8140596167495,COG
3154,1974,14.2936054412071,CRI
3155,1974,16.1975639982696,CIV
3156,1974,..,HRV
3157,1974,31.67811108551,CUB
3158,1974,..,CUW
3159,1974,..,CYP
3160,1974,..,CZE
3161,1974,23.6713058415651,DNK
3162,1974,..,DJI
3163,1974,..,DMA
3164,1974,9.96389240181837,DOM
3165,1974,16.0378502677948,ECU
3166,1974,25.1536504648911,EGY
3167,1974,10.8723317405816,SLV
3168,1974,..,GNQ
3169,1974,..,ERI
3170,1974,..,EST
3171,1974,..,SWZ
3172,1974,..,ETH
3173,1974,..,FRO
3174,1974,..,FJI
3175,1974,15.0359479293446,FIN
3176,1974,18.1832181879665,FRA
3177,1974,..,PYF
3178,1974,9.2547726661286,GAB
3179,1974,..,GMB
3180,1974,..,GEO
3181,1974,19.7490403066335,DEU
3182,1974,12.2103004291845,GHA
3183,1974,..,GIB
3184,1974,13.8240282341775,GRC
3185,1974,..,GRL
3186,1974,..,GRD
3187,1974,..,GUM
3188,1974,6.53487289371731,GTM
3189,1974,..,GIN
3190,1974,25.2356991015834,GNB
3191,1974,16.9896302503404,GUY
3192,1974,..,HTI
3193,1974,11.6964717254712,HND
3194,1974,5.82557154953429,HKG
3195,1974,..,HUN
3196,1974,16.3725962125759,ISL
3197,1974,8.64064088354514,IND
3198,1974,7.85394097870751,IDN
3199,1974,21.0782301841629,IRN
3200,1974,23.0174365609103,IRQ
3201,1974,19.1081623350203,IRL
3202,1974,..,IMN
3203,1974,37.9965601467405,ISR
3204,1974,15.4855053366431,ITA
3205,1974,17.8816228232679,JAM
3206,1974,13.334490095696,JPN
3207,1974,..,JOR
3208,1974,..,KAZ
3209,1974,17.0359196756859,KEN
3210,1974,..,KIR
3211,1974,..,PRK
3212,1974,9.60531309297913,KOR
3213,1974,..,XKX
3214,1974,7.31969596956979,KWT
3215,1974,..,KGZ
3216,1974,..,LAO
3217,1974,..,LVA
3218,1974,..,LBN
3219,1974,10.7317073170732,LSO
3220,1974,..,LBR
3221,1974,..,LBY
3222,1974,..,LIE
3223,1974,..,LTU
3224,1974,11.5760933210154,LUX
3225,1974,..,MAC
3226,1974,11.2008900104936,MDG
3227,1974,..,MWI
3228,1974,15.3819231778808,MYS
3229,1974,..,MDV
3230,1974,13.4548383730746,MLI
3231,1974,18.8797639526093,MLT
3232,1974,..,MHL
3233,1974,35.6369591141572,MRT
3234,1974,..,MUS
3235,1974,9.1409,MEX
3236,1974,..,FSM
3237,1974,..,MDA
3238,1974,..,MCO
3239,1974,..,MNG
3240,1974,..,MNE
3241,1974,12.0333929636255,MAR
3242,1974,..,MOZ
3243,1974,..,MMR
3244,1974,..,NAM
3245,1974,..,NRU
3246,1974,..,NPL
3247,1974,19.7940079151195,NLD
3248,1974,..,NCL
3249,1974,16.3204747774481,NZL
3250,1974,7.71629532435219,NIC
3251,1974,8.16810790637905,NER
3252,1974,..,NGA
3253,1974,..,MKD
3254,1974,..,MNP
3255,1974,17.1420211598694,NOR
3256,1974,34.6877748460862,OMN
3257,1974,9.69217497900161,PAK
3258,1974,..,PLW
3259,1974,16.0873635863624,PAN
3260,1974,29.2575760539959,PNG
3261,1974,5.49170619618505,PRY
3262,1974,11.1873158985311,PER
3263,1974,..,PHL
3264,1974,..,POL
3265,1974,12.2735508062844,PRT
3266,1974,17.2509369144285,PRI
3267,1974,..,QAT
3268,1974,..,ROU
3269,1974,..,RUS
3270,1974,12.029287725107,RWA
3271,1974,..,WSM
3272,1974,..,SMR
3273,1974,..,STP
3274,1974,8.43154525605399,SAU
3275,1974,15.4644503441586,SEN
3276,1974,..,SRB
3277,1974,..,SYC
3278,1974,8.88538039521018,SLE
3279,1974,10.210888913135,SGP
3280,1974,..,SXM
3281,1974,..,SVK
3282,1974,..,SVN
3283,1974,..,SLB
3284,1974,20.0892757090396,SOM
3285,1974,10.6994275148455,ZAF
3286,1974,..,SSD
3287,1974,10.3269007674831,ESP
3288,1974,11.5392705397333,LKA
3289,1974,..,KNA
3290,1974,..,LCA
3291,1974,..,MAF
3292,1974,..,VCT
3293,1974,14.0877765687341,SDN
3294,1974,..,SUR
3295,1974,21.9246508518614,SWE
3296,1974,8.62232616078193,CHE
3297,1974,17.7658567371411,SYR
3298,1974,..,TJK
3299,1974,..,TZA
3300,1974,9.34276483885793,THA
3301,1974,..,TLS
3302,1974,9.71690895163977,TGO
3303,1974,..,TON
3304,1974,..,TTO
3305,1974,13.2252228970151,TUN
3306,1974,10.5284388866478,TUR
3307,1974,..,TKM
3308,1974,..,TCA
3309,1974,..,TUV
3310,1974,..,UGA
3311,1974,..,UKR
3312,1974,..,ARE
3313,1974,20.1248154406178,GBR
3314,1974,17.1626727964469,USA
3315,1974,15.0387320808477,URY
3316,1974,..,UZB
3317,1974,..,VUT
3318,1974,11.0362278810343,VEN
3319,1974,..,VNM
3320,1974,..,VIR
3321,1974,..,PSE
3322,1974,..,YEM
3323,1974,..,ZMB
3324,1974,11.1733919172638,ZWE
3328,1974,,Data from database: World Development Indicators
3329,1974,,Last Updated: 10/07/2025
3330,1975,..,AFG
3331,1975,..,ALB
3332,1975,14.3567404666366,DZA
3333,1975,..,ASM
3334,1975,..,AND
3335,1975,..,AGO
3336,1975,..,ATG
3337,1975,12.5891776401825,ARG
3338,1975,..,ARM
3339,1975,..,ABW
3340,1975,16.7915684293252,AUS
3341,1975,16.8560002227135,AUT
3342,1975,..,AZE
3343,1975,..,BHS
3344,1975,..,BHR
3345,1975,3.16378396543982,BGD
3346,1975,..,BRB
3347,1975,..,BLR
3348,1975,21.1481975967957,BEL
3349,1975,..,BLZ
3350,1975,9.25121675574385,BEN
3351,1975,..,BMU
3352,1975,..,BTN
3353,1975,10.4804854732117,BOL
3354,1975,..,BIH
3355,1975,18.9796306872263,BWA
3356,1975,10.1851800259585,BRA
3357,1975,..,VGB
3358,1975,8.09154239735381,BRN
3359,1975,..,BGR
3360,1975,12.8924457015457,BFA
3361,1975,11.5459675984158,BDI
3362,1975,..,CPV
3363,1975,..,KHM
3364,1975,10.8933537772389,CMR
3365,1975,22.3317832261733,CAN
3366,1975,..,CYM
3367,1975,17.1284111267617,CAF
3368,1975,17.794231684057,TCD
3369,1975,..,Channel Islands
3370,1975,15.3025376505533,CHL
3371,1975,11.8450875406497,CHN
3372,1975,8.9299643551843,COL
3373,1975,..,COM
3374,1975,..,COD
3375,1975,18.0048722627737,COG
3376,1975,15.2214275568679,CRI
3377,1975,16.9922112243961,CIV
3378,1975,..,HRV
3379,1975,31.6648497509544,CUB
3380,1975,..,CUW
3381,1975,17.4708148698756,CYP
3382,1975,..,CZE
3383,1975,24.6300612456614,DNK
3384,1975,..,DJI
3385,1975,..,DMA
3386,1975,6.1700544565459,DOM
3387,1975,20.9388984508353,ECU
3388,1975,25.3288357893943,EGY
3389,1975,11.1924924531085,SLV
3390,1975,..,GNQ
3391,1975,..,ERI
3392,1975,..,EST
3393,1975,..,SWZ
3394,1975,..,ETH
3395,1975,..,FRO
3396,1975,..,FJI
3397,1975,16.9133353417775,FIN
3398,1975,19.7999754420106,FRA
3399,1975,..,PYF
3400,1975,12.2188581314879,GAB
3401,1975,..,GMB
3402,1975,..,GEO
3403,1975,20.8618997874004,DEU
3404,1975,13.0229036532273,GHA
3405,1975,..,GIB
3406,1975,15.0640869438082,GRC
3407,1975,..,GRL
3408,1975,..,GRD
3409,1975,..,GUM
3410,1975,6.86524589264654,GTM
3411,1975,..,GIN
3412,1975,22.8933794393496,GNB
3413,1975,19.6126315789474,GUY
3414,1975,..,HTI
3415,1975,12.3665480427046,HND
3416,1975,5.99528121155902,HKG
3417,1975,..,HUN
3418,1975,16.7547876933009,ISL
3419,1975,9.48765621560141,IND
3420,1975,9.9165513150089,IDN
3421,1975,23.8422005516395,IRN
3422,1975,21.2112824899982,IRQ
3423,1975,20.6933291401115,IRL
3424,1975,..,IMN
3425,1975,41.187146236872,ISR
3426,1975,15.9287473890438,ITA
3427,1975,18.3471780628818,JAM
3428,1975,14.6810906624813,JPN
3429,1975,..,JOR
3430,1975,..,KAZ
3431,1975,18.325399013955,KEN
3432,1975,..,KIR
3433,1975,..,PRK
3434,1975,11.0901399901362,KOR
3435,1975,..,XKX
3436,1975,11.0553481200072,KWT
3437,1975,..,KGZ
3438,1975,..,LAO
3439,1975,..,LVA
3440,1975,..,LBN
3441,1975,14.4665461121157,LSO
3442,1975,..,LBR
3443,1975,..,LBY
3444,1975,..,LIE
3445,1975,..,LTU
3446,1975,15.0825817204516,LUX
3447,1975,..,MAC
3448,1975,10.8350740236973,MDG
3449,1975,..,MWI
3450,1975,17.5711982804944,MYS
3451,1975,..,MDV
3452,1975,11.7713111026596,MLI
3453,1975,17.0026114104226,MLT
3454,1975,..,MHL
3455,1975,40.3604058669098,MRT
3456,1975,..,MUS
3457,1975,10.3175545454545,MEX
3458,1975,..,FSM
3459,1975,..,MDA
3460,1975,..,MCO
3461,1975,..,MNG
3462,1975,..,MNE
3463,1975,16.0912910933509,MAR
3464,1975,..,MOZ
3465,1975,..,MMR
3466,1975,..,NAM
3467,1975,..,NRU
3468,1975,7.58554049345894,NPL
3469,1975,21.5825542060825,NLD
3470,1975,..,NCL
3471,1975,17.4306287319986,NZL
3472,1975,9.04787613759541,NIC
3473,1975,10.8128220628563,NER
3474,1975,..,NGA
3475,1975,..,MKD
3476,1975,..,MNP
3477,1975,18.1351069834564,NOR
3478,1975,31.6211035102325,OMN
3479,1975,10.7480460142288,PAK
3480,1975,..,PLW
3481,1975,17.0638484121962,PAN
3482,1975,33.5520602142237,PNG
3483,1975,6.28652744448353,PRY
3484,1975,12.025892379037,PER
3485,1975,..,PHL
3486,1975,..,POL
3487,1975,13.0272983030785,PRT
3488,1975,19.6857885171316,PRI
3489,1975,..,QAT
3490,1975,..,ROU
3491,1975,..,RUS
3492,1975,16.6382436048054,RWA
3493,1975,..,WSM
3494,1975,..,SMR
3495,1975,..,STP
3496,1975,14.5310885552787,SAU
3497,1975,15.933773446562,SEN
3498,1975,..,SRB
3499,1975,..,SYC
3500,1975,10.3397461470198,SLE
3501,1975,10.4758644299897,SGP
3502,1975,..,SXM
3503,1975,..,SVK
3504,1975,..,SVN
3505,1975,..,SLB
3506,1975,19.0749363948832,SOM
3507,1975,12.0359281437126,ZAF
3508,1975,..,SSD
3509,1975,10.9062755845393,ESP
3510,1975,9.33137675433646,LKA
3511,1975,..,KNA
3512,1975,..,LCA
3513,1975,..,MAF
3514,1975,..,VCT
3515,1975,13.0344170537097,SDN
3516,1975,..,SUR
3517,1975,22.4845594102555,SWE
3518,1975,9.35205499134945,CHE
3519,1975,21.0855949895616,SYR
3520,1975,..,TJK
3521,1975,..,TZA
3522,1975,10.316518795322,THA
3523,1975,..,TLS
3524,1975,14.9649259547868,TGO
3525,1975,12.9929646946065,TON
3526,1975,..,TTO
3527,1975,14.6146778454117,TUN
3528,1975,11.0145826869376,TUR
3529,1975,..,TKM
3530,1975,..,TCA
3531,1975,..,TUV
3532,1975,..,UGA
3533,1975,..,UKR
3534,1975,..,ARE
3535,1975,22.3998737119534,GBR
3536,1975,17.610736279337,USA
3537,1975,14.0146631272911,URY
3538,1975,..,UZB
3539,1975,..,VUT
3540,1975,13.0283324019035,VEN
3541,1975,..,VNM
3542,1975,..,VIR
3543,1975,..,PSE
3544,1975,..,YEM
3545,1975,..,ZMB
3546,1975,12.0554552561437,ZWE
3550,1975,,Data from database: World Development Indicators
3551,1975,,Last Updated: 10/07/2025
3552,1976,..,AFG
3553,1976,..,ALB
3554,1976,13.7429086264188,DZA
3555,1976,..,ASM
3556,1976,..,AND
3557,1976,..,AGO
3558,1976,..,ATG
3559,1976,9.42009472768441,ARG
3560,1976,..,ARM
3561,1976,..,ABW
3562,1976,17.8766391918319,AUS
3563,1976,17.2493328215584,AUT
3564,1976,..,AZE
3565,1976,..,BHS
3566,1976,..,BHR
3567,1976,4.06794100708768,BGD
3568,1976,..,BRB
3569,1976,..,BLR
3570,1976,21.3052544709293,BEL
3571,1976,..,BLZ
3572,1976,8.59274336743383,BEN
3573,1976,..,BMU
3574,1976,..,BTN
3575,1976,10.8456655752099,BOL
3576,1976,..,BIH
3577,1976,21.3910355486862,BWA
3578,1976,10.4870945451757,BRA
3579,1976,..,VGB
3580,1976,4.31911467672352,BRN
3581,1976,..,BGR
3582,1976,10.1323687257735,BFA
3583,1976,8.70704009763262,BDI
3584,1976,..,CPV
3585,1976,..,KHM
3586,1976,10.75812419566,CMR
3587,1976,22.1715722102007,CAN
3588,1976,..,CYM
3589,1976,13.5432088928683,CAF
3590,1976,16.6608090233687,TCD
3591,1976,..,Channel Islands
3592,1976,13.7352387934816,CHL
3593,1976,12.8173436664885,CHN
3594,1976,8.20673718225713,COL
3595,1976,..,COM
3596,1976,..,COD
3597,1976,17.6927287853577,COG
3598,1976,15.9917970941593,CRI
3599,1976,16.1849187576955,CIV
3600,1976,..,HRV
3601,1976,31.6665045967426,CUB
3602,1976,..,CUW
3603,1976,16.322256538978,CYP
3604,1976,..,CZE
3605,1976,24.1337021639461,DNK
3606,1976,..,DJI
3607,1976,..,DMA
3608,1976,3.84434265468809,DOM
3609,1976,20.1909070041417,ECU
3610,1976,23.4376398293709,EGY
3611,1976,12.020890441833,SLV
3612,1976,..,GNQ
3613,1976,..,ERI
3614,1976,..,EST
3615,1976,..,SWZ
3616,1976,..,ETH
3617,1976,..,FRO
3618,1976,..,FJI
3619,1976,17.8919468211055,FIN
3620,1976,20.0843470673614,FRA
3621,1976,..,PYF
3622,1976,10.5687665136977,GAB
3623,1976,..,GMB
3624,1976,..,GEO
3625,1976,20.332175529299,DEU
3626,1976,12.2433343548881,GHA
3627,1976,..,GIB
3628,1976,14.7781628210921,GRC
3629,1976,..,GRL
3630,1976,..,GRD
3631,1976,..,GUM
3632,1976,6.81052817398446,GTM
3633,1976,..,GIN
3634,1976,24.9048233878734,GNB
3635,1976,28.1753366781093,GUY
3636,1976,..,HTI
3637,1976,12.90801234822,HND
3638,1976,5.44524669073406,HKG
3639,1976,..,HUN
3640,1976,15.9677073047871,ISL
3641,1976,9.7797533155484,IND
3642,1976,10.2833830099504,IDN
3643,1976,21.4325059376114,IRN
3644,1976,22.0694259012016,IRQ
3645,1976,20.0697482524015,IRL
3646,1976,..,IMN
3647,1976,37.837601771476,ISR
3648,1976,15.3498446714331,ITA
3649,1976,20.8463143764395,JAM
3650,1976,14.4136027397231,JPN
3651,1976,33.515514809591,JOR
3652,1976,..,KAZ
3653,1976,17.4601025041277,KEN
3654,1976,..,KIR
3655,1976,..,PRK
3656,1976,10.8050964568017,KOR
3657,1976,..,XKX
3658,1976,11.2586920853192,KWT
3659,1976,..,KGZ
3660,1976,..,LAO
3661,1976,..,LVA
3662,1976,..,LBN
3663,1976,14.797507788162,LSO
3664,1976,..,LBR
3665,1976,..,LBY
3666,1976,..,LIE
3667,1976,..,LTU
3668,1976,14.8817960842053,LUX
3669,1976,..,MAC
3670,1976,11.2124739950269,MDG
3671,1976,..,MWI
3672,1976,15.3142246750935,MYS
3673,1976,..,MDV
3674,1976,8.95748807705214,MLI
3675,1976,16.2653782592729,MLT
3676,1976,..,MHL
3677,1976,53.8380808266623,MRT
3678,1976,13.3407861425358,MUS
3679,1976,11.0077461706783,MEX
3680,1976,..,FSM
3681,1976,..,MDA
3682,1976,..,MCO
3683,1976,..,MNG
3684,1976,..,MNE
3685,1976,21.6710737557843,MAR
3686,1976,..,MOZ
3687,1976,..,MMR
3688,1976,..,NAM
3689,1976,..,NRU
3690,1976,7.43934694399992,NPL
3691,1976,21.6140463175315,NLD
3692,1976,..,NCL
3693,1976,16.2847321684331,NZL
3694,1976,9.33815749523287,NIC
3695,1976,12.978648460858,NER
