,year,fe_etfra,country
208,2013,0.3199999928474426,DZA
209,2014,0.3199999928474426,DZA
210,2015,0.3199999928474426,DZA
211,2016,0.3199999928474426,DZA
212,2017,0.3199999928474426,DZA
213,2018,0.3199999928474426,DZA
214,2019,0.3199999928474426,DZA
215,2020,0.3199999928474426,DZA
216,2021,0.3199999928474426,DZA
217,2022,0.3199999928474426,DZA
220,1976,0.7560999989509583,AGO
221,1977,0.7560999989509583,AGO
222,1978,0.7560999989509583,AGO
223,1979,0.7560999989509583,AGO
224,1980,0.7560999989509583,AGO
225,1981,0.7560999989509583,AGO
226,1982,0.7560999989509583,AGO
227,1983,0.7560999989509583,AGO
228,1984,0.7560999989509583,AGO
229,1985,0.7560999989509583,AGO
230,1986,0.7560999989509583,AGO
231,1987,0.7560999989509583,AGO
232,1988,0.7560999989509583,AGO
233,1989,0.7560999989509583,AGO
234,1990,0.7560999989509583,AGO
235,1991,0.7560999989509583,AGO
236,1992,0.7560999989509583,AGO
237,1993,0.7560999989509583,AGO
238,1994,0.7560999989509583,AGO
239,1995,0.7560999989509583,AGO
240,1996,0.7560999989509583,AGO
241,1997,0.7560999989509583,AGO
242,1998,0.7560999989509583,AGO
243,1999,0.7560999989509583,AGO
244,2000,0.7560999989509583,AGO
245,2001,0.7560999989509583,AGO
246,2002,0.7560999989509583,AGO
247,2003,0.7560999989509583,AGO
248,2004,0.7560999989509583,AGO
249,2005,0.7560999989509583,AGO
250,2006,0.7560999989509583,AGO
251,2007,0.7560999989509583,AGO
252,2008,0.7560999989509583,AGO
253,2009,0.7560999989509583,AGO
254,2010,0.7560999989509583,AGO
255,2011,0.7560999989509583,AGO
256,2012,0.7560999989509583,AGO
257,2013,0.7560999989509583,AGO
258,2014,0.7560999989509583,AGO
259,2015,0.7560999989509583,AGO
260,2016,0.7560999989509583,AGO
261,2017,0.7560999989509583,AGO
262,2018,0.7560999989509583,AGO
263,2019,0.7560999989509583,AGO
264,2020,0.7560999989509583,AGO
265,2021,0.7560999989509583,AGO
266,2022,0.7560999989509583,AGO
269,1992,0.1875470280647277,AZE
270,1993,0.1875470280647277,AZE
271,1994,0.1875470280647277,AZE
272,1995,0.1875470280647277,AZE
273,1996,0.1875470280647277,AZE
274,1997,0.1875470280647277,AZE
275,1998,0.1875470280647277,AZE
276,1999,0.1875470280647277,AZE
277,2000,0.1875470280647277,AZE
278,2001,0.1875470280647277,AZE
279,2002,0.1875470280647277,AZE
280,2003,0.1875470280647277,AZE
281,2004,0.1875470280647277,AZE
282,2005,0.1875470280647277,AZE
283,2006,0.1875470280647277,AZE
284,2007,0.1875470280647277,AZE
285,2008,0.1875470280647277,AZE
286,2009,0.1875470280647277,AZE
287,2010,0.1875470280647277,AZE
288,2011,0.1875470280647277,AZE
289,2012,0.1875470280647277,AZE
290,2013,0.1875470280647277,AZE
291,2014,0.1875470280647277,AZE
292,2015,0.1875470280647277,AZE
293,2016,0.1875470280647277,AZE
294,2017,0.1875470280647277,AZE
295,2018,0.1875470280647277,AZE
296,2019,0.1875470280647277,AZE
297,2020,0.1875470280647277,AZE
298,2021,0.1875470280647277,AZE
299,2022,0.1875470280647277,AZE
306,1950,0.2548999786376953,ARG
307,1951,0.2548999786376953,ARG
308,1952,0.2548999786376953,ARG
309,1953,0.2548999786376953,ARG
310,1954,0.2548999786376953,ARG
311,1955,0.2548999786376953,ARG
312,1956,0.2548999786376953,ARG
313,1957,0.2548999786376953,ARG
314,1958,0.2548999786376953,ARG
315,1959,0.2548999786376953,ARG
316,1960,0.2548999786376953,ARG
317,1961,0.2548999786376953,ARG
318,1962,0.2548999786376953,ARG
319,1963,0.2548999786376953,ARG
320,1964,0.2548999786376953,ARG
321,1965,0.2548999786376953,ARG
322,1966,0.2548999786376953,ARG
323,1967,0.2548999786376953,ARG
324,1968,0.2548999786376953,ARG
325,1969,0.2548999786376953,ARG
326,1970,0.2548999786376953,ARG
327,1971,0.2548999786376953,ARG
328,1972,0.2548999786376953,ARG
329,1973,0.2548999786376953,ARG
330,1974,0.2548999786376953,ARG
331,1975,0.2548999786376953,ARG
332,1976,0.2548999786376953,ARG
333,1977,0.2548999786376953,ARG
334,1978,0.2548999786376953,ARG
335,1979,0.2548999786376953,ARG
336,1980,0.2548999786376953,ARG
337,1981,0.2548999786376953,ARG
338,1982,0.2548999786376953,ARG
339,1983,0.2548999786376953,ARG
340,1984,0.2548999786376953,ARG
341,1985,0.2548999786376953,ARG
342,1986,0.2548999786376953,ARG
343,1987,0.2548999786376953,ARG
344,1988,0.2548999786376953,ARG
345,1989,0.2548999786376953,ARG
346,1990,0.2548999786376953,ARG
347,1991,0.2548999786376953,ARG
348,1992,0.2548999786376953,ARG
349,1993,0.2548999786376953,ARG
350,1994,0.2548999786376953,ARG
351,1995,0.2548999786376953,ARG
352,1996,0.2548999786376953,ARG
353,1997,0.2548999786376953,ARG
354,1998,0.2548999786376953,ARG
355,1999,0.2548999786376953,ARG
356,2000,0.2548999786376953,ARG
357,2001,0.2548999786376953,ARG
358,2002,0.2548999786376953,ARG
359,2003,0.2548999786376953,ARG
360,2004,0.2548999786376953,ARG
361,2005,0.2548999786376953,ARG
362,2006,0.2548999786376953,ARG
363,2007,0.2548999786376953,ARG
364,2008,0.2548999786376953,ARG
365,2009,0.2548999786376953,ARG
366,2010,0.2548999786376953,ARG
367,2011,0.2548999786376953,ARG
368,2012,0.2548999786376953,ARG
369,2013,0.2548999786376953,ARG
370,2014,0.2548999786376953,ARG
371,2015,0.2548999786376953,ARG
372,2016,0.2548999786376953,ARG
373,2017,0.2548999786376953,ARG
374,2018,0.2548999786376953,ARG
375,2019,0.2548999786376953,ARG
376,2020,0.2548999786376953,ARG
377,2021,0.2548999786376953,ARG
378,2022,0.2548999786376953,ARG
385,1950,0.1485039591789245,AUS
386,1951,0.1485039591789245,AUS
387,1952,0.1485039591789245,AUS
388,1953,0.1485039591789245,AUS
389,1954,0.1485039591789245,AUS
390,1955,0.1485039591789245,AUS
391,1956,0.1485039591789245,AUS
392,1957,0.1485039591789245,AUS
393,1958,0.1485039591789245,AUS
394,1959,0.1485039591789245,AUS
395,1960,0.1485039591789245,AUS
396,1961,0.1485039591789245,AUS
397,1962,0.1485039591789245,AUS
398,1963,0.1485039591789245,AUS
399,1964,0.1485039591789245,AUS
400,1965,0.1485039591789245,AUS
401,1966,0.1485039591789245,AUS
402,1967,0.1485039591789245,AUS
403,1968,0.1485039591789245,AUS
404,1969,0.1485039591789245,AUS
405,1970,0.1485039591789245,AUS
406,1971,0.1485039591789245,AUS
407,1972,0.1485039591789245,AUS
408,1973,0.1485039591789245,AUS
409,1974,0.1485039591789245,AUS
410,1975,0.1485039591789245,AUS
411,1976,0.1485039591789245,AUS
412,1977,0.1485039591789245,AUS
413,1978,0.1485039591789245,AUS
414,1979,0.1485039591789245,AUS
415,1980,0.1485039591789245,AUS
416,1981,0.1485039591789245,AUS
417,1982,0.1485039591789245,AUS
418,1983,0.1485039591789245,AUS
419,1984,0.1485039591789245,AUS
420,1985,0.1485039591789245,AUS
421,1986,0.1485039591789245,AUS
422,1987,0.1485039591789245,AUS
423,1988,0.1485039591789245,AUS
424,1989,0.1485039591789245,AUS
425,1990,0.1485039591789245,AUS
426,1991,0.1485039591789245,AUS
427,1992,0.1485039591789245,AUS
428,1993,0.1485039591789245,AUS
429,1994,0.1485039591789245,AUS
430,1995,0.1485039591789245,AUS
431,1996,0.1485039591789245,AUS
432,1997,0.1485039591789245,AUS
433,1998,0.1485039591789245,AUS
434,1999,0.1485039591789245,AUS
435,2000,0.1485039591789245,AUS
436,2001,0.1485039591789245,AUS
437,2002,0.1485039591789245,AUS
438,2003,0.1485039591789245,AUS
439,2004,0.1485039591789245,AUS
440,2005,0.1485039591789245,AUS
441,2006,0.1485039591789245,AUS
442,2007,0.1485039591789245,AUS
443,2008,0.1485039591789245,AUS
444,2009,0.1485039591789245,AUS
445,2010,0.1485039591789245,AUS
446,2011,0.1485039591789245,AUS
447,2012,0.1485039591789245,AUS
448,2013,0.1485039591789245,AUS
449,2014,0.1485039591789245,AUS
450,2015,0.1485039591789245,AUS
451,2016,0.1485039591789245,AUS
452,2017,0.1485039591789245,AUS
453,2018,0.1485039591789245,AUS
454,2019,0.1485039591789245,AUS
455,2020,0.1485039591789245,AUS
456,2021,0.1485039591789245,AUS
457,2022,0.1485039591789245,AUS
460,1955,0.125631034374237,AUT
461,1956,0.125631034374237,AUT
462,1957,0.125631034374237,AUT
463,1958,0.125631034374237,AUT
464,1959,0.125631034374237,AUT
465,1960,0.125631034374237,AUT
466,1961,0.125631034374237,AUT
467,1962,0.125631034374237,AUT
468,1963,0.125631034374237,AUT
469,1964,0.125631034374237,AUT
470,1965,0.125631034374237,AUT
471,1966,0.125631034374237,AUT
472,1967,0.125631034374237,AUT
473,1968,0.125631034374237,AUT
474,1969,0.125631034374237,AUT
475,1970,0.125631034374237,AUT
476,1971,0.125631034374237,AUT
477,1972,0.125631034374237,AUT
478,1973,0.125631034374237,AUT
479,1974,0.125631034374237,AUT
480,1975,0.125631034374237,AUT
481,1976,0.125631034374237,AUT
482,1977,0.125631034374237,AUT
483,1978,0.125631034374237,AUT
484,1979,0.125631034374237,AUT
485,1980,0.125631034374237,AUT
486,1981,0.125631034374237,AUT
487,1982,0.125631034374237,AUT
488,1983,0.125631034374237,AUT
489,1984,0.125631034374237,AUT
490,1985,0.125631034374237,AUT
491,1986,0.125631034374237,AUT
492,1987,0.125631034374237,AUT
493,1988,0.125631034374237,AUT
494,1989,0.125631034374237,AUT
495,1990,0.125631034374237,AUT
496,1991,0.125631034374237,AUT
497,1992,0.125631034374237,AUT
498,1993,0.125631034374237,AUT
499,1994,0.125631034374237,AUT
500,1995,0.125631034374237,AUT
501,1996,0.125631034374237,AUT
502,1997,0.125631034374237,AUT
503,1998,0.125631034374237,AUT
504,1999,0.125631034374237,AUT
505,2000,0.125631034374237,AUT
506,2001,0.125631034374237,AUT
507,2002,0.125631034374237,AUT
508,2003,0.125631034374237,AUT
509,2004,0.125631034374237,AUT
510,2005,0.125631034374237,AUT
511,2006,0.125631034374237,AUT
512,2007,0.125631034374237,AUT
513,2008,0.125631034374237,AUT
514,2009,0.125631034374237,AUT
515,2010,0.125631034374237,AUT
516,2011,0.125631034374237,AUT
517,2012,0.125631034374237,AUT
518,2013,0.125631034374237,AUT
519,2014,0.125631034374237,AUT
520,2015,0.125631034374237,AUT
521,2016,0.125631034374237,AUT
522,2017,0.125631034374237,AUT
523,2018,0.125631034374237,AUT
524,2019,0.125631034374237,AUT
525,2020,0.125631034374237,AUT
526,2021,0.125631034374237,AUT
527,2022,0.125631034374237,AUT
530,1972,0.550599992275238,BHR
531,1973,0.550599992275238,BHR
532,1974,0.550599992275238,BHR
533,1975,0.550599992275238,BHR
534,1976,0.550599992275238,BHR
535,1977,0.550599992275238,BHR
536,1978,0.550599992275238,BHR
537,1979,0.550599992275238,BHR
538,1980,0.550599992275238,BHR
539,1981,0.550599992275238,BHR
540,1982,0.550599992275238,BHR
541,1983,0.550599992275238,BHR
542,1984,0.550599992275238,BHR
543,1985,0.550599992275238,BHR
544,1986,0.550599992275238,BHR
545,1987,0.550599992275238,BHR
546,1988,0.550599992275238,BHR
547,1989,0.550599992275238,BHR
548,1990,0.550599992275238,BHR
549,1991,0.550599992275238,BHR
550,1992,0.550599992275238,BHR
551,1993,0.550599992275238,BHR
552,1994,0.550599992275238,BHR
553,1995,0.550599992275238,BHR
554,1996,0.550599992275238,BHR
555,1997,0.550599992275238,BHR
556,1998,0.550599992275238,BHR
557,1999,0.550599992275238,BHR
558,2000,0.550599992275238,BHR
559,2001,0.550599992275238,BHR
560,2002,0.550599992275238,BHR
561,2003,0.550599992275238,BHR
562,2004,0.550599992275238,BHR
563,2005,0.550599992275238,BHR
564,2006,0.550599992275238,BHR
565,2007,0.550599992275238,BHR
566,2008,0.550599992275238,BHR
567,2009,0.550599992275238,BHR
568,2010,0.550599992275238,BHR
569,2011,0.550599992275238,BHR
570,2012,0.550599992275238,BHR
571,2013,0.550599992275238,BHR
572,2014,0.550599992275238,BHR
573,2015,0.550599992275238,BHR
574,2016,0.550599992275238,BHR
575,2017,0.550599992275238,BHR
576,2018,0.550599992275238,BHR
577,2019,0.550599992275238,BHR
578,2020,0.550599992275238,BHR
579,2021,0.550599992275238,BHR
580,2022,0.550599992275238,BHR
583,1971,0.2233499884605407,BGD
584,1972,0.2233499884605407,BGD
585,1973,0.2233499884605407,BGD
586,1974,0.2233499884605407,BGD
587,1975,0.2233499884605407,BGD
588,1976,0.2233499884605407,BGD
589,1977,0.2233499884605407,BGD
590,1978,0.2233499884605407,BGD
591,1979,0.2233499884605407,BGD
592,1980,0.2233499884605407,BGD
593,1981,0.2233499884605407,BGD
594,1982,0.2233499884605407,BGD
595,1983,0.2233499884605407,BGD
596,1984,0.2233499884605407,BGD
597,1985,0.2233499884605407,BGD
598,1986,0.2233499884605407,BGD
599,1987,0.2233499884605407,BGD
600,1988,0.2233499884605407,BGD
601,1989,0.2233499884605407,BGD
602,1990,0.2233499884605407,BGD
603,1991,0.2233499884605407,BGD
604,1992,0.2233499884605407,BGD
605,1993,0.2233499884605407,BGD
606,1994,0.2233499884605407,BGD
607,1995,0.2233499884605407,BGD
608,1996,0.2233499884605407,BGD
609,1997,0.2233499884605407,BGD
610,1998,0.2233499884605407,BGD
611,1999,0.2233499884605407,BGD
612,2000,0.2233499884605407,BGD
613,2001,0.2233499884605407,BGD
614,2002,0.2233499884605407,BGD
615,2003,0.2233499884605407,BGD
616,2004,0.2233499884605407,BGD
617,2005,0.2233499884605407,BGD
618,2006,0.2233499884605407,BGD
619,2007,0.2233499884605407,BGD
620,2008,0.2233499884605407,BGD
621,2009,0.2233499884605407,BGD
622,2010,0.2233499884605407,BGD
623,2011,0.2233499884605407,BGD
624,2012,0.2233499884605407,BGD
625,2013,0.2233499884605407,BGD
626,2014,0.2233499884605407,BGD
627,2015,0.2233499884605407,BGD
628,2016,0.2233499884605407,BGD
629,2017,0.2233499884605407,BGD
630,2018,0.2233499884605407,BGD
631,2019,0.2233499884605407,BGD
632,2020,0.2233499884605407,BGD
633,2021,0.2233499884605407,BGD
634,2022,0.2233499884605407,BGD
637,1992,0.1337999701499939,ARM
638,1993,0.1337999701499939,ARM
639,1994,0.1337999701499939,ARM
640,1995,0.1337999701499939,ARM
641,1996,0.1337999701499939,ARM
642,1997,0.1337999701499939,ARM
643,1998,0.1337999701499939,ARM
644,1999,0.1337999701499939,ARM
645,2000,0.1337999701499939,ARM
646,2001,0.1337999701499939,ARM
647,2002,0.1337999701499939,ARM
648,2003,0.1337999701499939,ARM
649,2004,0.1337999701499939,ARM
650,2005,0.1337999701499939,ARM
651,2006,0.1337999701499939,ARM
652,2007,0.1337999701499939,ARM
653,2008,0.1337999701499939,ARM
654,2009,0.1337999701499939,ARM
655,2010,0.1337999701499939,ARM
656,2011,0.1337999701499939,ARM
657,2012,0.1337999701499939,ARM
658,2013,0.1337999701499939,ARM
659,2014,0.1337999701499939,ARM
660,2015,0.1337999701499939,ARM
661,2016,0.1337999701499939,ARM
662,2017,0.1337999701499939,ARM
663,2018,0.1337999701499939,ARM
664,2019,0.1337999701499939,ARM
665,2020,0.1337999701499939,ARM
666,2021,0.1337999701499939,ARM
667,2022,0.1337999701499939,ARM
674,1950,0.5670000314712524,BEL
675,1951,0.5670000314712524,BEL
676,1952,0.5670000314712524,BEL
677,1953,0.5670000314712524,BEL
678,1954,0.5670000314712524,BEL
679,1955,0.5670000314712524,BEL
680,1956,0.5670000314712524,BEL
681,1957,0.5670000314712524,BEL
682,1958,0.5670000314712524,BEL
683,1959,0.5670000314712524,BEL
684,1960,0.5670000314712524,BEL
685,1961,0.5670000314712524,BEL
686,1962,0.5670000314712524,BEL
687,1963,0.5670000314712524,BEL
688,1964,0.5670000314712524,BEL
689,1965,0.5670000314712524,BEL
690,1966,0.5670000314712524,BEL
691,1967,0.5670000314712524,BEL
692,1968,0.5670000314712524,BEL
693,1969,0.5670000314712524,BEL
694,1970,0.5670000314712524,BEL
695,1971,0.5670000314712524,BEL
696,1972,0.5670000314712524,BEL
697,1973,0.5670000314712524,BEL
698,1974,0.5670000314712524,BEL
699,1975,0.5670000314712524,BEL
700,1976,0.5670000314712524,BEL
701,1977,0.5670000314712524,BEL
702,1978,0.5670000314712524,BEL
703,1979,0.5670000314712524,BEL
704,1980,0.5670000314712524,BEL
705,1981,0.5670000314712524,BEL
706,1982,0.5670000314712524,BEL
707,1983,0.5670000314712524,BEL
708,1984,0.5670000314712524,BEL
709,1985,0.5670000314712524,BEL
710,1986,0.5670000314712524,BEL
711,1987,0.5670000314712524,BEL
712,1988,0.5670000314712524,BEL
713,1989,0.5670000314712524,BEL
714,1990,0.5670000314712524,BEL
715,1991,0.5670000314712524,BEL
716,1992,0.5670000314712524,BEL
717,1993,0.5670000314712524,BEL
718,1994,0.5670000314712524,BEL
719,1995,0.5670000314712524,BEL
720,1996,0.5670000314712524,BEL
721,1997,0.5670000314712524,BEL
722,1998,0.5670000314712524,BEL
723,1999,0.5670000314712524,BEL
724,2000,0.5670000314712524,BEL
725,2001,0.5670000314712524,BEL
726,2002,0.5670000314712524,BEL
727,2003,0.5670000314712524,BEL
728,2004,0.5670000314712524,BEL
729,2005,0.5670000314712524,BEL
730,2006,0.5670000314712524,BEL
731,2007,0.5670000314712524,BEL
732,2008,0.5670000314712524,BEL
733,2009,0.5670000314712524,BEL
734,2010,0.5670000314712524,BEL
735,2011,0.5670000314712524,BEL
736,2012,0.5670000314712524,BEL
737,2013,0.5670000314712524,BEL
738,2014,0.5670000314712524,BEL
739,2015,0.5670000314712524,BEL
740,2016,0.5670000314712524,BEL
741,2017,0.5670000314712524,BEL
742,2018,0.5670000314712524,BEL
743,2019,0.5670000314712524,BEL
744,2020,0.5670000314712524,BEL
745,2021,0.5670000314712524,BEL
746,2022,0.5670000314712524,BEL
753,1950,0.6050000190734863,BTN
754,1951,0.6050000190734863,BTN
755,1952,0.6050000190734863,BTN
756,1953,0.6050000190734863,BTN
757,1954,0.6050000190734863,BTN
758,1955,0.6050000190734863,BTN
759,1956,0.6050000190734863,BTN
760,1957,0.6050000190734863,BTN
761,1958,0.6050000190734863,BTN
762,1959,0.6050000190734863,BTN
763,1960,0.6050000190734863,BTN
764,1961,0.6050000190734863,BTN
765,1962,0.6050000190734863,BTN
766,1963,0.6050000190734863,BTN
767,1964,0.6050000190734863,BTN
768,1965,0.6050000190734863,BTN
769,1966,0.6050000190734863,BTN
770,1967,0.6050000190734863,BTN
771,1968,0.6050000190734863,BTN
772,1969,0.6050000190734863,BTN
773,1970,0.6050000190734863,BTN
774,1971,0.6050000190734863,BTN
775,1972,0.6050000190734863,BTN
776,1973,0.6050000190734863,BTN
777,1974,0.6050000190734863,BTN
778,1975,0.6050000190734863,BTN
779,1976,0.6050000190734863,BTN
780,1977,0.6050000190734863,BTN
781,1978,0.6050000190734863,BTN
782,1979,0.6050000190734863,BTN
783,1980,0.6050000190734863,BTN
784,1981,0.6050000190734863,BTN
785,1982,0.6050000190734863,BTN
786,1983,0.6050000190734863,BTN
787,1984,0.6050000190734863,BTN
788,1985,0.6050000190734863,BTN
789,1986,0.6050000190734863,BTN
790,1987,0.6050000190734863,BTN
791,1988,0.6050000190734863,BTN
792,1989,0.6050000190734863,BTN
793,1990,0.6050000190734863,BTN
794,1991,0.6050000190734863,BTN
795,1992,0.6050000190734863,BTN
796,1993,0.6050000190734863,BTN
797,1994,0.6050000190734863,BTN
798,1995,0.6050000190734863,BTN
799,1996,0.6050000190734863,BTN
800,1997,0.6050000190734863,BTN
801,1998,0.6050000190734863,BTN
802,1999,0.6050000190734863,BTN
803,2000,0.6050000190734863,BTN
804,2001,0.6050000190734863,BTN
805,2002,0.6050000190734863,BTN
806,2003,0.6050000190734863,BTN
807,2004,0.6050000190734863,BTN
808,2005,0.6050000190734863,BTN
809,2006,0.6050000190734863,BTN
810,2007,0.6050000190734863,BTN
811,2008,0.6050000190734863,BTN
812,2009,0.6050000190734863,BTN
813,2010,0.6050000190734863,BTN
814,2011,0.6050000190734863,BTN
815,2012,0.6050000190734863,BTN
816,2013,0.6050000190734863,BTN
817,2014,0.6050000190734863,BTN
818,2015,0.6050000190734863,BTN
819,2016,0.6050000190734863,BTN
820,2017,0.6050000190734863,BTN
821,2018,0.6050000190734863,BTN
822,2019,0.6050000190734863,BTN
823,2020,0.6050000190734863,BTN
824,2021,0.6050000190734863,BTN
825,2022,0.6050000190734863,BTN
832,1950,0.743399977684021,BOL
833,1951,0.743399977684021,BOL
834,1952,0.743399977684021,BOL
835,1953,0.743399977684021,BOL
836,1954,0.743399977684021,BOL
