,year,v2x_regime,v2x_polyarchy,v2x_liberal,country
20430,1981,3.0,0.862,0.918,BEL
20431,1982,3.0,0.86,0.918,BEL
20432,1983,3.0,0.86,0.918,BEL
20433,1984,3.0,0.86,0.918,BEL
20434,1985,3.0,0.86,0.918,BEL
20435,1986,3.0,0.86,0.918,BEL
20436,1987,3.0,0.858,0.918,BEL
20437,1988,3.0,0.856,0.918,BEL
20438,1989,3.0,0.862,0.915,BEL
20439,1990,3.0,0.872,0.925,BEL
20440,1991,3.0,0.873,0.924,BEL
20441,1992,3.0,0.876,0.927,BEL
20442,1993,3.0,0.876,0.927,BEL
20443,1994,3.0,0.876,0.927,BEL
20444,1995,3.0,0.878,0.927,BEL
20445,1996,3.0,0.878,0.931,BEL
20446,1997,3.0,0.878,0.931,BEL
20447,1998,3.0,0.878,0.927,BEL
20448,1999,3.0,0.881,0.933,BEL
20449,2000,3.0,0.885,0.933,BEL
20450,2001,3.0,0.885,0.933,BEL
20451,2002,3.0,0.885,0.933,BEL
20452,2003,3.0,0.887,0.933,BEL
20453,2004,3.0,0.866,0.933,BEL
20454,2005,3.0,0.881,0.933,BEL
20455,2006,3.0,0.884,0.933,BEL
20456,2007,3.0,0.895,0.938,BEL
20457,2008,3.0,0.907,0.935,BEL
20458,2009,3.0,0.907,0.936,BEL
20459,2010,3.0,0.904,0.933,BEL
20460,2011,3.0,0.901,0.933,BEL
20461,2012,3.0,0.901,0.933,BEL
20462,2013,3.0,0.906,0.937,BEL
20463,2014,3.0,0.904,0.937,BEL
20464,2015,3.0,0.903,0.935,BEL
20465,2016,3.0,0.903,0.935,BEL
20466,2017,3.0,0.902,0.935,BEL
20467,2018,3.0,0.902,0.935,BEL
20468,2019,3.0,0.902,0.938,BEL
20469,2020,3.0,0.897,0.925,BEL
20470,2021,3.0,0.898,0.925,BEL
20471,2022,3.0,0.898,0.935,BEL
20472,2023,3.0,0.898,0.908,BEL
20474,1992,0.0,0.249,0.219,BIH
20475,1993,0.0,0.249,0.219,BIH
20476,1994,0.0,0.187,0.174,BIH
20477,1995,0.0,0.187,0.185,BIH
20478,1996,1.0,0.268,0.359,BIH
20479,1997,2.0,0.585,0.517,BIH
20480,1998,2.0,0.602,0.528,BIH
20481,1999,2.0,0.618,0.53,BIH
20482,2000,2.0,0.638,0.57,BIH
20483,2001,2.0,0.659,0.602,BIH
20484,2002,2.0,0.655,0.592,BIH
20485,2003,2.0,0.664,0.606,BIH
20486,2004,2.0,0.646,0.598,BIH
20487,2005,2.0,0.646,0.61,BIH
20488,2006,2.0,0.626,0.607,BIH
20489,2007,2.0,0.566,0.609,BIH
20490,2008,2.0,0.564,0.611,BIH
20491,2009,2.0,0.563,0.603,BIH
20492,2010,2.0,0.57,0.605,BIH
20493,2011,2.0,0.573,0.605,BIH
20494,2012,2.0,0.573,0.605,BIH
20495,2013,2.0,0.563,0.613,BIH
20496,2014,2.0,0.56,0.615,BIH
20497,2015,2.0,0.549,0.614,BIH
20498,2016,2.0,0.554,0.602,BIH
20499,2017,2.0,0.545,0.611,BIH
20500,2018,2.0,0.519,0.612,BIH
20501,2019,2.0,0.524,0.6,BIH
20502,2020,2.0,0.524,0.583,BIH
20503,2021,2.0,0.517,0.584,BIH
20504,2022,2.0,0.521,0.596,BIH
20505,2023,2.0,0.504,0.607,BIH
20579,1950,0.0,0.165,0.148,BGR
20580,1951,0.0,0.164,0.148,BGR
20581,1952,0.0,0.164,0.148,BGR
20582,1953,0.0,0.166,0.15,BGR
20583,1954,0.0,0.173,0.15,BGR
20584,1955,0.0,0.173,0.146,BGR
20585,1956,0.0,0.173,0.146,BGR
20586,1957,0.0,0.175,0.146,BGR
20587,1958,0.0,0.172,0.146,BGR
20588,1959,0.0,0.172,0.146,BGR
20589,1960,0.0,0.172,0.147,BGR
20590,1961,0.0,0.172,0.147,BGR
20591,1962,0.0,0.176,0.147,BGR
20592,1963,0.0,0.176,0.147,BGR
20593,1964,0.0,0.176,0.147,BGR
20594,1965,0.0,0.177,0.147,BGR
20595,1966,0.0,0.177,0.147,BGR
20596,1967,0.0,0.176,0.147,BGR
20597,1968,0.0,0.176,0.147,BGR
20598,1969,0.0,0.176,0.147,BGR
20599,1970,0.0,0.177,0.149,BGR
20600,1971,0.0,0.177,0.151,BGR
20601,1972,0.0,0.176,0.151,BGR
20602,1973,0.0,0.176,0.151,BGR
20603,1974,0.0,0.176,0.151,BGR
20604,1975,0.0,0.178,0.151,BGR
20605,1976,0.0,0.178,0.151,BGR
20606,1977,0.0,0.177,0.151,BGR
20607,1978,0.0,0.177,0.151,BGR
20608,1979,0.0,0.177,0.151,BGR
20609,1980,0.0,0.179,0.153,BGR
20610,1981,0.0,0.179,0.153,BGR
20611,1982,0.0,0.18,0.153,BGR
20612,1983,0.0,0.18,0.153,BGR
20613,1984,0.0,0.181,0.153,BGR
20614,1985,0.0,0.181,0.153,BGR
20615,1986,0.0,0.18,0.153,BGR
20616,1987,0.0,0.18,0.153,BGR
20617,1988,0.0,0.18,0.153,BGR
20618,1989,0.0,0.182,0.155,BGR
20619,1990,2.0,0.574,0.779,BGR
20620,1991,2.0,0.628,0.818,BGR
20621,1992,2.0,0.695,0.867,BGR
20622,1993,2.0,0.691,0.867,BGR
20623,1994,2.0,0.691,0.867,BGR
20624,1995,2.0,0.695,0.867,BGR
20625,1996,2.0,0.703,0.867,BGR
20626,1997,2.0,0.715,0.867,BGR
20627,1998,2.0,0.71,0.872,BGR
20628,1999,2.0,0.719,0.872,BGR
20629,2000,2.0,0.72,0.875,BGR
20630,2001,2.0,0.692,0.875,BGR
20631,2002,2.0,0.718,0.869,BGR
20632,2003,2.0,0.718,0.87,BGR
20633,2004,2.0,0.714,0.877,BGR
20634,2005,2.0,0.705,0.877,BGR
20635,2006,2.0,0.706,0.879,BGR
20636,2007,2.0,0.708,0.88,BGR
20637,2008,2.0,0.709,0.881,BGR
20638,2009,2.0,0.696,0.858,BGR
20639,2010,2.0,0.678,0.845,BGR
20640,2011,2.0,0.672,0.845,BGR
20641,2012,2.0,0.663,0.847,BGR
20642,2013,2.0,0.657,0.825,BGR
20643,2014,2.0,0.677,0.833,BGR
20644,2015,2.0,0.669,0.851,BGR
20645,2016,2.0,0.669,0.838,BGR
20646,2017,2.0,0.624,0.841,BGR
20647,2018,2.0,0.614,0.83,BGR
20648,2019,2.0,0.614,0.824,BGR
20649,2020,2.0,0.603,0.819,BGR
20650,2021,2.0,0.666,0.826,BGR
20651,2022,2.0,0.694,0.901,BGR
20652,2023,2.0,0.67,0.89,BGR
20672,1950,0.0,0.061,0.183,COM
20673,1951,0.0,0.067,0.183,COM
20674,1952,0.0,0.067,0.183,COM
20675,1953,0.0,0.067,0.183,COM
20676,1954,0.0,0.067,0.183,COM
20677,1955,0.0,0.067,0.183,COM
20678,1956,0.0,0.067,0.183,COM
20679,1957,0.0,0.117,0.186,COM
20680,1958,0.0,0.118,0.186,COM
20681,1959,0.0,0.118,0.186,COM
20682,1960,0.0,0.118,0.189,COM
20683,1961,0.0,0.118,0.189,COM
20684,1962,0.0,0.118,0.19,COM
20685,1963,0.0,0.118,0.19,COM
20686,1964,0.0,0.118,0.188,COM
20687,1965,0.0,0.12,0.191,COM
20688,1966,0.0,0.12,0.191,COM
20689,1967,0.0,0.12,0.191,COM
20690,1968,0.0,0.12,0.191,COM
20691,1969,0.0,0.12,0.191,COM
20692,1970,0.0,0.122,0.201,COM
20693,1971,0.0,0.123,0.201,COM
20694,1972,0.0,0.124,0.247,COM
20695,1973,0.0,0.148,0.252,COM
20696,1974,0.0,0.148,0.24,COM
20697,1975,0.0,0.132,0.239,COM
20698,1976,1.0,0.169,0.298,COM
20699,1977,1.0,0.169,0.307,COM
20700,1978,0.0,0.15,0.304,COM
20701,1979,0.0,0.221,0.263,COM
20702,1980,0.0,0.231,0.253,COM
20703,1981,0.0,0.231,0.253,COM
20704,1982,0.0,0.21,0.253,COM
20705,1983,0.0,0.207,0.253,COM
20706,1984,0.0,0.206,0.253,COM
20707,1985,0.0,0.203,0.253,COM
20708,1986,0.0,0.203,0.256,COM
20709,1987,0.0,0.206,0.258,COM
20710,1988,0.0,0.207,0.258,COM
20711,1989,1.0,0.207,0.259,COM
20712,1990,1.0,0.395,0.372,COM
20713,1991,1.0,0.424,0.387,COM
20714,1992,1.0,0.42,0.399,COM
20715,1993,1.0,0.345,0.336,COM
20716,1994,1.0,0.413,0.397,COM
20717,1995,1.0,0.409,0.386,COM
20718,1996,1.0,0.322,0.308,COM
20719,1997,1.0,0.438,0.39,COM
20720,1998,1.0,0.442,0.395,COM
20721,1999,1.0,0.305,0.305,COM
20722,2000,0.0,0.225,0.274,COM
20723,2001,0.0,0.229,0.246,COM
20724,2002,1.0,0.327,0.295,COM
20725,2003,1.0,0.383,0.312,COM
20726,2004,1.0,0.426,0.441,COM
20727,2005,1.0,0.448,0.498,COM
20728,2006,1.0,0.446,0.479,COM
20729,2007,1.0,0.447,0.48,COM
20730,2008,1.0,0.447,0.483,COM
20731,2009,1.0,0.451,0.464,COM
20732,2010,1.0,0.439,0.486,COM
20733,2011,1.0,0.474,0.489,COM
20734,2012,1.0,0.474,0.489,COM
20735,2013,1.0,0.495,0.519,COM
20736,2014,1.0,0.495,0.52,COM
20737,2015,1.0,0.415,0.507,COM
20738,2016,1.0,0.407,0.517,COM
20739,2017,1.0,0.396,0.368,COM
20740,2018,1.0,0.383,0.323,COM
20741,2019,1.0,0.318,0.237,COM
20742,2020,1.0,0.289,0.239,COM
20743,2021,1.0,0.291,0.23,COM
20744,2022,1.0,0.283,0.24,COM
20745,2023,1.0,0.272,0.226,COM
20751,1991,0.0,0.242,0.432,HRV
20752,1992,1.0,0.3,0.421,HRV
20753,1993,1.0,0.38,0.435,HRV
20754,1994,1.0,0.384,0.438,HRV
20755,1995,1.0,0.39,0.437,HRV
20756,1996,1.0,0.409,0.48,HRV
20757,1997,1.0,0.422,0.518,HRV
20758,1998,1.0,0.427,0.51,HRV
20759,1999,1.0,0.437,0.543,HRV
20760,2000,2.0,0.771,0.794,HRV
20761,2001,2.0,0.773,0.802,HRV
20762,2002,2.0,0.771,0.802,HRV
20763,2003,2.0,0.774,0.805,HRV
20764,2004,2.0,0.752,0.79,HRV
20765,2005,2.0,0.777,0.805,HRV
20766,2006,2.0,0.775,0.803,HRV
20767,2007,2.0,0.787,0.802,HRV
20768,2008,2.0,0.783,0.803,HRV
20769,2009,2.0,0.787,0.826,HRV
20770,2010,2.0,0.846,0.863,HRV
20771,2011,2.0,0.854,0.867,HRV
20772,2012,2.0,0.855,0.867,HRV
20773,2013,2.0,0.832,0.851,HRV
20774,2014,2.0,0.828,0.851,HRV
20775,2015,2.0,0.816,0.854,HRV
20776,2016,2.0,0.764,0.855,HRV
20777,2017,2.0,0.739,0.844,HRV
20778,2018,2.0,0.732,0.842,HRV
20779,2019,2.0,0.742,0.842,HRV
20780,2020,2.0,0.773,0.855,HRV
20781,2021,2.0,0.761,0.859,HRV
20782,2022,2.0,0.742,0.887,HRV
20783,2023,2.0,0.744,0.877,HRV
20946,1950,1.0,0.424,0.654,CUB
20947,1951,1.0,0.414,0.625,CUB
20948,1952,1.0,0.256,0.54,CUB
20949,1953,0.0,0.192,0.338,CUB
20950,1954,1.0,0.194,0.337,CUB
20951,1955,1.0,0.269,0.337,CUB
20952,1956,1.0,0.28,0.337,CUB
20953,1957,1.0,0.279,0.337,CUB
20954,1958,1.0,0.279,0.337,CUB
20955,1959,1.0,0.149,0.183,CUB
20956,1960,0.0,0.088,0.095,CUB
20957,1961,0.0,0.07,0.09,CUB
20958,1962,0.0,0.069,0.079,CUB
20959,1963,0.0,0.069,0.082,CUB
20960,1964,0.0,0.069,0.082,CUB
20961,1965,0.0,0.069,0.078,CUB
20962,1966,0.0,0.069,0.08,CUB
20963,1967,0.0,0.069,0.08,CUB
20964,1968,0.0,0.069,0.074,CUB
20965,1969,0.0,0.069,0.079,CUB
20966,1970,0.0,0.069,0.079,CUB
20967,1971,0.0,0.069,0.079,CUB
20968,1972,0.0,0.069,0.08,CUB
20969,1973,0.0,0.069,0.08,CUB
20970,1974,0.0,0.069,0.08,CUB
20971,1975,0.0,0.069,0.08,CUB
20972,1976,0.0,0.069,0.087,CUB
20973,1977,0.0,0.069,0.113,CUB
20974,1978,0.0,0.069,0.113,CUB
20975,1979,0.0,0.069,0.118,CUB
20976,1980,0.0,0.071,0.11,CUB
20977,1981,0.0,0.071,0.11,CUB
20978,1982,0.0,0.071,0.11,CUB
20979,1983,0.0,0.071,0.11,CUB
20980,1984,0.0,0.071,0.11,CUB
20981,1985,0.0,0.071,0.11,CUB
20982,1986,0.0,0.071,0.11,CUB
20983,1987,0.0,0.071,0.11,CUB
20984,1988,0.0,0.071,0.11,CUB
20985,1989,0.0,0.071,0.11,CUB
20986,1990,0.0,0.071,0.111,CUB
20987,1991,0.0,0.071,0.111,CUB
20988,1992,0.0,0.071,0.112,CUB
20989,1993,0.0,0.103,0.112,CUB
20990,1994,0.0,0.108,0.112,CUB
20991,1995,0.0,0.108,0.112,CUB
20992,1996,0.0,0.108,0.115,CUB
20993,1997,0.0,0.108,0.117,CUB
20994,1998,0.0,0.113,0.117,CUB
20995,1999,0.0,0.113,0.117,CUB
20996,2000,0.0,0.114,0.117,CUB
20997,2001,0.0,0.114,0.126,CUB
20998,2002,0.0,0.114,0.126,CUB
20999,2003,0.0,0.114,0.121,CUB
21000,2004,0.0,0.114,0.121,CUB
21001,2005,0.0,0.113,0.123,CUB
21002,2006,0.0,0.114,0.123,CUB
21003,2007,0.0,0.114,0.123,CUB
21004,2008,0.0,0.105,0.121,CUB
21005,2009,0.0,0.167,0.126,CUB
21006,2010,0.0,0.167,0.125,CUB
21007,2011,0.0,0.167,0.129,CUB
21008,2012,0.0,0.167,0.13,CUB
21009,2013,0.0,0.169,0.15,CUB
21010,2014,0.0,0.169,0.149,CUB
21011,2015,0.0,0.169,0.148,CUB
21012,2016,0.0,0.171,0.143,CUB
21013,2017,0.0,0.17,0.153,CUB
21014,2018,0.0,0.177,0.153,CUB
21015,2019,0.0,0.181,0.156,CUB
21016,2020,0.0,0.179,0.154,CUB
21017,2021,0.0,0.179,0.139,CUB
21018,2022,0.0,0.178,0.141,CUB
21019,2023,0.0,0.175,0.137,CUB
21071,1950,0.0,0.088,0.343,CYP
21072,1951,0.0,0.088,0.349,CYP
21073,1952,0.0,0.088,0.349,CYP
21074,1953,0.0,0.088,0.349,CYP
21075,1954,0.0,0.088,0.349,CYP
21076,1955,0.0,0.083,0.323,CYP
21077,1956,0.0,0.081,0.305,CYP
21078,1957,0.0,0.081,0.308,CYP
21079,1958,0.0,0.081,0.304,CYP
21080,1959,0.0,0.087,0.321,CYP
21081,1960,1.0,0.34,0.474,CYP
21082,1961,1.0,0.463,0.664,CYP
21083,1962,1.0,0.468,0.66,CYP
21084,1963,1.0,0.468,0.659,CYP
21085,1964,1.0,0.465,0.659,CYP
21086,1965,1.0,0.465,0.659,CYP
21087,1966,1.0,0.465,0.659,CYP
21088,1967,1.0,0.465,0.659,CYP
21089,1968,1.0,0.462,0.659,CYP
21090,1969,1.0,0.461,0.659,CYP
21091,1970,1.0,0.476,0.682,CYP
21092,1971,1.0,0.488,0.688,CYP
21093,1972,1.0,0.488,0.699,CYP
21094,1973,1.0,0.488,0.705,CYP
21095,1974,2.0,0.504,0.672,CYP
21096,1975,2.0,0.532,0.768,CYP
21097,1976,2.0,0.561,0.783,CYP
21098,1977,2.0,0.577,0.775,CYP
21099,1978,2.0,0.577,0.778,CYP
21100,1979,2.0,0.577,0.778,CYP
21101,1980,2.0,0.602,0.785,CYP
21102,1981,2.0,0.639,0.785,CYP
21103,1982,2.0,0.661,0.785,CYP
21104,1983,2.0,0.693,0.785,CYP
21105,1984,2.0,0.698,0.785,CYP
21106,1985,2.0,0.698,0.785,CYP
21107,1986,2.0,0.7,0.786,CYP
21108,1987,2.0,0.7,0.786,CYP
21109,1988,2.0,0.713,0.786,CYP
21110,1989,2.0,0.725,0.791,CYP
21111,1990,2.0,0.754,0.804,CYP
21112,1991,2.0,0.767,0.808,CYP
21113,1992,2.0,0.775,0.808,CYP
21114,1993,2.0,0.776,0.808,CYP
21115,1994,2.0,0.776,0.811,CYP
21116,1995,2.0,0.776,0.807,CYP
21117,1996,2.0,0.776,0.807,CYP
21118,1997,2.0,0.777,0.807,CYP
21119,1998,2.0,0.767,0.816,CYP
21120,1999,2.0,0.769,0.822,CYP
21121,2000,2.0,0.795,0.834,CYP
21122,2001,2.0,0.805,0.834,CYP
21123,2002,2.0,0.809,0.832,CYP
21124,2003,2.0,0.806,0.813,CYP
21125,2004,3.0,0.825,0.847,CYP
21126,2005,3.0,0.823,0.847,CYP
21127,2006,3.0,0.834,0.849,CYP
21128,2007,3.0,0.841,0.86,CYP
21129,2008,3.0,0.839,0.858,CYP
21130,2009,3.0,0.839,0.857,CYP
21131,2010,3.0,0.848,0.859,CYP
21132,2011,3.0,0.848,0.859,CYP
21133,2012,3.0,0.846,0.859,CYP
21134,2013,3.0,0.847,0.861,CYP
21135,2014,3.0,0.845,0.863,CYP
21136,2015,3.0,0.851,0.863,CYP
21137,2016,3.0,0.852,0.863,CYP
21138,2017,3.0,0.839,0.871,CYP
21139,2018,3.0,0.834,0.866,CYP
21140,2019,3.0,0.84,0.84,CYP
21141,2020,3.0,0.807,0.859,CYP
21142,2021,3.0,0.797,0.811,CYP
21143,2022,3.0,0.782,0.822,CYP
21144,2023,2.0,0.778,0.822,CYP
21178,1950,0.0,0.187,0.058,CZE
21179,1951,0.0,0.187,0.058,CZE
21180,1952,0.0,0.187,0.055,CZE
21181,1953,0.0,0.138,0.055,CZE
21182,1954,0.0,0.128,0.075,CZE
21183,1955,0.0,0.131,0.076,CZE
21184,1956,0.0,0.131,0.089,CZE
21185,1957,0.0,0.139,0.091,CZE
21186,1958,0.0,0.195,0.091,CZE
21187,1959,0.0,0.195,0.091,CZE
21188,1960,0.0,0.195,0.111,CZE
21189,1961,0.0,0.194,0.12,CZE
21190,1962,0.0,0.195,0.12,CZE
21191,1963,0.0,0.196,0.122,CZE
21192,1964,0.0,0.198,0.122,CZE
21193,1965,0.0,0.198,0.123,CZE
21194,1966,0.0,0.198,0.123,CZE
21195,1967,0.0,0.205,0.125,CZE
21196,1968,0.0,0.16,0.166,CZE
21197,1969,0.0,0.14,0.156,CZE
21198,1970,0.0,0.133,0.133,CZE
21199,1971,0.0,0.132,0.133,CZE
21200,1972,0.0,0.131,0.131,CZE
21201,1973,0.0,0.132,0.131,CZE
21202,1974,0.0,0.132,0.131,CZE
21203,1975,0.0,0.169,0.131,CZE
21204,1976,0.0,0.195,0.131,CZE
21205,1977,0.0,0.196,0.131,CZE
21206,1978,0.0,0.196,0.131,CZE
21207,1979,0.0,0.196,0.131,CZE
21208,1980,0.0,0.196,0.129,CZE
21209,1981,0.0,0.195,0.131,CZE
21210,1982,0.0,0.195,0.131,CZE
21211,1983,0.0,0.195,0.131,CZE
21212,1984,0.0,0.195,0.131,CZE
21213,1985,0.0,0.195,0.133,CZE
21214,1986,0.0,0.197,0.133,CZE
21215,1987,0.0,0.197,0.133,CZE
21216,1988,0.0,0.136,0.133,CZE
21217,1989,0.0,0.146,0.16,CZE
21218,1990,3.0,0.8,0.9,CZE
21219,1991,3.0,0.888,0.901,CZE
21220,1992,3.0,0.888,0.913,CZE
21221,1993,3.0,0.896,0.92,CZE
21222,1994,3.0,0.896,0.92,CZE
21223,1995,3.0,0.896,0.92,CZE
21224,1996,3.0,0.896,0.92,CZE
21225,1997,3.0,0.896,0.92,CZE
21226,1998,3.0,0.887,0.92,CZE
21227,1999,3.0,0.879,0.92,CZE
21228,2000,3.0,0.879,0.919,CZE
21229,2001,3.0,0.879,0.919,CZE
21230,2002,3.0,0.888,0.919,CZE
21231,2003,3.0,0.896,0.919,CZE
21232,2004,3.0,0.897,0.919,CZE
21233,2005,3.0,0.897,0.92,CZE
21234,2006,3.0,0.9,0.92,CZE
21235,2007,3.0,0.902,0.921,CZE
21236,2008,3.0,0.902,0.921,CZE
21237,2009,3.0,0.895,0.92,CZE
21238,2010,3.0,0.886,0.918,CZE
21239,2011,3.0,0.894,0.909,CZE
21240,2012,3.0,0.894,0.918,CZE
21241,2013,3.0,0.87,0.908,CZE
21242,2014,3.0,0.857,0.91,CZE
21243,2015,3.0,0.857,0.909,CZE
21244,2016,3.0,0.857,0.904,CZE
21245,2017,3.0,0.842,0.879,CZE
21246,2018,3.0,0.817,0.879,CZE
21247,2019,3.0,0.808,0.884,CZE
21248,2020,2.0,0.815,0.889,CZE
21249,2021,2.0,0.794,0.894,CZE
21250,2022,3.0,0.857,0.93,CZE
21251,2023,3.0,0.869,0.932,CZE
21414,1950,3.0,0.906,0.97,DNK
21415,1951,3.0,0.906,0.972,DNK
21416,1952,3.0,0.906,0.972,DNK
21417,1953,3.0,0.904,0.973,DNK
21418,1954,3.0,0.902,0.98,DNK
21419,1955,3.0,0.905,0.98,DNK
21420,1956,3.0,0.905,0.98,DNK
21421,1957,3.0,0.904,0.98,DNK
21422,1958,3.0,0.903,0.98,DNK
21423,1959,3.0,0.903,0.98,DNK
21424,1960,3.0,0.905,0.98,DNK
21425,1961,3.0,0.905,0.98,DNK
21426,1962,3.0,0.905,0.981,DNK
21427,1963,3.0,0.905,0.981,DNK
21428,1964,3.0,0.906,0.981,DNK
21429,1965,3.0,0.906,0.981,DNK
21430,1966,3.0,0.906,0.981,DNK
21431,1967,3.0,0.907,0.981,DNK
21432,1968,3.0,0.907,0.981,DNK
21433,1969,3.0,0.907,0.983,DNK
21434,1970,3.0,0.907,0.983,DNK
21435,1971,3.0,0.908,0.983,DNK
21436,1972,3.0,0.91,0.983,DNK
21437,1973,3.0,0.91,0.984,DNK
21438,1974,3.0,0.908,0.984,DNK
21439,1975,3.0,0.906,0.984,DNK
21440,1976,3.0,0.906,0.984,DNK
21441,1977,3.0,0.907,0.984,DNK
21442,1978,3.0,0.907,0.984,DNK
21443,1979,3.0,0.908,0.984,DNK
21444,1980,3.0,0.911,0.984,DNK
21445,1981,3.0,0.91,0.984,DNK
21446,1982,3.0,0.907,0.984,DNK
21447,1983,3.0,0.907,0.984,DNK
21448,1984,3.0,0.91,0.984,DNK
21449,1985,3.0,0.91,0.984,DNK
21450,1986,3.0,0.91,0.984,DNK
21451,1987,3.0,0.909,0.984,DNK
21452,1988,3.0,0.908,0.984,DNK
21453,1989,3.0,0.908,0.984,DNK
21454,1990,3.0,0.908,0.984,DNK
21455,1991,3.0,0.908,0.984,DNK
21456,1992,3.0,0.908,0.984,DNK
21457,1993,3.0,0.908,0.984,DNK
21458,1994,3.0,0.909,0.984,DNK
21459,1995,3.0,0.911,0.984,DNK
21460,1996,3.0,0.911,0.984,DNK
21461,1997,3.0,0.911,0.984,DNK
21462,1998,3.0,0.908,0.984,DNK
21463,1999,3.0,0.908,0.984,DNK
21464,2000,3.0,0.908,0.984,DNK
21465,2001,3.0,0.908,0.984,DNK
21466,2002,3.0,0.91,0.984,DNK
21467,2003,3.0,0.91,0.984,DNK
21468,2004,3.0,0.91,0.984,DNK
21469,2005,3.0,0.921,0.984,DNK
21470,2006,3.0,0.923,0.984,DNK
21471,2007,3.0,0.923,0.984,DNK
21472,2008,3.0,0.922,0.984,DNK
21473,2009,3.0,0.922,0.984,DNK
21474,2010,3.0,0.922,0.984,DNK
21475,2011,3.0,0.922,0.984,DNK
21476,2012,3.0,0.922,0.984,DNK
21477,2013,3.0,0.922,0.984,DNK
21478,2014,3.0,0.922,0.984,DNK
21479,2015,3.0,0.923,0.983,DNK
21480,2016,3.0,0.921,0.983,DNK
21481,2017,3.0,0.921,0.982,DNK
21482,2018,3.0,0.921,0.981,DNK
21483,2019,3.0,0.917,0.98,DNK
21484,2020,3.0,0.917,0.975,DNK
21485,2021,3.0,0.919,0.976,DNK
21486,2022,3.0,0.918,0.981,DNK
21487,2023,3.0,0.916,0.977,DNK
21539,1950,0.0,0.019,0.068,GNQ
21540,1951,0.0,0.019,0.068,GNQ
21541,1952,0.0,0.019,0.068,GNQ
21542,1953,0.0,0.019,0.068,GNQ
21543,1954,0.0,0.019,0.068,GNQ
21544,1955,0.0,0.02,0.068,GNQ
21545,1956,0.0,0.02,0.068,GNQ
21546,1957,0.0,0.02,0.068,GNQ
21547,1958,0.0,0.02,0.068,GNQ
21548,1959,0.0,0.034,0.082,GNQ
21549,1960,0.0,0.037,0.146,GNQ
21550,1961,0.0,0.039,0.146,GNQ
21551,1962,0.0,0.039,0.146,GNQ
21552,1963,0.0,0.039,0.149,GNQ
21553,1964,0.0,0.045,0.186,GNQ
21554,1965,0.0,0.047,0.186,GNQ
21555,1966,0.0,0.047,0.186,GNQ
21556,1967,0.0,0.047,0.186,GNQ
21557,1968,1.0,0.169,0.178,GNQ
21558,1969,1.0,0.177,0.099,GNQ
21559,1970,1.0,0.17,0.018,GNQ
21560,1971,1.0,0.112,0.007,GNQ
21561,1972,1.0,0.1,0.005,GNQ
21562,1973,1.0,0.069,0.018,GNQ
21563,1974,1.0,0.069,0.018,GNQ
21564,1975,1.0,0.069,0.018,GNQ
21565,1976,1.0,0.069,0.018,GNQ
21566,1977,1.0,0.069,0.018,GNQ
21567,1978,1.0,0.069,0.018,GNQ
21568,1979,0.0,0.044,0.018,GNQ
21569,1980,0.0,0.032,0.08,GNQ
21570,1981,0.0,0.032,0.083,GNQ
21571,1982,0.0,0.103,0.083,GNQ
21572,1983,0.0,0.137,0.105,GNQ
21573,1984,0.0,0.147,0.124,GNQ
21574,1985,0.0,0.147,0.124,GNQ
21575,1986,0.0,0.147,0.124,GNQ
21576,1987,0.0,0.147,0.122,GNQ
21577,1988,0.0,0.162,0.122,GNQ
21578,1989,0.0,0.163,0.122,GNQ
21579,1990,0.0,0.163,0.131,GNQ
21580,1991,0.0,0.163,0.131,GNQ
21581,1992,0.0,0.163,0.127,GNQ
21582,1993,0.0,0.173,0.129,GNQ
21583,1994,0.0,0.179,0.129,GNQ
21584,1995,0.0,0.183,0.129,GNQ
21585,1996,1.0,0.184,0.129,GNQ
21586,1997,1.0,0.182,0.123,GNQ
21587,1998,1.0,0.182,0.123,GNQ
21588,1999,1.0,0.183,0.124,GNQ
21589,2000,1.0,0.187,0.126,GNQ
21590,2001,1.0,0.187,0.126,GNQ
21591,2002,1.0,0.187,0.128,GNQ
21592,2003,1.0,0.188,0.128,GNQ
21593,2004,1.0,0.186,0.128,GNQ
21594,2005,1.0,0.182,0.13,GNQ
21595,2006,1.0,0.183,0.131,GNQ
21596,2007,1.0,0.183,0.13,GNQ
21597,2008,1.0,0.181,0.129,GNQ
21598,2009,1.0,0.181,0.129,GNQ
21599,2010,1.0,0.18,0.117,GNQ
21600,2011,1.0,0.179,0.117,GNQ
21601,2012,1.0,0.179,0.117,GNQ
21602,2013,1.0,0.181,0.125,GNQ
21603,2014,1.0,0.182,0.125,GNQ
21604,2015,1.0,0.181,0.118,GNQ
21605,2016,1.0,0.181,0.121,GNQ
21606,2017,1.0,0.177,0.12,GNQ
21607,2018,1.0,0.178,0.125,GNQ
21608,2019,1.0,0.179,0.123,GNQ
21609,2020,1.0,0.178,0.119,GNQ
21610,2021,1.0,0.174,0.122,GNQ
21611,2022,1.0,0.174,0.114,GNQ
21612,2023,1.0,0.184,0.127,GNQ
21636,1990,2.0,0.799,0.859,EST
21637,1991,2.0,0.607,0.778,EST
21638,1992,1.0,0.451,0.694,EST
21639,1993,2.0,0.883,0.923,EST
21640,1994,2.0,0.87,0.926,EST
21641,1995,2.0,0.87,0.931,EST
21642,1996,3.0,0.87,0.935,EST
21643,1997,3.0,0.87,0.936,EST
21644,1998,3.0,0.87,0.935,EST
