Treat 0,Treat 1
0.8293543650793652,0.001
0.9685007936507933,0.017788095238095245
0.8962896825396826,0.1497226190476191
0.887125793650794,0.001
0.8048940476190474,0.8843793650793653
0.9580272366522369,0.01572857142857143
0.7953027777777777,0.15828611111111113
0.9592238095238096,0.7018515873015873
0.8287955988455991,0.15988611111111123
0.9888130952380954,0.001
0.980447619047619,0.008616666666666665
0.9698694444444448,0.05792896825396831
0.9132460317460319,0.4210611471861473
0.9533682539682542,0.011355952380952385
0.6019604978354978,0.009744444444444443
0.876034126984127,0.0026666666666666666
0.897889285714286,0.003625
0.3809481962481966,0.029290476190476207
0.9765202380952382,0.0020833333333333333
0.927125396825397,0.2820500000000001
0.8833071428571431,0.5888009740259742
0.7057308802308804,0.021155952380952373
0.8774952020202017,0.0038666666666666667
0.6317791847041844,0.5038004689754693
0.8949373015873016,0.013652380952380952
0.7764268398268398,0.20552460317460303
0.8807904761904763,0.07054444444444452
0.9898559523809525,0.15754538239538243
0.42311984126984137,0.10664365079365087
0.9620801587301587,0.010408333333333337
0.5210952380952384,0.5515074064824066
0.9169725829725831,0.059523701298701305
0.7823391414141415,0.008304761904761903
0.9287333333333334,0.03376666666666668
0.664919444444444,0.4645677128427128
0.621472582972583,0.025790476190476187
0.8936285714285715,0.16824087301587295
0.8293638888888886,0.34685270562770554
0.8914007936507937,0.0
0.9183702380952377,0.5973623015873016
0.969432142857143,0.005642857142857142
0.996933333333333,0.0031666666666666675
0.9552515873015873,0.13589603174603185
0.9380844155844157,0.07210324675324677
0.8841910173160173,0.1540321428571429
0.925032142857143,0.616413492063492
0.8808194444444442,0.0031666666666666675
0.8728956349206353,0.19114682539682543
0.7176621572871573,0.0005
0.7590347402597405,0.3033837301587302
0.42392399267399267,0.012999999999999998
0.747456024531025,0.01258809523809523
0.5680171356421357,0.0022166666666666667
0.9754404761904765,0.07922499999999999
0.7349144300144299,0.005966666666666667
0.7850714285714286,0.2085765873015873
0.975752380952381,0.05381031746031741
0.7816838744588743,0.3633295093795095
0.7959723665223667,0.25571424963924944
0.9713222222222222,0.0
0.8918912698412695,0.0009285714285714286
0.8212467532467533,0.016690476190476197
0.9749277777777777,0.005265873015873015
0.6712507936507941,0.0
0.9485646825396826,0.14945082972582965
0.9751698412698414,0.0
0.8357266233766237,0.6597460317460319
0.9568,0.0
0.986833333333333,0.01565952380952381
0.895913492063492,0.11087499999999999
0.8312730158730158,0.009853968253968257
0.9606238095238098,0.00025
0.9188071428571429,0.18079761904761912
0.8475854617604621,0.001
0.9782674603174604,0.34565912698412715
0.722172943722944,0.015259523809523811
0.8185234126984129,0.6472853174603174
0.9015344516594517,0.23742142857142856
0.43056547619047625,0.0
0.9484381673881674,0.0005833333333333333
0.7465257936507935,0.0
0.7668701659451661,0.34914855699855707
0.940152380952381,0.2983079365079363
0.8370821428571428,0.6484730158730163
0.8450718253968258,0.07264047619047619
0.8821222222222224,0.15515075757575775
0.5756079365079364,0.1051873015873016
0.8430518620268617,0.04880952380952383
0.9700626984126984,0.01475
0.9203826839826841,0.14228293650793655
