ATE_10,ATE_20,ATE_30,ATE_21,ATE_31,ATE_32,ATE_SE_10,ATE_SE_20,ATE_SE_30,ATE_SE_21,ATE_SE_31,ATE_SE_32,ATE_t_10,ATE_t_20,ATE_t_30,ATE_t_21,ATE_t_31,ATE_t_32,ATE_p_10,ATE_p_20,ATE_p_30,ATE_p_21,ATE_p_31,ATE_p_32
-0.1158937769547403,0.06278989656361901,0.45635305151555083,0.17868367351835932,0.5722468284702911,0.3935631549519318,0.052889185024183154,0.051691403616561035,0.0562669833170703,0.039255143639168,0.04511029268232429,0.04369981488762739,2.191256622724453,1.2147067436857568,8.110494371876202,4.5518537687905,12.685504669636435,9.006060001946604,0.028433457016891817,0.2244782463951028,5.047043492388976e-16,5.318153985996162e-06,7.1621897261008315e-37,2.139525177148082e-19
